,0
0,100.0
1,100.0
2,100.0
3,100.0
4,100.0
5,100.0
6,100.0
7,100.0
8,100.0
9,100.0
10,100.0
11,100.0
12,100.0
13,100.0
14,100.0
15,100.0
16,100.0
17,100.0
18,100.0
19,100.0
20,100.0
21,100.0
22,100.0
23,100.0
24,100.0
25,100.0
26,100.0
27,100.0
28,100.0
29,100.0
30,99.998927288703
31,100.169973663851
32,99.971824587094
33,100.388070455738
34,100.388070455738
35,100.388070455738
36,100.388070455738
37,100.388070455738
38,100.388070455738
39,100.388070455738
40,100.388070455738
41,100.388070455738
42,100.388070455738
43,100.388070455738
44,100.388070455738
45,100.388070455738
46,100.388070455738
47,100.388070455738
48,100.388070455738
49,100.388070455738
50,100.388070455738
51,100.388070455738
52,100.388070455738
53,100.388070455738
54,100.388070455738
55,100.388070455738
56,100.388070455738
57,100.388070455738
58,100.388070455738
59,100.530226909959
60,100.597949161307
61,100.702277516676
62,100.702277516676
63,100.702277516676
64,100.702277516676
65,100.702277516676
66,100.702277516676
67,100.821680143314
68,100.808124386939
69,100.795858085615
70,100.90190187353
71,100.829300672552
72,100.87118465479
73,100.890801881378
74,100.890801881378
75,100.890801881378
76,100.890801881378
77,100.890801881378
78,100.890801881378
79,100.890801881378
80,100.890801881378
81,100.890801881378
82,100.890801881378
83,100.890801881378
84,100.890801881378
85,100.890801881378
86,100.890801881378
87,100.890801881378
88,100.890801881378
89,100.890801881378
90,100.890801881378
91,100.890801881378
92,100.890801881378
93,100.890801881378
94,100.890801881378
95,100.890801881378
96,100.890801881378
97,100.890801881378
98,100.890801881378
99,100.890801881378
100,100.890801881378
101,100.890801881378
102,100.890801881378
103,100.890801881378
104,100.890801881378
105,100.890801881378
106,100.890801881378
107,100.890801881378
108,100.690363776399
109,100.746108108808
110,100.887481370603
111,100.971500355371
112,101.103213949456
113,100.93819462608
114,100.70294146873
115,100.672755007137
116,100.672755007137
117,100.672755007137
118,100.672755007137
119,100.672755007137
120,100.672755007137
121,100.672755007137
122,100.672755007137
123,100.672755007137
124,100.672755007137
125,100.672755007137
126,100.672755007137
127,100.672755007137
128,100.672755007137
129,100.672755007137
130,100.672755007137
131,100.672755007137
132,100.672755007137
133,100.672755007137
134,100.672755007137
135,100.672755007137
136,100.672755007137
137,100.672755007137
138,100.672755007137
139,100.672755007137
140,100.672755007137
141,100.672755007137
142,100.672755007137
143,100.672755007137
144,100.672755007137
145,100.672755007137
146,100.672755007137
147,100.672755007137
148,100.672755007137
149,100.672755007137
150,100.672755007137
151,100.927272306676
152,100.930283731273
153,100.531010366635
154,100.553128761087
155,100.553128761087
156,100.553128761087
157,100.553128761087
158,100.553128761087
159,100.553128761087
160,100.553128761087
161,100.553128761087
162,100.553128761087
163,100.553128761087
164,100.553128761087
165,100.553128761087
166,100.553128761087
167,100.553128761087
168,100.553128761087
169,100.553128761087
170,100.553128761087
171,100.553128761087
172,100.553128761087
173,100.553128761087
174,100.553128761087
175,100.553128761087
176,100.553128761087
177,100.553128761087
178,100.553128761087
179,100.553128761087
180,100.553128761087
181,100.553128761087
182,100.553128761087
183,100.553128761087
184,100.553128761087
185,100.553128761087
186,100.553128761087
187,100.553128761087
188,100.553128761087
189,100.553128761087
190,100.553128761087
191,100.553128761087
192,100.553128761087
193,100.553128761087
194,100.553128761087
195,100.553128761087
196,100.553128761087
197,100.553128761087
198,100.553128761087
199,100.553128761087
200,100.553128761087
201,100.553128761087
202,100.553128761087
203,100.553128761087
204,100.553128761087
205,100.553128761087
206,100.553128761087
207,100.553128761087
208,100.553128761087
209,100.553128761087
210,100.553128761087
211,100.553128761087
212,100.553128761087
213,100.553128761087
214,100.553128761087
215,100.553128761087
216,100.553128761087
217,98.851401877221
218,99.341537937883
219,99.034872916086
220,99.113959053343
221,99.794825798294
222,99.879191677676
223,99.849823112102
224,100.029994312139
225,100.215115270419
226,101.118611141667
227,101.911672406787
228,101.257314367092
229,102.012427485684
230,101.349159881152
231,101.298672347076
232,101.044364768025
233,101.107061705767
234,101.271833657938
235,101.487423128068
236,101.487423128068
237,101.487423128068
238,101.487423128068
239,101.487423128068
240,101.487423128068
241,101.487423128068
242,101.487423128068
243,101.487423128068
244,101.487423128068
245,101.487423128068
246,101.487423128068
247,101.487423128068
248,101.487423128068
249,101.487423128068
250,101.487423128068
251,101.487423128068
252,100.343147265092
253,100.717878341744
254,100.589240935651
255,100.66229829793
256,100.66229829793
257,100.66229829793
258,100.66229829793
259,100.66229829793
260,100.66229829793
261,100.66229829793
262,100.66229829793
263,100.66229829793
264,100.66229829793
265,100.66229829793
266,100.66229829793
267,100.66229829793
268,100.66229829793
269,100.66229829793
270,100.66229829793
271,100.66229829793
272,102.374531277399
273,100.548677410733
274,99.582794273934
275,99.841714734351
276,100.098628877986
277,101.273063364428
278,101.014459690871
279,101.359229390406
280,101.192599501932
281,102.169992561319
282,102.423422049492
283,103.210637397129
284,103.254142792599
285,104.162370720839
286,104.524986080166
287,103.79774904473
288,104.655185479715
289,104.860252173895
290,104.241356244653
291,104.936386615967
292,104.532377773571
293,103.163858537437
294,104.06226607301
295,103.559525325847
296,103.596167006012
297,103.596167006012
298,103.596167006012
299,103.596167006012
300,103.596167006012
301,103.596167006012
302,103.596167006012
303,103.596167006012
304,103.596167006012
305,103.596167006012
306,103.596167006012
307,103.596167006012
308,103.596167006012
309,103.596167006012
310,103.596167006012
311,103.596167006012
312,103.596167006012
313,103.596167006012
314,103.596167006012
315,103.596167006012
316,103.596167006012
317,103.596167006012
318,103.596167006012
319,103.596167006012
320,103.596167006012
321,103.596167006012
322,103.596167006012
323,103.596167006012
324,103.596167006012
325,103.596167006012
326,103.596167006012
327,103.596167006012
328,103.596167006012
329,103.596167006012
330,103.596167006012
331,103.596167006012
332,103.596167006012
333,103.596167006012
334,103.596167006012
335,103.596167006012
336,103.596167006012
337,103.596167006012
338,103.596167006012
339,103.596167006012
340,103.596167006012
341,103.596167006012
342,103.596167006012
343,103.596167006012
344,103.596167006012
345,103.596167006012
346,103.647485682136
347,103.286089604287
348,103.436256278935
349,104.202463601564
350,104.137178450293
351,104.331409895368
352,104.420297306966
353,104.353388146957
354,104.353388146957
355,104.353388146957
356,104.353388146957
357,104.353388146957
358,104.353388146957
359,104.353388146957
360,104.353388146957
361,104.353388146957
362,104.353388146957
363,104.353388146957
364,104.353388146957
365,104.323433092573
366,104.087445572861
367,104.160452701387
368,104.130825283033
369,104.614560534499
370,105.097837518257
371,105.16585062741
372,105.336435679097
373,105.089107250416
374,105.089107250416
375,105.089107250416
376,105.089107250416
377,105.089107250416
378,105.089107250416
379,105.089107250416
380,105.089107250416
381,105.089107250416
382,105.089107250416
383,105.089107250416
384,105.089107250416
385,105.089107250416
386,105.089107250416
387,105.089107250416
388,105.089107250416
389,105.089107250416
390,105.089107250416
391,105.089107250416
392,105.089107250416
393,105.089107250416
394,105.089107250416
395,105.089107250416
396,105.089107250416
397,105.089107250416
398,105.089107250416
399,105.089107250416
400,105.089107250416
401,105.089107250416
402,105.089107250416
403,105.089107250416
404,105.089107250416
405,105.089107250416
406,105.089107250416
407,105.089107250416
408,104.909034585351
409,104.439816868196
410,104.917232195879
411,104.917232195879
412,104.917232195879
413,104.917232195879
414,104.917232195879
415,104.917232195879
416,104.917232195879
417,104.917232195879
418,104.917232195879
419,104.917232195879
420,104.917232195879
421,104.917232195879
422,104.917232195879
423,104.917232195879
424,104.917232195879
425,104.917232195879
426,104.917232195879
427,104.917232195879
428,104.917232195879
429,104.917232195879
430,104.917232195879
431,104.917232195879
432,104.917232195879
433,104.917232195879
434,104.575896256798
435,104.796557280759
436,104.812731885376
437,104.573427023472
438,104.640674743272
439,104.646694728587
440,104.569455023221
441,104.736754625219
442,104.903510053424
443,104.437798531591
444,104.437798531591
445,104.437798531591
446,104.437798531591
447,104.295269684728
448,104.295269684728
449,104.295269684728
450,104.295269684728
451,104.295269684728
452,104.295269684728
453,104.295269684728
454,104.295269684728
455,104.295269684728
456,104.295269684728
457,104.295269684728
458,104.295269684728
459,104.295269684728
460,104.295269684728
461,104.295269684728
462,104.295269684728
463,104.295269684728
464,104.295269684728
465,104.295269684728
466,104.295269684728
467,104.295269684728
468,104.295269684728
469,104.295269684728
470,104.295269684728
471,104.295269684728
472,104.295269684728
473,104.295269684728
474,104.295269684728
475,104.295269684728
476,104.295269684728
477,104.295269684728
478,104.295269684728
479,104.052259688521
480,103.81062742016
481,103.821013368537
482,103.866160450257
483,103.866160450257
484,103.866160450257
485,103.866160450257
486,103.866160450257
487,103.866160450257
488,103.866160450257
489,103.866160450257
490,103.866160450257
491,103.866160450257
492,103.866160450257
493,103.866160450257
494,103.866160450257
495,103.866160450257
496,103.866160450257
497,103.866160450257
498,103.787394695814
499,103.787394695814
500,103.787394695814
501,103.787394695814
502,103.787394695814
503,103.787394695814
504,103.787394695814
505,103.787394695814
506,103.787394695814
507,103.787394695814
508,104.765752155555
509,104.825666349056
510,104.066615497596
511,104.309061380609
512,104.287161709881
513,104.448826732001
514,103.697626705896
515,103.656513173114
516,103.625523073027
517,103.574596008551
518,103.574596008551
519,103.574596008551
520,103.574596008551
521,103.574596008551
522,103.242267585712
523,103.010241137781
524,102.781995377133
525,102.805139948337
526,102.805139948337
527,102.805139948337
528,102.805139948337
529,102.805139948337
530,102.805139948337
531,102.805139948337
532,102.805139948337
533,102.805139948337
534,102.805139948337
535,102.805139948337
536,102.629948441144
537,102.629948441144
538,102.629948441144
539,102.629948441144
540,102.629948441144
541,102.629948441144
542,102.629948441144
543,102.629948441144
544,102.629948441144
545,102.629948441144
546,102.629948441144
547,102.629948441144
548,102.629948441144
549,102.505784135915
550,102.483779877219
551,102.559779796378
552,102.535741185032
553,102.611818219264
554,102.637806860434
555,102.663909477135
556,102.538757965465
557,102.612422456791
558,102.23875584955
559,101.965954848553
560,101.965954848553
561,101.965954848553
562,101.965954848553
563,101.965954848553
564,101.965954848553
565,101.965954848553
566,101.965954848553
567,101.965954848553
568,101.965954848553
569,101.965954848553
570,101.965954848553
571,101.965954848553
572,101.965954848553
573,101.835634950735
574,101.874745455379
575,101.85375076685
576,101.931732193332
577,101.65285813376
578,101.633827852909
579,101.575007247821
580,101.556006101781
581,101.556006101781
582,101.556006101781
583,101.338771054195
584,101.42078955187
585,101.227364033114
586,101.227364033114
587,101.227364033114
588,101.227364033114
589,101.227364033114
590,101.227364033114
591,101.227364033114
592,101.227364033114
593,101.227364033114
594,101.227364033114
595,101.227364033114
596,101.227364033114
597,101.227364033114
598,101.227364033114
599,101.227364033114
600,101.227364033114
601,101.227364033114
602,101.227364033114
603,101.227364033114
604,101.227364033114
605,101.227364033114
606,101.227364033114
607,101.227364033114
608,101.227364033114
609,101.227364033114
610,101.227364033114
611,101.227364033114
612,101.227364033114
613,101.227364033114
614,101.227364033114
615,101.227364033114
616,101.227364033114
617,101.227364033114
618,101.227364033114
619,101.227364033114
620,101.227364033114
621,100.259276378535
622,100.194770380429
623,99.878278532234
624,100.512607542252
625,100.748937940717
626,100.985132196318
627,101.651471355838
628,101.90758708004
629,101.323595025969
630,101.22243651467
631,100.651502200423
632,100.934480852193
633,100.817705735622
634,100.692021744123
635,100.387397548968
636,100.174895404369
637,100.174895404369
638,100.174895404369
639,100.174895404369
640,100.174895404369
641,100.174895404369
642,100.174895404369
643,100.174895404369
644,100.174895404369
645,100.174895404369
646,100.174895404369
647,100.387596410275
648,99.810687459276
649,100.141936253941
650,99.530561124881
651,99.363953382546
652,99.001407291391
653,99.230805690647
654,99.230805690647
655,99.230805690647
656,99.230805690647
657,99.230805690647
658,99.230805690647
659,99.230805690647
660,99.230805690647
661,99.230805690647
662,99.230805690647
663,99.10519099235
664,100.329127090949
665,100.741128518324
666,99.999376308399
667,100.105179005826
668,99.956754012817
669,100.177633620454
670,100.632716459496
671,101.155841307677
672,100.839250054907
673,100.571425239093
674,100.742879014089
675,100.953283424272
676,101.231887485921
677,100.671644103486
678,100.930631827854
679,100.965394481882
680,101.136529068684
681,101.112913462299
682,101.245047710845
683,101.698504350241
684,101.898693760562
685,101.641253781195
686,101.384027894859
687,101.015921108946
688,100.647856802552
689,100.814701755736
690,100.814701755736
691,100.814701755736
692,100.814701755736
