,Total_Excl_Signals
2002-01-04,105.4631306381826
2002-01-07,105.79067339078216
2002-01-08,104.04303805788695
2002-01-09,104.12462486418985
2002-01-10,103.79116905533758
2002-01-11,104.27140490974507
2002-01-14,103.70585267048091
2002-01-15,103.56250934262012
2002-01-16,103.38558955114603
2002-01-17,103.20815253850995
2002-01-18,103.41224583839768
2002-01-21,103.9164722828946
2002-01-22,104.18422797695341
2002-01-23,104.54321357823163
2002-01-24,104.71166175175094
2002-01-25,104.65573406437
2002-01-28,104.87247271036266
2002-01-29,104.9817662561246
2002-01-30,104.7341398269345
2002-01-31,104.5908414042254
2002-02-01,104.30115269628281
2002-02-04,104.27940883417725
2002-02-05,104.46739300813692
2002-02-06,104.39680315167814
2002-02-07,104.4616447762837
2002-02-08,104.3531042975038
2002-02-11,104.89841586387723
2002-02-12,105.42233942741679
2002-02-13,105.4236347786745
2002-02-14,105.3934237351309
2002-02-15,105.35673177973194
2002-02-18,105.29375673081199
2002-02-19,105.36908029799736
2002-02-20,105.42305863808744
2002-02-21,105.5095314350143
2002-02-22,105.40577978681145
2002-02-25,105.6337453222405
2002-02-26,105.43322358885476
2002-02-27,105.58085673543603
2002-02-28,105.82843742356323
2002-03-01,106.18023060885267
2002-03-04,106.95328353805141
2002-03-05,106.99392232300741
2002-03-06,106.83484079922164
2002-03-07,106.42164456182684
2002-03-08,106.29630332648448
2002-03-11,106.43537486805447
2002-03-12,106.16603483292356
2002-03-13,106.2626737538051
2002-03-14,106.35251579404262
2002-03-15,106.41631824794601
2002-03-18,106.44013204820975
2002-03-19,106.38908877872367
2002-03-20,106.38048222701457
2002-03-21,106.59352294714795
2002-03-22,106.18028294186261
2002-03-25,105.73432694138131
2002-03-26,106.25664126732357
2002-03-27,106.82336816589678
2002-03-28,106.49103427174391
2002-03-29,106.53375516136732
2002-04-01,106.76771879811443
2002-04-02,107.0724499798703
2002-04-03,107.10911884514832
2002-04-04,107.4260109838446
2002-04-05,108.28776554910156
2002-04-08,108.25030137118301
2002-04-09,108.162434982402
2002-04-10,108.4377855831792
2002-04-11,108.40180921490632
2002-04-12,108.30269188991205
2002-04-15,108.15521003623408
2002-04-16,108.57495459752472
2002-04-17,108.74461922701956
2002-04-18,108.6212948139735
2002-04-19,108.2995509966162
2002-04-22,108.297361651995
2002-04-23,108.19269666414442
2002-04-24,108.28070987372736
2002-04-25,108.14336598493023
2002-04-26,108.60986888409424
2002-04-29,109.06724883353786
2002-04-30,109.17249250831006
2002-05-01,108.95421834760292
2002-05-02,108.67623633144832
2002-05-03,108.49171854832395
2002-05-06,108.79663452537845
2002-05-07,109.06511278872928
2002-05-08,108.95418509686027
2002-05-09,108.74232469090194
2002-05-10,108.856990960859
2002-05-13,108.5841484768503
2002-05-14,108.71157427261608
2002-05-15,108.93754994000557
2002-05-16,109.19176157905355
2002-05-17,108.6518654527786
2002-05-20,108.59133432221213
2002-05-21,108.9352146395298
2002-05-22,108.8204381173825
2002-05-23,109.06090503874492
2002-05-24,109.18646213445462
2002-05-27,109.53416053926031
2002-05-28,109.479435647927
2002-05-29,109.41070192024463
2002-05-30,109.57848380703041
2002-05-31,109.72229568030689
2002-06-03,109.68872116318897
2002-06-04,109.53889834316014
2002-06-05,109.17834283404758
2002-06-06,108.93200042372511
2002-06-07,109.14854174152882
2002-06-10,109.47667480990683
2002-06-11,109.23515453037858
2002-06-12,108.96547907616429
2002-06-13,109.12817339900306
2002-06-14,108.78808828189374
2002-06-17,108.8905203966353
2002-06-18,109.14240309109844
2002-06-19,109.11468876927886
2002-06-20,108.55159053158624
2002-06-21,108.32658916686327
2002-06-24,108.39080877297732
2002-06-25,108.25800650806445
2002-06-26,107.82006873125336
2002-06-27,108.41473521452079
2002-06-28,108.52122706585993
2002-07-01,108.84016911038161
2002-07-02,108.48229760248371
2002-07-03,108.6449014964456
2002-07-04,108.64375738527343
2002-07-05,108.69489258223872
2002-07-08,108.5186786734974
2002-07-09,108.8195470924031
2002-07-10,109.14025199584792
2002-07-11,108.825665924769
2002-07-12,109.16804112427235
2002-07-15,109.02808968934345
2002-07-16,109.14656875978103
2002-07-17,109.43220265991893
2002-07-18,109.73667723142657
2002-07-19,109.76096439496352
2002-07-22,109.73912059176261
2002-07-23,109.17494997059902
2002-07-24,108.68830871685849
2002-07-25,108.74281189082495
2002-07-26,108.25487471473038
2002-07-29,108.01846544101205
2002-07-30,107.74974845062887
2002-07-31,107.40755369315092
2002-08-01,108.22930683714095
2002-08-02,108.64011899721757
2002-08-05,108.20481693509167
2002-08-06,108.20108526189699
2002-08-07,108.58461321862593
2002-08-08,109.06203115313433
2002-08-09,108.8794040402608
2002-08-12,108.49794041070668
2002-08-13,108.29966450907028
2002-08-14,108.4428152195843
2002-08-15,108.30693614601995
2002-08-16,108.64545823311005
2002-08-19,108.76994659753325
2002-08-20,108.89090481610347
2002-08-21,108.80489237510693
2002-08-22,108.58310491524259
2002-08-23,108.6156209610541
2002-08-26,108.69790539647998
2002-08-27,108.6711299968855
2002-08-28,108.79098024039747
2002-08-29,108.85423598454213
2002-08-30,109.19138332162123
2002-09-02,109.30251064097946
2002-09-03,108.82923463566114
2002-09-04,108.81902600578842
2002-09-05,108.876454892905
2002-09-06,109.06859769758
2002-09-09,109.25618345995072
2002-09-10,109.0312182119394
2002-09-11,109.16578964727832
2002-09-12,109.07247961086541
2002-09-13,108.97575091284698
2002-09-16,108.37745245996739
2002-09-17,108.46118115927807
2002-09-18,108.3485845003818
2002-09-19,108.14562224641057
2002-09-20,108.07204318807601
2002-09-23,107.48814298805796
2002-09-24,107.3319433964506
2002-09-25,107.50371569558978
2002-09-26,107.39054753861821
2002-09-27,107.15437169463219
2002-09-30,107.27237598628675
2002-10-01,107.62758773450497
2002-10-02,107.64689407132083
2002-10-03,107.58713316693344
2002-10-04,107.85586299202974
2002-10-07,107.47308221805984
2002-10-08,107.53727767681073
2002-10-09,107.2246331139919
2002-10-10,107.17202023524061
2002-10-11,107.53421660162638
2002-10-14,107.28339004820495
2002-10-15,107.40536669221468
2002-10-16,107.48939658067371
2002-10-17,107.87963169252572
2002-10-18,107.90569042388378
2002-10-21,108.25278058792517
2002-10-22,108.41303775971983
2002-10-23,108.43755907995825
2002-10-24,108.64000726206625
2002-10-25,108.95205389088058
2002-10-28,108.80913840181556
2002-10-29,108.74800513257463
2002-10-30,108.90904906927985
2002-10-31,109.4020184727447
2002-11-01,109.43416127276463
2002-11-04,109.74261736768784
2002-11-05,109.92651437613486
2002-11-06,109.87838146356128
2002-11-07,110.22254573404376
2002-11-08,110.58635967751422
2002-11-11,110.64617961008
2002-11-12,110.55723938399099
2002-11-13,110.42997442596635
2002-11-14,110.61019742213422
2002-11-15,110.89387190572205
2002-11-18,111.47049869635065
2002-11-19,111.61461119447617
2002-11-20,111.50543195144868
2002-11-21,111.63079347419385
2002-11-22,111.52010038603105
2002-11-25,111.78078201662181
2002-11-26,111.81113943887969
2002-11-27,111.71642094709556
2002-11-28,111.8118625624832
2002-11-29,111.524760741215
2002-12-02,111.69468499739396
2002-12-03,111.57524250451829
2002-12-04,111.45022122264545
2002-12-05,111.40400490940775
2002-12-06,111.43870210768783
2002-12-09,111.5977342407081
2002-12-10,111.71086740836438
2002-12-11,112.25879370430812
2002-12-12,112.22637361578394
2002-12-13,112.46483473530576
2002-12-16,112.72580307755894
2002-12-17,112.335864975636
2002-12-18,112.49995131395349
2002-12-19,112.52407145442649
2002-12-20,112.57870232469276
2002-12-23,112.53360024390777
2002-12-24,112.5249778996098
2002-12-25,112.73676105966787
2002-12-26,112.50057695344113
2002-12-27,112.57462409679935
2002-12-30,112.50937828249171
2002-12-31,112.63232719816298
2003-01-01,112.66083535217508
2003-01-02,113.06106962253551
2003-01-03,113.32581129316733
2003-01-06,113.54862388189134
2003-01-07,113.48128328890796
2003-01-08,113.40826326340641
2003-01-09,113.4684164138274
2003-01-10,113.42238714622884
2003-01-13,113.52095978874416
2003-01-14,113.69212213773355
2003-01-15,113.65997736038864
2003-01-16,113.07501691945279
2003-01-17,113.14248237601765
2003-01-20,113.09141787499405
2003-01-21,112.7802253270916
2003-01-22,112.55764358930837
2003-01-23,112.87930020673609
2003-01-24,112.55165538839786
2003-01-27,112.20297228265794
2003-01-28,112.48688585922609
2003-01-29,112.89827978284507
2003-01-30,113.06083383737065
2003-01-31,113.35707524105081
2003-02-03,113.22972019324226
2003-02-04,113.25827021531573
2003-02-05,113.20510849698543
2003-02-06,113.24948236180718
2003-02-07,113.14017553523675
2003-02-10,112.90426430315271
2003-02-11,113.14990642773625
2003-02-12,113.20719887526039
2003-02-13,113.09040097276046
2003-02-14,113.21376007360972
2003-02-17,113.48710739586413
2003-02-18,113.60628818992066
2003-02-19,113.45086310488747
2003-02-20,113.57210574604352
2003-02-21,113.63380515101926
2003-02-24,113.67393566098897
2003-02-25,113.81074338383141
2003-02-26,113.82879266692818
2003-02-27,114.1017806159229
2003-02-28,113.9104834593014
2003-03-03,113.62218482978717
2003-03-04,113.7773985242536
2003-03-05,113.87904666160718
2003-03-06,113.8603889132229
2003-03-07,113.94831689807195
2003-03-10,113.83635590195294
2003-03-11,114.0328558878689
2003-03-12,114.01257599216137
2003-03-13,114.20210075667066
2003-03-14,114.35417840638395
2003-03-17,114.0747602195861
2003-03-18,114.26579788929894
2003-03-19,114.04427353896033
2003-03-20,114.0713762177606
2003-03-21,114.44544262810857
2003-03-24,114.39549458829869
2003-03-25,115.10993001780241
2003-03-26,115.26002938410461
2003-03-27,115.3539366193544
2003-03-28,115.07399106379057
2003-03-31,114.98588268145026
2003-04-01,115.3470713306636
2003-04-02,115.8410934941156
2003-04-03,116.06700044710396
2003-04-04,116.13566630309921
2003-04-07,116.40625080353173
2003-04-08,116.4839219493772
2003-04-09,116.5451428344165
2003-04-10,117.0181317445445
2003-04-11,117.03794921876539
2003-04-14,117.3977980112883
2003-04-15,117.7240044155419
2003-04-16,117.91549091333658
2003-04-17,118.39881986568827
2003-04-18,118.49520693650265
2003-04-21,118.59406160341833
2003-04-22,118.59219351746398
2003-04-23,118.76542514589131
2003-04-24,119.04993621155751
2003-04-25,118.86807781361068
2003-04-28,119.49169597003345
2003-04-29,119.81444978665027
2003-04-30,120.0390530015974
2003-05-01,120.31619925198878
2003-05-02,120.18171702488567
2003-05-05,120.45607539847592
2003-05-06,120.38296564752201
2003-05-07,120.79330150411776
2003-05-08,121.12323161236263
2003-05-09,121.30819246409251
2003-05-12,121.34467272516777
2003-05-13,121.59724869193161
2003-05-14,121.22811453241833
2003-05-15,120.52953689038486
2003-05-16,120.72356993500904
2003-05-19,120.12558284504597
2003-05-20,120.44111220420349
2003-05-21,120.5745828334631
2003-05-22,120.78524127121331
2003-05-23,121.04696082831721
2003-05-26,120.92131619801016
2003-05-27,120.71527400744594
2003-05-28,120.52613982038189
2003-05-29,120.76039136835473
2003-05-30,120.74280755189349
2003-06-02,120.90928389897864
2003-06-03,120.96068334321383
2003-06-04,120.54890430334177
2003-06-05,120.915433321007
2003-06-06,121.17379878796396
2003-06-09,121.14935108592809
2003-06-10,121.16107438156232
2003-06-11,121.4429583938025
2003-06-12,121.60593780783013
2003-06-13,121.69513876085533
2003-06-16,121.95104110807846
2003-06-17,121.96146883203845
2003-06-18,121.5648930575932
2003-06-19,121.56973073097515
2003-06-20,121.88882696390715
2003-06-23,121.89858623190946
2003-06-24,122.16841605030008
2003-06-25,122.35277562364087
2003-06-26,122.2731325130698
2003-06-27,122.35848108050699
2003-06-30,122.37192392963573
2003-07-01,122.76007928266759
2003-07-02,122.95627169297535
2003-07-03,122.90031931975035
2003-07-04,123.07507503293685
2003-07-07,122.9186980925063
2003-07-08,122.67562756709466
2003-07-09,122.7946615603158
2003-07-10,122.90076753823324
2003-07-11,122.92711054888294
2003-07-14,123.13390771712199
2003-07-15,123.00990554591031
2003-07-16,122.79287224475074
2003-07-17,122.79599113212544
2003-07-18,122.50114566060118
2003-07-21,122.65707750430708
2003-07-22,122.59440008739291
2003-07-23,122.4246742685567
2003-07-24,122.5199539055185
2003-07-25,122.6595652721857
2003-07-28,122.73407606623377
2003-07-29,122.51240412847854
2003-07-30,122.42759913964328
2003-07-31,122.25978728157186
2003-08-01,121.81409830399315
2003-08-04,121.77502119507899
2003-08-05,122.09714575266466
2003-08-06,122.18272328320562
2003-08-07,122.60393355603405
2003-08-08,122.67128954656822
2003-08-11,122.5983638488257
2003-08-12,122.62162373840302
2003-08-13,122.72759337095965
2003-08-14,122.9043392479589
2003-08-15,122.93310435853923
2003-08-18,122.96753782202
2003-08-19,122.89726389398064
2003-08-20,122.95070983805527
2003-08-21,122.97969078768801
2003-08-22,123.1119831742493
2003-08-25,123.10438258600965
2003-08-26,123.23267788766071
2003-08-27,123.17509148239
2003-08-28,123.1890031195203
2003-08-29,123.18478455505824
2003-09-01,123.30212000873854
2003-09-02,123.38455913992719
2003-09-03,123.71611481321995
2003-09-04,123.81979159286516
2003-09-05,123.71728041968458
2003-09-08,123.53390517782168
2003-09-09,123.64573622713002
2003-09-10,124.08799474411983
2003-09-11,124.14560732040914
2003-09-12,124.2533394620881
2003-09-15,124.3264989884926
2003-09-16,124.3261367118883
2003-09-17,124.23583430489565
2003-09-18,124.37611389197285
2003-09-19,124.60624945365646
2003-09-22,125.20412732335069
2003-09-23,125.36492404268938
2003-09-24,125.49925523133655
2003-09-25,125.15986295288187
2003-09-26,124.9720491912188
2003-09-29,124.86174281236917
2003-09-30,125.1126519971821
2003-10-01,125.3702304420579
2003-10-02,125.39110377933106
2003-10-03,125.49974285975998
2003-10-06,125.78044163684872
2003-10-07,126.00167549701685
2003-10-08,126.08230792160114
2003-10-09,126.1952535674607
2003-10-10,126.30787211179965
2003-10-13,126.1442476325892
2003-10-14,125.76417978744524
2003-10-15,125.77026227084849
2003-10-16,125.50936834318568
2003-10-17,125.34822390628507
2003-10-20,125.56147978544371
2003-10-21,125.4259528901852
2003-10-22,125.46104455165515
2003-10-23,125.43214347609938
2003-10-24,125.3770645933839
2003-10-27,125.22081237112835
2003-10-28,125.22495544774232
2003-10-29,125.54907092029157
2003-10-30,125.68698382520448
2003-10-31,125.57902418486498
2003-11-03,125.72943886131453
2003-11-04,125.98881591623176
2003-11-05,125.9716895420345
2003-11-06,125.97276296977901
2003-11-07,126.19182091631319
2003-11-10,126.28102163291749
2003-11-11,126.12727369474509
2003-11-12,126.16364029784988
2003-11-13,126.18929580008313
2003-11-14,126.38332009530788
2003-11-17,126.31582930546459
2003-11-18,126.41120698291739
2003-11-19,126.35494091976409
2003-11-20,126.15849472489518
2003-11-21,126.23879785620464
2003-11-24,126.18289550842569
2003-11-25,125.99969957959865
2003-11-26,125.97358379418127
2003-11-27,125.862394575876
2003-11-28,126.05538238125949
2003-12-01,126.08122038160892
2003-12-02,126.21055016553439
2003-12-03,126.55791465878748
2003-12-04,126.6492556380733
2003-12-05,126.70452383480992
2003-12-08,126.68128785981847
2003-12-09,127.05916570372194
2003-12-10,126.9004451849299
2003-12-11,127.22599726771722
2003-12-12,127.20123637386313
2003-12-15,127.37934362561526
2003-12-16,127.31431477911342
2003-12-17,127.163620646204
2003-12-18,127.12296867204205
2003-12-19,126.92184600792312
2003-12-22,126.91407296108804
2003-12-23,127.00857804314856
2003-12-24,127.2550176651663
2003-12-25,127.39041311248668
2003-12-26,127.54076435069405
2003-12-29,127.48817898420141
2003-12-30,127.65937034748998
2003-12-31,127.76575007811368
2004-01-01,127.8309697364369
2004-01-02,128.31704194653284
2004-01-05,129.23634531025877
2004-01-06,129.46411496183765
2004-01-07,129.24888710350558
2004-01-08,129.316428283992
2004-01-09,129.38033907641875
2004-01-12,129.43334454283283
2004-01-13,129.39458476396996
2004-01-14,129.04638852774661
2004-01-15,128.7865759797274
2004-01-16,128.70634200567062
2004-01-19,128.81488991605156
2004-01-20,129.01229958780948
2004-01-21,128.98243197922815
2004-01-22,129.02997819290462
2004-01-23,129.02676393452225
2004-01-26,128.84636076905144
2004-01-27,128.92755944769382
2004-01-28,128.82109521220457
2004-01-29,127.98580040116865
2004-01-30,128.38160635007603
2004-02-02,128.4500320666698
2004-02-03,128.5869244559573
2004-02-04,128.59839725728244
2004-02-05,128.19668209479968
2004-02-06,128.30568237899382
2004-02-09,128.6146672072401
2004-02-10,128.93388958136546
2004-02-11,129.23312414227513
2004-02-12,129.61523133669243
2004-02-13,129.8445138611418
2004-02-16,129.69104053262043
2004-02-17,129.92625603682652
2004-02-18,129.8121317027596
2004-02-19,129.44315131636867
2004-02-20,129.37639575060626
2004-02-23,129.57191319029556
2004-02-24,129.73813299177985
2004-02-25,129.8189103124556
2004-02-26,129.60559947424554
2004-02-27,129.74253621661632
2004-03-01,130.12795167296636
2004-03-02,129.73405793795223
2004-03-03,129.47335491590042
2004-03-04,129.52235247881868
2004-03-05,130.0507391335795
2004-03-08,130.16214335070148
2004-03-09,130.23276224906976
2004-03-10,129.99958342105305
2004-03-11,130.0406022755861
2004-03-12,129.934095904617
2004-03-15,130.05481253763122
2004-03-16,130.04349762269732
2004-03-17,130.05884227422763
2004-03-18,130.35067885163218
2004-03-19,130.43139662442337
2004-03-22,130.6301679413377
2004-03-23,130.6623374433677
2004-03-24,130.66255372062395
2004-03-25,130.4528514429109
2004-03-26,130.51849690550975
2004-03-29,130.71207617084607
2004-03-30,130.98050408540948
2004-03-31,131.43198924445946
2004-04-01,131.59637464745995
2004-04-02,131.60516644454023
2004-04-05,131.69980075168627
2004-04-06,131.78317039898315
2004-04-07,131.8742623661167
2004-04-08,131.87884191607833
2004-04-09,132.00391018343453
2004-04-12,131.92598568563236
2004-04-13,131.54259862312233
2004-04-14,131.16487468868948
2004-04-15,131.0226893114017
2004-04-16,131.33216842824027
2004-04-19,131.50971171228218
2004-04-20,131.24527629213864
2004-04-21,130.67472207752675
2004-04-22,130.43734557810512
2004-04-23,130.74410473734332
2004-04-26,130.82006419863544
2004-04-27,130.63211947345653
2004-04-28,129.76883469512458
2004-04-29,129.5306854321114
2004-04-30,129.64641967512554
2004-05-03,129.33422485231372
2004-05-04,129.65129377404625
2004-05-05,129.96355675839894
2004-05-06,129.31641538022487
2004-05-07,128.410559682963
2004-05-10,127.4782878493689
2004-05-11,127.87007270350513
2004-05-12,127.69972918186568
2004-05-13,127.59697919629158
2004-05-14,128.06792731300084
2004-05-17,127.99329889816079
2004-05-18,128.13295190699642
2004-05-19,128.33706764898315
2004-05-20,127.7562709541271
2004-05-21,127.98594998023344
2004-05-24,128.22694037292237
2004-05-25,128.50703764138888
2004-05-26,128.4354679843873
2004-05-27,128.93924488199428
2004-05-28,129.1586559998225
2004-05-31,128.90466737111316
2004-06-01,128.97083009964638
2004-06-02,128.97476316513777
2004-06-03,128.9940143063518
2004-06-04,129.13078494713525
2004-06-07,129.68743246065281
2004-06-08,129.63883131343616
2004-06-09,129.34945532597328
2004-06-10,129.45611217388958
2004-06-11,129.1858097571644
2004-06-14,128.95870736204174
2004-06-15,129.25884053199587
2004-06-16,129.21671465740755
2004-06-17,129.26825703672532
2004-06-18,129.40098567842244
2004-06-21,129.53315909601275
2004-06-22,129.50658772452624
2004-06-23,129.86736840567733
2004-06-24,130.10162644243323
2004-06-25,130.0897602911518
2004-06-28,130.09474735113182
2004-06-29,129.90786824583296
2004-06-30,130.2265258886101
2004-07-01,130.65626431734242
2004-07-02,131.20275963845566
2004-07-05,131.3005816223523
2004-07-06,131.23118999119217
2004-07-07,131.5547540503747
2004-07-08,131.52161307500273
2004-07-09,131.59500167590727
2004-07-12,131.94160219279615
2004-07-13,131.85888555654867
2004-07-14,132.12014799394754
2004-07-15,131.9802551089863
2004-07-16,132.63096709843828
2004-07-19,132.72752883955695
2004-07-20,132.40226005368365
2004-07-21,131.94397601193924
2004-07-22,132.0146593118943
2004-07-23,131.57095343903183
2004-07-26,131.20853893820978
2004-07-27,131.16789129272274
2004-07-28,131.40634014673986
2004-07-29,131.49576598272571
2004-07-30,131.6016740724012
2004-08-02,131.50891249147531
2004-08-03,131.49357435725534
2004-08-04,131.2854822526317
2004-08-05,131.42730218737393
2004-08-06,131.9889448554899
2004-08-09,132.1646639107567
2004-08-10,132.14389805877548
2004-08-11,131.80195350296583
2004-08-12,131.5509764256522
2004-08-13,131.6101796379665
2004-08-16,131.5739517008118
2004-08-17,131.90857856414556
2004-08-18,131.8679312352231
2004-08-19,131.63563926164662
2004-08-20,131.85264126520426
2004-08-23,131.66533186842406
2004-08-24,131.71638703481688
2004-08-25,131.74131686305918
2004-08-26,131.75744758704025
2004-08-27,131.71021815662695
2004-08-30,131.8011903676091
2004-08-31,132.01988726027375
2004-09-01,132.1119946165055
2004-09-02,132.2307253501294
2004-09-03,132.21718505497165
2004-09-06,132.34006733468425
2004-09-07,132.4372251054064
2004-09-08,132.52445491388715
2004-09-09,132.56615474367268
2004-09-10,132.66078509790464
2004-09-13,132.92559290633528
2004-09-14,133.34010539407836
2004-09-15,133.37401878721525
2004-09-16,133.65422831049148
2004-09-17,133.5258645411575
2004-09-20,133.6253114525042
2004-09-21,133.67682016398976
2004-09-22,133.46481575955883
2004-09-23,133.69543677795008
2004-09-24,133.65983408679563
2004-09-27,133.60567606833914
2004-09-28,133.5228230730231
2004-09-29,133.5748762655849
2004-09-30,133.62202467227485
2004-10-01,133.88971229669693
2004-10-04,134.109395986589
2004-10-05,134.2114564359518
2004-10-06,134.18448252715473
2004-10-07,134.12203163671876
2004-10-08,134.46789138039836
2004-10-11,134.75005239451392
2004-10-12,134.5409080628077
2004-10-13,134.46126026779376
2004-10-14,134.35110825763974
2004-10-15,134.43710701510423
2004-10-18,134.64448327026483
2004-10-19,134.9065572872129
2004-10-20,134.6366409270527
2004-10-21,134.9830404911205
2004-10-22,135.16688377139778
2004-10-25,134.88978219325006
2004-10-26,134.8577707704995
2004-10-27,135.10800206902383
2004-10-28,135.20561550788895
2004-10-29,135.43465490383193
2004-11-01,135.52831424629932
2004-11-02,135.71066696115258
2004-11-03,135.96942281844935
2004-11-04,136.2228152396237
2004-11-05,136.43192384452087
2004-11-08,136.36672442894815
2004-11-09,136.55081832948505
2004-11-10,136.35809958903482
2004-11-11,136.41042905626242
2004-11-12,137.0570847481161
2004-11-15,137.22895133291047
2004-11-16,137.39901892373982
2004-11-17,137.94337133718824
2004-11-18,137.79491963931483
2004-11-19,137.8702366340794
2004-11-22,138.1185907060655
2004-11-23,138.42954660423686
2004-11-24,138.58861790253485
2004-11-25,138.90174630109192
2004-11-26,139.21766682691097
2004-11-29,139.2044015087233
2004-11-30,139.4093581568367
2004-12-01,139.9711415663511
2004-12-02,139.80299345684006
2004-12-03,140.20112557194386
2004-12-06,140.3668107520116
2004-12-07,140.14253698407995
2004-12-08,139.46560805842438
2004-12-09,139.12036501285755
2004-12-10,138.9036851728515
2004-12-13,139.63757515780847
2004-12-14,139.869544413096
2004-12-15,140.48573747178096
2004-12-16,140.22059810803603
2004-12-17,140.6564248756983
2004-12-20,141.4359329341186
2004-12-21,141.28180356451958
2004-12-22,141.26871487054575
2004-12-23,141.46205510464247
2004-12-24,141.74083932404702
2004-12-27,141.86916154768684
2004-12-28,141.6192084325029
2004-12-29,141.60799521039414
2004-12-30,142.0569175037202
2004-12-31,142.3450691406404
2005-01-03,142.15646150841647
2005-01-04,141.46974044857282
2005-01-05,141.1124616419945
2005-01-06,140.45282741356334
2005-01-07,140.69762610277726
2005-01-10,141.06424987748903
2005-01-11,141.3059913591476
2005-01-12,141.8907728719994
2005-01-13,141.9617413853541
2005-01-14,141.7726760293539
2005-01-17,141.9377533446534
2005-01-18,141.63233372943134
2005-01-19,141.78262163080598
2005-01-20,141.5361679983886
2005-01-21,141.93931778358404
2005-01-24,142.30581332754826
2005-01-25,142.09452778160397
2005-01-26,142.49566024215986
2005-01-27,142.3478745531998
2005-01-28,142.5455991193201
2005-01-31,142.77512655903692
2005-02-01,142.6937587748386
2005-02-02,142.98211683795785
2005-02-03,143.09129480756067
2005-02-04,143.20292278206534
2005-02-07,143.13984825149402
2005-02-08,142.4862585048178
2005-02-09,142.81273232885212
2005-02-10,142.9038208509281
2005-02-11,143.13118801791325
2005-02-14,143.70226758085053
2005-02-15,143.7782748350398
2005-02-16,143.64712980424304
2005-02-17,144.0128624198014
2005-02-18,144.1014211170845
2005-02-21,144.11421702366744
2005-02-22,144.79953165573792
2005-02-23,144.7200787841943
2005-02-24,144.4312411655995
2005-02-25,144.61243278190722
2005-02-28,144.94095557349874
2005-03-01,144.5850168077043
2005-03-02,144.20984762431422
2005-03-03,143.94058807416152
2005-03-04,144.6227364348009
2005-03-07,144.76418077904458
2005-03-08,144.80193777105174
2005-03-09,144.83769986787564
2005-03-10,144.4235150973978
2005-03-11,144.82622468270043
2005-03-14,143.85154970109036
2005-03-15,143.1526554015402
2005-03-16,143.15452567166005
2005-03-17,143.37990606161384
2005-03-18,143.58853926970008
2005-03-21,143.06512741066868
2005-03-22,143.2063242829104
2005-03-23,142.34269803062824
2005-03-24,142.3478210737407
2005-03-25,142.40187590242445
2005-03-28,141.75197054610499
2005-03-29,141.67920690317223
2005-03-30,142.33150454305505
2005-03-31,142.65401958723177
2005-04-01,142.74762293889634
2005-04-04,142.5187909550522
2005-04-05,142.7125936146549
2005-04-06,143.08023579799834
2005-04-07,143.4642504348878
2005-04-08,143.46818388862107
2005-04-11,143.7199840774728
2005-04-12,143.61026985159495
2005-04-13,144.01062169400876
2005-04-14,143.1592233591921
2005-04-15,142.81315589360432
2005-04-18,142.69975596675536
2005-04-19,143.10959557687084
2005-04-20,143.61943006761894
2005-04-21,143.40779868701455
2005-04-22,143.65609080427498
2005-04-25,143.71256448249807
2005-04-26,143.5714114764358
2005-04-27,143.55334658498833
2005-04-28,142.8335526930347
2005-04-29,143.2719459607689
2005-05-02,143.5606151332674
2005-05-03,143.76990083691177
2005-05-04,144.49339039130666
2005-05-05,144.81864379532996
2005-05-06,144.8092712576501
2005-05-09,144.63017396053283
2005-05-10,144.2244672674528
2005-05-11,144.36313557492159
2005-05-12,144.13794490624318
2005-05-13,143.90650843674698
2005-05-16,143.51141483985887
2005-05-17,143.52388870533326
2005-05-18,143.94039943033744
2005-05-19,144.01509337022478
2005-05-20,143.55094515442306
2005-05-23,143.60018554051777
2005-05-24,143.57592563746184
2005-05-25,143.67397341716506
2005-05-26,143.447536926286
2005-05-27,143.8986264974099
2005-05-30,143.85034842844024
2005-05-31,143.40725339549195
2005-06-01,142.90574734666518
2005-06-02,143.48647558502824
2005-06-03,143.35762848415
2005-06-06,143.47871342483626
2005-06-07,143.68890222228305
2005-06-08,143.5681942411413
2005-06-09,143.34736166611458
2005-06-10,143.45962125391875
2005-06-13,143.21154871283875
2005-06-14,143.4166325470883
2005-06-15,143.65470693042263
2005-06-16,143.9862641363434
2005-06-17,144.2334108942706
2005-06-20,144.03783895671432
2005-06-21,144.19246444408753
2005-06-22,144.31315846829983
2005-06-23,144.21036549486647
2005-06-24,144.2995283526884
2005-06-27,144.22933983776912
2005-06-28,144.06502128325084
2005-06-29,144.13257034835138
2005-06-30,144.24665093517478
2005-07-01,144.02739482825834
2005-07-04,143.71202848104724
2005-07-05,143.3986951307026
2005-07-06,143.28104175255535
2005-07-07,143.18568807960685
2005-07-08,143.37785908462607
2005-07-11,143.9388113367207
2005-07-12,144.39694185591608
2005-07-13,143.93352668149257
2005-07-14,144.23377329619322
2005-07-15,144.2927598810064
2005-07-18,144.6434585573464
2005-07-19,144.39536577696683
2005-07-20,144.33873779279054
2005-07-21,145.27655541970003
2005-07-22,144.79696328929137
2005-07-25,144.530684241644
2005-07-26,144.43736635124887
2005-07-27,144.62057723907452
2005-07-28,144.96374430993487
2005-07-29,145.27450107037038
2005-08-01,145.5283981766349
2005-08-02,145.7601892159918
2005-08-03,146.18951500609697
