,Return_Incl_Costs_BRLUSD Curncy,Return_Incl_Costs_ARSUSD Curncy,Return_Incl_Costs_MXNUSD Curncy,Return_Incl_Costs_COPUSD Curncy,Return_Incl_Costs_CLPUSD Curncy,Return_Incl_Costs_PENUSD Curncy,Return_Incl_Costs_TRYUSD Curncy,Return_Incl_Costs_RUBUSD Curncy,Return_Incl_Costs_ZARUSD Curncy,Return_Incl_Costs_CNYUSD Curncy,Return_Incl_Costs_KRWUSD Curncy,Return_Incl_Costs_IDRUSD Curncy,Return_Incl_Costs_INRUSD Curncy,Return_Incl_Costs_PHPUSD Curncy,Return_Incl_Costs_THBUSD Curncy,Return_Incl_Costs_CZKEUR Curncy,Return_Incl_Costs_HUFEUR Curncy,Return_Incl_Costs_PLNEUR Curncy
2012-10-03,291.49613118334923,167.80590788045623,129.87111347302485,184.62246250465432,107.50132943810702,109.5234415124731,575.4309651311164,78.38927452828459,245.82464820412022,90.62913161606352,161.80400577646802,155.02530539715042,118.2882461622871,96.6461269250919,120.3922021445886,52.23800349714428,49.76785765944494,63.19339910947269
2012-10-04,291.49613118334923,167.80590788045623,130.62738289636673,184.62246250465432,107.50132943810702,109.5234415124731,575.4309651311164,78.38927452828459,245.82464820412022,90.63462434860169,161.80400577646802,155.02530539715042,118.2882461622871,96.37740415271472,120.3922021445886,52.03790860403974,49.76785765944494,63.16831279659845
2012-10-05,291.49613118334923,167.80590788045623,130.19678600313537,184.62246250465432,107.50132943810702,109.5234415124731,575.4309651311164,78.38927452828459,245.82464820412022,90.5893070364274,161.80400577646802,155.02530539715042,118.2882461622871,96.32921545063837,120.3922021445886,51.93158865906633,49.76785765944494,63.230492815820405
2012-10-08,291.49613118334923,167.80590788045623,129.94513309276903,184.62246250465432,107.50132943810702,109.5234415124731,575.4309651311164,78.38927452828459,245.82464820412022,90.5893070364274,161.80400577646802,154.905738983403,118.2882461622871,96.32921545063837,120.3922021445886,52.057413909069695,49.76785765944494,63.42100382250936
2012-10-09,291.49613118334923,167.80590788045623,129.3273831442121,184.0018730194472,107.50132943810702,109.5234415124731,575.4309651311164,78.38927452828459,245.82464820412022,90.5893070364274,161.80400577646802,155.073967399357,118.2882461622871,96.32921545063837,120.3922021445886,52.185966369669,49.76785765944494,63.31277970390426
2012-10-10,291.49613118334923,167.80590788045623,128.7006653013718,183.93327599684372,107.50132943810702,109.43539786335812,575.4309651311164,78.38927452828459,245.82464820412022,90.5893070364274,161.80400577646802,154.99643041565733,118.2882461622871,96.32921545063837,120.3922021445886,52.15987338648417,49.90353519297155,63.08233859870904
2012-10-11,291.49613118334923,167.80590788045623,128.6363149687211,184.0714847909057,107.50132943810702,109.40253952317805,575.4309651311164,78.38927452828459,245.82464820412022,90.5893070364274,161.80400577646802,154.99643041565733,118.2882461622871,96.32921545063837,120.3922021445886,52.15987338648417,50.017551372195605,63.069606349461424
2012-10-12,291.49613118334923,167.80590788045623,128.6363149687211,183.97944904851028,107.50132943810702,109.4549434321938,575.4309651311164,78.38927452828459,245.82464820412022,90.72661569761647,161.80400577646802,154.99643041565733,118.2882461622871,96.32921545063837,120.3922021445886,52.15987338648417,50.38163727321854,63.02028464136074
2012-10-15,291.49613118334923,167.80590788045623,128.6363149687211,183.97944904851028,107.50132943810702,109.63605763506315,575.4309651311164,78.38927452828459,245.82464820412022,90.69255620978649,161.80400577646802,154.99643041565733,118.62818921884808,96.32921545063837,120.3922021445886,51.942740916376934,50.54545987006181,63.13062029635103
2012-10-16,291.49613118334923,167.80590788045623,128.6363149687211,183.97944904851028,107.35743233353836,109.60483313500289,575.4309651311164,78.38927452828459,245.82464820412022,90.78131729928317,161.80400577646802,154.99643041565733,118.29970706660332,96.32921545063837,120.3922021445886,51.91676954591875,50.7831768097128,63.23329769251192
