,Spot_Incl_Costs_ARSUSD Curncy
2000-11-08,97.41377548977441
2000-11-09,97.41377548977441
2000-11-10,97.44298501765739
2000-11-13,97.44298501765739
2000-11-14,97.38456596189143
2000-11-15,97.38456596189143
2000-11-16,97.38456596189143
2000-11-17,97.33587367891049
2000-11-20,97.33587367891049
2000-11-21,97.33587367891049
2000-11-22,97.33587367891049
2000-11-23,97.33587367891049
2000-11-24,97.33587367891049
2000-11-27,97.33587367891049
2000-11-28,97.33587367891049
2000-11-29,97.33587367891049
2000-11-30,97.33587367891049
2000-12-01,97.33587367891049
2000-12-04,97.33587367891049
2000-12-05,97.33587367891049
2000-12-06,97.31638606772853
2000-12-07,97.31638606772853
2000-12-08,97.39420026948186
2000-12-11,97.30665929250938
2000-12-12,97.30665929250938
2000-12-13,97.30665929250938
2000-12-14,97.30665929250938
2000-12-15,97.37474671904354
2000-12-18,97.30665929250938
2000-12-19,97.29693251729022
2000-12-20,97.31638606772854
2000-12-21,97.29693251729023
2000-12-22,97.24828405103159
2000-12-25,97.19965990900607
2000-12-26,97.14140419434678
2000-12-27,97.09285776546406
2000-12-28,97.14140419434679
2000-12-29,97.09283349224962
2001-01-01,96.93770888482553
2001-01-02,96.91833103197499
2001-01-03,96.86987186645901
2001-01-04,96.86987186645901
2001-01-05,96.86987186645901
2001-01-08,96.86987186645901
2001-01-09,96.86987186645901
2001-01-10,96.86987186645901
2001-01-11,96.86987186645901
2001-01-12,96.86987186645901
2001-01-15,96.86987186645901
2001-01-16,96.86987186645901
2001-01-17,96.86987186645901
2001-01-18,96.86987186645901
2001-01-19,96.86987186645901
2001-01-22,96.86987186645901
2001-01-23,96.86987186645901
2001-01-24,96.86987186645901
2001-01-25,96.86987186645901
2001-01-26,96.86987186645901
2001-01-29,96.86987186645901
2001-01-30,96.86987186645901
2001-01-31,96.86987186645901
2001-02-01,96.86987186645901
2001-02-02,96.79240501540419
2001-02-05,96.82143693052578
2001-02-06,96.79240501540417
2001-02-07,96.74400881289647
2001-02-08,96.74400881289647
2001-02-09,96.74400881289647
2001-02-12,96.74400881289647
2001-02-13,96.74400881289647
2001-02-14,96.66664261454444
2001-02-15,96.7053054053112
2001-02-16,96.66664261454443
2001-02-19,96.61830929323716
2001-02-20,96.61830929323716
2001-02-21,96.57000013859054
2001-02-22,96.57000013859054
2001-02-23,96.54104072231547
2001-02-26,96.53139144288295
2001-02-27,96.53139144288295
2001-02-28,96.48312574716151
2001-03-01,96.48312574716151
2001-03-02,96.48312574716151
2001-03-05,96.48312574716151
2001-03-06,96.43488418428794
2001-03-07,96.3866667421958
2001-03-08,96.33847340882471
2001-03-09,96.30958342279646
2001-03-12,96.32884148786802
2001-03-13,96.33847340882471
2001-03-14,96.32884148786802
2001-03-15,96.32884148786802
2001-03-16,96.38666192093396
2001-03-19,96.39630540887002
2001-03-20,96.328841487868
2001-03-21,96.31921149271777
2001-03-22,96.328841487868
2001-03-23,96.25185540076482
2001-03-26,96.08838591069973
2001-03-27,96.08838591069973
2001-03-28,96.0787799538957
2001-03-29,96.10759782430779
2001-03-30,96.20365739234809
2001-04-02,96.19405143554405
2001-04-03,96.09799186750375
2001-04-04,96.12680973791583
2001-04-05,96.0787799538957
2001-04-06,96.11720378111181
2001-04-09,96.10759782430779
2001-04-10,96.0787799538957
2001-04-11,96.03074056391876
2001-04-12,96.03074056391876
2001-04-13,96.03074056391876
2001-04-16,96.03074056391876
2001-04-17,96.03074056391876
2001-04-18,96.03074056391876
2001-04-19,96.03074056391876
2001-04-20,96.03074056391876
2001-04-23,96.03074056391876
2001-04-24,96.03074056391876
2001-04-25,96.03074056391876
2001-04-26,96.03074056391876
2001-04-27,96.03074056391876
2001-04-30,96.03074056391876
2001-05-01,96.03074056391876
2001-05-02,96.03074056391876
2001-05-03,96.03074056391876
2001-05-04,96.03074056391876
2001-05-07,95.92518734258657
2001-05-08,95.92518734258657
2001-05-09,95.92518734258657
2001-05-10,95.87722474891528
2001-05-11,95.87722474891528
2001-05-14,95.77184600499046
2001-05-15,95.76227264973207
2001-05-16,95.76227264973207
2001-05-17,95.75269929447367
2001-05-18,95.70482294482645
2001-05-21,95.70482294482645
2001-05-22,95.65697053335404
2001-05-23,95.65697053335404
2001-05-24,95.60917072797061
2001-05-25,95.60917072797061
2001-05-28,95.64740674905758
2001-05-29,95.59958304568306
2001-05-30,95.59958304568306
2001-05-31,95.59958304568306
2001-06-01,95.59958304568306
2001-06-04,95.5995591457873
2001-06-05,95.542233805504
2001-06-06,95.49446268860125
2001-06-07,95.49446268860125
2001-06-08,95.49446268860125
2001-06-11,95.49446268860125
2001-06-12,95.49446268860125
2001-06-13,95.49446268860125
2001-06-14,95.49446268860125
2001-06-15,95.49446268860125
2001-06-18,95.49446268860125
2001-06-19,95.49446268860125
2001-06-20,95.49446268860125
2001-06-21,95.49446268860125
2001-06-22,95.49446268860125
2001-06-25,95.49446268860125
2001-06-26,95.49446268860125
2001-06-27,95.44671545725696
2001-06-28,95.39899209952833
2001-06-29,95.30364078308703
2001-07-02,95.2559889626955
2001-07-03,95.2559889626955
2001-07-04,95.2559889626955
2001-07-05,95.20836096821415
2001-07-06,95.20836096821415
2001-07-09,95.19884489015635
2001-07-10,95.16078057792518
2001-07-11,95.11320018763622
2001-07-12,95.11320018763622
2001-07-13,95.11320018763622
2001-07-16,95.11320018763622
2001-07-17,95.05614082428896
2001-07-18,95.07514635079586
2001-07-19,95.07514635079586
2001-07-20,95.07514635079586
2001-07-23,95.02763253452859
2001-07-24,94.98011871826134
2001-07-25,94.98011871826134
2001-07-26,94.98011871826134
2001-07-27,95.03698150343584
2001-07-30,94.93262865890222
2001-07-31,94.86622230328993
2001-08-01,94.91365541444156
2001-08-02,94.91365541444156
2001-08-03,94.86619858673434
2001-08-06,94.86619858673434
2001-08-07,94.86619858673434
2001-08-08,94.86619858673434
2001-08-09,94.86619858673434
2001-08-10,94.86619858673434
2001-08-13,94.86619858673434
2001-08-14,94.86619858673434
2001-08-15,94.86619858673434
2001-08-16,94.86619858673434
2001-08-17,94.86619858673434
2001-08-20,94.81876548744098
2001-08-21,94.77137979754221
2001-08-22,94.81876548744097
2001-08-23,94.77135610469726
2001-08-24,94.77135610469726
2001-08-27,94.77135610469726
2001-08-28,94.72397042664491
2001-08-29,94.72397042664491
2001-08-30,94.72397042664491
2001-08-31,94.72397042664491
2001-09-03,94.72397042664491
2001-09-04,94.72397042664491
2001-09-05,94.72397042664491
2001-09-06,94.72397042664491
2001-09-07,94.67663211058962
2001-09-10,94.62929379453433
2001-09-11,94.62929379453433
2001-09-12,94.62929379453433
2001-09-13,94.62929379453433
2001-09-14,94.58197914763707
2001-09-17,94.58197914763707
2001-09-18,94.58197914763707
2001-09-19,94.58197914763707
2001-09-20,94.58197914763707
2001-09-21,94.58197914763707
2001-09-24,94.58197914763707
2001-09-25,94.58197914763707
2001-09-26,94.58197914763707
2001-09-27,94.53471179174119
2001-09-28,94.48744443584532
2001-10-01,94.48744443584532
2001-10-02,94.48744443584532
2001-10-03,94.48744443584532
2001-10-04,94.4402007136274
2001-10-05,94.4402007136274
2001-10-08,94.39300421152164
2001-10-09,94.3458077094159
2001-10-10,94.3458077094159
2001-10-11,94.3458077094159
2001-10-12,94.3458077094159
2001-10-15,94.29863480556119
2001-10-16,94.25150905103568
2001-10-17,94.20438329651017
2001-10-18,94.20438329651017
2001-10-19,94.20438329651017
2001-10-22,94.20438329651017
2001-10-23,94.20438329651017
2001-10-24,94.20438329651017
2001-10-25,94.20438329651017
2001-10-26,94.20438329651017
2001-10-29,94.20438329651017
2001-10-30,94.15728110486192
2001-10-31,94.15728110486192
2001-11-01,94.15728110486192
2001-11-02,94.15728110486192
2001-11-05,94.15728110486192
2001-11-06,94.11022599186599
2001-11-07,94.15728110486192
2001-11-08,94.11022599186599
2001-11-09,94.06317087887005
2001-11-12,94.06317087887005
2001-11-13,93.9691547160726
2001-11-14,93.92217013871456
2001-11-15,93.87520905364521
2001-11-16,93.82829490619211
2001-11-19,93.78138075873902
2001-11-20,93.73449006835965
2001-11-21,93.73449006835965
2001-11-22,93.73449006835965
2001-11-23,93.73449006835965
2001-11-26,93.73449006835965
2001-11-27,93.78133389148226
2001-11-28,93.73449006835965
2001-11-29,93.73449006835965
2001-11-30,93.68764624523703
2001-12-03,93.73449006835965
2001-12-04,93.68762282332547
2001-12-05,93.68762282332547
2001-12-06,93.68762282332547
2001-12-07,93.6407790119138
2001-12-10,93.6407790119138
2001-12-11,93.6407790119138
2001-12-12,93.59398202090337
2001-12-13,93.54718502989292
2001-12-14,93.54718502989292
2001-12-17,93.54718502989292
2001-12-18,93.54718502989292
2001-12-19,93.45368459508043
2001-12-20,93.4069577527829
2001-12-21,93.4069577527829
2001-12-24,93.4069577527829
2001-12-25,93.4069577527829
2001-12-26,93.4069577527829
2001-12-27,93.4069577527829
2001-12-28,93.4069577527829
2001-12-31,93.4069577527829
2002-01-01,93.4069577527829
2002-01-02,93.4069577527829
2002-01-03,93.4069577527829
2002-01-04,93.4069577527829
2002-01-07,93.4069577527829
2002-01-08,93.4069577527829
2002-01-09,93.4069577527829
2002-01-10,93.4069577527829
2002-01-11,93.4069577527829
2002-01-14,93.4069577527829
2002-01-15,93.4069577527829
2002-01-16,93.4069577527829
2002-01-17,93.4069577527829
2002-01-18,93.4069577527829
2002-01-21,93.4069577527829
2002-01-22,93.4069577527829
2002-01-23,93.4069577527829
2002-01-24,93.4069577527829
2002-01-25,93.4069577527829
2002-01-28,93.4069577527829
2002-01-29,93.4069577527829
2002-01-30,93.4069577527829
2002-01-31,93.4069577527829
2002-02-01,93.4069577527829
2002-02-04,93.4069577527829
2002-02-05,93.4069577527829
2002-02-06,93.4069577527829
2002-02-07,93.4069577527829
2002-02-08,93.4069577527829
2002-02-11,93.4069577527829
2002-02-12,93.4069577527829
2002-02-13,93.4069577527829
2002-02-14,90.69372542011253
2002-02-15,85.78921699259858
2002-02-18,85.78921699259858
2002-02-19,78.18643532017403
2002-02-20,77.42456993337575
2002-02-21,79.56731633374592
2002-02-22,79.52753267557905
2002-02-25,79.52753267557905
2002-02-26,79.52753267557905
2002-02-27,79.52753267557905
2002-02-28,79.52753267557905
2002-03-01,79.52753267557905
2002-03-04,79.52753267557905
2002-03-05,79.52753267557905
2002-03-06,79.52753267557905
2002-03-07,79.52753267557905
2002-03-08,79.52753267557905
2002-03-11,79.52753267557905
2002-03-12,79.52753267557905
2002-03-13,79.52753267557905
2002-03-14,79.52753267557905
2002-03-15,79.52753267557905
2002-03-18,79.52753267557905
2002-03-19,79.52753267557905
2002-03-20,79.52753267557905
2002-03-21,79.52753267557905
2002-03-22,79.52753267557905
2002-03-25,79.52753267557905
2002-03-26,79.52753267557905
2002-03-27,79.52753267557905
2002-03-28,79.52753267557905
2002-03-29,79.52753267557905
2002-04-01,79.52753267557905
2002-04-02,79.52753267557905
2002-04-03,79.52753267557905
2002-04-04,79.52753267557905
2002-04-05,79.52753267557905
2002-04-08,79.52753267557905
2002-04-09,79.52753267557905
2002-04-10,80.06025699556821
2002-04-11,78.62903677975085
2002-04-12,77.2638728815866
2002-04-15,74.64363894801326
2002-04-16,80.0602569955682
2002-04-17,77.81434219536249
2002-04-18,77.77543502426481
2002-04-19,77.77543502426481
2002-04-22,77.77543502426481
2002-04-23,77.77543502426481
2002-04-24,77.77543502426481
2002-04-25,77.77543502426481
2002-04-26,77.77543502426481
2002-04-29,77.77543502426481
2002-04-30,77.77543502426481
2002-05-01,77.77543502426481
2002-05-02,77.77543502426481
2002-05-03,77.77543502426481
2002-05-06,77.77543502426481
2002-05-07,77.77543502426481
2002-05-08,77.77543502426481
2002-05-09,77.77543502426481
2002-05-10,77.77543502426481
2002-05-13,77.77543502426481
2002-05-14,77.77543502426481
2002-05-15,77.77543502426481
2002-05-16,77.77543502426481
2002-05-17,77.77543502426481
2002-05-20,77.77543502426481
2002-05-21,77.77543502426481
2002-05-22,77.77543502426481
2002-05-23,77.77543502426481
2002-05-24,77.77543502426481
2002-05-27,77.77543502426481
2002-05-28,77.77543502426481
2002-05-29,77.77543502426481
2002-05-30,77.77543502426481
2002-05-31,77.77543502426481
2002-06-03,77.77543502426481
2002-06-04,77.77543502426481
2002-06-05,77.77543502426481
2002-06-06,77.77543502426481
2002-06-07,77.77543502426481
2002-06-10,77.77543502426481
2002-06-11,77.77543502426481
2002-06-12,77.77543502426481
2002-06-13,77.27800417551921
2002-06-14,75.7675091549855
2002-06-17,75.9832941579189
2002-06-18,76.63064916671907
2002-06-19,76.84643416965244
2002-06-20,75.14712727155204
2002-06-21,73.50176662418497
2002-06-24,73.46501574087287
2002-06-25,73.46501574087287
2002-06-26,73.46501574087287
2002-06-27,73.46501574087287
2002-06-28,73.46501574087287
2002-07-01,73.46501574087287
2002-07-02,73.46501574087287
2002-07-03,73.46501574087287
2002-07-04,73.46501574087287
2002-07-05,72.18767865884399
2002-07-08,73.22151580397603
2002-07-09,72.18767865884399
2002-07-10,72.80798094592322
2002-07-11,72.3944460878704
2002-07-12,72.2910623733572
2002-07-15,72.2910623733572
2002-07-16,73.01474837494962
2002-07-17,73.11813208946282
2002-07-18,72.80798094592322
2002-07-19,72.2910623733572
2002-07-22,71.6966060149063
2002-07-23,71.48983858587991
2002-07-24,71.45409366658697
2002-07-25,71.45409366658697
2002-07-26,71.45409366658697
2002-07-29,71.45409366658697
2002-07-30,71.45409366658697
2002-07-31,71.45409366658697
2002-08-01,71.45409366658697
2002-08-02,71.45409366658697
2002-08-05,71.45409366658697
2002-08-06,71.45409366658697
2002-08-07,71.45409366658697
2002-08-08,71.45409366658697
2002-08-09,71.45409366658697
2002-08-12,71.45409366658697
2002-08-13,71.41836661975368
2002-08-14,72.11727778275961
2002-08-15,71.21128183071488
2002-08-16,71.21128183071488
2002-08-19,71.10773943619547
2002-08-20,71.49602341564321
2002-08-21,72.40201936768793
2002-08-22,72.11727778275959
2002-08-23,71.80665059920138
2002-08-26,71.21128183071485
2002-08-27,71.59956581016259
2002-08-28,71.70310820468198
2002-08-29,71.41836661975364
2002-08-30,71.38265743644376
2002-09-02,71.38265743644376
2002-09-03,70.17189971282566
2002-09-04,70.13681376296925
2002-09-05,70.13681376296925
2002-09-06,70.13681376296925
2002-09-09,70.13681376296925
2002-09-10,70.13681376296925
2002-09-11,70.13681376296925
2002-09-12,70.13681376296925
2002-09-13,70.13681376296925
2002-09-16,70.13681376296925
2002-09-17,70.13681376296925
2002-09-18,70.13681376296925
2002-09-19,70.13681376296925
2002-09-20,70.13681376296925
2002-09-23,70.13681376296925
2002-09-24,70.13681376296925
2002-09-25,70.13681376296925
2002-09-26,70.13681376296925
2002-09-27,70.13681376296925
2002-09-30,70.13681376296925
2002-10-01,70.13681376296925
2002-10-02,70.13681376296925
2002-10-03,70.13681376296925
2002-10-04,70.13681376296925
2002-10-07,70.13681376296925
2002-10-08,70.13681376296925
2002-10-09,70.13681376296925
2002-10-10,70.13681376296925
2002-10-11,70.13681376296925
2002-10-14,70.13681376296925
2002-10-15,70.98255073011106
2002-10-16,72.25194671032105
2002-10-17,72.0706044274339
2002-10-18,71.65610778083473
2002-10-21,71.65610778083473
2002-10-22,71.86335610413431
2002-10-23,71.86335610413431
2002-10-24,71.86335610413431
2002-10-25,71.86335610413431
2002-10-28,72.0706044274339
2002-10-29,72.66644335692024
2002-10-30,73.08094000351942
2002-10-31,73.4954366501186
2002-11-01,73.4954366501186
2002-11-04,72.66644335692024
2002-11-05,73.28818832681901
2002-11-06,73.28818832681901
2002-11-07,73.08094000351943
2002-11-08,73.08094000351943
2002-11-11,73.08094000351943
2002-11-12,73.49543665011862
2002-11-13,73.28818832681903
2002-11-14,72.97731584186964
2002-11-15,73.28818832681903
2002-11-18,73.28818832681903
2002-11-19,73.70268497341822
2002-11-20,73.70268497341822
2002-11-21,73.90993329671782
2002-11-22,74.11718162001742
2002-11-25,74.11718162001742
2002-11-26,74.76483263032866
2002-11-27,74.11718162001743
2002-11-28,73.59906081176844
2002-11-29,71.75973194248454
2002-12-02,72.45919503362066
2002-12-03,72.42296543610385
2002-12-04,72.42296543610385
2002-12-05,72.42296543610385
2002-12-06,72.42296543610385
2002-12-09,72.42296543610385
2002-12-10,72.42296543610385
2002-12-11,72.42296543610385
2002-12-12,72.42296543610385
2002-12-13,71.98193463732352
2002-12-16,71.3747056632301
2002-12-17,71.57711532126123
2002-12-18,72.38675395338579
2002-12-19,73.0192841347331
2002-12-20,72.71566964768638
2002-12-23,72.96868172022529
2002-12-24,74.03133242488879
2002-12-25,74.03133242488879
2002-12-26,74.48675415545885
2002-12-27,74.48675415545885
2002-12-30,74.91687467877502
2002-12-31,75.6506096891379
2003-01-01,75.19518795856784
2003-01-02,75.6506096891379
2003-01-03,76.05542900520017
2003-01-06,76.20723624872352
2003-01-07,76.96627246634029
2003-01-08,76.73856160105525
2003-01-09,75.82771813991515
2003-01-10,75.6000072746301
2003-01-13,76.05542900520015
2003-01-14,77.92771834198818
2003-01-15,78.40844127981214
2003-01-16,77.44699540416423
2003-01-17,78.93976663214387
2003-01-20,79.31928474095226
2003-01-21,80.4578390673774
2003-01-22,81.62169460105645
2003-01-23,80.66024872540854
2003-01-24,78.63615214509716
2003-01-27,76.15663383421571
2003-01-28,76.38434469950074
2003-01-29,76.73856160105524
2003-01-30,76.70019232025471
2003-01-31,76.70019232025471
2003-02-03,76.70019232025471
2003-02-04,76.70019232025471
2003-02-05,76.37145645809423
2003-02-06,76.90383036242822
2003-02-07,76.6618422240946
2003-02-10,76.6618422240946
2003-02-11,77.9685781710962
2003-02-12,78.13796986792975
2003-02-13,77.14581850076185
2003-02-14,75.9358778090937
2003-02-17,76.90383036242824
2003-02-18,76.41985408576096
2003-02-19,75.69388967076007
2003-02-20,75.65604272592469
2003-02-21,75.65604272592469
2003-02-24,75.65604272592469
2003-02-25,75.65604272592469
2003-02-26,75.65604272592469
2003-02-27,75.0195904589588
2003-02-28,75.13931530807939
2003-03-03,75.10174565042536
2003-03-04,75.10174565042536
2003-03-05,75.10174565042536
2003-03-06,75.10174565042536
2003-03-07,75.10174565042536
2003-03-10,75.5395854981676
2003-03-11,76.01497621873503
2003-03-12,76.27644111504713
2003-03-13,76.25267157901875
2003-03-14,76.25267157901875
2003-03-17,76.9895271958983
2003-03-18,77.75015234880622
2003-03-19,78.77224239802624
2003-03-20,78.24931260540204
2003-03-21,78.67716425391274
2003-03-24,79.69925430313275
2003-03-25,80.91150064057975
2003-03-26,82.02866883391327
2003-03-27,82.5991376985942
2003-03-28,79.91318012738812
2003-03-31,80.00825827150162
2003-04-01,80.1033364156151
2003-04-02,81.88605161774302
2003-04-03,82.02866883391327
2003-04-04,82.00489929788489
2003-04-07,81.88605161774304
2003-04-08,81.45819996923234
2003-04-09,81.50573904128908
2003-04-10,82.14751651405514
2003-04-11,82.07620790597002
2003-04-14,81.3155827530621
2003-04-15,80.22218409575697
2003-04-16,81.19673507292023
2003-04-17,81.15613670538377
2003-04-18,81.15613670538377
2003-04-21,81.15613670538377
2003-04-22,82.56949464035459
2003-04-23,82.71019812454719
2003-04-24,81.84252663869286
2003-04-25,81.27971270192249
2003-04-28,81.79562547729535
2003-04-29,82.00668070358424
2003-04-30,82.33498883336696
2003-05-01,83.10885799642622
2003-05-02,84.0234306436781
2003-05-05,83.71857309459413
2003-05-06,83.85927657878673
2003-05-07,83.53096844900402
2003-05-08,83.90617774018428
2003-05-09,84.89110212953244
2003-05-12,84.32828819276206
2003-05-13,84.75039864533986
2003-05-14,84.93800329092998
2003-05-15,82.35843941406574
2003-05-16,82.63984638245091
2003-05-19,79.35676508462369
2003-05-20,79.31708670208138
2003-05-21,79.31708670208138
2003-05-22,79.31708670208138
2003-05-23,79.31708670208138
2003-05-26,79.31708670208138
2003-05-27,79.31708670208138
2003-05-28,79.31708670208138
2003-05-29,79.31708670208138
2003-05-30,79.31708670208138
2003-06-02,79.31708670208138
2003-06-03,79.31708670208138
2003-06-04,79.31708670208138
2003-06-05,79.45699198241941
2003-06-06,79.45699198241941
2003-06-09,79.7712286738753
2003-06-10,79.92834701960325
2003-06-11,79.59166485018622
2003-06-12,79.389655548536
2003-06-13,79.32231911465257
2003-06-16,79.5243284163028
2003-06-17,79.68144676203075
2003-06-18,80.17524727717573
2003-06-19,80.24258371105913
2003-06-20,80.15280179921459
2003-06-23,80.37725657882594
2003-06-24,80.24258371105913
2003-06-25,81.2975211752325
2003-06-26,80.55682040251503
2003-06-27,80.55682040251503
2003-06-30,80.96083900581547
2003-07-01,80.08546536533119
2003-07-02,80.08546536533119
2003-07-03,80.17524727717573
2003-07-04,80.42214753474822
2003-07-07,80.38193646098085
2003-07-08,80.38193646098085
2003-07-09,80.34174549275036
2003-07-10,80.60940261265958
2003-07-11,80.72092641262175
2003-07-14,80.85475497257636
2003-07-15,80.02947885285626
2003-07-16,80.27483121277304
2003-07-17,80.14100265281844
2003-07-18,79.49416461303782
2003-07-21,79.4544175307313
2003-07-22,79.4544175307313
2003-07-23,79.4544175307313
2003-07-24,79.4544175307313
2003-07-25,79.4544175307313
2003-07-28,79.4544175307313
2003-07-29,79.4544175307313
2003-07-30,79.4544175307313
2003-07-31,79.4544175307313
2003-08-01,79.4544175307313
2003-08-04,79.4544175307313
2003-08-05,79.4544175307313
2003-08-06,79.4544175307313
2003-08-07,79.4544175307313
