,Spot_Incl_Costs_ARSUSD Curncy
2003-08-08,79.4544175307313
2003-08-11,79.4544175307313
2003-08-12,79.4544175307313
2003-08-13,79.4544175307313
2003-08-14,79.4544175307313
2003-08-15,79.4544175307313
2003-08-18,79.4544175307313
2003-08-19,79.4376890738692
2003-08-20,78.83972152438437
2003-08-21,78.10376146347997
2003-08-22,77.32180389876903
2003-08-25,77.28314299681965
2003-08-26,77.28314299681965
2003-08-27,77.28314299681965
2003-08-28,77.28314299681965
2003-08-29,77.28314299681965
2003-09-01,77.28314299681965
2003-09-02,77.28314299681965
2003-09-03,77.28314299681965
2003-09-04,77.28314299681965
2003-09-05,77.28314299681965
2003-09-08,77.28314299681965
2003-09-09,77.28314299681965
2003-09-10,77.74712758070635
2003-09-11,78.77522653490317
2003-09-12,78.86661310860956
2003-09-15,78.93515303888933
2003-09-16,79.0493862560223
2003-09-17,78.56960674406378
2003-09-18,78.5239134572106
2003-09-19,78.56960674406379
2003-09-22,78.56960674406379
2003-09-23,79.0265396125957
2003-09-24,79.09507954287548
2003-09-25,79.11792618630207
2003-09-26,78.9123063954627
2003-09-29,78.70668660462334
2003-09-30,78.50106681378399
2003-10-01,78.45537352693079
2003-10-02,78.41614584016732
2003-10-03,78.41614584016732
2003-10-06,78.41614584016732
2003-10-07,78.51172183907397
2003-10-08,78.51172183907397
2003-10-09,78.51172183907397
2003-10-10,78.51172183907397
2003-10-13,79.25303423412102
2003-10-14,79.29796225806325
2003-10-15,79.16317818623652
2003-10-16,78.87114603061194
2003-10-17,78.87114603061194
2003-10-20,78.71389794681407
2003-10-21,78.89361004258306
2003-10-22,78.71389794681406
2003-10-23,78.89361004258305
2003-10-24,79.0508581263809
2003-10-27,79.16317818623652
2003-10-28,78.87114603061194
2003-10-29,78.78128998272744
2003-10-30,78.51172183907396
2003-10-31,78.47246597815442
2003-11-03,78.47246597815442
2003-11-04,78.47246597815442
2003-11-05,78.47246597815442
2003-11-06,78.47246597815442
2003-11-07,78.47246597815442
2003-11-10,78.47246597815442
2003-11-11,78.2548203513748
2003-11-12,78.18791682870337
2003-11-13,77.98720626068902
2003-11-14,77.76419451845085
2003-11-17,77.72531242119163
2003-11-18,77.72531242119163
2003-11-19,77.72531242119163
2003-11-20,77.72531242119163
2003-11-21,77.72531242119163
2003-11-24,77.72531242119163
2003-11-25,77.72531242119163
2003-11-26,77.72531242119163
2003-11-27,77.72531242119163
2003-11-28,77.72531242119163
2003-12-01,77.72531242119163
2003-12-02,77.72531242119163
2003-12-03,77.72531242119163
2003-12-04,77.72531242119163
2003-12-05,77.72531242119163
2003-12-08,77.72531242119163
2003-12-09,77.72531242119163
2003-12-10,77.72531242119163
2003-12-11,77.72531242119163
2003-12-12,77.41193934178322
2003-12-15,77.16030478718523
2003-12-16,77.11455304998559
2003-12-17,77.20605652438486
2003-12-18,77.1145530499856
2003-12-19,77.22893239298469
2003-12-22,77.1903179267882
2003-12-23,77.1903179267882
2003-12-24,77.1903179267882
2003-12-25,77.1903179267882
2003-12-26,77.2657176300704
2003-12-29,77.44810940966337
2003-12-30,77.19732071272304
2003-12-31,78.20047550048436
2004-01-01,77.60770221680721
2004-01-02,78.15487755558611
2004-01-05,79.18083131579655
2004-01-06,79.61401179232986
2004-01-07,79.04403748110184
2004-01-08,78.81604775661063
2004-01-09,78.77663973273233
2004-01-12,78.77663973273233
2004-01-13,78.77663973273233
2004-01-14,78.77663973273233
2004-01-15,78.77663973273233
2004-01-16,78.77663973273233
2004-01-19,78.77663973273233
2004-01-20,78.77663973273233
2004-01-21,78.77663973273233
2004-01-22,78.4406462930841
2004-01-23,78.78308217620292
2004-01-26,78.78308217620292
2004-01-27,78.828966324238
2004-01-28,79.05919110906345
2004-01-29,79.97006509820774
2004-01-30,79.22115023629885
2004-02-02,79.24434143952962
2004-02-03,79.4303610203736
2004-02-04,79.59384603276484
2004-02-05,80.04100247115117
2004-02-06,79.94644724082495
2004-02-09,79.43036102037361
2004-02-10,79.43036102037361
2004-02-11,79.57044984051535
2004-02-12,79.26754622472421
2004-02-13,78.98998259627463
2004-02-16,78.9504876049765
2004-02-17,78.9504876049765
2004-02-18,78.9504876049765
2004-02-19,78.9504876049765
2004-02-20,78.9504876049765
2004-02-23,78.9504876049765
2004-02-24,78.9504876049765
2004-02-25,78.9504876049765
2004-02-26,78.9504876049765
2004-02-27,78.9504876049765
2004-03-01,78.9504876049765
2004-03-02,78.9504876049765
2004-03-03,78.9504876049765
2004-03-04,78.9504876049765
2004-03-05,78.9504876049765
2004-03-08,78.9504876049765
2004-03-09,78.10883825933227
2004-03-10,78.06978384020262
2004-03-11,78.06978384020262
2004-03-12,78.06978384020262
2004-03-15,78.06978384020262
2004-03-16,78.06978384020262
2004-03-17,78.06978384020262
2004-03-18,78.06978384020262
2004-03-19,78.06978384020262
2004-03-22,78.06978384020262
2004-03-23,78.06978384020262
2004-03-24,78.06978384020262
2004-03-25,78.06978384020262
2004-03-26,78.06978384020262
2004-03-29,78.06978384020262
2004-03-30,78.06978384020262
2004-03-31,78.06978384020262
2004-04-01,78.06978384020262
2004-04-02,78.06978384020262
2004-04-05,78.06978384020262
2004-04-06,78.06978384020262
2004-04-07,78.06978384020262
2004-04-08,78.06978384020262
2004-04-09,78.06978384020262
2004-04-12,78.06978384020262
2004-04-13,78.06978384020262
2004-04-14,78.06978384020262
2004-04-15,78.06978384020262
2004-04-16,78.06978384020262
2004-04-19,78.06978384020262
2004-04-20,78.06978384020262
2004-04-21,78.06978384020262
2004-04-22,78.41084142166959
2004-04-23,78.09755609635471
2004-04-26,77.65432365539922
2004-04-27,77.5443005275225
2004-04-28,77.94185034509454
2004-04-29,78.50081370098306
2004-04-30,77.8310115362989
2004-05-03,77.89747696032649
2004-05-04,78.32107514643015
2004-05-05,78.47830127950299
2004-05-06,79.04501344934343
2004-05-07,79.92226535094245
2004-05-10,80.32105563886907
2004-05-11,80.28089511104965
2004-05-12,80.28089511104965
2004-05-13,80.28089511104965
2004-05-14,80.28089511104965
2004-05-17,80.28089511104965
2004-05-18,80.28089511104965
2004-05-19,80.28089511104965
2004-05-20,80.28089511104965
2004-05-21,80.28089511104965
2004-05-24,80.28089511104965
2004-05-25,80.28089511104965
2004-05-26,80.28089511104965
2004-05-27,80.28089511104965
2004-05-28,80.28089511104965
2004-05-31,80.28089511104965
2004-06-01,80.28089511104965
2004-06-02,80.28089511104965
2004-06-03,80.28089511104965
2004-06-04,80.28089511104965
2004-06-07,80.28089511104965
2004-06-08,80.28089511104965
2004-06-09,80.28089511104965
2004-06-10,80.28089511104965
2004-06-11,80.28089511104965
2004-06-14,80.28089511104965
2004-06-15,80.28089511104965
2004-06-16,80.28089511104965
2004-06-17,80.16964025758851
2004-06-18,79.88518263396608
2004-06-21,79.86147783199753
2004-06-22,79.98000184184022
2004-06-23,79.94001184091931
2004-06-24,79.92354876110507
2004-06-25,79.54743794340574
2004-06-28,79.42990331287471
2004-06-29,79.31236868234367
2004-06-30,79.42990331287471
2004-07-01,79.61795872172436
2004-07-02,79.68847950004299
2004-07-05,79.64863526029298
2004-07-06,79.64863526029298
2004-07-07,79.64863526029298
2004-07-08,79.64863526029298
2004-07-09,79.64863526029298
2004-07-12,79.64863526029298
2004-07-13,79.64863526029298
2004-07-14,79.64863526029298
2004-07-15,79.64863526029298
2004-07-16,79.64863526029298
2004-07-19,79.64863526029298
2004-07-20,79.64863526029298
2004-07-21,79.64863526029298
2004-07-22,79.64863526029298
2004-07-23,79.64863526029298
2004-07-26,79.64863526029298
2004-07-27,79.64863526029298
2004-07-28,79.64863526029298
2004-07-29,79.75109657437449
2004-07-30,79.60881094266284
2004-08-02,80.06113373210981
2004-08-03,80.2050423008314
2004-08-04,80.71282218877757
2004-08-05,81.22707257286869
2004-08-06,82.14925780919766
2004-08-09,82.10818318029307
2004-08-10,82.10818318029307
2004-08-11,82.10818318029307
2004-08-12,82.10818318029307
2004-08-13,82.10818318029307
2004-08-16,82.10818318029307
2004-08-17,82.10818318029307
2004-08-18,82.10818318029307
2004-08-19,82.10818318029307
2004-08-20,81.99312807058867
2004-08-23,82.04246208266484
2004-08-24,82.2397981309695
2004-08-25,82.53580220342651
2004-08-26,82.28913214304568
2004-08-27,81.94379405851251
2004-08-30,81.99312807058867
2004-08-31,82.16579711285526
2004-09-01,82.26446513700759
2004-09-02,82.21513112493142
2004-09-03,82.16579711285526
2004-09-06,82.33846615512184
2004-09-07,82.36313316115992
2004-09-08,82.28913214304569
2004-09-09,82.16579711285529
2004-09-10,81.79579202228403
2004-09-13,81.7548941262729
2004-09-14,81.7548941262729
2004-09-15,81.7548941262729
2004-09-16,81.6896607875021
2004-09-17,81.15383116993351
2004-09-20,81.39739008701014
2004-09-21,81.35669139196663
2004-09-22,81.35669139196663
2004-09-23,81.35669139196663
2004-09-24,81.35669139196663
2004-09-27,81.24293094946454
2004-09-28,81.07291584732813
2004-09-29,81.03237938940447
2004-09-30,81.03237938940447
2004-10-01,81.03237938940447
2004-10-04,81.03237938940447
2004-10-05,81.03237938940447
2004-10-06,81.03237938940447
2004-10-07,81.03237938940447
2004-10-08,81.03237938940447
2004-10-11,81.03237938940447
2004-10-12,81.03237938940447
2004-10-13,81.03237938940447
2004-10-14,81.03237938940447
2004-10-15,81.03237938940447
2004-10-18,81.03237938940447
2004-10-19,81.03237938940447
2004-10-20,81.03237938940447
2004-10-21,81.03237938940447
2004-10-22,81.03237938940447
2004-10-25,81.03237938940447
2004-10-26,81.03237938940447
2004-10-27,81.03237938940447
2004-10-28,81.18498835786109
2004-10-29,80.96778714049465
2004-11-01,80.82363084291514
2004-11-02,80.53685273229569
2004-11-03,80.58450767474083
2004-11-04,80.54421542090347
2004-11-05,80.54421542090347
2004-11-08,80.54421542090347
2004-11-09,80.54421542090347
2004-11-10,80.50394331319302
2004-11-11,80.45616649223564
2004-11-12,80.241870695127
2004-11-15,80.20174975977945
2004-11-16,80.20174975977945
2004-11-17,80.20174975977945
2004-11-18,80.20174975977945
2004-11-19,80.20174975977945
2004-11-22,80.20174975977945
2004-11-23,80.20174975977945
2004-11-24,80.20174975977945
2004-11-25,80.20174975977945
2004-11-26,80.20174975977945
2004-11-29,80.20174975977945
2004-11-30,80.20174975977945
2004-12-01,80.20174975977945
2004-12-02,80.20174975977945
2004-12-03,80.63880155683349
2004-12-06,80.92782951940279
2004-12-07,80.7349145503458
2004-12-08,80.63880155683349
2004-12-09,80.66280834503142
2004-12-10,80.63880155683349
2004-12-13,80.56686685428502
2004-12-14,80.6868294314951
2004-12-15,80.63880155683347
2004-12-16,81.04887024557597
2004-12-17,80.71086482900222
2004-12-20,80.32800866616083
2004-12-21,80.25662714187216
2004-12-22,80.28040688324752
2004-12-23,80.2402666798059
2004-12-24,80.2402666798059
2004-12-27,80.2402666798059
2004-12-28,80.2402666798059
2004-12-29,80.2402666798059
2004-12-30,80.2402666798059
2004-12-31,80.15246512759178
2005-01-03,79.98602571617286
2005-01-04,79.96230506797708
2005-01-05,79.9223239154431
2005-01-06,79.9223239154431
2005-01-07,79.9223239154431
2005-01-10,79.81125085785912
2005-01-11,79.62223664623602
2005-01-12,79.5824255279129
2005-01-13,79.5824255279129
2005-01-14,79.5824255279129
2005-01-17,79.5824255279129
2005-01-18,79.5824255279129
2005-01-19,79.5824255279129
2005-01-20,79.5824255279129
2005-01-21,79.5824255279129
2005-01-24,79.5824255279129
2005-01-25,79.5824255279129
2005-01-26,79.5824255279129
2005-01-27,79.5824255279129
2005-01-28,79.5824255279129
2005-01-31,79.5824255279129
2005-02-01,79.5824255279129
2005-02-02,79.5824255279129
2005-02-03,79.5824255279129
2005-02-04,79.5824255279129
2005-02-07,79.5824255279129
2005-02-08,79.5824255279129
2005-02-09,79.5824255279129
2005-02-10,79.5824255279129
2005-02-11,79.5824255279129
2005-02-14,79.5824255279129
2005-02-15,79.5824255279129
2005-02-16,79.5824255279129
2005-02-17,79.5824255279129
2005-02-18,79.5824255279129
2005-02-21,79.5824255279129
2005-02-22,79.5824255279129
2005-02-23,79.5824255279129
2005-02-24,79.58932796605306
2005-02-25,79.63607646999787
2005-02-28,79.65947132207485
2005-03-01,79.91772483947621
2005-03-02,80.15395813784889
2005-03-03,80.03566717247426
2005-03-04,79.61269535535608
2005-03-07,79.44941118673977
2005-03-08,79.47269647723998
2005-03-09,79.54263431514897
2005-03-10,79.51930802942606
2005-03-11,79.07869360756574
2005-03-14,79.03915426076196
2005-03-15,79.03915426076196
2005-03-16,79.03915426076196
2005-03-17,79.03915426076196
2005-03-18,79.03915426076196
2005-03-21,79.03915426076196
2005-03-22,79.03915426076196
2005-03-23,79.03915426076196
2005-03-24,79.03915426076196
2005-03-25,79.03915426076196
2005-03-28,79.03915426076196
2005-03-29,79.03915426076196
2005-03-30,79.03915426076196
2005-03-31,79.03915426076196
2005-04-01,79.02270027040053
2005-04-04,79.04577933005896
2005-04-05,78.86152343418468
2005-04-06,78.60956968519366
2005-04-07,78.57026490035106
2005-04-08,78.57026490035106
2005-04-11,78.57026490035106
2005-04-12,78.57026490035106
2005-04-13,78.57026490035106
2005-04-14,78.57026490035106
2005-04-15,78.57026490035106
2005-04-18,78.57026490035106
2005-04-19,78.57026490035106
2005-04-20,78.57026490035106
2005-04-21,78.57026490035106
2005-04-22,78.50820396170371
2005-04-25,78.55376879279001
2005-04-26,78.46269195940707
2005-04-27,78.46269195940707
2005-04-28,78.62221529478778
2005-04-29,78.80532380202455
2005-05-02,78.55376879279
2005-05-03,78.43995574035188
2005-05-04,78.39452280913824
2005-05-05,78.37182607410375
2005-05-06,78.3326401610667
2005-05-09,78.3326401610667
2005-05-10,78.3326401610667
2005-05-11,78.3326401610667
2005-05-12,78.3326401610667
2005-05-13,78.3326401610667
2005-05-16,78.3326401610667
2005-05-17,78.3326401610667
2005-05-18,78.3326401610667
2005-05-19,78.3326401610667
2005-05-20,78.3326401610667
2005-05-23,78.3326401610667
2005-05-24,78.3326401610667
2005-05-25,78.3326401610667
2005-05-26,78.3326401610667
2005-05-27,78.3326401610667
2005-05-30,78.3326401610667
2005-05-31,78.3326401610667
2005-06-01,78.3326401610667
2005-06-02,78.3326401610667
2005-06-03,78.3326401610667
2005-06-06,78.3326401610667
2005-06-07,78.22549108511846
2005-06-08,78.15762628660619
2005-06-09,78.33886136205341
2005-06-10,78.18023479869373
2005-06-13,78.08987913871256
2005-06-14,77.75289749685966
2005-06-15,77.48539899629709
2005-06-16,77.44665629679895
2005-06-17,77.44665629679895
2005-06-20,77.44665629679895
2005-06-21,77.44665629679895
2005-06-22,77.44665629679895
2005-06-23,77.44665629679895
2005-06-24,77.44665629679895
2005-06-27,77.44665629679895
2005-06-28,77.44665629679895
2005-06-29,77.43033109740307
2005-06-30,77.34081626376448
2005-07-01,77.1624060763048
2005-07-04,77.1624060763048
2005-07-05,77.22921335429295
2005-07-06,77.18466232264927
2005-07-07,77.05131709548662
2005-07-08,76.80804370626437
2005-07-11,76.5444005356479
2005-07-12,76.50612833538007
2005-07-13,76.50612833538007
2005-07-14,76.50612833538007
2005-07-15,76.50612833538007
2005-07-18,76.50612833538007
2005-07-19,76.50612833538007
2005-07-20,76.50612833538007
2005-07-21,76.50612833538007
2005-07-22,76.50612833538007
2005-07-25,76.50612833538007
2005-07-26,76.50612833538007
2005-07-27,76.50612833538007
2005-07-28,76.50612833538007
2005-07-29,76.50612833538007
2005-08-01,76.50612833538007
2005-08-02,76.50612833538007
2005-08-03,76.50612833538007
2005-08-04,76.50612833538007
2005-08-05,76.50612833538007
2005-08-08,76.50612833538007
2005-08-09,76.62173417517862
2005-08-10,76.59971643547311
2005-08-11,76.6658076489636
2005-08-12,76.84260974212927
2005-08-15,76.7983328134389
2005-08-16,76.97574738534405
2005-08-17,77.10934717831833
2005-08-18,77.22103510876201
2005-08-19,77.5354895856447
2005-08-22,77.42289084967948
2005-08-23,77.60320617043564
2005-08-24,77.5354895856447
2005-08-25,77.55804864575107
2005-08-26,77.5354895856447
2005-08-29,77.67104114086435
2005-08-30,77.58062083685869
2005-08-31,77.62580465796344
2005-09-01,77.53548958564468
2005-09-02,77.55804864575106
2005-09-05,77.55804864575106
2005-09-06,77.49041081262976
2005-09-07,77.42289084967945
2005-09-08,77.40041033549545
2005-09-09,77.36171013032771
2005-09-12,77.36171013032771
2005-09-13,77.36171013032771
2005-09-14,77.25532084332274
2005-09-15,77.14273658094541
2005-09-16,77.05290515552363
2005-09-19,77.00806785255271
2005-09-20,77.12025909359664
2005-09-21,77.07534339231908
2005-09-22,77.14273658094542
2005-09-23,77.09779470120122
2005-09-26,76.98566876359041
2005-09-27,77.03047997940158
2005-09-28,77.12025909359669
2005-09-29,77.08169896404989
2005-09-30,77.08169896404989
2005-10-03,77.08169896404989
2005-10-04,77.08169896404989
2005-10-05,77.08169896404989
2005-10-06,77.08169896404989
2005-10-07,77.04315811456787
2005-10-10,77.1336640271841
2005-10-11,77.29256209904705
2005-10-12,77.77320876889603
2005-10-13,78.25987068312332
2005-10-14,78.09697472868328
2005-10-17,77.93475549334178
2005-10-18,77.86543907873165
2005-10-19,78.02736958186627
2005-10-20,78.2365582402627
2005-10-21,78.4703095346764
2005-10-24,78.16670417040534
2005-10-25,78.30653727267799
2005-10-26,78.65831866204311
2005-10-27,79.2516976501394
2005-10-28,79.0370526670364
2005-10-31,78.82356723066084
2005-11-01,78.58770975839674
2005-11-02,78.42344760004833
2005-11-03,78.35325955028696
2005-11-04,78.28319702311829
2005-11-07,78.0737592189542
2005-11-08,78.03472233934473
2005-11-09,78.03472233934473
2005-11-10,78.03472233934473
2005-11-11,78.03472233934473
2005-11-14,78.03472233934473
2005-11-15,78.03472233934473
2005-11-16,78.03472233934473
2005-11-17,78.03472233934473
2005-11-18,78.03472233934473
2005-11-21,78.03472233934473
2005-11-22,78.03472233934473
2005-11-23,78.03472233934473
2005-11-24,78.03472233934473
2005-11-25,78.03472233934473
2005-11-28,78.03472233934473
2005-11-29,77.60108385179738
2005-11-30,77.3478616855649
2005-12-01,77.57799516276086
2005-12-02,77.6241862881927
2005-12-05,78.13594298532792
2005-12-06,78.15936503058731
2005-12-07,77.9723809037199
2005-12-08,77.99570497817508
2005-12-09,78.46513443937384
2005-12-12,78.58337605245306
2005-12-13,78.32371334996672
2005-12-14,78.20625127235729
2005-12-15,78.65449222987608
2005-12-16,79.17997016156673
2005-12-19,79.14038017648595
2005-12-20,79.14038017648595
2005-12-21,79.14038017648595
2005-12-22,79.14038017648595
2005-12-23,79.14038017648595
2005-12-26,79.14038017648595
2005-12-27,79.14038017648595
2005-12-28,79.14038017648595
2005-12-29,79.14038017648595
2005-12-30,79.14038017648595
2006-01-02,79.14038017648595
2006-01-03,79.14038017648595
2006-01-04,79.14038017648595
2006-01-05,79.14038017648595
2006-01-06,79.14038017648595
2006-01-09,79.14038017648595
2006-01-10,79.14038017648595
2006-01-11,78.93189428477943
2006-01-12,78.66790801626847
2006-01-13,78.52465841138302
2006-01-16,78.59621794213457
2006-01-17,78.5569198331635
2006-01-18,78.5569198331635
2006-01-19,78.5569198331635
2006-01-20,78.2315157441917
2006-01-23,78.1923999863196
2006-01-24,78.1923999863196
2006-01-25,78.1923999863196
2006-01-26,78.1923999863196
2006-01-27,78.1923999863196
2006-01-30,78.34473870068365
2006-01-31,78.41676880062299
2006-02-01,78.51301521829788
2006-02-02,78.51301521829788
2006-02-03,78.41676880062299
2006-02-06,78.39274405527965
2006-02-07,78.60949818630807
2006-02-08,78.60949818630807
2006-02-09,78.46486249507291
2006-02-10,78.46486249507291
2006-02-13,78.48893147129839
2006-02-14,78.53711374967243
2006-02-15,78.56122707903985
2006-02-16,78.4889314712984
2006-02-17,78.46486249507294
2006-02-20,78.44080827603703
2006-02-21,78.53711374967244
2006-02-22,78.49784519279761
2006-02-23,78.50683395619583
2006-02-24,78.50683395619583
2006-02-27,78.50683395619583
2006-02-28,78.4827077011386
2006-03-01,78.33826099984816
2006-03-02,78.26623685550261
2006-03-03,78.3863507856062
2006-03-06,78.3471576102134
2006-03-07,78.3471576102134
2006-03-08,78.38040201910688
2006-03-09,78.35624781201317
2006-03-10,78.33210848736375
2006-03-13,78.2356997384562
2006-03-14,78.2356997384562
2006-03-15,78.06755423702262
2006-03-16,78.1395280116726
2006-03-17,78.10045824766677
2006-03-20,78.10045824766677
2006-03-21,78.10045824766677
2006-03-22,78.10045824766677
2006-03-23,78.10045824766677
2006-03-24,78.1094901916372
2006-03-27,78.1094901916372
2006-03-28,78.27824526303888
2006-03-29,78.06140801854293
2006-03-30,78.08544170327771
2006-03-31,78.13355349730314
2006-04-03,78.1576316339741
2006-04-04,78.20583245520999
2006-04-05,78.1576316339741
2006-04-06,78.03738912376798
2006-04-07,78.10949019163719
2006-04-10,78.10949019163719
2006-04-11,78.10949019163719
2006-04-12,78.07043544654138
2006-04-13,78.07043544654138
2006-04-14,78.07043544654138
2006-04-17,78.07043544654138
2006-04-18,78.07043544654138
2006-04-19,78.07043544654138
2006-04-20,78.07043544654138
2006-04-21,78.07043544654138
2006-04-24,78.07043544654138
2006-04-25,78.07043544654138
2006-04-26,78.07043544654138
2006-04-27,78.07043544654138
2006-04-28,78.07043544654138
2006-05-01,78.07043544654138
2006-05-02,78.07043544654138
2006-05-03,78.07043544654138
2006-05-04,78.07043544654138
2006-05-05,78.07043544654138
2006-05-08,78.07043544654138
2006-05-09,78.07043544654138
2006-05-10,78.07043544654138
2006-05-11,78.07043544654138
2006-05-12,78.07043544654138
2006-05-15,78.07043544654138
2006-05-16,78.07043544654138
2006-05-17,78.07043544654138
2006-05-18,78.1981849010629
2006-05-19,78.29381092967931
2006-05-22,78.72703828803597
2006-05-23,78.58209743816538
2006-05-24,78.9697981964172
2006-05-25,78.9697981964172
2006-05-26,78.70284436108818
2006-05-29,78.96979819641719
2006-05-30,78.92112651802185
2006-05-31,79.06732187433803
2006-06-01,78.79970940030182
2006-06-02,78.79970940030182
2006-06-05,78.82396292735639
2006-06-06,78.99415655489851
2006-06-07,78.87251479857746
2006-06-08,78.94545485541954
2006-06-09,78.92112651802188
2006-06-12,78.92112651802188
2006-06-13,78.94545485541954
2006-06-14,78.89681317035767
2006-06-15,78.84823138884884
2006-06-16,78.82396292735642
2006-06-19,78.78455094589275
2006-06-20,78.78455094589275
2006-06-21,78.78455094589275
2006-06-22,78.78455094589275
2006-06-23,78.78455094589275
2006-06-26,78.78455094589275
2006-06-27,78.78455094589275
2006-06-28,78.81811588969444
2006-06-29,78.76946273173783
2006-06-30,78.69659551366964
2006-07-03,78.72086960235367
2006-07-04,78.72086960235367
2006-07-05,78.76946273173785
2006-07-06,78.76946273173785
2006-07-07,78.74515867041981
2006-07-10,78.76946273173785
2006-07-11,78.74515867041981
2006-07-12,78.67233639051497
2006-07-13,78.74515867041981
2006-07-14,78.72086960235367
2006-07-17,78.6815091675525
2006-07-18,78.6815091675525
2006-07-19,78.6815091675525
2006-07-20,78.6815091675525
2006-07-21,78.6815091675525
2006-07-24,78.6815091675525
2006-07-25,78.6815091675525
2006-07-26,78.6815091675525
2006-07-27,78.6815091675525
2006-07-28,78.6815091675525
2006-07-31,78.6815091675525
2006-08-01,78.6815091675525
2006-08-02,78.6815091675525
2006-08-03,78.6815091675525
2006-08-04,78.6815091675525
2006-08-07,78.6815091675525
2006-08-08,78.6815091675525
2006-08-09,78.6815091675525
2006-08-10,78.6815091675525
2006-08-11,78.6815091675525
2006-08-14,78.6815091675525
2006-08-15,78.6815091675525
2006-08-16,78.6815091675525
2006-08-17,78.64216841296873
2006-08-18,78.73907804748872
2006-08-21,78.76334278648639
2006-08-22,78.8119171576159
2006-08-23,78.83622681744241
2006-08-24,78.86055147860175
2006-08-25,79.00681525259607
2006-08-28,79.15362258970217
2006-08-29,79.05569048628158
2006-08-30,79.05569048628158
2006-08-31,79.15362258970218
2006-09-01,79.08015078655582
2006-09-04,79.12911682419455
2006-09-05,79.08015078655582
2006-09-06,79.2763794485572
2006-09-07,79.25179762547238
2006-09-08,79.2026796845827
2006-09-11,79.30097652564332
2006-09-12,79.37485942302744
2006-09-13,79.37485942302744
2006-09-14,79.25179762547236
2006-09-15,79.17814353845985
2006-09-18,79.17814353845985
2006-09-19,79.1536225897022
2006-09-20,79.11404577840734
2006-09-21,79.11404577840734
2006-09-22,79.11404577840734
2006-09-25,79.11404577840734
2006-09-26,79.11404577840734
2006-09-27,79.11404577840734
2006-09-28,79.09903842604142
2006-09-29,79.07448875551812
2006-10-02,79.02543510244398
2006-10-03,79.07448875551813
2006-10-04,79.12360334480726
2006-10-05,79.07448875551813
2006-10-06,79.12360334480726
2006-10-09,79.09903842604143
2006-10-10,79.12360334480728
2006-10-11,79.17277898392774
2006-10-12,79.09903842604143
2006-10-13,79.04995431904422
2006-10-16,79.09903842604145
2006-10-17,79.025435102444
2006-10-18,78.98592238489279
2006-10-19,78.98592238489279
2006-10-20,78.98592238489279
2006-10-23,78.98592238489279
2006-10-24,78.98592238489279
2006-10-25,78.98592238489279
2006-10-26,78.98592238489279
2006-10-27,78.98592238489279
2006-10-30,78.98592238489279
2006-10-31,78.98592238489279
2006-11-01,78.98592238489279
2006-11-02,78.98592238489279
2006-11-03,78.98592238489279
2006-11-06,78.98592238489279
2006-11-07,78.98592238489279
2006-11-08,78.98592238489279
2006-11-09,78.98592238489279
2006-11-10,78.98592238489279
2006-11-13,78.98592238489279
2006-11-14,78.98592238489279
2006-11-15,78.98592238489279
2006-11-16,78.98592238489279
2006-11-17,78.98592238489279
2006-11-20,78.98592238489279
2006-11-21,78.98592238489279
2006-11-22,78.98592238489279
2006-11-23,78.94642942370035
2006-11-24,78.92216061662266
2006-11-27,79.01932548041658
2006-11-28,79.01932548041658
2006-11-29,78.92216061662268
2006-11-30,78.72854599382813
2006-12-01,78.63209448265653
2006-12-04,78.5927784354152
2006-12-05,78.5927784354152
2006-12-06,78.5927784354152
2006-12-07,78.5927784354152
2006-12-08,78.5927784354152
2006-12-11,78.5927784354152
2006-12-12,78.5927784354152
2006-12-13,78.5927784354152
2006-12-14,78.5927784354152
2006-12-15,78.5927784354152
2006-12-18,78.5927784354152
2006-12-19,78.5927784354152
2006-12-20,78.5927784354152
2006-12-21,78.5927784354152
2006-12-22,78.5927784354152
2006-12-25,78.5927784354152
2006-12-26,78.5927784354152
2006-12-27,78.5927784354152
2006-12-28,78.50520086485379
2006-12-29,78.16888727485748
2007-01-01,78.14497510377309
2007-01-02,78.12107755786981
2007-01-03,78.1688872748575
2007-01-04,78.4569789970007
2007-01-05,78.65022278763371
2007-01-08,78.69868256753982
2007-01-09,78.74720210056542
2007-01-10,78.6986825675398
2007-01-11,78.67444521534777
2007-01-12,78.6986825675398
2007-01-15,78.67444521534777
2007-01-16,78.67444521534777
2007-01-17,78.6502227876337
2007-01-18,78.72293485800746
2007-01-19,78.84442086859082
2007-01-22,79.08852124279699
2007-01-23,79.1375228049053
2007-01-24,79.11301443612088
2007-01-25,79.16204636325824
2007-01-26,79.33413776839575
2007-01-29,79.33413776839575
2007-01-30,79.35878335328806
2007-01-31,79.38344425551097
2007-02-01,79.28489249355502
2007-02-02,79.13752280490529
2007-02-05,79.26029277512698
2007-02-06,79.23570831707018
2007-02-07,79.23570831707018
2007-02-08,79.28489249355502
2007-02-09,79.33413776839573
2007-02-12,79.260292775127
2007-02-13,79.23570831707019
2007-02-14,79.13752280490532
2007-02-15,79.09795404350287
2007-02-16,79.09795404350287
2007-02-19,79.09795404350287
2007-02-20,79.09795404350287
2007-02-21,79.09795404350287
2007-02-22,78.98479388857938
2007-02-23,79.00931571220202
2007-02-26,78.96028728172595
2007-02-27,78.91131966170626
2007-02-28,78.86241273907739
2007-03-01,78.82298153270786
2007-03-02,78.82298153270786
2007-03-05,78.82298153270786
