Combo_BRLUSD Curncy,0
Combo_ARSUSD Curncy,0
Combo_MXNUSD Curncy,0
Combo_COPUSD Curncy,0
Combo_CLPUSD Curncy,-1
Combo_PENUSD Curncy,0
Combo_TRYUSD Curncy,0
Combo_RUBUSD Curncy,0
Combo_ZARUSD Curncy,0
Combo_CNYUSD Curncy,0
Combo_KRWUSD Curncy,-1
Combo_MYRUSD Curncy,0
Combo_IDRUSD Curncy,1
Combo_INRUSD Curncy,0
Combo_PHPUSD Curncy,0
Combo_TWDUSD Curncy,0
Combo_THBUSD Curncy,1
Combo_CZKEUR Curncy,-1
Combo_HUFEUR Curncy,-1
Combo_PLNEUR Curncy,0
