,Return_Ex_Costs_ARSUSD Curncy
2000-07-31,100.041846548537
2000-08-01,100.041846548537
2000-08-02,100.041846548537
2000-08-03,100.041846548537
2000-08-04,100.041846548537
2000-08-07,100.041846548537
2000-08-08,100.041846548537
2000-08-09,100.036520706853
2000-08-10,100.051166771484
2000-08-11,100.085879846746
2000-08-14,100.0602967858
2000-08-15,100.064861792958
2000-08-16,100.071994616642
2000-08-17,100.071994616642
2000-08-18,100.071994616642
2000-08-21,100.071994616642
2000-08-22,100.029607860667
2000-08-23,100.037495978931
2000-08-24,100.045289059626
2000-08-25,100.045289059626
2000-08-28,100.045289059626
2000-08-29,100.045289059626
2000-08-30,100.045289059626
2000-08-31,100.045289059626
2000-09-01,100.045289059626
2000-09-04,100.061905559825
2000-09-05,99.998572956208
2000-09-06,99.998572956208
2000-09-07,100.005218452023
2000-09-08,100.005218452023
2000-09-11,100.033228166086
2000-09-12,100.041298761663
2000-09-13,100.049464305424
2000-09-14,100.049464305424
2000-09-15,100.049464305424
2000-09-18,100.049464305424
2000-09-19,100.049464305424
2000-09-20,100.049464305424
2000-09-21,100.049464305424
2000-09-22,100.049464305424
2000-09-25,100.006689195622
2000-09-26,100.013612883018
2000-09-27,100.02006234525
2000-09-28,100.02006234525
2000-09-29,100.02006234525
2000-10-02,100.02006234525
2000-10-03,100.02006234525
2000-10-04,100.02006234525
2000-10-05,100.027362809827
2000-10-06,100.027362809827
2000-10-09,99.974967659899
2000-10-10,99.982547428424
2000-10-11,99.989937702736
2000-10-12,99.997327977048
2000-10-13,99.997327977048
2000-10-16,99.997327977048
2000-10-17,99.958419210793
2000-10-18,99.97829960231
2000-10-19,99.995245269365
2000-10-20,100.015599003537
2000-10-23,100.015599003537
2000-10-24,100.015599003537
2000-10-25,100.015599003537
2000-10-26,100.015599003537
2000-10-27,100.015599003537
2000-10-30,100.015599003537
2000-10-31,100.044426600471
2000-11-01,100.073159680694
2000-11-02,100.092063022946
2000-11-03,100.201040791028
2000-11-06,100.229868387962
2000-11-07,100.198394323113
2000-11-08,100.222590601195
2000-11-09,100.256805650671
2000-11-10,100.321171531039
2000-11-13,100.292154900682
2000-11-14,100.313326644004
2000-11-15,100.354441413402
2000-11-16,100.377219940815
2000-11-17,100.377219940815
2000-11-20,100.377219940815
2000-11-21,100.377219940815
2000-11-22,100.377219940815
2000-11-23,100.377219940815
2000-11-24,100.377219940815
2000-11-27,100.377219940815
2000-11-28,100.377219940815
2000-11-29,100.377219940815
2000-11-30,100.377219940815
2000-12-01,100.377219940815
2000-12-04,100.377219940815
2000-12-05,100.377219940815
2000-12-06,100.398226473458
2000-12-07,100.530011850889
2000-12-08,100.552525578699
2000-12-11,100.471137039671
2000-12-12,100.489223381677
2000-12-13,100.506932924891
2000-12-14,100.532555242733
2000-12-15,100.618936365752
2000-12-18,100.564206341244
2000-12-19,100.579466692312
2000-12-20,100.58323468023
2000-12-21,100.59792983311
2000-12-22,100.59792983311
2000-12-25,100.611858306684
2000-12-26,100.565461431873
2000-12-27,100.559250085549
2000-12-28,100.684041679869
2000-12-29,100.684041679869
2001-01-01,100.486569232106
2001-01-02,100.651678401151
2001-01-03,100.651678401151
2001-01-04,100.651678401151
2001-01-05,100.651678401151
2001-01-08,100.651678401151
2001-01-09,100.651678401151
2001-01-10,100.651678401151
2001-01-11,100.651678401151
2001-01-12,100.651678401151
2001-01-15,100.651678401151
2001-01-16,100.651678401151
2001-01-17,100.651678401151
2001-01-18,100.651678401151
2001-01-19,100.651678401151
2001-01-22,100.651678401151
2001-01-23,100.651678401151
2001-01-24,100.651678401151
2001-01-25,100.651678401151
2001-01-26,100.651678401151
2001-01-29,100.651678401151
2001-01-30,100.651678401151
2001-01-31,100.651678401151
2001-02-01,100.651678401151
2001-02-02,100.667379195019
2001-02-05,100.642561026684
2001-02-06,100.647260497961
2001-02-07,100.647260497961
2001-02-08,100.647260497961
2001-02-09,100.647260497961
2001-02-12,100.647260497961
2001-02-13,100.647260497961
2001-02-14,100.651864685627
2001-02-15,100.614291791855
2001-02-16,100.598801144132
2001-02-19,100.598801144132
2001-02-20,100.598801144132
2001-02-21,100.592228906446
2001-02-22,100.580682625878
2001-02-23,100.542495529841
2001-02-26,100.564447220475
2001-02-27,100.556003128251
2001-02-28,100.556003128251
2001-03-01,100.556003128251
2001-03-02,100.556003128251
2001-03-05,100.556003128251
2001-03-06,100.548221266157
2001-03-07,100.548221266157
2001-03-08,100.590406420347
2001-03-09,100.547846445663
2001-03-12,100.569778145568
2001-03-13,100.551501064686
2001-03-14,100.553000472422
2001-03-15,100.544379488564
2001-03-16,100.59584619334
2001-03-19,100.586842750124
2001-03-20,100.467324875495
2001-03-21,100.498488271114
2001-03-22,100.449085011024
2001-03-23,100.42991690859
2001-03-26,100.388689981214
2001-03-27,100.397571065343
2001-03-28,100.456653646072
2001-03-29,100.516858047954
2001-03-30,100.587158840214
2001-04-02,100.75917141702
2001-04-03,100.82087158044
2001-04-04,100.771698419897
2001-04-05,100.833585553509
2001-04-06,100.875186421269
2001-04-09,100.965866964477
2001-04-10,100.977085176008
2001-04-11,100.977085176008
2001-04-12,100.977085176008
2001-04-13,100.977085176008
2001-04-16,100.977085176008
2001-04-17,100.977085176008
2001-04-18,100.977085176008
2001-04-19,100.977085176008
2001-04-20,100.977085176008
2001-04-23,100.977085176008
2001-04-24,100.977085176008
2001-04-25,100.977085176008
2001-04-26,100.977085176008
2001-04-27,100.977085176008
2001-04-30,100.977085176008
2001-05-01,100.977085176008
2001-05-02,100.977085176008
2001-05-03,100.977085176008
2001-05-04,100.977085176008
2001-05-07,100.966087990096
2001-05-08,101.019595306423
2001-05-09,101.074581235982
2001-05-10,101.074581235982
2001-05-11,101.074581235982
2001-05-14,101.100776157704
2001-05-15,101.157408840583
2001-05-16,101.209798684028
2001-05-17,101.263018648232
2001-05-18,101.263018648232
2001-05-21,101.263018648232
2001-05-22,101.231237271956
2001-05-23,101.180888538426
2001-05-24,101.09237058844
2001-05-25,101.042068113131
2001-05-28,100.988332867777
2001-05-29,100.988332867777
2001-05-30,100.988332867777
2001-05-31,100.988332867777
2001-06-01,100.988332867777
2001-06-04,100.868930647971
2001-06-05,100.899690578175
2001-06-06,100.899690578175
2001-06-07,100.899690578175
2001-06-08,100.899690578175
2001-06-11,100.899690578175
2001-06-12,100.899690578175
2001-06-13,100.899690578175
2001-06-14,100.899690578175
2001-06-15,100.899690578175
2001-06-18,100.899690578175
2001-06-19,100.899690578175
2001-06-20,100.899690578175
2001-06-21,100.899690578175
2001-06-22,100.899690578175
2001-06-25,100.899690578175
2001-06-26,100.899690578175
2001-06-27,100.828157935103
2001-06-28,100.828157935103
2001-06-29,100.736389556183
2001-07-02,100.736389556183
2001-07-03,100.736389556183
2001-07-04,100.736389556183
2001-07-05,100.852059501955
2001-07-06,100.986423580377
2001-07-09,101.163029208537
2001-07-10,101.336399313738
2001-07-11,101.336399313738
2001-07-12,101.336399313738
2001-07-13,101.336399313738
2001-07-16,101.336399313738
2001-07-17,101.548432392822
2001-07-18,101.835746123934
2001-07-19,102.258475939167
2001-07-20,102.441109473672
2001-07-23,102.800763902354
2001-07-24,102.800763902354
2001-07-25,102.800763902354
2001-07-26,102.800763902354
2001-07-27,103.301514430387
2001-07-30,103.520107220833
2001-07-31,103.836784256103
2001-08-01,104.138982608969
2001-08-02,104.463693547281
2001-08-03,104.463693547281
2001-08-06,104.463693547281
2001-08-07,104.463693547281
2001-08-08,104.463693547281
2001-08-09,104.463693547281
2001-08-10,104.463693547281
2001-08-13,104.463693547281
2001-08-14,104.463693547281
2001-08-15,104.463693547281
2001-08-16,104.463693547281
2001-08-17,104.463693547281
2001-08-20,104.789966176759
2001-08-21,105.132796949148
2001-08-22,105.418146085526
2001-08-23,105.418146085526
2001-08-24,105.418146085526
2001-08-27,105.418146085526
2001-08-28,105.618970967515
2001-08-29,105.820222048319
2001-08-30,106.017381620492
2001-08-31,106.214796911955
2001-09-03,106.418946144707
2001-09-04,106.615253319249
2001-09-05,106.820084470106
2001-09-06,107.049635152277
2001-09-07,107.330841130919
2001-09-10,107.330841130919
2001-09-11,107.330841130919
2001-09-12,107.330841130919
2001-09-13,107.330841130919
2001-09-14,107.577229523856
2001-09-17,107.833338213599
2001-09-18,108.073809904133
2001-09-19,108.302955335781
2001-09-20,108.532861486309
2001-09-21,108.764035501638
2001-09-24,108.978473701598
2001-09-25,109.183952323633
2001-09-26,109.388585702467
2001-09-27,109.590007157139
2001-09-28,109.590007157139
2001-10-01,109.590007157139
2001-10-02,109.590007157139
2001-10-03,109.590007157139
2001-10-04,109.958751815495
2001-10-05,110.230595172405
2001-10-08,110.558349574354
2001-10-09,110.558349574354
2001-10-10,110.558349574354
2001-10-11,110.558349574354
2001-10-12,110.558349574354
2001-10-15,110.705950860128
2001-10-16,110.886380134573
2001-10-17,110.886380134573
2001-10-18,110.886380134573
2001-10-19,110.886380134573
2001-10-22,110.886380134573
2001-10-23,110.886380134573
2001-10-24,110.886380134573
2001-10-25,110.886380134573
2001-10-26,110.886380134573
2001-10-29,110.886380134573
2001-10-30,111.151408354934
2001-10-31,111.396093957328
2001-11-01,111.641107666464
2001-11-02,111.988982839027
2001-11-05,112.370899086009
2001-11-06,112.686291691174
2001-11-07,112.930567160142
2001-11-08,113.20076306168
2001-11-09,113.20076306168
2001-11-12,113.20076306168
2001-11-13,113.552110185118
2001-11-14,113.552110185118
2001-11-15,113.925521573962
2001-11-16,114.356505973107
2001-11-19,114.356505973107
2001-11-20,114.810592576873
2001-11-21,115.277317451859
2001-11-22,115.746067690823
2001-11-23,116.175525868622
2001-11-26,116.571281989835
2001-11-27,117.215428749254
2001-11-28,117.642618519398
2001-11-29,118.301996015928
2001-11-30,119.203201971378
2001-12-03,120.135112444727
2001-12-04,120.135112444727
2001-12-05,120.135112444727
2001-12-06,120.135112444727
2001-12-07,121.083094190266
2001-12-10,122.088263320204
2001-12-11,123.051036270283
2001-12-12,124.049877612183
2001-12-13,124.049877612183
2001-12-14,124.049877612183
2001-12-17,124.049877612183
2001-12-18,124.049877612183
2001-12-19,125.124146557586
2001-12-20,125.124146557586
2001-12-21,125.124146557586
2001-12-24,125.124146557586
2001-12-25,125.124146557586
2001-12-26,125.124146557586
2001-12-27,125.124146557586
2001-12-28,125.124146557586
2001-12-31,125.124146557586
2002-01-01,125.124146557586
2002-01-02,125.124146557586
2002-01-03,125.124146557586
2002-01-04,125.124146557586
2002-01-07,125.124146557586
2002-01-08,125.124146557586
2002-01-09,125.124146557586
2002-01-10,125.124146557586
2002-01-11,125.124146557586
2002-01-14,125.124146557586
2002-01-15,125.124146557586
2002-01-16,125.124146557586
2002-01-17,125.124146557586
2002-01-18,125.124146557586
2002-01-21,125.124146557586
2002-01-22,125.124146557586
2002-01-23,125.124146557586
2002-01-24,125.124146557586
2002-01-25,125.124146557586
2002-01-28,125.124146557586
2002-01-29,125.124146557586
2002-01-30,125.124146557586
2002-01-31,125.124146557586
2002-02-01,125.124146557586
2002-02-04,125.124146557586
2002-02-05,125.124146557586
2002-02-06,125.124146557586
2002-02-07,125.124146557586
2002-02-08,125.124146557586
2002-02-11,125.124146557586
2002-02-12,125.124146557586
2002-02-13,125.124146557586
2002-02-14,124.184589858173
2002-02-15,119.959574842433
2002-02-18,119.186154771009
2002-02-19,123.218654463389
2002-02-20,120.760602430441
2002-02-21,125.193779759653
2002-02-22,125.193779759653
2002-02-25,125.193779759653
2002-02-26,125.193779759653
2002-02-27,125.193779759653
2002-02-28,125.193779759653
2002-03-01,125.193779759653
2002-03-04,125.193779759653
2002-03-05,125.193779759653
2002-03-06,125.193779759653
2002-03-07,125.193779759653
2002-03-08,125.193779759653
2002-03-11,125.193779759653
2002-03-12,125.193779759653
2002-03-13,125.193779759653
2002-03-14,125.193779759653
2002-03-15,125.193779759653
2002-03-18,125.193779759653
2002-03-19,125.193779759653
2002-03-20,125.193779759653
2002-03-21,125.193779759653
2002-03-22,125.193779759653
2002-03-25,125.193779759653
2002-03-26,125.193779759653
2002-03-27,125.193779759653
2002-03-28,125.193779759653
2002-03-29,125.193779759653
2002-04-01,125.193779759653
2002-04-02,125.193779759653
2002-04-03,125.193779759653
2002-04-04,125.193779759653
2002-04-05,125.193779759653
2002-04-08,125.193779759653
2002-04-09,125.193779759653
2002-04-10,126.725386675228
2002-04-11,125.440049157655
2002-04-12,122.452422065096
2002-04-15,120.71438077942
2002-04-16,128.090212767837
2002-04-17,129.635975183076
2002-04-18,129.635975183076
2002-04-19,129.635975183076
2002-04-22,129.635975183076
2002-04-23,129.635975183076
2002-04-24,129.635975183076
2002-04-25,129.635975183076
2002-04-26,129.635975183076
2002-04-29,129.635975183076
2002-04-30,129.635975183076
2002-05-01,129.635975183076
2002-05-02,129.635975183076
2002-05-03,129.635975183076
2002-05-06,129.635975183076
2002-05-07,129.635975183076
2002-05-08,129.635975183076
2002-05-09,129.635975183076
2002-05-10,129.635975183076
2002-05-13,129.635975183076
2002-05-14,129.635975183076
2002-05-15,129.635975183076
2002-05-16,129.635975183076
2002-05-17,129.635975183076
2002-05-20,129.635975183076
2002-05-21,129.635975183076
2002-05-22,129.635975183076
2002-05-23,129.635975183076
2002-05-24,129.635975183076
2002-05-27,129.635975183076
2002-05-28,129.635975183076
2002-05-29,129.635975183076
2002-05-30,129.635975183076
2002-05-31,129.635975183076
2002-06-03,129.635975183076
2002-06-04,129.635975183076
2002-06-05,129.635975183076
2002-06-06,129.635975183076
2002-06-07,129.635975183076
2002-06-10,129.635975183076
2002-06-11,129.635975183076
2002-06-12,129.635975183076
2002-06-13,129.071778682241
2002-06-14,128.534129649235
2002-06-17,128.708237490297
2002-06-18,131.063257499201
2002-06-19,130.804566243289
2002-06-20,129.446541832194
2002-06-21,128.508084657137
2002-06-24,128.508084657137
2002-06-25,128.508084657137
2002-06-26,128.508084657137
2002-06-27,128.508084657137
2002-06-28,128.508084657137
2002-07-01,128.508084657137
2002-07-02,128.508084657137
2002-07-03,128.508084657137
2002-07-04,128.508084657137
2002-07-05,129.469059236723
2002-07-08,132.475304725247
2002-07-09,131.061281753578
2002-07-10,133.11567341343
2002-07-11,133.357641570054
2002-07-12,133.200519390428
2002-07-15,134.324517811997
2002-07-16,134.559741211642
2002-07-17,137.647153718812
2002-07-18,137.324325123405
2002-07-19,136.07685166214
2002-07-22,137.154249944581
2002-07-23,135.847529924852
2002-07-24,135.847529924852
2002-07-25,135.847529924852
2002-07-26,135.847529924852
2002-07-29,135.847529924852
2002-07-30,135.847529924852
2002-07-31,135.847529924852
2002-08-01,135.847529924852
2002-08-02,135.847529924852
2002-08-05,135.847529924852
2002-08-06,135.847529924852
2002-08-07,135.847529924852
2002-08-08,135.847529924852
2002-08-09,135.847529924852
2002-08-12,135.847529924852
2002-08-13,136.850394262264
2002-08-14,136.036599883782
2002-08-15,135.979303750675
2002-08-16,136.214530950252
2002-08-19,136.838745747273
2002-08-20,137.471405717662
2002-08-21,139.027356107438
2002-08-22,139.832341296459
2002-08-23,138.704473832562
2002-08-26,139.035510067931
2002-08-27,138.815571544278
2002-08-28,139.783199123845
2002-08-29,140.197595044611
2002-08-30,140.197595044611
2002-09-02,140.197595044611
2002-09-03,138.265873256027
2002-09-04,138.265873256027
2002-09-05,138.265873256027
2002-09-06,138.265873256027
2002-09-09,138.265873256027
2002-09-10,138.265873256027
2002-09-11,138.265873256027
2002-09-12,138.265873256027
2002-09-13,138.265873256027
2002-09-16,138.265873256027
2002-09-17,138.265873256027
2002-09-18,138.265873256027
2002-09-19,138.265873256027
2002-09-20,138.265873256027
2002-09-23,138.265873256027
2002-09-24,138.265873256027
2002-09-25,138.265873256027
2002-09-26,138.265873256027
2002-09-27,138.265873256027
2002-09-30,138.265873256027
2002-10-01,138.265873256027
2002-10-02,138.265873256027
2002-10-03,138.265873256027
2002-10-04,138.265873256027
2002-10-07,138.265873256027
2002-10-08,138.265873256027
2002-10-09,138.265873256027
2002-10-10,138.265873256027
2002-10-11,138.265873256027
2002-10-14,138.265873256027
2002-10-15,139.990969973015
2002-10-16,142.1151330256
2002-10-17,143.897142658336
2002-10-18,142.663240904217
2002-10-21,142.224092194466
2002-10-22,142.77206488801
2002-10-23,142.535558602737
2002-10-24,143.086775738034
2002-10-25,143.249065418211
2002-10-28,143.807650139988
2002-10-29,145.151457358484
2002-10-30,146.105323233813
2002-10-31,147.083116867069
2002-11-01,147.341455541637
2002-11-04,145.74654204998
2002-11-05,146.508039566381
2002-11-06,147.293194470563
2002-11-07,147.031678946778
2002-11-08,147.597631255035
2002-11-11,147.330911105939
2002-11-12,148.117350268315
2002-11-13,148.070373455436
2002-11-14,147.814873667402
2002-11-15,148.400833366468
2002-11-18,148.982872698416
2002-11-19,149.990407047739
2002-11-20,149.723957268789
2002-11-21,150.290585502411
2002-11-22,150.455511291513
2002-11-25,150.38629653412
2002-11-26,152.461995738022
2002-11-27,151.274800426636
2002-11-28,151.396466992367
2002-11-29,146.517029373737
2002-12-02,148.507291611482
2002-12-03,148.507291611482
2002-12-04,148.507291611482
2002-12-05,148.507291611482
2002-12-06,148.507291611482
2002-12-09,148.507291611482
2002-12-10,148.507291611482
2002-12-11,148.507291611482
2002-12-12,148.507291611482
2002-12-13,148.603313991137
2002-12-16,147.019470876859
2002-12-17,147.107732543638
2002-12-18,148.878095841957
2002-12-19,149.835096969598
2002-12-20,149.930922042993
2002-12-23,150.463122793792
2002-12-24,152.761806486472
2002-12-25,152.886175198751
2002-12-26,153.91203621098
2002-12-27,154.025421541476
2002-12-30,155.066343598185
2002-12-31,157.520767698415
2003-01-01,156.001114887249
2003-01-02,157.292813199865
2003-01-03,157.855662189649
2003-01-06,158.198580468772
2003-01-07,159.991699755695
2003-01-08,159.613397887357
2003-01-09,157.804888712188
2003-01-10,157.431256425326
2003-01-13,158.709537912291
2003-01-14,161.985150664828
2003-01-15,163.580174467148
2003-01-16,161.67761597492
2003-01-17,164.820836227289
2003-01-20,165.715093964389
2003-01-21,170.957323974759
2003-01-22,170.535022810538
2003-01-23,169.049832826043
2003-01-24,164.986376179064
2003-01-27,159.907121139094
2003-01-28,160.530411613058
2003-01-29,161.401452980282
2003-01-30,161.401452980282
2003-01-31,161.401452980282
2003-02-03,161.401452980282
2003-02-04,161.401452980282
2003-02-05,160.771141341675
2003-02-06,161.903982631814
2003-02-07,161.76848100603
2003-02-10,161.635740877019
2003-02-11,165.684534476363
2003-02-12,165.263217934496
2003-02-13,163.289312592881
2003-02-14,160.4645524385
2003-02-17,162.991384747768
2003-02-18,162.074881625336
2003-02-19,160.652836309438
2003-02-20,160.652836309438
2003-02-21,160.652836309438
2003-02-24,160.652836309438
2003-02-25,160.652836309438
2003-02-26,160.652836309438
2003-02-27,159.497576365341
2003-02-28,159.855724920512
2003-03-03,159.855724920512
2003-03-04,159.855724920512
2003-03-05,159.855724920512
2003-03-06,159.855724920512
2003-03-07,159.855724920512
2003-03-10,160.733597355109
2003-03-11,161.380837613567
2003-03-12,162.537551393659
2003-03-13,162.666190854454
2003-03-14,162.786866920057
2003-03-17,164.475045443891
2003-03-18,166.182519886845
2003-03-19,168.465380260869
2003-03-20,167.294761167634
2003-03-21,168.219433863206
2003-03-24,170.706830979895
2003-03-25,173.418857097886
2003-03-26,176.058845117832
2003-03-27,177.206309108124
2003-03-28,171.453246136936
2003-03-31,171.537351841542
2003-04-01,172.066550080499
2003-04-02,176.014862673617
2003-04-03,176.404150184737
2003-04-04,175.872746697881
2003-04-07,176.251007969505
2003-04-08,175.545022357284
2003-04-09,175.299320987165
2003-04-10,176.927957817717
2003-04-11,176.721338340926
2003-04-14,175.305507932661
2003-04-15,173.001942731137
2003-04-16,175.034201184155
2003-04-17,175.034201184155
2003-04-18,175.034201184155
2003-04-21,175.034201184155
2003-04-22,178.539087619838
2003-04-23,178.950880547596
2003-04-24,177.170588203705
2003-04-25,176.028683518482
2003-04-28,177.996165437681
2003-04-29,178.13713089478
2003-04-30,180.153311069064
2003-05-01,180.308216175388
2003-05-02,181.9875516658
2003-05-05,182.077827489353
2003-05-06,182.192905026462
2003-05-07,181.808810362749
2003-05-08,183.376145900946
2003-05-09,184.806197014956
2003-05-12,184.225378297244
2003-05-13,184.988860730127
2003-05-14,184.424576488119
2003-05-15,180.297414455859
2003-05-16,179.934199093583
2003-05-19,173.488408740215
2003-05-20,173.488408740215
2003-05-21,173.488408740215
2003-05-22,173.488408740215
2003-05-23,173.488408740215
2003-05-26,173.488408740215
2003-05-27,173.488408740215
2003-05-28,173.488408740215
2003-05-29,173.488408740215
2003-05-30,173.488408740215
2003-06-02,173.488408740215
2003-06-03,173.488408740215
2003-06-04,173.488408740215
2003-06-05,173.901831517696
2003-06-06,174.027887630797
2003-06-09,174.606060416942
2003-06-10,175.18767266047
2003-06-11,174.673359133077
2003-06-12,174.313706539356
2003-06-13,174.57544924623
2003-06-16,174.688206124115
2003-06-17,176.041632604471
2003-06-18,176.446972657101
2003-06-19,176.229197680444
2003-06-20,176.325903757206
2003-06-23,176.736001725883
2003-06-24,178.416635251977
2003-06-25,179.179621548188
2003-06-26,177.721864860536
2003-06-27,177.80166027183
2003-06-30,177.14392137155
2003-07-01,177.218500272479
2003-07-02,177.281958261202
2003-07-03,177.350288814552
2003-07-04,178.214968400731
2003-07-07,178.214968400731
2003-07-08,178.214968400731
2003-07-09,178.44579305444
2003-07-10,179.327622058143
2003-07-11,179.713186624473
2003-07-14,178.80074093817
2003-07-15,178.863973527048
2003-07-16,178.76898184204
2003-07-17,178.18600821775
2003-07-18,176.964425430265
2003-07-21,176.964425430265
2003-07-22,176.964425430265
2003-07-23,176.964425430265
2003-07-24,176.964425430265
2003-07-25,176.964425430265
2003-07-28,176.964425430265
2003-07-29,176.964425430265
2003-07-30,176.964425430265
2003-07-31,176.964425430265
2003-08-01,176.964425430265
2003-08-04,176.964425430265
2003-08-05,176.964425430265
2003-08-06,176.964425430265
2003-08-07,176.964425430265
2003-08-08,176.964425430265
2003-08-11,176.964425430265
2003-08-12,176.964425430265
2003-08-13,176.964425430265
2003-08-14,176.964425430265
2003-08-15,176.964425430265
2003-08-18,176.964425430265
2003-08-19,177.178821718986
2003-08-20,175.73148616271
2003-08-21,174.077697084061
2003-08-22,172.618447378262
2003-08-25,172.618447378262
2003-08-26,172.618447378262
2003-08-27,172.618447378262
2003-08-28,172.618447378262
2003-08-29,172.618447378262
2003-09-01,172.618447378262
2003-09-02,172.618447378262
2003-09-03,172.618447378262
2003-09-04,172.618447378262
2003-09-05,172.618447378262
2003-09-08,172.618447378262
2003-09-09,172.618447378262
2003-09-10,174.460131596688
2003-09-11,176.644066480068
2003-09-12,177.272511510347
2003-09-15,177.41227545906
2003-09-16,177.644500419054
2003-09-17,176.703600936861
2003-09-18,176.384595955621
2003-09-19,176.295323255074
2003-09-22,176.691485356073
2003-09-23,177.631283421831
2003-09-24,177.837422203094
2003-09-25,177.732497795308
2003-09-26,177.16967399686
2003-09-29,177.224802787912
2003-09-30,176.655138613708
2003-10-01,176.850437138476
2003-10-02,176.850437138476
2003-10-03,176.850437138476
2003-10-06,176.850437138476
2003-10-07,176.765355963861
2003-10-08,177.323719004512
2003-10-09,177.347514343086
2003-10-10,179.110708987242
2003-10-13,179.153335169293
2003-10-14,178.87087251715
2003-10-15,178.62190594113
2003-10-16,178.158838381101
2003-10-17,178.351883058313
2003-10-20,178.394280987716
2003-10-21,178.434738769609
2003-10-22,178.074841406565
2003-10-23,178.520276449521
2003-10-24,178.873383296281
2003-10-27,179.164690738542
2003-10-28,178.708984326418
2003-10-29,178.354964469065
2003-10-30,177.460271151297
2003-10-31,177.460271151297
2003-11-03,177.460271151297
2003-11-04,177.460271151297
2003-11-05,177.460271151297
2003-11-06,177.460271151297
2003-11-07,177.460271151297
2003-11-10,177.460271151297
2003-11-11,177.50285505664
2003-11-12,177.389430106638
2003-11-13,176.817548643796
2003-11-14,176.55241853101
2003-11-17,176.55241853101
2003-11-18,176.55241853101
2003-11-19,176.55241853101
2003-11-20,176.55241853101
2003-11-21,176.55241853101
2003-11-24,176.55241853101
2003-11-25,176.55241853101
2003-11-26,176.55241853101
2003-11-27,176.55241853101
2003-11-28,176.55241853101
2003-12-01,176.55241853101
2003-12-02,176.55241853101
2003-12-03,176.55241853101
2003-12-04,176.55241853101
2003-12-05,176.55241853101
2003-12-08,176.55241853101
2003-12-09,176.55241853101
2003-12-10,176.55241853101
2003-12-11,176.55241853101
2003-12-12,175.981449969522
2003-12-15,175.279058346922
2003-12-16,175.458830253631
2003-12-17,175.767358498553
2003-12-18,175.483468454325
2003-12-19,175.878665193452
2003-12-22,175.878665193452
2003-12-23,175.878665193452
2003-12-24,175.878665193452
2003-12-25,175.878665193452
2003-12-26,176.182695185429
2003-12-29,176.71193257887
2003-12-30,177.060080123339
2003-12-31,177.701459253612
2004-01-01,177.132954928633
2004-01-02,178.383548952611
2004-01-05,180.714387812279
2004-01-06,181.757906517885
2004-01-07,180.654909960098
2004-01-08,180.065559514112
2004-01-09,180.065559514112
2004-01-12,180.065559514112
2004-01-13,180.065559514112
2004-01-14,180.065559514112
2004-01-15,180.065559514112
2004-01-16,180.065559514112
2004-01-19,180.065559514112
2004-01-20,180.065559514112
2004-01-21,180.065559514112
2004-01-22,179.549304452896
2004-01-23,180.296915575346
2004-01-26,180.275599949361
2004-01-27,180.410955517201
2004-01-28,180.698437904246
2004-01-29,182.967854362008
2004-01-30,181.276160061522
2004-02-02,181.165891758867
2004-02-03,181.577071722006
2004-02-04,182.053648706918
2004-02-05,183.022248155047
2004-02-06,182.814421672734
2004-02-09,181.618498694382
2004-02-10,181.660298390081
2004-02-11,181.854810666531
2004-02-12,181.154280026806
2004-02-13,180.513435389243
2004-02-16,180.513435389243
2004-02-17,180.513435389243
2004-02-18,180.513435389243
2004-02-19,180.513435389243
2004-02-20,180.513435389243
2004-02-23,180.513435389243
2004-02-24,180.513435389243
2004-02-25,180.513435389243
2004-02-26,180.513435389243
2004-02-27,180.513435389243
2004-03-01,180.513435389243
2004-03-02,180.513435389243
2004-03-03,180.513435389243
2004-03-04,180.513435389243
2004-03-05,180.513435389243
2004-03-08,180.513435389243
2004-03-09,178.801392430999
2004-03-10,178.801392430999
2004-03-11,178.801392430999
2004-03-12,178.801392430999
2004-03-15,178.801392430999
2004-03-16,178.801392430999
2004-03-17,178.801392430999
2004-03-18,178.801392430999
2004-03-19,178.801392430999
2004-03-22,178.801392430999
2004-03-23,178.801392430999
2004-03-24,178.801392430999
2004-03-25,178.801392430999
2004-03-26,178.801392430999
2004-03-29,178.801392430999
2004-03-30,178.801392430999
2004-03-31,178.801392430999
2004-04-01,178.801392430999
2004-04-02,178.801392430999
2004-04-05,178.801392430999
2004-04-06,178.801392430999
2004-04-07,178.801392430999
2004-04-08,178.801392430999
2004-04-09,178.801392430999
2004-04-12,178.801392430999
2004-04-13,178.801392430999
2004-04-14,178.801392430999
2004-04-15,178.801392430999
2004-04-16,178.801392430999
2004-04-19,178.801392430999
2004-04-20,178.801392430999
2004-04-21,178.801392430999
2004-04-22,179.467602491614
2004-04-23,178.91405811379
2004-04-26,177.828575533065
2004-04-27,177.702316941261
2004-04-28,178.464915494963
2004-04-29,179.805322836886
2004-04-30,178.144451730356
2004-05-03,178.380994042358
2004-05-04,179.041932647426
2004-05-05,179.325863843269
2004-05-06,180.7285959867
2004-05-07,182.711555553623
2004-05-10,183.465411854834
2004-05-11,183.465411854834
2004-05-12,183.465411854834
2004-05-13,183.465411854834
2004-05-14,183.465411854834
2004-05-17,183.465411854834
2004-05-18,183.465411854834
2004-05-19,183.465411854834
2004-05-20,183.465411854834
2004-05-21,183.465411854834
2004-05-24,183.465411854834
2004-05-25,183.465411854834
2004-05-26,183.465411854834
