,Return_Ex_Costs_BRLUSD Curncy,Return_Ex_Costs_ARSUSD Curncy,Return_Ex_Costs_MXNUSD Curncy,Return_Ex_Costs_COPUSD Curncy,Return_Ex_Costs_CLPUSD Curncy,Return_Ex_Costs_PENUSD Curncy,Return_Ex_Costs_TRYUSD Curncy,Return_Ex_Costs_RUBUSD Curncy,Return_Ex_Costs_ZARUSD Curncy,Return_Ex_Costs_CNYUSD Curncy,Return_Ex_Costs_KRWUSD Curncy,Return_Ex_Costs_IDRUSD Curncy,Return_Ex_Costs_INRUSD Curncy,Return_Ex_Costs_PHPUSD Curncy,Return_Ex_Costs_THBUSD Curncy,Return_Ex_Costs_CZKEUR Curncy,Return_Ex_Costs_HUFEUR Curncy,Return_Ex_Costs_PLNEUR Curncy
2000-02-08,104.096176725024,100.0,99.772247064977,100.0,100.0,102.524647752647,99.666792998506,100.0,99.238674786705,100.233864643501,100.0,100.0,100.035006258812,99.647780403393,100.0,99.569451328356,99.350355063358,101.650577200275
2000-02-09,103.897622023402,100.0,99.772247064977,100.0,100.0,103.102091172901,99.666792998506,100.0,99.238674786705,100.241501800318,100.0,100.0,100.084248084136,99.538282773894,100.0,99.569451328356,99.468185181773,101.34916382272
2000-02-10,104.040279404087,100.0,99.637607710504,100.0,100.0,102.886824816336,99.666792998506,100.0,99.238674786705,100.249604637429,100.0,100.0,100.029672521446,99.857868693415,100.0,99.569451328356,99.428265074641,101.642521806043
2000-02-11,103.990077781729,100.0,99.655394644179,100.0,100.0,103.077181079704,99.239219638557,100.0,99.238674786705,100.25770747454,100.0,100.0,100.031005955787,99.781675382702,100.0,99.569451328356,99.428265074641,101.861345262523
2000-02-14,103.825829729687,100.0,99.901627673841,100.0,100.0,103.371983206281,99.331896041413,100.0,99.238674786705,100.2769866387,100.0,100.0,100.134728098491,99.892818865165,100.0,99.482762079424,99.414589475934,102.530474108613
2000-02-15,103.632970726644,100.0,100.063411435792,100.0,100.0,103.16936803878,99.579606709701,100.0,99.238674786705,100.286765924868,100.0,100.0,100.126537001822,99.768024484595,100.0,99.482762079424,99.414589475934,102.430711149287
2000-02-16,103.789006376084,100.0,100.063411435792,100.0,100.0,103.345013617189,99.647290802326,100.0,99.238674786705,100.294309945626,100.0,100.0,100.162730219662,99.682052870983,100.0,99.482762079424,99.482933057823,102.430711149287
2000-02-17,104.005178005869,100.0,100.015109942048,100.0,100.0,103.186334362099,99.866157886347,100.0,99.238674786705,100.294309945626,100.0,100.0,100.256356359495,99.472739100003,100.0,99.482762079424,99.482933057823,103.191763735896
2000-02-18,103.694033913734,100.0,100.348668021049,100.432124275466,100.0,102.98538640556,99.514053109095,100.0,99.238674786705,100.294309945626,100.0,100.0,100.14244296861,99.27668896761,100.0,99.482762079424,99.482933057823,103.319669499054
2000-02-21,103.646084079186,100.0,99.80114821337,100.214578631147,100.0,102.423634382596,99.785035305598,100.0,99.238674786705,100.294309945626,100.0,100.0,100.189303661181,99.277753931292,100.0,99.482762079424,99.482933057823,103.319669499054
2000-02-22,103.249636966474,100.0,99.906084365913,100.317682338854,100.0,102.554069122565,100.647229037561,100.0,99.238674786705,100.294309945626,100.0,100.0,100.201780796805,99.277753931292,100.0,99.482762079424,99.482933057823,101.975010879266
2000-02-23,103.431104572359,100.0,99.991190671983,100.173040446747,100.0,102.7443273147,100.543900174607,100.0,98.898130342137,100.294309945626,100.0,100.0,100.201780796805,99.277753931292,100.0,99.640207318723,99.482933057823,102.601750280766
2000-02-24,103.431104572359,100.0,99.991190671983,100.117514914539,100.0,102.41608289765,100.249646449889,100.0,98.842072839647,100.294309945626,100.0,100.0,100.17892192238,99.277753931292,100.0,99.640207318723,99.482933057823,102.99048289131
2000-02-25,103.431104572359,100.0,99.899335469405,100.11666719649,100.0,102.41608289765,99.488323320858,100.0,99.496011927926,100.297475060868,100.0,100.0,100.249022470617,99.277753931292,100.0,99.640207318723,99.482933057823,103.86391287584
2000-02-28,103.431104572359,100.0,99.733304308259,100.232380710175,100.0,102.41608289765,99.016009628496,100.0,98.267727592012,100.307156589843,100.0,100.0,100.213305479328,99.277753931292,100.0,99.640207318723,99.482933057823,103.740744804571
