,Return_Ex_Costs_CNYUSD Curncy
2000-07-27,100.650612371113
2000-07-28,100.650612371113
2000-07-31,100.650612371113
2000-08-01,100.661999925518
2000-08-02,100.664407050839
2000-08-03,100.663944142123
2000-08-04,100.667277084876
2000-08-07,100.672276499005
2000-08-08,100.672276499005
2000-08-09,100.672276499005
2000-08-10,100.672276499005
2000-08-11,100.672276499005
2000-08-14,100.672276499005
2000-08-15,100.672276499005
2000-08-16,100.665150968122
2000-08-17,100.665798743657
2000-08-18,100.670980947936
2000-08-21,100.670795869212
2000-08-22,100.670795869212
2000-08-23,100.670795869212
2000-08-24,100.670795869212
2000-08-25,100.670795869212
2000-08-28,100.670795869212
2000-08-29,100.670795869212
2000-08-30,100.670795869212
2000-08-31,100.675513858763
2000-09-01,100.676901502749
2000-09-04,100.680601886711
2000-09-05,100.678936713928
2000-09-06,100.677641579541
2000-09-07,100.686244972252
2000-09-08,100.684949837865
2000-09-11,100.698456239325
2000-09-12,100.700676469702
2000-09-13,100.716865649534
2000-09-14,100.726764176631
2000-09-15,100.733979925356
2000-09-18,100.737957838115
2000-09-19,100.733979925356
2000-09-20,100.743323394859
2000-09-21,100.744248490849
2000-09-22,100.73832787651
2000-09-25,100.735645098138
2000-09-26,100.735645098138
2000-09-27,100.735645098138
2000-09-28,100.735645098138
2000-09-29,100.735645098138
2000-10-02,100.735645098138
2000-10-03,100.735645098138
2000-10-04,100.735645098138
2000-10-05,100.735645098138
2000-10-06,100.735645098138
2000-10-09,100.735645098138
2000-10-10,100.735645098138
2000-10-11,100.735645098138
2000-10-12,100.741561398534
2000-10-13,100.752007366421
2000-10-16,100.762545776502
2000-10-17,100.766428348637
2000-10-18,100.777983622848
2000-10-19,100.786673189055
2000-10-20,100.796009850618
2000-10-23,100.795824966231
2000-10-24,100.803127899533
2000-10-25,100.813019214258
2000-10-26,100.816716902006
2000-10-27,100.821616338272
2000-10-30,100.821616338272
2000-10-31,100.839915748328
2000-11-01,100.851560827455
2000-11-02,100.865146753103
2000-11-03,100.87743878107
2000-11-06,100.883538584422
2000-11-07,100.895183663549
2000-11-08,100.900174411746
2000-11-09,100.913390652342
2000-11-10,100.916902660333
2000-11-13,100.928362896934
2000-11-14,100.928732581986
2000-11-15,100.941763980056
2000-11-16,100.941209452479
2000-11-17,100.952577267817
2000-11-20,100.946385043202
2000-11-21,100.946385043202
2000-11-22,100.946385043202
2000-11-23,100.946385043202
2000-11-24,100.946385043202
2000-11-27,100.946385043202
2000-11-28,100.946385043202
2000-11-29,100.946385043202
2000-11-30,100.946385043202
2000-12-01,100.946385043202
2000-12-04,100.946385043202
2000-12-05,100.955342639521
2000-12-06,100.963007386887
2000-12-07,100.970487441545
2000-12-08,100.979445037864
2000-12-11,100.983692970139
2000-12-12,100.996529113318
2000-12-13,101.009734641912
2000-12-14,101.023401902275
2000-12-15,101.034760503793
2000-12-18,101.03808497253
2000-12-19,101.052029271955
2000-12-20,101.066158264087
2000-12-21,101.077793904667
2000-12-22,101.078809714559
2000-12-25,101.078809714559
2000-12-26,101.078809714559
2000-12-27,101.078809714559
2000-12-28,101.078809714559
2000-12-29,101.078809714559
2001-01-01,101.078809714559
2001-01-02,101.078809714559
2001-01-03,101.078809714559
2001-01-04,101.078809714559
2001-01-05,101.078809714559
2001-01-08,101.078809714559
2001-01-09,101.078809714559
2001-01-10,101.078809714559
2001-01-11,101.078809714559
2001-01-12,101.086463120562
2001-01-15,101.098173753844
2001-01-16,101.109331128861
2001-01-17,101.121041762143
2001-01-18,101.13017052352
2001-01-19,101.138930446054
2001-01-22,101.125191199132
2001-01-23,101.127865280748
2001-01-24,101.127865280748
2001-01-25,101.127865280748
2001-01-26,101.127865280748
2001-01-29,101.127865280748
2001-01-30,101.127865280748
2001-01-31,101.127865280748
2001-02-01,101.127865280748
2001-02-02,101.127865280748
2001-02-05,101.127865280748
2001-02-06,101.137539352719
2001-02-07,101.139013497019
2001-02-08,101.146384218521
2001-02-09,101.150161713291
2001-02-12,101.143343795902
2001-02-13,101.158730177037
2001-02-14,101.164166084144
2001-02-15,101.158545908999
2001-02-16,101.16517955835
2001-02-19,101.161678465637
2001-02-20,101.163244743956
2001-02-21,101.160849259468
2001-02-22,101.16969412527
2001-02-23,101.168772785082
2001-02-26,101.168772785082
2001-02-27,101.168772785082
2001-02-28,101.168772785082
2001-03-01,101.168772785082
2001-03-02,101.168772785082
2001-03-05,101.168772785082
2001-03-06,101.168772785082
2001-03-07,101.168772785082
2001-03-08,101.168772785082
2001-03-09,101.168772785082
2001-03-12,101.163249386773
2001-03-13,101.170429804575
2001-03-14,101.170429804575
2001-03-15,101.170429804575
2001-03-16,101.170429804575
2001-03-19,101.170429804575
2001-03-20,101.177239436794
2001-03-21,101.185245355754
2001-03-22,101.196195980538
2001-03-23,101.197392267279
2001-03-26,101.206134362695
2001-03-27,101.209815244975
2001-03-28,101.21119557583
2001-03-29,101.214416347825
2001-03-30,101.223434509412
2001-04-02,101.223434509412
2001-04-03,101.223434509412
2001-04-04,101.223434509412
2001-04-05,101.223434509412
2001-04-06,101.232172347083
2001-04-09,101.236035391106
2001-04-10,101.244681251538
2001-04-11,101.250567794811
2001-04-12,101.252131407868
2001-04-13,101.257374110471
2001-04-16,101.266571834335
2001-04-17,101.265192175755
2001-04-18,101.270158946642
2001-04-19,101.270158946642
2001-04-20,101.270158946642
2001-04-23,101.270158946642
2001-04-24,101.270158946642
2001-04-25,101.270158946642
2001-04-26,101.273376977978
2001-04-27,101.273928640493
2001-04-30,101.277974165602
2001-05-01,101.283214959493
2001-05-02,101.288271865879
2001-05-03,101.292225447235
2001-05-04,101.297006522363
2001-05-07,101.301787597491
2001-05-08,101.292409334739
2001-05-09,101.292409334739
2001-05-10,101.292409334739
2001-05-11,101.292409334739
2001-05-14,101.292409334739
2001-05-15,101.292409334739
2001-05-16,101.296269542737
2001-05-17,101.302519403306
2001-05-18,101.305460514162
2001-05-21,101.298475375879
2001-05-22,101.307390618161
2001-05-23,101.314927214729
2001-05-24,101.314927214729
2001-05-25,101.314927214729
2001-05-28,101.323566022551
2001-05-29,101.327885426462
2001-05-30,101.320808956225
2001-05-31,101.320808956225
2001-06-01,101.320808956225
2001-06-04,101.320808956225
2001-06-05,101.320808956225
2001-06-06,101.320808956225
2001-06-07,101.320808956225
2001-06-08,101.324667519128
2001-06-11,101.328709823122
2001-06-12,101.327791117669
2001-06-13,101.322003273314
2001-06-14,101.333303350387
2001-06-15,101.340744864557
2001-06-18,101.340744864557
2001-06-19,101.340744864557
2001-06-20,101.340744864557
2001-06-21,101.340744864557
2001-06-22,101.340744864557
2001-06-25,101.340744864557
2001-06-26,101.343867664762
2001-06-27,101.346990464967
2001-06-28,101.347633394421
2001-06-29,101.347633394421
2001-07-02,101.346990508081
2001-07-03,101.353694894199
2001-07-04,101.354337780539
2001-07-05,101.360031916694
2001-07-06,101.362236098431
2001-07-09,101.366828143717
2001-07-10,101.366644461906
2001-07-11,101.371603870815
2001-07-12,101.371603870815
2001-07-13,101.371603870815
2001-07-16,101.371603870815
2001-07-17,101.372797646848
2001-07-18,101.375093369988
2001-07-19,101.381245908002
2001-07-20,101.381245908002
2001-07-23,101.381245908002
2001-07-24,101.381245908002
2001-07-25,101.381245908002
2001-07-26,101.381245908002
2001-07-27,101.381245908002
2001-07-30,101.381245908002
2001-07-31,101.380970491325
2001-08-01,101.385652574829
2001-08-02,101.390334658333
2001-08-03,101.391160908363
2001-08-06,101.391160908363
2001-08-07,101.391160908363
2001-08-08,101.391160908363
2001-08-09,101.391160908363
2001-08-10,101.391160908363
2001-08-13,101.391160908363
2001-08-14,101.391160908363
2001-08-15,101.391160908363
2001-08-16,101.391160908363
2001-08-17,101.391160908363
2001-08-20,101.391160908363
2001-08-21,101.391160908363
2001-08-22,101.393088029412
2001-08-23,101.396575200834
2001-08-24,101.392445655729
2001-08-27,101.397768180531
2001-08-28,101.401805957967
2001-08-29,101.401989493305
2001-08-30,101.406577876755
2001-08-31,101.404100149692
2001-09-03,101.404742523375
2001-09-04,101.408963836149
2001-09-05,101.408596765473
2001-09-06,101.408596765473
2001-09-07,101.408596765473
2001-09-10,101.410064908677
2001-09-11,101.411716569782
2001-09-12,101.413827025638
2001-09-13,101.416671553097
2001-09-14,101.416671553097
2001-09-17,101.417864376281
2001-09-18,101.418690176947
2001-09-19,101.422910935907
2001-09-20,101.424562537239
2001-09-21,101.425388337905
2001-09-24,101.423736736573
2001-09-25,101.423094447166
2001-09-26,101.42850802931
2001-09-27,101.42850802931
2001-09-28,101.42850802931
2001-10-01,101.42850802931
2001-10-02,101.42850802931
2001-10-03,101.42850802931
2001-10-04,101.42850802931
2001-10-05,101.42850802931
2001-10-08,101.42850802931
2001-10-09,101.42850802931
2001-10-10,101.43181064938
2001-10-11,101.436214142807
2001-10-12,101.439516762877
2001-10-15,101.440342417895
2001-10-16,101.441168072913
2001-10-17,101.440617636235
2001-10-18,101.44125981236
2001-10-19,101.444745911323
2001-10-22,101.444745911323
2001-10-23,101.444745911323
2001-10-24,101.444745911323
2001-10-25,101.444745911323
2001-10-26,101.444745911323
2001-10-29,101.444745911323
2001-10-30,101.444745911323
2001-10-31,101.444745911323
2001-11-01,101.444745911323
2001-11-02,101.444745911323
2001-11-05,101.444745911323
2001-11-06,101.444745911323
2001-11-07,101.447222542662
2001-11-08,101.448231540615
2001-11-09,101.449423992741
2001-11-12,101.451533715733
2001-11-13,101.452359259513
2001-11-14,101.450616444867
2001-11-15,101.447681178095
2001-11-16,101.447130815575
2001-11-19,101.447956359355
2001-11-20,101.447956359355
2001-11-21,101.447956359355
2001-11-22,101.447956359355
2001-11-23,101.447956359355
2001-11-26,101.447956359355
2001-11-27,101.447956359355
2001-11-28,101.447956359355
2001-11-29,101.447956359355
2001-11-30,101.447956359355
2001-12-03,101.447956359355
2001-12-04,101.447956359355
2001-12-05,101.447956359355
2001-12-06,101.447956359355
2001-12-07,101.449148725232
2001-12-10,101.452817543316
2001-12-11,101.456394640948
2001-12-12,101.457403565921
2001-12-13,101.459513136319
2001-12-14,101.459329695415
2001-12-17,101.459146254511
2001-12-18,101.461622706717
2001-12-19,101.464466040732
2001-12-20,101.467951417911
2001-12-21,101.469510665597
2001-12-24,101.472170558708
2001-12-25,101.475931097244
2001-12-26,101.478774431259
2001-12-27,101.481801206178
2001-12-28,101.482076367534
2001-12-31,101.491064971839
2002-01-01,101.492715939977
2002-01-02,101.496384758061
2002-01-03,101.500053576145
2002-01-04,101.501612823831
2002-01-07,101.5024383079
2002-01-08,101.505006480559
2002-01-09,101.505006480559
2002-01-10,101.505006480559
2002-01-11,101.505006480559
2002-01-14,101.505006480559
2002-01-15,101.506107003668
2002-01-16,101.506107003668
2002-01-17,101.506107003668
2002-01-18,101.506107003668
2002-01-21,101.506107003668
2002-01-22,101.506107003668
2002-01-23,101.506107003668
2002-01-24,101.506107003668
2002-01-25,101.511150156626
2002-01-28,101.510875075556
2002-01-29,101.511975399838
2002-01-30,101.516468390655
2002-01-31,101.518577345528
2002-02-01,101.520777994091
2002-02-04,101.532331399049
2002-02-05,101.534440353922
2002-02-06,101.535265597133
2002-02-07,101.538749957358
2002-02-08,101.540492137471
2002-02-11,101.543426335556
2002-02-12,101.545076821979
2002-02-13,101.545076821979
2002-02-14,101.545076821979
2002-02-15,101.545076821979
2002-02-18,101.545076821979
2002-02-19,101.545076821979
2002-02-20,101.545076821979
2002-02-21,101.545076821979
2002-02-22,101.545076821979
2002-02-25,101.545076821979
2002-02-26,101.547460229486
2002-02-27,101.548835272278
2002-02-28,101.552593722577
2002-03-01,101.55571048624
2002-03-04,101.556993859513
2002-03-05,101.558460571825
2002-03-06,101.561944013566
2002-03-07,101.559193927981
2002-03-08,101.561577335488
2002-03-11,101.561577335488
2002-03-12,101.561577335488
2002-03-13,101.561577335488
2002-03-14,101.561577335488
2002-03-15,101.561577335488
2002-03-18,101.561577335488
2002-03-19,101.561577335488
2002-03-20,101.561577335488
2002-03-21,101.561577335488
2002-03-22,101.561577335488
2002-03-25,101.561577335488
2002-03-26,101.561577335488
2002-03-27,101.561577335488
2002-03-28,101.561760605547
2002-03-29,101.564509656432
2002-04-01,101.569824488143
2002-04-02,101.572940079146
2002-04-03,101.575689130031
2002-04-04,101.58137050186
2002-04-05,101.585402443158
2002-04-08,101.5867769686
2002-04-09,101.591816895222
2002-04-10,101.592824880546
2002-04-11,101.593099785634
2002-04-12,101.597223361961
2002-04-15,101.601255303259
2002-04-16,101.602721463731
2002-04-17,101.602996368819
2002-04-18,101.605470514615
2002-04-19,101.606661769998
2002-04-22,101.606661769998
2002-04-23,101.606661769998
2002-04-24,101.606661769998
2002-04-25,101.606661769998
2002-04-26,101.609593800071
2002-04-29,101.614999730518
2002-04-30,101.612983959843
2002-05-01,101.614633226759
2002-05-02,101.614633226759
2002-05-03,101.614633226759
2002-05-06,101.614633226759
2002-05-07,101.614633226759
2002-05-08,101.614633226759
2002-05-09,101.614633226759
2002-05-10,101.614633226759
2002-05-13,101.614633226759
2002-05-14,101.614633226759
2002-05-15,101.614633226759
2002-05-16,101.614633226759
2002-05-17,101.614633226759
2002-05-20,101.614633226759
2002-05-21,101.614633226759
2002-05-22,101.614633226759
2002-05-23,101.614633226759
2002-05-24,101.614633226759
2002-05-27,101.614633226759
2002-05-28,101.614633226759
2002-05-29,101.614633226759
2002-05-30,101.614633226759
2002-05-31,101.614633226759
2002-06-03,101.614633226759
2002-06-04,101.614633226759
2002-06-05,101.614633226759
2002-06-06,101.614633226759
2002-06-07,101.614633226759
2002-06-10,101.614633226759
2002-06-11,101.614633226759
2002-06-12,101.614633226759
2002-06-13,101.614633226759
2002-06-14,101.614633226759
2002-06-17,101.614633226759
2002-06-18,101.614633226759
2002-06-19,101.614633226759
2002-06-20,101.614633226759
2002-06-21,101.614633226759
2002-06-24,101.614633226759
2002-06-25,101.614633226759
2002-06-26,101.614633226759
2002-06-27,101.614633226759
2002-06-28,101.614633226759
2002-07-01,101.614633226759
2002-07-02,101.614633226759
2002-07-03,101.614633226759
2002-07-04,101.614633226759
2002-07-05,101.614633226759
2002-07-08,101.614633226759
2002-07-09,101.614633226759
2002-07-10,101.614633226759
2002-07-11,101.614633226759
2002-07-12,101.614633226759
2002-07-15,101.614633226759
2002-07-16,101.614633226759
2002-07-17,101.614633226759
2002-07-18,101.614633226759
2002-07-19,101.614633226759
2002-07-22,101.614633226759
2002-07-23,101.614633226759
2002-07-24,101.614633226759
2002-07-25,101.614633226759
2002-07-26,101.614633226759
2002-07-29,101.614633226759
2002-07-30,101.614633226759
2002-07-31,101.614633226759
2002-08-01,101.614633226759
2002-08-02,101.614633226759
2002-08-05,101.614633226759
2002-08-06,101.614633226759
2002-08-07,101.614633226759
2002-08-08,101.614633226759
2002-08-09,101.614633226759
2002-08-12,101.614633226759
2002-08-13,101.614633226759
2002-08-14,101.614633226759
2002-08-15,101.614633226759
2002-08-16,101.614633226759
2002-08-19,101.614633226759
2002-08-20,101.614633226759
2002-08-21,101.614633226759
2002-08-22,101.614633226759
2002-08-23,101.614633226759
2002-08-26,101.614633226759
2002-08-27,101.614633226759
2002-08-28,101.614633226759
2002-08-29,101.614633226759
2002-08-30,101.614633226759
2002-09-02,101.616189271024
2002-09-03,101.613992516501
2002-09-04,101.615457008963
2002-09-05,101.615823138674
2002-09-06,101.614999350534
2002-09-09,101.612894174857
2002-09-10,101.610697562798
2002-09-11,101.607036753738
2002-09-12,101.605938562457
2002-09-13,101.60374225111
2002-09-16,101.603650740198
2002-09-17,101.603833762187
2002-09-18,101.603833762187
2002-09-19,101.603833762187
2002-09-20,101.602369635064
2002-09-23,101.603376217928
2002-09-24,101.599716012203
2002-09-25,101.59870950186
2002-09-26,101.600173523496
2002-09-27,101.589377355679
2002-09-30,101.589377355679
2002-10-01,101.589377355679
2002-10-02,101.589377355679
2002-10-03,101.589377355679
2002-10-04,101.585900858494
2002-10-07,101.585077512432
2002-10-08,101.587639077344
2002-10-09,101.584071218703
2002-10-10,101.581692785502
2002-10-11,101.579222991981
2002-10-14,101.5768447858
2002-10-15,101.574375228013
2002-10-16,101.574375228013
2002-10-17,101.574375228013
2002-10-18,101.574375228013
2002-10-21,101.574375228013
2002-10-22,101.574375228013
2002-10-23,101.574375228013
2002-10-24,101.574558145372
2002-10-25,101.57474106339
2002-10-28,101.576204431249
2002-10-29,101.574009395272
2002-10-30,101.57172300034
2002-10-31,101.572088816612
2002-11-01,101.571082828204
2002-11-04,101.571265733705
2002-11-05,101.566510404759
2002-11-06,101.566784738557
2002-11-07,101.566053185057
2002-11-08,101.566693293793
2002-11-11,101.564041467268
2002-11-12,101.565230199965
2002-11-13,101.567882088566
2002-11-14,101.566967628578
2002-11-15,101.565870298328
2002-11-18,101.568522220356
2002-11-19,101.567333410598
2002-11-20,101.565138758001
2002-11-21,101.566601849194
2002-11-22,101.570991375701
2002-11-25,101.573735022445
2002-11-26,101.570899923362
2002-11-27,101.572911912858
2002-11-28,101.574649604298
2002-11-29,101.575472742048
2002-12-02,101.575930046563
2002-12-03,101.573643565165
2002-12-04,101.575106901401
2002-12-05,101.572911912858
2002-12-06,101.57565566336
2002-12-09,101.577393448681
2002-12-10,101.575015441651
2002-12-11,101.577119057572
2002-12-12,101.580686257623
2002-12-13,101.581600964661
2002-12-16,101.582973056106
2002-12-17,101.581692436271
2002-12-18,101.586632147845
2002-12-19,101.585534392645
2002-12-20,101.590748941157
2002-12-23,101.590931917493
2002-12-24,101.589925555802
2002-12-25,101.588919214049
2002-12-26,101.58800437521
2002-12-27,101.589468125261
2002-12-30,101.591938299124
2002-12-31,101.591938299124
2003-01-01,101.591938299124
2003-01-02,101.591938299124
2003-01-03,101.591938299124
2003-01-06,101.591938299124
2003-01-07,101.591938299124
2003-01-08,101.591938299124
2003-01-09,101.591938299124
2003-01-10,101.591938299124
2003-01-13,101.591938299124
2003-01-14,101.591938299124
2003-01-15,101.591938299124
2003-01-16,101.594775119543
2003-01-17,101.594958145656
2003-01-20,101.599808577937
2003-01-21,101.595141172427
2003-01-22,101.597703616479
2003-01-23,101.598527286662
2003-01-24,101.603378059759
2003-01-27,101.5995340128
2003-01-28,101.59916792826
2003-01-29,101.607680076257
2003-01-30,101.607680076257
2003-01-31,101.607680076257
2003-02-03,101.607680076257
2003-02-04,101.607680076257
2003-02-05,101.607680076257
2003-02-06,101.608870022513
2003-02-07,101.609876921883
2003-02-10,101.616376479763
2003-02-11,101.61893991431
2003-02-12,101.621778153425
2003-02-13,101.618024387125
2003-02-14,101.618848360849
2003-02-17,101.6235177977
2003-02-18,101.621045689443
2003-02-19,101.625990026237
2003-02-20,101.626997264941
2003-02-21,101.628279233987
2003-02-24,101.62937809034
2003-02-25,101.633132695513
2003-02-26,101.635330641904
2003-02-27,101.631209570402
2003-02-28,101.632949537605
2003-03-03,101.631209570402
2003-03-04,101.631209570402
2003-03-05,101.631209570402
2003-03-06,101.631209570402
2003-03-07,101.631209570402
2003-03-10,101.631209570402
2003-03-11,101.631209570402
2003-03-12,101.631209570402
2003-03-13,101.631209570402
2003-03-14,101.631209570402
2003-03-17,101.631209570402
2003-03-18,101.631209570402
2003-03-19,101.631209570402
2003-03-20,101.631209570402
2003-03-21,101.631209570402
2003-03-24,101.631209570402
2003-03-25,101.631209570402
2003-03-26,101.631209570402
2003-03-27,101.631209570402
2003-03-28,101.631209570402
2003-03-31,101.635697727779
2003-04-01,101.633774183222
2003-04-02,101.63139275274
2003-04-03,101.631759119396
2003-04-04,101.632400267401
2003-04-07,101.63505653817
2003-04-08,101.635331332726
2003-04-09,101.638079360016
2003-04-10,101.636888529945
2003-04-11,101.635789326954
2003-04-14,101.638354170918
2003-04-15,101.635789326954
2003-04-16,101.635880926295
2003-04-17,101.633774183221
2003-04-18,101.634140567047
2003-04-21,101.633041423494
2003-04-22,101.634232163417
2003-04-23,101.636522126307
2003-04-24,101.636338925478
2003-04-25,101.633774183221
2003-04-28,101.633957374804
2003-04-29,101.634323759951
2003-04-30,101.634506953515
2003-05-01,101.634506953515
2003-05-02,101.634873342624
2003-05-05,101.634781745099
2003-05-06,101.635056538169
2003-05-07,101.634048970843
2003-05-08,101.633133017882
2003-05-09,101.633407802037
2003-05-12,101.636705327796
2003-05-13,101.637621345148
2003-05-14,101.638262567119
2003-05-15,101.634323759951
2003-05-16,101.637896153573
2003-05-19,101.636796928787
2003-05-20,101.637804550599
2003-05-21,101.641560407918
2003-05-22,101.640369496276
2003-05-23,101.642293290493
2003-05-26,101.647515384769
2003-05-27,101.646415951909
2003-05-28,101.649164578655
2003-05-29,101.650630573702
2003-05-30,101.649897570893
2003-06-02,101.65154684208
2003-06-03,101.655303715134
2003-06-04,101.658144462052
2003-06-05,101.658877583804
2003-06-06,101.66254335118
2003-06-09,101.665567808293
2003-06-10,101.661901822805
2003-06-11,101.642659735745
2003-06-12,101.645133310299
2003-06-13,101.651546842081
2003-06-16,101.654020849212
2003-06-17,101.658327741499
2003-06-18,101.663001590691
2003-06-19,101.65961071613
2003-06-20,101.665201197847
2003-06-23,101.573814442652
2003-06-24,101.576742129688
2003-06-25,101.58204899263
2003-06-26,101.583238537984
2003-06-27,101.586258278237
2003-06-30,101.590193360688
2003-07-01,101.591657655238
2003-07-02,101.59605079217
2003-07-03,101.59943742788
2003-07-04,101.604197405668
2003-07-07,101.604380490644
2003-07-08,101.60740148801
2003-07-09,101.612528440106
2003-07-10,101.613260904071
2003-07-11,101.613260904071
2003-07-14,101.613260904071
2003-07-15,101.613260904071
2003-07-16,101.613260904071
2003-07-17,101.613260904071
2003-07-18,101.613260904071
2003-07-21,101.613260904071
2003-07-22,101.613260904071
2003-07-23,101.613260904071
2003-07-24,101.613260904071
2003-07-25,101.613260904071
2003-07-28,101.616924782115
2003-07-29,101.620222498268
2003-07-30,101.621505001243
2003-07-31,101.624711400311
2003-08-01,101.626635336876
2003-08-04,101.633415503536
2003-08-05,101.63643938306
2003-08-06,101.636714290121
2003-08-07,101.63882196033
2003-08-08,101.639830007418
2003-08-11,101.639830007418
2003-08-12,101.639830007418
2003-08-13,101.639830007418
2003-08-14,101.639830007418
2003-08-15,101.639830007418
2003-08-18,101.639830007418
2003-08-19,101.639830007418
2003-08-20,101.639830007418
2003-08-21,101.639830007418
2003-08-22,101.639830007418
2003-08-25,101.639830007418
2003-08-26,101.639830007418
2003-08-27,101.639830007418
2003-08-28,101.639830007418
2003-08-29,101.645147945757
2003-09-01,101.650007927751
2003-09-02,101.654776663666
2003-09-03,101.658353509241
2003-09-04,101.666425265117
2003-09-05,101.671654245594
2003-09-08,101.676975514719
2003-09-09,101.68275614508
2003-09-10,101.688629204541
2003-09-11,101.69688934235
2003-09-12,101.70248864324
2003-09-15,101.7113019066
2003-09-16,101.718280156783
2003-09-17,101.726085913121
2003-09-18,101.732423231647
2003-09-19,101.736281116487
2003-09-22,101.745375859982
2003-09-23,101.757872300544
2003-09-24,101.767154731878
2003-09-25,101.767154731878
2003-09-26,101.767154731878
2003-09-29,101.767154731878
2003-09-30,101.767154731878
2003-10-01,101.767154731878
2003-10-02,101.767154731878
2003-10-03,101.767154731878
2003-10-06,101.767154731878
2003-10-07,101.767154731878
2003-10-08,101.767154731878
2003-10-09,101.767154731878
2003-10-10,101.767154731878
2003-10-13,101.790929434712
2003-10-14,101.804941437184
2003-10-15,101.804941437184
2003-10-16,101.804941437184
2003-10-17,101.804941437184
2003-10-20,101.804941437184
2003-10-21,101.804941437184
2003-10-22,101.804941437184
2003-10-23,101.804941437184
2003-10-24,101.804941437184
2003-10-27,101.804941437184
2003-10-28,101.804941437184
2003-10-29,101.804941437184
2003-10-30,101.804941437184
2003-10-31,101.804941437184
2003-11-03,101.804941437184
2003-11-04,101.804941437184
2003-11-05,101.804941437184
2003-11-06,101.804941437184
2003-11-07,101.811589199589
2003-11-10,101.818422526816
2003-11-11,101.823224873107
2003-11-12,101.830891095291
2003-11-13,101.838928013226
2003-11-14,101.842531181365
2003-11-17,101.849368662852
2003-11-18,101.854081515616
2003-11-19,101.862953951178
2003-11-20,101.873861771131
2003-11-21,101.873861771131
2003-11-24,101.873861771131
2003-11-25,101.880242371133
2003-11-26,101.888936068948
2003-11-27,101.895966100933
2003-11-28,101.899388967624
2003-12-01,101.908456050126
2003-12-02,101.915766403621
2003-12-03,101.924003374772
2003-12-04,101.931686244419
2003-12-05,101.940481312059
2003-12-08,101.952889566982
2003-12-09,101.963540851314
2003-12-10,101.974657608005
2003-12-11,101.988278938917
2003-12-12,102.005055781349
2003-12-15,102.023136457598
2003-12-16,102.040666923299
2003-12-17,102.053006788748
2003-12-18,102.067855695107
2003-12-19,102.084937280259
2003-12-22,102.09942397292
2003-12-23,102.11437929463
2003-12-24,102.133428127096
2003-12-25,102.148765277094
2003-12-26,102.166617942158
2003-12-29,102.184197755149
2003-12-30,102.203365713103
2003-12-31,102.203365713103
2004-01-01,102.203365713103
2004-01-02,102.203365713103
2004-01-05,102.203365713103
2004-01-06,102.203365713103
2004-01-07,102.203365713103
2004-01-08,102.220326962915
2004-01-09,102.236547928012
2004-01-12,102.262474868489
2004-01-13,102.283561857912
2004-01-14,102.306898306738
2004-01-15,102.327256383169
2004-01-16,102.349865207
2004-01-19,102.349865207
2004-01-20,102.349865207
2004-01-21,102.349865207
2004-01-22,102.349865207
2004-01-23,102.37381203496
2004-01-26,102.394400294829
2004-01-27,102.414154088938
2004-01-28,102.434852255615
2004-01-29,102.450217389763
2004-01-30,102.462400344786
2004-02-02,102.481336532691
2004-02-03,102.501217684658
2004-02-04,102.518479278027
2004-02-05,102.53199240703
2004-02-06,102.54475807806
2004-02-09,102.560907450303
2004-02-10,102.57959824657
2004-02-11,102.597074196536
2004-02-12,102.622265071065
2004-02-13,102.638250770315
2004-02-16,102.666661180368
2004-02-17,102.689250208264
2004-02-18,102.71024809084
2004-02-19,102.734458097819
2004-02-20,102.756322849658
2004-02-23,102.778574130978
2004-02-24,102.797627374901
2004-02-25,102.816498933791
2004-02-26,102.835188603617
2004-02-27,102.852562873703
2004-03-01,102.86654209091
2004-03-02,102.879485699494
2004-03-03,102.890353287403
2004-03-04,102.90424824341
2004-03-05,102.921551290757
2004-03-08,102.932049417236
2004-03-09,102.940752190385
2004-03-10,102.94709100569
2004-03-11,102.956364111827
2004-03-12,102.960717370433
2004-03-15,102.969992931672
2004-03-16,102.977566057475
2004-03-17,102.987696854754
2004-03-18,102.998113771212
2004-03-19,103.005501588974
2004-03-22,103.014785221404
2004-03-23,103.022649198607
2004-03-24,103.027955692901
2004-03-25,103.027955692901
2004-03-26,103.027955692901
2004-03-29,103.027955692901
2004-03-30,103.027955692901
2004-03-31,103.027955692901
2004-04-01,103.027955692901
2004-04-02,103.027955692901
2004-04-05,103.027955692901
2004-04-06,103.027955692901
2004-04-07,103.027955692901
2004-04-08,103.027955692901
2004-04-09,103.027955692901
2004-04-12,103.038582775803
2004-04-13,103.049496794139
2004-04-14,103.06402076852
2004-04-15,103.071806544585
2004-04-16,103.07778909847
2004-04-19,103.086526774061
2004-04-20,103.095075933694
2004-04-21,103.105051745628
2004-04-22,103.113699011062
2004-04-23,103.123108123147
2004-04-26,103.131283089109
2004-04-27,103.137938088078
2004-04-28,103.145069397282
2004-04-29,103.152962529119
2004-04-30,103.162188563598
2004-05-03,103.166564373366
2004-05-04,103.173794785476
2004-05-05,103.179884339697
2004-05-06,103.1859746128
2004-05-07,103.191399367625
2004-05-10,103.190637964118
2004-05-11,103.197776563135
2004-05-12,103.201203441498
2004-05-13,103.203488153516
2004-05-14,103.203488153516
2004-05-17,103.203488153516
2004-05-18,103.203488153516
2004-05-19,103.203488153516
2004-05-20,103.203488153516
2004-05-21,103.203488153516
2004-05-24,103.203488153516
