,profit_and_loss_carry_weekly_matr,profit_and_loss_carry_ytd_matr,profit_and_loss_spot_weekly_matr,profit_and_loss_spot_ytd_matr,profit_and_loss_total_weekly_matr,profit_and_loss_total_ytd_matr
0,5.718760117250254,-0.851784617516488,-9.620765041545717,-2.1096421177810605,-3.902004924295463,-2.9614267352975485
