Date,Trend_BRLUSD Curncy,Trend_ARSUSD Curncy,Trend_MXNUSD Curncy,Trend_COPUSD Curncy,Trend_CLPUSD Curncy,Trend_PENUSD Curncy,Trend_TRYUSD Curncy,Trend_RUBUSD Curncy,Trend_ZARUSD Curncy,Trend_CNYUSD Curncy,Trend_KRWUSD Curncy,Trend_IDRUSD Curncy,Trend_INRUSD Curncy,Trend_PHPUSD Curncy,Trend_THBUSD Curncy,Trend_CZKEUR Curncy,Trend_HUFEUR Curncy,Trend_PLNEUR Curncy
2000-01-31,0.9576086700000097,0.06927001999998961,-0.3356120600000012,-1.5573537299999995,0.24479193999999982,0.5582811400000054,-0.660965729999996,-0.14177015999999876,-1.5189074399999947,0.06679038999999332,0.3175989500000087,-1.6972163799999995,0.010449530000000706,0.31123538999999756,-0.2252111000000001,0.48684295000001043,0.21468916000000338,0.8571795099999946
2000-02-01,0.7274700900000042,0.06868278000000672,-0.508686199999997,-1.7378294100000025,0.11762098000001053,0.5896645300000003,-0.7554340999999964,0.04217907999999326,-1.8780869300000003,0.07642054999998926,0.2927539799999934,-1.7625338799999946,0.013229590000007896,0.25954473000000533,-0.3472771200000002,0.4708314499999977,0.17761247000001035,1.024252669999992
2000-02-02,0.5425762000000001,0.07064270999999067,-0.6070875799999986,-1.56364014,-0.008685399999996957,0.6176762900000021,-0.9303601599999989,0.17140275000000482,-2.1132123000000003,0.08582125000000662,0.2687295100000098,-1.568846639999999,0.005042809999999953,0.26864471000001,-0.30862258999999614,0.39390002999999396,0.2044767399999925,1.0280282200000102
2000-02-03,0.3350897700000077,0.07338300999999436,-0.6360507000000015,-1.2192028099999974,-0.04802498999999516,0.5511220899999891,-0.9550021400000053,0.076208099999997,-2.179012069999997,0.0955974700000084,0.09465234999999073,-2.073815010000002,-0.0033280699999971297,0.09366196000000215,-0.4623313900000037,0.30454052999999703,0.2148837500000056,0.8189785099999902
2000-02-04,0.3978259099999937,0.06566941999999187,-0.41806912999999835,-0.7754403199999982,0.020009919999997017,0.6068105099999999,-0.8407493800000054,-0.04844420999999821,-1.6038339499999998,0.09312619999999328,-0.11672075999999976,-2.3823985199999953,0.012418840000005815,-0.03220653000000073,-0.40559844999999983,0.31423709000000244,0.2775440600000012,0.48074587999999974
2000-02-07,0.46640447999999335,0.06761795000000959,-0.06139381999999971,-0.33149829999999936,0.11424772999999444,0.6254247800000057,-0.7561587999999952,-0.15412151999999457,-1.282388450000005,0.08755691999999815,-0.24844055999999615,-2.489750430000004,0.023324290000004133,-0.014331639999998202,-0.39259399000000084,0.3302807000000074,0.2620875399999889,0.41123792999999687
2000-02-08,0.5543524799999977,0.058448349999995486,0.33204400999999883,-0.028958010000001977,0.2894821900000011,0.5816221599999949,-0.6112306899999975,-0.2804346799999968,-1.0985614800000043,0.08119841000000516,-0.23330470000000325,-2.218265610000003,0.031611259999997365,-0.0014010500000050108,-0.42227378000000426,0.35741308999999166,0.18104113999999338,0.4766381899999894
2000-02-09,0.7549458499999995,0.05008497000000833,0.7650923199999937,0.2536214500000078,0.40341880999998914,0.6630496899999949,-0.41911209999999643,-0.2892129799999976,-0.8475310999999985,0.07480677000000213,-0.13059323999999872,-1.187841810000001,0.032003799999991145,0.10606660000000989,-0.39384701000000355,0.38634906999999163,0.1428557000000108,0.6606673500000104
2000-02-10,0.8756744200000055,0.042724919999992395,1.0199309199999895,0.20987831999998985,0.39755615999998994,0.8450575199999921,-0.16961505000000487,-0.18064063999999602,-0.9147427299999955,0.07029386999999332,-0.0025720100000015123,0.2563726900000063,0.04633796999999884,0.18395652000000595,-0.3604330499999975,0.3949368200000025,0.0037576800000049815,0.8156385099999941
2000-02-11,0.801796389999998,0.03307111999999446,1.1519939999999895,0.3095984300000021,0.3654028199999937,0.9704568300000105,0.01707343999999278,-0.06442586999999556,-0.8352709399999991,0.06711840999999996,0.06841973000000223,1.0961956100000059,0.04388462000000093,0.21159761000000277,-0.26373694000000336,0.38832896000000616,0.011679599999991908,0.6974168599999997
2000-02-14,0.7579871499999946,0.03096467999998964,1.1796431500000093,0.393567930000005,0.32708254000000103,1.1012211299999963,0.1276356900000053,-0.12155882000000062,-0.8313071500000047,0.06358934999999288,0.21869245999999176,1.7070058400000088,0.03872074999999864,0.21432712000000187,-0.07283569999999573,0.3629179100000046,0.0007554900000039666,0.6388021900000096
2000-02-15,0.6517133800000074,0.02450847999999617,1.1594118399999909,0.47157625000000536,0.325647749999991,1.1479968600000001,0.12594651999999762,-0.0648847000000008,-0.8724333999999945,0.061733849999989765,0.22446684999999356,2.1260955700000084,0.056514569999999154,0.23025986000000387,0.0825563700000087,0.34415317000000556,0.023124449999989416,0.7261745999999958
2000-02-16,0.5573153000000053,0.01807620000000565,1.1260902899999925,0.5562226299999917,0.28106617000001055,1.0232304999999942,0.07876136000000145,-0.05656792999999549,-0.7733529599999955,0.06071548999999621,0.15679194000000063,1.8104287399999919,0.051649740000003774,0.2683225499999997,0.13496754999999805,0.27698384999998993,0.03020019999999679,0.8945920299999965
2000-02-17,0.44189168999999584,0.012592440000003258,1.1414912200000016,0.6390536999999918,0.3885211699999891,0.9817163599999956,0.0957941500000059,-0.08577307999999562,-0.6130517200000019,0.059784650000005435,0.09009772999999388,1.464317830000006,0.07108222000000719,0.21786920999999904,0.029949029999998267,0.15500629000000377,0.06452147000000075,0.8938421899999938
2000-02-18,0.3796043099999924,0.008074749999997799,1.1496457500000057,0.6332240799999944,0.45318913000000904,0.8881317199999961,0.26293275000000005,0.01445839000000504,-0.3361730900000026,0.060149100000006506,-0.06136632000000031,1.060150400000004,0.11224723000000658,0.1404857700000095,-0.19099019999999634,0.09313765000000807,0.06439779000000367,1.012460549999994
2000-02-21,0.29773470000000746,0.01803716999999594,1.1470964899999991,0.7011137199999906,0.5391838400000015,0.7085155499999995,0.31201977999999464,-0.021012310000001477,-0.15295091999999455,0.05762749000000067,-0.0902623600000041,0.3995630799999983,0.10866566000000688,0.01468731000000556,-0.4920815900000042,0.05817861999999341,0.05999161000000974,1.0239775999999923
2000-02-22,0.19139456999999194,0.015200710000007334,0.9728960099999906,0.6924637500000053,0.6401196000000109,0.446559879999997,0.31621079999999413,-0.10339676999999714,-0.025262120000002497,0.05655389999998928,-0.1658477500000033,-0.036987340000005364,0.10897017000000009,-0.08950253999999713,-0.8171374400000042,0.007499710000002935,0.031214629999998245,1.0929290700000038
2000-02-23,0.02989704000000426,0.01836395000001101,0.7509602300000084,0.6255087100000001,0.7396582499999971,0.18010939999999476,0.4772771200000081,-0.13902094000000087,0.057666009999990386,0.05649668000000663,-0.27975359999999894,-0.13596455000000063,0.10413699000000332,-0.2200712299999963,-1.04041292,0.06200344000000246,-0.3957891400000024,0.9448097399999966
2000-02-24,-0.14802858000000363,0.01560510000000459,0.573582199999989,0.5639026199999897,0.8715843000000056,0.015027880000006988,0.5399656700000088,-0.0888983600000004,0.049442309999991885,0.05434412000000499,-0.38641405999999545,-0.1270735600000017,0.07747710999999047,-0.25551139999999695,-1.1253855800000045,0.05886529000000973,-0.4454001799999996,0.7049781200000105
2000-02-25,-0.1795713299999946,0.0005839199999968514,0.39840714999999083,0.38368990999999575,0.9748848100000096,-0.16375411000000284,0.6420206300000064,-0.0003507900000032649,0.0641047100000014,0.05301040000000867,-0.62115009,-0.5664193600000034,0.07721417999999591,-0.3383642500000006,-1.090137290000004,0.11013023999999483,-0.4657997499999955,0.4882664099999934
2000-02-28,-0.14999988999999658,0.008752720000004821,0.3970943499999935,0.33483806000000893,1.0974470400000103,-0.18856251000000102,0.5351313000000024,0.12619577999999354,0.15800108999999285,0.05135756000000935,-0.6728100400000048,-0.46687101000000286,0.0777797900000099,-0.4407826500000045,-0.8269081400000045,0.2195933299999897,-0.4226972200000012,0.4107984000000009
2000-02-29,0.0074325699999988615,2.9790000000140537e-05,0.36040299999999803,0.26447246000000924,1.2813822100000039,-0.17779618000000053,0.13205057000000853,0.30114609000000403,-0.025735660000003602,0.048996670000001075,-0.6449114000000034,-0.5792959500000028,0.06938938000000672,-0.4977557899999985,-0.6085068500000013,0.35273387000001044,0.08714349000000787,0.7156930500000103
2000-03-01,0.2388473299999916,0.006923369999989326,0.4259372099999936,0.2201709900000015,1.3941066999999974,-0.08209177000000345,-0.24177807999999912,0.39515564999998976,-0.013946529999997459,0.04820318000000601,-0.5373957099999993,-0.6451164599999948,0.07107260000001059,-0.5815483100000018,-0.548083070000005,0.3760654699999977,0.17091361999999055,0.9620276900000002
2000-03-02,0.4317802799999937,0.006887610000005928,0.4614045999999927,0.15762635000000635,1.4544700000000077,0.29679881999999935,-0.4698240900000039,0.47922202999999275,-0.014669919999998893,0.04662070000001073,-0.1965814900000029,-0.09560512999999826,0.07698755000000723,-0.5617326400000011,-0.3674739299999952,0.27663941000000136,0.19895217999998938,1.1794177799999916
2000-03-03,0.6379447600000088,-0.0026454300000033903,0.5473562399999965,0.03307295999999127,1.4708834999999976,0.7136868499999949,-0.4989994100000006,0.5524595600000071,-0.2857950100000006,0.04570002999999545,0.15349971000000462,-0.3216491099999996,0.07290185999999643,-0.5160714199999972,-0.4065236600000022,0.1719637000000107,0.2001479300000053,1.3081516299999985
2000-03-06,1.0165963700000002,-0.004039680000000878,0.7478697100000042,-0.11763740000000356,1.2384415699999929,1.0120897199999979,-0.46624204999999863,0.5675609499999901,-0.5470689000000029,0.04363663999999989,0.3782698600000023,-0.18743473000000233,0.08529804999999335,-0.3989930499999961,-0.3545091200000017,0.06162213000000527,0.2323756300000035,1.5748022599999967
2000-03-07,1.2381229899999902,-0.013537169999999765,0.78812399999999,-0.30499469000000445,1.0039289300000087,1.1408707299999987,-0.47444390999999975,0.6114757199999987,-1.0443970199999986,0.042449490000007195,0.5596096000000106,-0.08722295999999963,0.08798280999999797,-0.3073973899999971,-0.22158746999999535,0.10982703999999899,0.2636180000000099,1.8336488999999956
2000-03-08,1.4065463399999922,-0.016146859999999208,0.8950293400000087,-0.4328753200000035,0.7505818700000111,1.110950470000005,-0.5367169600000055,0.6229380600000001,-1.5589099099999948,0.042353420000007524,0.6479544200000076,-0.17107586000000286,0.10230550999998922,-0.30769959999999985,-0.14053943999999818,0.2276890000000087,0.27403905000000783,2.0420259700000054
2000-03-09,1.5072295600000007,-0.007966020000005347,0.9905760199999891,-0.39249472000000285,0.41368425999999126,1.0680214600000015,-0.5800021800000055,0.6182309599999991,-1.8702379399999969,0.04240251000000583,0.54669301000001,0.02129067000000706,0.11889401000000355,-0.27044741999999733,-0.04456872000000445,0.25754502999999485,0.33828589000000076,1.9740733899999974
2000-03-10,1.5289371299999965,-0.004772480000003743,0.9766305699999922,-0.3283253400000019,0.19838050000000607,1.0271439400000082,-0.4372352900000043,0.6347418600000099,-1.511733049999997,0.04303164999999165,0.5259273999999925,0.2713301900000076,0.1166984900000001,-0.23237294000000297,0.056997390000002035,0.26532408999999646,0.3415149799999906,1.9039537400000084
2000-03-13,1.4427579399999946,0.0034675700000041942,0.9461411400000008,-0.1614980100000052,0.02699129999998995,0.9085256799999941,-0.3328098200000018,0.6293959700000018,-0.9839803099999989,0.04308083999999823,0.4987419299999907,0.46178003999999273,0.11653966000000349,-0.2031976199999952,0.22240019999999472,0.226116580000002,0.28705057000000256,1.7310502199999966
2000-03-14,1.3282601400000038,0.008025800000011074,0.775144069999989,0.016885549999989813,-0.05859929000000541,0.7347081300000058,-0.2235114199999999,0.5821871900000053,-0.5411187500000025,0.04382579999999692,0.44593673999999695,0.4268108200000009,0.1256472199999914,-0.019180269999996558,0.2950411400000075,0.1846139800000035,0.27747414999999,1.6108950800000077
2000-03-15,1.2330074599999907,-8.937000000042161e-05,0.5545424199999927,0.11528726000000766,-0.005375740000002072,0.5131662699999984,-0.11072637000000274,0.5705160600000037,-0.21769573000000042,0.045428739999997525,0.4025248000000037,0.42958559999999313,0.11937119000000607,0.09542613999999894,0.3134923600000006,0.20900745000000942,0.21611880000000916,1.6185221600000022
2000-03-16,0.983550649999998,0.00430788000000959,0.38495194999998983,0.24230024000000405,-0.05438859999999934,0.27480530999999253,-0.05664115000000303,0.5602542699999935,-0.3147324499999993,0.048057780000010375,0.38294170999999544,0.09810606000000277,0.1266352300000051,0.12092470000000244,0.16610525000000376,0.11502187000000941,0.05613606999999021,1.3018028100000079
2000-03-17,0.9107027400000023,-0.0038550099999978826,0.2680057699999905,0.350343470000003,-0.10740676999999588,0.12017673999999978,0.1394702600000075,0.5386692799999926,-0.45372973999999733,0.0496716300000033,0.41567397999999756,-0.2270017499999999,0.13538953000000742,0.15085597999999756,0.10465357000000175,0.11160922999999823,0.05825948000000025,1.1362491000000086
2000-03-20,0.8531092099999915,0.002407109999991164,0.25191925000001003,0.4020871000000037,-0.0957756799999987,-0.06226138999999575,0.3065434100000042,0.5533861600000023,-0.4309396100000029,0.05041565999999165,0.42013745000000213,-0.2443400600000034,0.12547776000000344,0.10876000999999746,0.006657229999995629,0.10137708999999884,0.06362250000000458,0.9253901099999906
2000-03-21,0.7261800600000035,0.004295939999998666,0.22746488000000564,0.41784404000000386,-0.09611280000000333,-0.3554335599999958,0.4352364000000053,0.5567017199999968,-0.44807757000000503,0.04919442999999912,0.35554522000000865,-0.17580525000000513,0.1159661199999995,0.0683576699999966,-0.05088963999999585,0.09726956000000175,0.12173048999999381,0.8421630800000024
2000-03-22,0.6343709999999891,-0.00011320999999675507,0.2123874500000067,0.3784358199999893,0.0032772500000000093,-0.5687917900000006,0.4684935300000026,0.5588791699999929,-0.41204218000000514,0.04824575999999858,0.3081122900000066,-0.11018615000000231,0.09866512000000771,0.06216350999999065,0.11720567999999876,0.15568468000000113,0.14900019999999348,1.0314308000000105
2000-03-23,0.6207537399999907,-0.0001489600000015301,0.318535480000004,0.29438817000000395,0.17720163999999095,-0.7515014500000028,0.3525197699999927,0.5335255399999905,-0.3007673000000044,0.047581279999997506,0.18292907999999386,-0.03038416999999738,0.07896053000000514,0.09247855000000804,0.09545949000000498,0.07367998000000764,0.14981917000000955,1.0844590999999904
2000-03-24,0.7510912899999944,-0.004981270000004034,0.5060853400000065,0.28408552999998893,0.3790044000000048,-0.9779013399999981,0.2913707400000076,0.5502078799999977,-0.20883251000000103,0.04565934000000382,0.2499276500000036,-0.004611369999996118,0.0576112000000073,0.13049650000001023,0.21235761000000242,0.025634870000001975,0.13048201000001036,1.1421211200000059
2000-03-27,0.7273979999999902,-0.005380440000002373,0.6957998999999937,0.24207701000000803,0.5646388099999955,-1.2296220900000043,0.26173344000000043,0.558936929999998,-0.08212325999999992,0.04437525000000608,0.3398479099999907,-0.06713305000000114,0.042061029999995725,0.15250421999999375,0.34371627000000515,-0.15161423999999757,0.04642311000000454,1.0453216599999982
2000-03-28,0.517923549999999,-0.003235379999999566,0.9498663600000068,0.21134548999999225,0.6769213399999918,-1.309888250000002,0.22914405000000748,0.5548297500000077,-0.003239290000001116,0.04062276000000864,0.3588155100000101,-0.11670798999999787,0.034608950000003524,0.18547578000001064,0.3469477099999896,-0.23105324000000094,0.03151906000000704,0.982474429999991
2000-03-29,0.3336398400000107,-0.002967249999996646,1.1090799700000042,0.24483825999999098,0.7396082599999909,-1.1420890699999964,0.24716577999999156,0.5791201499999898,-0.1455137999999967,0.036117770000010374,0.34998172000000327,-0.46285184000000035,0.03127614000000278,0.15510544999999265,0.3234990900000012,-0.2706912299999975,-0.0003626200000050872,0.9641295200000011
2000-03-30,-0.039310630000000124,-0.005571019999994764,1.0054816600000072,0.2121113599999891,0.7394445899999935,-0.9494608000000015,0.06262316000000823,0.5120722900000096,-0.2970093600000001,0.03372818000000333,0.12863397000000276,-0.7215252800000016,0.017262790000005523,0.09530782000000126,0.22798144000000242,-0.25710254999999904,-0.04968738999999722,1.033518
2000-03-31,-0.25615921999999625,-0.005678399999997641,0.8037809399999984,0.2469774899999999,0.7050021600000012,-0.586734489999996,-0.05380737000000302,0.2543779100000032,-0.5692328900000043,0.032051520000009326,0.10628739000000387,-1.0724098099999968,0.03002068999999885,0.0162143000000059,0.1388601099999942,-0.3929433499999968,-0.053892160000001965,0.84094321999999
2000-04-03,-0.02803564000000147,-0.00011917000000138955,0.4950845900000056,0.26857639999999794,0.6382262100000036,-0.36839276000000254,-0.16655870999999767,-0.0478969100000004,-0.7160745099999977,0.03204934000000659,0.13736957999999078,-1.218883000000004,0.03048582000000355,-0.08623572999999496,0.09029911000000279,-0.5986356099999979,-0.10514466000000056,0.44529487000000145
2000-04-04,-0.015187279999995251,0.0023238000000036507,0.19490448999999188,0.13767400999999957,0.551817330000004,-0.34903522000000464,-0.2768503500000019,-0.4119456099999974,-0.8547120699999966,0.0338835800000048,0.1183130300000057,-1.4129722700000014,0.026509359999993265,-0.1740570599999991,0.07633340999999572,-0.8662096500000049,-0.17388389000000393,0.054202760000010564
2000-04-05,-0.03357667000000175,0.0022642100000025422,-0.08518637000000107,0.05142201999999152,0.3603162000000104,-0.18945291999999947,-0.1902179100000012,-0.6690705000000019,-0.9232964399999988,0.033632469999989034,0.05467072000000517,-1.6296995000000036,0.021315259999998837,-0.27512458999999767,0.02107418999999222,-1.3434700300000046,-0.2555015400000027,-0.7939276400000028
2000-04-06,0.01771371999998994,0.0028481500000010485,-0.18531417999999578,-0.19471591999999927,0.12997060999999643,0.030494089999999474,-0.13946379000000508,-0.6593714099999981,-0.7387101299999976,0.03273281000000239,-0.03437989000000252,-1.9474585899999952,0.005685509999997507,-0.29899623000000375,-0.07351297000000034,-1.2550018799999951,-0.23688092000000438,-1.1294415700000004
2000-04-07,-0.10459798999999936,-0.002139079999996518,-0.34778793999999946,-0.4962606999999952,0.009634050000006944,-0.04187435000000406,-0.11346493999999652,-0.6148235900000021,-0.7839756400000009,0.0316537500000047,-0.11975135999999775,-2.4236596000000055,0.0025050999999942647,-0.27577372000000544,-0.21414408000000051,-1.21966845,-0.2259425199999998,-1.334486690000003
2000-04-10,-0.0988751199999971,0.006047690000010597,-0.4571306300000022,-0.8285282100000013,-0.13270642999999582,-0.07134492000000492,-0.029364750000004936,-0.46518021000000465,-0.6531517300000012,0.029845069999989704,0.1118292099999918,-2.083710080000001,0.004015199999996,-0.21642608999999924,-0.330466500000004,-1.0729232300000002,-0.2029628700000008,-1.3805164900000055
2000-04-11,-0.03611653999999742,0.015479560000009052,-0.3428061000000038,-1.1498967900000046,-0.21768280999999723,-0.08715170999999966,0.025232840000000145,-0.32230997000000094,-0.538204210000004,0.02912546000000127,0.309338910000001,-1.7684084899999952,0.02123055000000651,-0.14512328000000352,-0.4333961000000053,-0.8280616600000013,-0.03705877999999885,-0.8811932099999975
2000-04-12,0.06478433999999034,0.016140980000001193,-0.3663015400000025,-1.2343618800000011,-0.210197489999997,-0.10906156000000111,0.011625929999992124,-0.21236809000000356,-0.5452370200000001,0.031023269999996828,0.48910240999999743,-1.1043069900000035,0.034097170000002563,-0.09378124000000154,-0.4436825600000027,-0.7643248299999961,-0.0023322300000017115,-0.39868364999999795
2000-04-13,-0.0038755499999987286,0.014770349999992938,-0.3980474799999967,-1.1141734900000033,-0.20102985000000073,0.14516626000000699,0.05768853999998935,-0.06474627000000455,-0.45402532999999634,0.03248673000000313,0.6626546399999933,-0.38145768999999774,0.042455739999991415,-0.09214521999999503,-0.4336628999999981,-0.7477767999999996,0.07979472999999349,-0.09333807000000416
2000-04-14,-0.4060369800000019,0.006470530000002306,-0.5534573499999973,-0.8390634600000002,-0.16679671999999535,0.3599968300000089,0.03991569999999278,0.04795403999999781,-0.34958604999999476,0.03483015000000922,0.5962291499999939,-0.012696339999995754,0.05290271000000235,-0.1009487699999978,-0.32574508999999585,-0.7838528800000022,0.2089923500000035,0.04459820000000114
2000-04-17,-0.7816548800000045,-0.0029671600000003018,-0.8688876999999984,-0.6879202799999984,-0.22667024000000424,0.46145501999999006,0.043741289999998934,0.1890307600000085,-0.35994566000000505,0.03784487000000336,0.5731749099999961,0.20083130999999366,0.05313205999999404,-0.09344097000000273,-0.19587089999999474,-0.7227609900000043,0.2805777400000098,-0.08224452999999743
2000-04-18,-1.1281646299999948,-0.0005302699999987226,-1.0282085900000015,-0.6638495499999952,-0.4559657599999989,0.42124081999999063,0.020274459999991556,0.09793474999999496,-0.3636964899999984,0.038647379999989795,0.4591123900000049,0.14989400000000597,0.050659010000009275,-0.11040433000000238,-0.10088813999999946,-0.7005364199999975,0.25618965000000493,-0.4282628500000052
2000-04-19,-1.1768107800000038,-0.0030982299999982033,-0.9678741500000032,-0.6954458699999999,-0.561799949999997,0.46730889999999636,-0.02760595999999893,0.013194360000001737,-0.3268159799999948,0.04113426000000864,0.3581803599999933,-0.048653789999997255,0.05090935000000574,-0.08195023000000523,0.014834870000002276,-0.55537269,0.19689856000000283,-0.7145684699999988
2000-04-20,-0.9504167699999955,-0.0056483000000051575,-0.792446449999995,-0.634558399999996,-0.6653002399999997,0.40815856000000483,-0.07629998000000526,0.03777235999999906,-0.4795968699999986,0.042040319999991915,0.23275036999999,-0.6395332999999948,0.05150868999999059,-0.07076297000000453,-0.050675840000002914,-0.3569768299999998,0.18547861000000054,-0.8488990399999952
2000-04-21,-0.7212518999999973,0.009550360000010194,-0.45361611999999996,-0.5119956399999959,-0.659176930000005,0.40598258999999803,-0.24463998999999514,-0.02494633999999829,-0.6976551000000053,0.043762499999999704,0.22763935000000846,-1.4576671199999947,0.062092479999997785,-0.06545930000000366,-0.0590771199999951,-0.12064398000000143,0.1387720699999928,-0.5697225200000045
2000-04-24,-0.606090640000001,0.022495459999993805,-0.15012723999999755,-0.28185551999999614,-0.4374055700000046,0.44511916000000706,-0.36760399999999915,0.18126581999999836,-0.9553389300000048,0.04665342000000905,0.2949356700000072,-2.0551351900000014,0.08402949999999354,-0.04962321999999464,-0.030000480000003105,0.0031906700000083887,0.24255578000000888,-0.22292442000000356
2000-04-25,-0.8317813899999971,0.039937560000002925,-0.06189575999999697,-0.03653016000000342,-0.4801652399999967,0.3928534299999953,-0.39214897999999554,0.33621235000000915,-1.2971647400000008,0.04823592000000598,0.2852955000000046,-2.2707458199999975,0.09126968999999541,-0.0805950299999969,-0.04024262999999806,0.10262909000000597,0.2898984700000051,-0.05469283000000269
