,Spot_Incl_Costs_BRLUSD Curncy,Spot_Incl_Costs_ARSUSD Curncy,Spot_Incl_Costs_MXNUSD Curncy,Spot_Incl_Costs_COPUSD Curncy,Spot_Incl_Costs_CLPUSD Curncy,Spot_Incl_Costs_PENUSD Curncy,Spot_Incl_Costs_TRYUSD Curncy,Spot_Incl_Costs_RUBUSD Curncy,Spot_Incl_Costs_ZARUSD Curncy,Spot_Incl_Costs_CNYUSD Curncy,Spot_Incl_Costs_KRWUSD Curncy,Spot_Incl_Costs_IDRUSD Curncy,Spot_Incl_Costs_INRUSD Curncy,Spot_Incl_Costs_PHPUSD Curncy,Spot_Incl_Costs_THBUSD Curncy,Spot_Incl_Costs_CZKEUR Curncy,Spot_Incl_Costs_HUFEUR Curncy,Spot_Incl_Costs_PLNEUR Curncy
2017-06-06,114.95566951079006,12.158920876057094,70.62461644600648,153.1122890356398,78.61159983788932,102.74529817275943,48.17315397545835,102.55522013049867,49.3545705333608,95.99533801034444,119.42902331949738,195.93178647139095,95.94896910773402,114.87930520386946,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-07,114.95566951079006,12.152841415619065,70.48290342504588,151.83709125535455,78.61159983788932,102.54130531345983,47.71571740046455,101.57022649082721,49.34063464826013,96.02138653839825,119.42902331949738,195.73888634501387,95.93660375312254,114.6519677374788,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-08,114.95566951079006,12.172285961884056,70.7663294669671,151.73968031380497,78.61159983788932,102.58827735343012,48.029146164812154,101.85993050249527,49.02010929094462,95.8846317661157,119.42902331949738,196.0777649454061,96.21482423188071,114.78268678065345,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-09,114.95566951079006,12.230619600679026,70.9080424879277,151.77953024443886,78.61159983788932,102.61948020855326,47.841088906203595,101.68610809549443,48.92065774727163,95.87811963410225,119.42902331949738,196.09340549619344,96.05407462193155,114.72585241405578,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-12,114.95566951079006,12.191730508149046,70.8693934822112,151.70364047931665,78.61159983788932,102.38462000870175,48.135881365644046,101.63526504144669,49.336200503000825,95.80648618195424,119.42902331949738,195.91614592060367,95.87477698006518,114.73153585071555,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-13,114.95566951079006,12.230619600679026,71.41047956224263,151.70364047931665,78.61159983788932,102.45340049580112,48.135881365644046,101.63526504144669,49.57944504293988,95.84555897403497,119.42902331949738,196.166394733201,96.04789194462582,114.73721928737532,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-14,114.95566951079006,12.250064146944018,71.80985262131344,151.70364047931665,78.76450394735252,102.6100858005592,48.59840056924889,101.63526504144669,50.28447413916945,96.04092293443864,119.42902331949738,196.5000598166641,96.49304471063888,114.99297393706485,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-15,114.95566951079006,12.172285961884056,71.33318155080957,151.70364047931665,78.09436669572288,102.43159204867204,48.19687290897656,101.63526504144669,49.16770298314723,95.71531633376588,119.42902331949738,195.78320123891135,95.68929666089306,113.9870056482861,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-16,114.95566951079006,12.133396869354076,71.93868264036854,151.70364047931665,78.19826394403756,102.38037625264771,48.3578228149929,101.63526504144669,49.46859141145725,95.773925521887,119.42902331949738,196.23938397020856,95.91805572120533,113.81081911183333,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-19,114.95566951079006,12.075063230559106,71.69390560416385,151.70364047931665,78.52034541381305,102.51078653748378,48.132492946570025,101.63526504144669,48.75152677809528,95.65670714564479,119.42902331949738,196.15075418241366,95.88714233467665,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-20,114.95566951079006,12.036174138029123,71.04975550888834,151.70364047931665,78.28657660510504,102.29165976752547,47.81398155361138,101.63526504144669,48.38222582292742,95.63717074960441,119.42902331949738,195.9161459206037,95.62746988783569,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-21,114.95566951079006,12.030156050960109,70.70191445743956,151.70364047931665,78.24743331680249,102.38547551001525,47.99865039314591,101.63526504144669,48.35803471001596,95.58935216422961,119.42902331949738,195.84315668359613,95.72639272472748,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-22,114.95566951079006,12.030156050960109,71.1399365222269,151.70364047931665,78.24743331680249,102.55769440872866,48.29005443351233,101.63526504144669,48.35803471001596,95.58935216422961,119.42902331949738,195.6580768326127,95.68311398358732,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-23,114.95566951079006,12.030156050960109,71.56507558510874,151.70364047931665,78.24743331680249,102.93597288469645,48.315467576567535,101.63526504144669,48.35803471001596,95.58935216422961,119.42902331949738,196.12207983930358,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-26,114.95566951079006,12.030156050960109,72.01598065180158,151.70364047931665,78.24743331680249,102.99929851087705,48.46455801582477,101.63526504144669,48.35803471001596,95.58935216422961,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-27,114.95566951079006,12.030156050960109,71.37183055652608,151.70364047931665,78.0067018220751,102.96914345079105,48.125716108421955,101.63526504144669,48.35803471001596,95.58935216422961,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-28,114.95566951079006,12.030156050960109,72.09327866323466,151.70364047931665,78.03254897310958,103.11020212074892,48.2155092138837,101.63526504144669,48.35803471001596,95.58935216422961,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-29,114.95566951079006,12.030156050960109,71.24300053747099,151.70364047931665,77.85678834607508,103.36149428813229,47.98848513592381,101.63526504144669,48.35803471001596,95.58935216422961,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-06-30,114.93619967857389,12.030156050960109,71.06263851079385,151.70364047931665,77.81785995190205,103.38059249285344,48.181625023143404,101.63526504144669,48.35803471001596,95.95701201180843,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-03,115.20225569634835,12.030156050960109,70.70191445743956,151.70364047931665,77.81785995190205,102.9895818804049,47.62931271407682,101.63526504144669,48.35803471001596,95.65840407292713,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-04,115.05022368619152,12.030156050960109,70.77921246887261,151.70364047931665,77.81785995190205,102.82540433104775,47.605498057719785,101.63526504144669,48.35803471001596,95.46365976496108,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-05,114.89819167603467,12.030156050960109,70.74382286263818,151.70364047931665,77.81785995190205,102.68970656066074,47.605498057719785,101.63526504144669,48.35803471001596,95.61296373440173,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-06,114.89819167603467,12.030156050960109,70.74382286263818,151.70364047931665,77.81785995190205,102.98321581216452,47.605498057719785,101.63526504144669,48.35803471001596,95.58050634974072,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
2017-07-07,115.77237573443652,12.030156050960109,70.74382286263818,151.70364047931665,77.81785995190205,103.14169740572763,47.605498057719785,101.63526504144669,48.35803471001596,95.54804896507969,119.42902331949738,196.02401879938395,95.63527242659553,113.75391370227742,111.0127059348611,115.05413060409072,89.02965136994015,82.43847545663287
