,Weighted_Performance
2003-12-10,-0.085852823620037
2003-12-11,0.020176057384155833
2003-12-12,-0.006274415247736919
2003-12-15,0.05997851564456748
2003-12-16,-0.05485519964134941
2003-12-17,-0.05930200345699233
2003-12-18,-0.015323241367567273
2003-12-19,0.016040865979147462
2003-12-22,-0.023537516508999115
2003-12-23,0.021985927712959877
2003-12-24,0.027757011836570825
2003-12-25,0.01891687863921375
2003-12-26,0.02535577408009209
2003-12-29,0.09406863360541662
2003-12-30,0.007567555890901457
2003-12-31,-0.021222544815049343
2004-01-01,-0.014285333334330156
2004-01-02,0.12509397842486647
2004-01-05,0.2150669829708441
2004-01-06,-0.023301575759861408
2004-01-07,-0.014236210373270185
2004-01-08,0.03304004895557669
2004-01-09,0.016109686680600314
2004-01-12,0.018648282000634425
2004-01-13,-0.03678839347208491
2004-01-14,-0.002648272448042812
2004-01-15,0.02881407480094489
2004-01-16,-0.09180126193161284
2004-01-19,0.020167575424259187
2004-01-20,0.0373876180882142
2004-01-21,-0.05736514509426062
2004-01-22,-0.04447856849133572
2004-01-23,0.038582386234568534
2004-01-26,0.0737311180534349
2004-01-27,-0.04017079923657109
2004-01-28,-0.0016329177560091585
2004-01-29,0.037091415586059634
2004-01-30,0.03362330339626657
2004-02-02,-0.004032745720937059
2004-02-03,0.039818002552618775
2004-02-04,0.0484565455729027
2004-02-05,0.050250776908783955
2004-02-06,-0.05934609940298402
2004-02-09,-0.04313860058240939
2004-02-10,-0.002322270009448241
2004-02-11,0.048846335801331985
2004-02-12,0.06923011368646043
2004-02-13,0.03228868877477137
2004-02-16,-0.06148715118803333
2004-02-17,0.08422428688263894
2004-02-18,-0.016153338098453054
2004-02-19,-0.1072243780064426
2004-02-20,-0.024860754325733765
2004-02-23,0.0694794398844842
2004-02-24,0.01893820402365684
2004-02-25,-0.10954050137152224
2004-02-26,0.016142751190799838
2004-02-27,0.05736669590413901
2004-03-01,0.0575587063297128
2004-03-02,-0.09821873879534056
2004-03-03,-0.056393205544620226
2004-03-04,-0.0019435250986292903
2004-03-05,0.01798625069751785
2004-03-08,-0.015721468111675165
2004-03-09,-0.026882491674202737
2004-03-10,-0.045549410319390506
2004-03-11,-0.01393972815789871
2004-03-12,-0.032127734963265056
2004-03-15,0.02936957867307256
2004-03-16,0.009433055845432916
2004-03-17,-0.03235524783974857
2004-03-18,0.01717640694630425
2004-03-19,0.01298520055937076
2004-03-22,-0.005219002205250232
2004-03-23,-0.009638127491506655
2004-03-24,-0.0647893269781503
2004-03-25,-0.003423294592129084
2004-03-26,0.0014291027128453724
2004-03-29,0.08298429876468683
2004-03-30,0.032597815909412846
2004-03-31,0.001208886420033117
2004-04-01,0.014642684487709752
2004-04-02,-0.041083158504258845
2004-04-05,0.008793986567519974
2004-04-06,0.013176030497921402
2004-04-07,0.025708882855713978
2004-04-08,-0.0377984301040306
2004-04-09,0.033673843762018006
2004-04-12,0.022595338101743405
2004-04-13,-0.07812669041066787
2004-04-14,0.0020394122182334808
2004-04-15,-0.007732200521867793
2004-04-16,-0.023999266265364458
2004-04-19,-0.015429068590194939
2004-04-20,-0.0011966117250716687
2004-04-21,0.02781689255507387
2004-04-22,0.048925591708509526
2004-04-23,-0.047962439796356
2004-04-26,-0.01028921045001908
2004-04-27,0.0268998240860176
2004-04-28,0.005310204451360289
2004-04-29,0.04499642141211471
2004-04-30,-0.016847956758638677
2004-05-03,0.02012119791260055
2004-05-04,-0.0017115215005063578
2004-05-05,-0.027448884592874874
2004-05-06,0.021963841835288437
2004-05-07,0.06847109245886694
2004-05-10,0.17651921930917225
2004-05-11,-0.015918077070242686
2004-05-12,-0.0032530288669328
2004-05-13,0.05400418649416429
2004-05-14,0.03681825110376781
2004-05-17,-0.037587984361848986
2004-05-18,-0.023125270983011578
2004-05-19,-0.011956118128552257
2004-05-20,-0.00544170757258423
2004-05-21,0.00531456573804666
2004-05-24,0.04433517458737251
2004-05-25,0.08685449198747734
2004-05-26,-0.007647630166551894
2004-05-27,0.046256482592423875
2004-05-28,0.02263415218579444
2004-05-31,0.04379601028185153
2004-06-01,0.02116205546826517
2004-06-02,-0.004143536609509236
2004-06-03,0.010806343089917783
2004-06-04,0.052395874372291526
2004-06-07,0.037051959337298226
2004-06-08,-0.057309226311253375
2004-06-09,-0.08183804050948781
2004-06-10,0.12657456849285031
2004-06-11,-0.07652110882350024
2004-06-14,-0.04378099268542767
2004-06-15,0.10602079627146896
2004-06-16,-0.017010171628979512
2004-06-17,0.010210537073973356
2004-06-18,0.002861630175885533
2004-06-21,0.0739821923922483
2004-06-22,0.028171280525650287
2004-06-23,3.711425493483234e-05
2004-06-24,-0.037169600246673484
2004-06-25,0.02608647176752341
2004-06-28,0.035320252818065986
2004-06-29,-0.03203350928233532
2004-06-30,0.05560102121016959
2004-07-01,0.026121869722083392
2004-07-02,0.08397977501376516
2004-07-05,0.0117961949964822
2004-07-06,-0.04581036436611456
2004-07-07,0.09320041900518083
2004-07-08,0.022440967374838854
2004-07-09,-0.012613796613228796
2004-07-12,0.05986916428563219
2004-07-13,-0.04057427318401869
2004-07-14,0.058871718433321556
2004-07-15,-0.03724555550112474
2004-07-16,0.13580576429320773
2004-07-19,0.030721135975391868
2004-07-20,-0.05692510547357721
2004-07-21,-0.15111738506765127
2004-07-22,0.047474538113226605
2004-07-23,-0.0878149992615739
2004-07-26,-0.010946716746895508
2004-07-27,-0.011066628752239065
2004-07-28,0.05856974122242377
2004-07-29,0.02765324721919677
2004-07-30,-0.019425009678190622
2004-08-02,0.018474289079114473
2004-08-03,0.04402958717875422
2004-08-04,0.013847754046456396
2004-08-05,0.01362925686408745
2004-08-06,0.008481770019700413
2004-08-09,0.011532116373564487
2004-08-10,0.017407382917351402
2004-08-11,-0.05603796800423522
2004-08-12,-0.14015001070521307
2004-08-13,0.022960546997924085
2004-08-16,0.03333787054132922
2004-08-17,0.0528704141593221
2004-08-18,0.012321741090793085
2004-08-19,-0.013323746226366156
2004-08-20,-0.0013175127956034105
2004-08-23,-0.009318793520239052
2004-08-24,0.015668933496057722
2004-08-25,0.03269827890567614
2004-08-26,0.03637363882607071
2004-08-27,-0.011155963169099493
2004-08-30,0.06475145104886648
2004-08-31,0.04090355706060059
2004-09-01,-0.037768404675423944
2004-09-02,-0.045870466840210414
2004-09-03,0.004435063873975356
2004-09-06,0.026246135780907117
2004-09-07,0.05345562716276456
2004-09-08,0.019555170613283913
2004-09-09,-0.0030340056455408783
2004-09-10,0.010508167102399926
2004-09-13,0.017505094529906708
2004-09-14,0.04710678783523526
2004-09-15,-0.0417643703563633
2004-09-16,0.03712410589513093
2004-09-17,-0.05700593850747647
2004-09-20,0.03488914099685775
2004-09-21,0.013351801204598694
2004-09-22,-0.02796625004800749
2004-09-23,0.05190348398083101
2004-09-24,0.004707633022990744
2004-09-27,-0.010264384361933901
2004-09-28,0.011039896594855648
2004-09-29,-0.019595764848875843
2004-09-30,-0.012508684846889325
2004-10-01,0.01531604520650443
2004-10-04,7.847121703139729e-05
2004-10-05,-0.022809323380144575
2004-10-06,0.009782934005478985
2004-10-07,-0.013912071513418844
2004-10-08,0.0419274460963433
2004-10-11,0.03210161722471537
2004-10-12,0.0006661191870522055
2004-10-13,0.0071066180818323945
2004-10-14,-0.06592274794219535
2004-10-15,-0.011648688490022195
2004-10-18,0.03364975133227643
2004-10-19,0.034719732843388355
2004-10-20,-0.024355904488495252
2004-10-21,0.06055697459366812
2004-10-22,0.04762515826800738
2004-10-25,-0.017406048795583585
2004-10-26,-0.05492745149070076
2004-10-27,0.05532250828399273
2004-10-28,0.056274476106513344
2004-10-29,-0.009297425495896391
2004-11-01,0.008223661537948242
2004-11-02,-0.016510236605809265
2004-11-03,0.07128477666603242
2004-11-04,0.009070020911037072
2004-11-05,0.05421285627701075
2004-11-08,-0.0663753593075326
2004-11-09,0.06609802247802549
2004-11-10,-0.05478771503954234
2004-11-11,0.02129615372859734
2004-11-12,0.08851079407773117
2004-11-15,0.03294835084242098
2004-11-16,0.03136346320772716
2004-11-17,0.14246455373656092
2004-11-18,-0.008265557328726301
2004-11-19,0.014158995462470285
2004-11-22,0.06816629019965369
2004-11-23,0.07550599259437744
2004-11-24,0.03070637286373626
2004-11-25,0.07910850950985884
2004-11-26,0.11445593620086854
2004-11-29,0.003913714797849325
2004-11-30,0.023942682417412833
2004-12-01,0.1019523756133299
2004-12-02,-0.025965140869668217
2004-12-03,0.12159888452688043
2004-12-06,0.07054692177073293
2004-12-07,-0.07965031935326741
2004-12-08,-0.08470243271380702
2004-12-09,-0.06676655759758555
2004-12-10,0.06290550297071319
2004-12-13,0.14196196849386775
2004-12-14,0.040805409273362514
2004-12-15,-0.02597913922807018
2004-12-16,0.014419849288186886
2004-12-17,0.052746135799383156
2004-12-20,0.17034944906755092
2004-12-21,-0.03784842817281918
2004-12-22,-0.01334788023602574
2004-12-23,0.017385427318549414
2004-12-24,0.05461766451431975
2004-12-27,0.06317043150869853
2004-12-28,-0.06347977245901154
2004-12-29,-0.03156736047319184
2004-12-30,0.08059240382005482
2004-12-31,-0.0027643274826148474
2005-01-03,-0.02126867952301076
2005-01-04,-0.18919922140672957
2005-01-05,-0.06585620258649495
2005-01-06,-0.023350659018285744
2005-01-07,-0.00878048740162925
2005-01-10,-0.009202891176149286
2005-01-11,-0.020571389758482855
2005-01-12,-0.02876661335609957
2005-01-13,0.013691499343007379
2005-01-14,-0.03795868255347713
2005-01-17,-0.01256100070197186
2005-01-18,0.008143032584131078
2005-01-19,0.01766601730675508
2005-01-20,-0.03322138674451139
2005-01-21,-0.01008332511751037
2005-01-24,0.023972184742321365
2005-01-25,-0.015065632513390603
2005-01-26,0.0978348854008739
2005-01-27,-0.05190732916687793
2005-01-28,0.04779877425598757
2005-01-31,0.021027226570188497
2005-02-01,-0.01786187789897021
2005-02-02,0.020887415897392347
2005-02-03,0.012259041942639434
2005-02-04,0.004554838108645499
2005-02-07,0.009221737956578581
2005-02-08,-0.06602482435724424
2005-02-09,0.046624675855217707
2005-02-10,-0.027940607014760102
2005-02-11,0.04903090641187485
2005-02-14,0.01875876143877145
2005-02-15,0.03416312524213546
2005-02-16,-0.02335203851546231
2005-02-17,0.07978919142885199
2005-02-18,-0.013477689341281346
2005-02-21,0.008040206776227209
2005-02-22,0.05582411056906871
2005-02-23,0.02372861617978857
2005-02-24,-0.06426044664900349
2005-02-25,0.053781384424873346
2005-02-28,0.05580805568161265
2005-03-01,-0.029498271618472724
2005-03-02,-0.05770146270581917
2005-03-03,-0.0122422067600025
2005-03-04,0.1645775509332565
2005-03-07,-0.012124258637921796
2005-03-08,0.013009884882292624
2005-03-09,-0.03302391980195089
2005-03-10,-0.14366897890507482
2005-03-11,0.08394706506129812
2005-03-14,-0.17433180432597103
2005-03-15,-0.11387701127955979
2005-03-16,0.00439383885099295
2005-03-17,-0.005478506702715316
2005-03-18,-0.005737516582282696
2005-03-21,0.05037909532643975
2005-03-22,-0.007768552170681511
2005-03-23,0.05072601088205961
2005-03-24,0.0005959954812288465
2005-03-25,0.0117440302884287
2005-03-28,0.050423470130892274
2005-03-29,0.040249508410581294
2005-03-30,-0.012286663034833067
2005-03-31,-0.030496757666359682
2005-04-01,0.020675061486871926
2005-04-04,0.06905196809231359
2005-04-05,-0.007668723277599055
2005-04-06,0.04436925730674778
2005-04-07,0.008786495134984
2005-04-08,0.026866914328082317
2005-04-11,0.008779833419243004
2005-04-12,-0.022483648337377964
2005-04-13,0.07734156224408087
2005-04-14,-0.17776439575912892
2005-04-15,-0.04592311991033646
2005-04-18,-0.03657472316658418
2005-04-19,0.08580152230468246
2005-04-20,-0.01184868817784878
2005-04-21,0.08656706617025192
2005-04-22,0.04253097335725212
2005-04-25,0.023436278942164476
2005-04-26,-0.06691414770377999
2005-04-27,0.0023380124755768344
2005-04-28,0.0063502334434747156
2005-04-29,0.06169734575587622
2005-05-02,-0.045012518930229964
2005-05-03,0.0099673401410579
2005-05-04,0.09333675535032857
2005-05-05,-0.008050138681050175
2005-05-06,-0.04784211647732066
2005-05-09,-0.05472666140690671
2005-05-10,-0.12563975941634942
2005-05-11,0.037159458063332984
2005-05-12,0.0018810811888992623
2005-05-13,0.012749019368530241
2005-05-16,0.03018799262808885
2005-05-17,0.0026377509874125193
2005-05-18,0.0389891092369851
2005-05-19,0.02685644199886973
2005-05-20,0.01315391606583402
2005-05-23,0.04201946356756698
2005-05-24,-0.00043817094449978816
2005-05-25,0.06029500623477986
2005-05-26,0.009088828949959498
2005-05-27,0.04465520554507673
2005-05-30,0.027271786369131003
2005-05-31,0.007878538959351686
2005-06-01,-0.01950833436152118
2005-06-02,0.03544325361535435
2005-06-03,-0.06784742778604243
2005-06-06,-0.046157550637243465
2005-06-07,-0.027847526546237532
2005-06-08,0.03400074946619027
2005-06-09,0.043408817802276164
2005-06-10,0.00584054597748984
2005-06-13,-0.01914461636848154
2005-06-14,0.00784720198857193
2005-06-15,-0.014305820102728566
2005-06-16,0.021912257369821157
2005-06-17,-0.015376084369262709
2005-06-20,0.033767325495426985
2005-06-21,0.036069203671715455
2005-06-22,-0.0011572500966596738
2005-06-23,-0.015772625299377056
2005-06-24,0.04291748612144665
2005-06-27,-0.01806538626266434
2005-06-28,0.04611573295288533
2005-06-29,0.09281096980260892
2005-06-30,0.047752181433790654
2005-07-01,-0.012324079422426963
2005-07-04,0.008603383107775439
2005-07-05,-0.0063775566415136134
2005-07-06,-0.050540412326530594
2005-07-07,0.026361140829792087
2005-07-08,0.044050086064868724
2005-07-11,-0.014121289918625778
2005-07-12,-0.03205171518184051
2005-07-13,0.022987696822166344
2005-07-14,0.04183487500192877
2005-07-15,-0.010559991070638913
2005-07-18,0.013913879738620582
2005-07-19,-0.0041175595330308744
2005-07-20,0.028117940943512314
2005-07-21,-0.06480343494557211
2005-07-22,-0.08124915344757343
2005-07-25,0.0048388587775978304
2005-07-26,-0.02697349196134621
2005-07-27,0.03627164676515384
2005-07-28,0.0018347196303286155
2005-07-29,-0.004378934745214421
2005-08-01,-0.008317668854157603
2005-08-02,-0.009095395369028588
2005-08-03,0.022624790760367684
2005-08-04,0.016954477775975002
2005-08-05,-0.022376014724052883
2005-08-08,-0.03627335677861472
2005-08-09,0.04323626665538691
2005-08-10,0.052020632774457454
2005-08-11,-0.12301533436733705
2005-08-12,-0.06882187832715167
2005-08-15,0.09471033183699315
2005-08-16,0.0017677790221346007
2005-08-17,-0.01643135672593109
2005-08-18,0.026755598226906797
2005-08-19,0.016894974079392222
2005-08-22,-0.022246821492768146
2005-08-23,0.034230148116386104
2005-08-24,0.06699095105931428
2005-08-25,0.0011178777226812826
2005-08-26,0.017275539077337726
2005-08-29,0.12972940594852236
2005-08-30,-0.053138347852803004
2005-08-31,-0.09482505217640838
2005-09-01,-0.03387195292686361
2005-09-02,-0.016162076412221293
2005-09-05,-0.032789682728486445
2005-09-06,0.04264624377491047
2005-09-07,-0.002561061938241207
2005-09-08,-0.006896079701782666
2005-09-09,-0.028387829201611488
2005-09-12,-0.05239712630937758
2005-09-13,-0.03850023197527732
2005-09-14,-0.008342806153608336
2005-09-15,0.03390051278417065
2005-09-16,0.010971311798311121
2005-09-19,0.009870691947392853
2005-09-20,-0.0035389702398638664
2005-09-21,0.01563786654742482
2005-09-22,0.03125664639549375
2005-09-23,0.05237391333606113
2005-09-26,0.018222957848109143
2005-09-27,-0.006996069488246904
2005-09-28,0.11435247697923816
2005-09-29,-0.07417382875898386
2005-09-30,0.016060642869132058
2005-10-03,0.027269807899461432
2005-10-04,-0.055991755305355974
2005-10-05,-0.07352063908756418
2005-10-06,-0.03858352109470781
2005-10-07,0.02952397519277676
2005-10-10,0.05386791553127842
2005-10-11,0.014431655732746008
2005-10-12,-0.01204399239544784
2005-10-13,0.04768392665195285
2005-10-14,-0.0002802299575314246
2005-10-17,0.003487141240164663
2005-10-18,0.02202490017095621
2005-10-19,0.011315638021611722
2005-10-20,-0.007218670070992654
2005-10-21,0.012838024228421835
2005-10-24,-0.023062702004555805
2005-10-25,-0.06353795750811707
2005-10-26,-0.002487427434100903
2005-10-27,0.014171422446747146
2005-10-28,-0.006377046396327411
2005-10-31,-0.007775567690375463
2005-11-01,-0.004157392477365393
2005-11-02,0.0054205228560173825
2005-11-03,0.0055726172071398315
2005-11-04,0.06578755970022854
2005-11-07,0.04968857625848809
2005-11-08,0.025359449315247855
2005-11-09,0.03266922259109764
2005-11-10,0.02272817652301736
2005-11-11,0.004212597921842497
2005-11-14,-0.047236544326688126
2005-11-15,0.012323137006775947
2005-11-16,0.014870356857099282
2005-11-17,0.0010844706248337417
2005-11-18,-0.05344896123198848
2005-11-21,0.003693844191592603
2005-11-22,-0.01846640098848926
2005-11-23,-0.00898744641688783
2005-11-24,-0.00899466487011874
2005-11-25,0.020903448377728513
2005-11-28,0.005813215008080859
2005-11-29,-0.01930776013641708
2005-11-30,0.005784378761039363
2005-12-01,-0.006905791316160445
2005-12-02,0.03768268770152027
2005-12-05,0.035503336823120055
2005-12-06,0.05981715212282368
2005-12-07,-0.029872582432400395
2005-12-08,-0.027470281134037544
2005-12-09,-0.07894080737693496
2005-12-12,-0.05540949724596117
2005-12-13,-0.030382269993116037
2005-12-14,-0.031193452390325414
2005-12-15,0.0015133899065059599
2005-12-16,0.02089016249626407
2005-12-19,0.010804207082821444
2005-12-20,-0.0012711938819773589
2005-12-21,0.005192254240453819
2005-12-22,-0.005390128555108436
2005-12-23,-0.015070218880871369
2005-12-26,0.0033231646848098954
2005-12-27,0.004412156643129131
2005-12-28,-0.013008936243253225
2005-12-29,-0.012945018937833919
2005-12-30,-0.007565234100977694
2006-01-02,-0.019278858649804897
2006-01-03,-0.03290430596186371
2006-01-04,-0.0069563418322446235
2006-01-05,0.029877517410420627
2006-01-06,0.0526728209288668
2006-01-09,0.030441535119291943
2006-01-10,-0.03942743204389253
2006-01-11,-0.006324387504810075
2006-01-12,-0.002940147732567013
2006-01-13,0.013619577676135194
2006-01-16,0.03463496017990736
2006-01-17,-0.015161502423304375
2006-01-18,-0.007458782570756854
2006-01-19,0.040667346990408915
2006-01-20,-0.03729018051496563
2006-01-23,-0.009741544075599708
2006-01-24,-0.017382181310954543
2006-01-25,-0.0015685760893598237
2006-01-26,0.022492303181974923
2006-01-27,0.008163659595967229
2006-01-30,-0.0073347099771826005
2006-01-31,-0.031151531536203585
2006-02-01,0.0037888303884747866
2006-02-02,-0.020140740523149063
2006-02-03,0.024082073120993953
2006-02-06,0.05168699833378959
2006-02-07,0.02970774000229192
2006-02-08,0.041450595784555004
2006-02-09,-0.03783991656471128
2006-02-10,0.0009002137092503637
2006-02-13,0.03466085518980887
2006-02-14,-0.008149046760595045
2006-02-15,-0.006508293780384974
2006-02-16,-0.020126411597906693
2006-02-17,-0.011427353396548507
2006-02-20,-0.01402446376275858
2006-02-21,-0.04194393575019051
2006-02-22,0.09193004035818148
2006-02-23,-0.053564813832600214
2006-02-24,-0.011434306155078493
2006-02-27,-0.029670170439938935
2006-02-28,-0.00611969728404551
2006-03-01,0.013391566630905877
2006-03-02,-0.003274272484100583
2006-03-03,0.02548893422421819
2006-03-06,-0.019904498390274025
2006-03-07,0.0639610524372416
2006-03-08,0.09087419237918797
2006-03-09,-0.03835634124351518
2006-03-10,-0.006661573102504649
2006-03-13,0.07130003042298586
2006-03-14,-0.0959238282337959
2006-03-15,-0.085989907693101
2006-03-16,-0.05641280173629425
2006-03-17,-0.013457089501867026
2006-03-20,0.005256123490231923
2006-03-21,0.014641331857047812
2006-03-22,0.02096241222974786
2006-03-23,-0.011376483476269513
2006-03-24,-0.029993955128222706
2006-03-27,0.043669039768242365
2006-03-28,0.012850734100698986
2006-03-29,0.030127134055452334
2006-03-30,-0.08389409428313224
2006-03-31,-0.06037239489529336
2006-04-03,-0.01582954922194037
2006-04-04,0.021253365355281342
2006-04-05,0.030656389295445875
2006-04-06,0.04824088340972653
2006-04-07,0.03275246392508643
2006-04-10,-0.04025911310579218
2006-04-11,0.0005756320041721283
2006-04-12,0.061438336360643865
2006-04-13,0.015732182034164877
2006-04-14,-0.009124441335243127
2006-04-17,0.017944922233892664
2006-04-18,0.012260198353184017
2006-04-19,-0.02990717087536999
2006-04-20,-0.008683044748713353
2006-04-21,0.01835469238860897
2006-04-24,-0.0069390703410517895
2006-04-25,0.017150797899688697
2006-04-26,0.05291294799957417
2006-04-27,0.03330403445128471
2006-04-28,-0.06582777655095554
2006-05-01,-0.00717550536041686
2006-05-02,0.05990921143570296
2006-05-03,-0.033758317647340594
2006-05-04,-0.0013861293626595448
2006-05-05,0.0096427482363377
2006-05-08,-0.0855060827475883
2006-05-09,-0.01942640089681276
2006-05-10,-0.011221083387553768
2006-05-11,-0.03701389705345108
2006-05-12,-0.06454977691508952
2006-05-15,0.08315114632556155
2006-05-16,-0.03797809026983305
2006-05-17,0.00870113929399904
2006-05-18,0.11878788677077584
2006-05-19,0.06613466929110873
2006-05-22,0.21162169668479347
2006-05-23,-0.1067979886685988
2006-05-24,0.24956295471754297
2006-05-25,-0.1626985710535415
2006-05-26,-0.1126372128371142
2006-05-29,0.0006896114624956352
2006-05-30,0.08745135381825715
2006-05-31,0.10416346194652208
2006-06-01,-0.07064689276617925
2006-06-02,-0.07415749040967845
2006-06-05,-0.05600944800619653
2006-06-06,0.11622867334267284
2006-06-07,0.0021638916400799485
2006-06-08,0.04973238725714289
2006-06-09,-0.03546252299099784
2006-06-12,0.03325224524173666
2006-06-13,0.06123259022560419
2006-06-14,-0.008576704451881101
2006-06-15,0.01701793599469023
2006-06-16,-0.07224982641833251
2006-06-19,0.12764570220818106
2006-06-20,0.06009256600135142
2006-06-21,-0.0006107906482092297
2006-06-22,0.09799534110435762
2006-06-23,0.12563453483366027
2006-06-26,-0.026392429754530912
2006-06-27,0.010570826136503328
2006-06-28,0.011235867484781666
2006-06-29,0.04693567120243147
2006-06-30,-0.27102208752389273
2006-07-03,0.022606196044366075
2006-07-04,-0.1261076327375933
2006-07-05,0.05027483753301183
2006-07-06,0.09955833774405509
2006-07-07,0.00710071166265423
2006-07-10,0.03155050366628742
2006-07-11,-0.014158379755168095
2006-07-12,-0.03548675830998982
2006-07-13,-0.08364990247293538
2006-07-14,0.03317990050801814
2006-07-17,0.004567072665976787
2006-07-18,0.0024800522020018857
2006-07-19,-0.09807176543433549
2006-07-20,-0.07397451814157684
2006-07-21,-0.029683417825584583
2006-07-24,0.037318845495385576
2006-07-25,-0.00037024923474683895
2006-07-26,0.03539560538198098
2006-07-27,0.03760407265691659
2006-07-28,0.005793209742199241
2006-07-31,-0.004374894944011096
2006-08-01,-0.023925125896652393
2006-08-02,0.05364862717747341
2006-08-03,0.014785750660850791
2006-08-04,0.008562256737522629
2006-08-07,-0.005079226116970585
2006-08-08,0.01847507912119057
2006-08-09,0.04745611147691229
2006-08-10,-0.034797348219554144
2006-08-11,0.020153174856169697
2006-08-14,-0.018742168133489164
2006-08-15,0.05535790946830309
2006-08-16,-0.0212350615955303
2006-08-17,-0.009084816846810107
2006-08-18,-0.04992144348967305
2006-08-21,0.04645544324572794
2006-08-22,0.022594862715433067
2006-08-23,-0.047477677799263575
2006-08-24,-0.028985224568832228
2006-08-25,0.02187716294507253
2006-08-28,-0.022098382346651322
2006-08-29,-0.040473622076880114
2006-08-30,-0.037761679534774314
2006-08-31,0.05301298578642616
2006-09-01,-0.03266756585020989
2006-09-04,-0.04745213316819096
2006-09-05,-0.016935016304547426
2006-09-06,0.048961162517863865
2006-09-07,0.018087451393739448
2006-09-08,-0.0005672203244384323
2006-09-11,0.037915042842137314
2006-09-12,-0.027763516321094004
2006-09-13,-0.020626504769117166
2006-09-14,-0.004732965266295459
2006-09-15,-0.009204874162669133
2006-09-18,-0.05263815804050184
2006-09-19,0.0480555587451825
2006-09-20,0.0016272377987789478
2006-09-21,-0.03557600167465493
2006-09-22,0.011768228456012084
2006-09-25,0.04999303699833401
2006-09-26,-0.058322250412340536
2006-09-27,-0.007432944729344823
2006-09-28,0.006355386336537094
2006-09-29,-0.018002452875916796
2006-10-02,-0.015356455089351772
2006-10-03,-0.025167556561499743
2006-10-04,0.01363247179890047
2006-10-05,-0.007175569643777351
2006-10-06,-0.014603259360516109
2006-10-09,0.062400600479048045
2006-10-10,0.012257995128700901
2006-10-11,-0.002906702489977612
2006-10-12,0.03025589351957531
2006-10-13,0.004832777395895185
2006-10-16,0.0177204903867956
2006-10-17,-0.022318442650707575
2006-10-18,0.02699814871163649
2006-10-19,0.019196979182503068
2006-10-20,-0.004242135143571713
2006-10-23,-0.00393111164084657
2006-10-24,-0.01748061769602018
2006-10-25,0.0036596040084204487
2006-10-26,0.024209783752215292
2006-10-27,0.0111384383426254
2006-10-30,-0.058134374883383876
2006-10-31,0.0049924225787532075
2006-11-01,-0.002094708211846111
2006-11-02,-0.030370858060286145
2006-11-03,0.04326372082461044
2006-11-06,0.01714247824544281
2006-11-07,-5.88326736597343e-05
2006-11-08,-0.026473901172472853
2006-11-09,0.023728396127417818
2006-11-10,-0.01751316555222009
2006-11-13,-0.009407049712363606
2006-11-14,0.019023835197263028
2006-11-15,0.033013871859325666
2006-11-16,-0.013173383770415055
2006-11-17,-0.022048157116385553
2006-11-20,-0.013686106137051204
2006-11-21,-0.033788363107385144
2006-11-22,-0.02231982170670501
2006-11-23,-0.027359651631098898
2006-11-24,0.01973487166153593
2006-11-27,-0.0018007901061079707
2006-11-28,0.011676580292414581
2006-11-29,-0.016229352825047297
2006-11-30,-0.027257965830471957
2006-12-01,-0.015571426054305367
2006-12-04,0.0011839439743041844
2006-12-05,0.002458271037933584
2006-12-06,0.0100891912917129
2006-12-07,0.03591794024217572
2006-12-08,-0.0032770109032244205
2006-12-11,0.030481316256706678
2006-12-12,-0.03502990760571438
2006-12-13,0.024917261043278863
2006-12-14,-0.005881781465171307
2006-12-15,-0.0008503972995508902
2006-12-18,-0.014053877653813355
2006-12-19,-0.024350755673487927
2006-12-20,2.50549351169917e-05
2006-12-21,0.023385053186248533
2006-12-22,0.012183373777712272
2006-12-25,0.018469584677829397
2006-12-26,0.01147210262973518
2006-12-27,0.015948281941212786
2006-12-28,0.02555944361136419
2006-12-29,-0.030753263707648422
2007-01-01,0.0001875702638224403
2007-01-02,0.02209716629428158
2007-01-03,0.013289369588493069
2007-01-04,-0.011447957675482654
2007-01-05,-0.03754864513467564
2007-01-08,0.020605397195462512
2007-01-09,0.017352333223383035
2007-01-10,0.013334348066477313
2007-01-11,-0.03369361902627574
2007-01-12,0.01585546599894834
2007-01-15,-0.01989107230473315
2007-01-16,0.012764831766380286
2007-01-17,0.0216558126820412
2007-01-18,-0.016712108984745455
2007-01-19,-0.005222753946419588
2007-01-22,0.03911365180866761
2007-01-23,0.012041245678290183
2007-01-24,-0.023055309460848654
2007-01-25,0.09906478796082227
2007-01-26,0.02867045304752045
2007-01-29,0.0020016563674945006
2007-01-30,-0.00042087630518062745
2007-01-31,-0.14280015586262107
2007-02-01,-0.01339529774935002
2007-02-02,0.02484473317555317
2007-02-05,-0.056748682792215205
2007-02-06,0.022044238044822053
2007-02-07,-0.011123346789303852
2007-02-08,0.005129948708129787
2007-02-09,-0.034522906077332216
2007-02-12,-0.012988028289705321
2007-02-13,0.007971547514487884
2007-02-14,0.03659797579721546
2007-02-15,-0.010042309299748885
2007-02-16,0.0211894816541733
2007-02-19,-0.0009618543898411462
2007-02-20,0.023293670774432867
2007-02-21,0.007502327587450757
2007-02-22,0.0016748372696976622
2007-02-23,-0.00616092369309484
2007-02-26,0.009278298563438637
2007-02-27,-0.10819540197631405
2007-02-28,0.019667078556543108
2007-03-01,-0.040632657661723984
2007-03-02,0.025479664269667815
2007-03-05,0.09609241149980685
2007-03-06,-0.04709822636310214
2007-03-07,-0.02509413984715224
