,Inflation_Differential_ARSUSD Curncy
2003-09-17,2.6057499999999996
2003-09-18,2.6057499999999996
2003-09-19,2.6057499999999996
2003-09-22,2.6057499999999996
2003-09-23,2.6057499999999996
2003-09-24,2.6057499999999996
2003-09-25,2.6057499999999996
2003-09-26,2.6057499999999996
2003-09-29,2.6057499999999996
2003-09-30,2.6057499999999996
2003-10-01,2.6057499999999996
2003-10-02,2.7011666666666665
2003-10-03,2.7011666666666665
2003-10-06,2.7011666666666665
2003-10-07,2.7011666666666665
2003-10-08,2.7011666666666665
2003-10-09,2.7011666666666665
2003-10-10,2.7011666666666665
2003-10-13,2.7011666666666665
2003-10-14,2.7011666666666665
2003-10-15,2.7011666666666665
2003-10-16,2.7011666666666665
2003-10-17,2.7011666666666665
2003-10-20,2.7011666666666665
2003-10-21,2.7011666666666665
2003-10-22,2.7011666666666665
2003-10-23,2.7011666666666665
2003-10-24,2.7011666666666665
2003-10-27,2.7011666666666665
2003-10-28,2.7011666666666665
2003-10-29,2.7011666666666665
2003-10-30,2.7011666666666665
2003-10-31,2.7011666666666665
2003-11-03,2.7011666666666665
2003-11-04,2.796583333333333
2003-11-05,2.796583333333333
2003-11-06,2.796583333333333
2003-11-07,2.796583333333333
2003-11-10,2.796583333333333
2003-11-11,2.796583333333333
2003-11-12,2.796583333333333
2003-11-13,2.796583333333333
2003-11-14,2.796583333333333
2003-11-17,2.796583333333333
2003-11-18,2.796583333333333
2003-11-19,2.796583333333333
2003-11-20,2.796583333333333
2003-11-21,2.796583333333333
2003-11-24,2.796583333333333
2003-11-25,2.796583333333333
2003-11-26,2.796583333333333
2003-11-27,2.796583333333333
2003-11-28,2.796583333333333
2003-12-01,2.796583333333333
2003-12-02,2.8920000000000003
2003-12-03,2.8920000000000003
2003-12-04,2.8920000000000003
2003-12-05,2.8920000000000003
2003-12-08,2.8920000000000003
2003-12-09,2.8920000000000003
2003-12-10,2.8920000000000003
2003-12-11,2.8920000000000003
2003-12-12,2.8920000000000003
2003-12-15,2.8920000000000003
2003-12-16,2.8920000000000003
2003-12-17,2.8920000000000003
2003-12-18,2.8920000000000003
2003-12-19,2.8920000000000003
2003-12-22,2.8920000000000003
2003-12-23,2.8920000000000003
2003-12-24,2.8920000000000003
2003-12-25,2.8920000000000003
2003-12-26,2.8920000000000003
2003-12-29,2.8920000000000003
2003-12-30,2.8920000000000003
2003-12-31,2.8920000000000003
2004-01-01,2.8920000000000003
2004-01-02,3.3713333333333315
2004-01-05,3.3713333333333315
2004-01-06,3.3713333333333315
2004-01-07,3.3713333333333315
2004-01-08,3.3713333333333315
2004-01-09,3.3713333333333315
2004-01-12,3.3713333333333315
2004-01-13,3.3713333333333315
2004-01-14,3.3713333333333315
2004-01-15,3.3713333333333315
2004-01-16,3.3713333333333315
2004-01-19,3.3713333333333315
2004-01-20,3.3713333333333315
2004-01-21,3.3713333333333315
2004-01-22,3.3713333333333315
2004-01-23,3.3713333333333315
2004-01-26,3.3713333333333315
2004-01-27,3.3713333333333315
2004-01-28,3.3713333333333315
2004-01-29,3.3713333333333315
2004-01-30,3.3713333333333315
2004-02-02,3.3713333333333315
2004-02-03,3.8506666666666667
2004-02-04,3.8506666666666667
2004-02-05,3.8506666666666667
2004-02-06,3.8506666666666667
2004-02-09,3.8506666666666667
2004-02-10,3.8506666666666667
2004-02-11,3.8506666666666667
2004-02-12,3.8506666666666667
2004-02-13,3.8506666666666667
2004-02-16,3.8506666666666667
2004-02-17,3.8506666666666667
2004-02-18,3.8506666666666667
2004-02-19,3.8506666666666667
2004-02-20,3.8506666666666667
2004-02-23,3.8506666666666667
2004-02-24,3.8506666666666667
2004-02-25,3.8506666666666667
2004-02-26,3.8506666666666667
2004-02-27,3.8506666666666667
2004-03-01,3.8506666666666667
2004-03-02,4.33
2004-03-03,4.33
2004-03-04,4.33
2004-03-05,4.33
2004-03-08,4.33
2004-03-09,4.33
2004-03-10,4.33
2004-03-11,4.33
2004-03-12,4.33
2004-03-15,4.33
2004-03-16,4.33
2004-03-17,4.33
2004-03-18,4.33
2004-03-19,4.33
2004-03-22,4.33
2004-03-23,4.33
2004-03-24,4.33
2004-03-25,4.33
2004-03-26,4.33
2004-03-29,4.33
2004-03-30,4.33
2004-03-31,4.33
2004-04-01,4.33
2004-04-02,4.809333333333333
2004-04-05,4.809333333333333
2004-04-06,4.809333333333333
2004-04-07,4.809333333333333
2004-04-08,4.809333333333333
2004-04-09,4.809333333333333
2004-04-12,4.809333333333333
2004-04-13,4.809333333333333
2004-04-14,4.809333333333333
2004-04-15,4.809333333333333
2004-04-16,4.809333333333333
2004-04-19,4.809333333333333
2004-04-20,4.809333333333333
2004-04-21,4.809333333333333
2004-04-22,4.809333333333333
2004-04-23,4.809333333333333
2004-04-26,4.809333333333333
2004-04-27,4.809333333333333
2004-04-28,4.809333333333333
2004-04-29,4.809333333333333
2004-04-30,4.809333333333333
2004-05-03,4.809333333333333
2004-05-04,5.288666666666667
2004-05-05,5.288666666666667
2004-05-06,5.288666666666667
2004-05-07,5.288666666666667
2004-05-10,5.288666666666667
2004-05-11,5.288666666666667
2004-05-12,5.288666666666667
2004-05-13,5.288666666666667
2004-05-14,5.288666666666667
2004-05-17,5.288666666666667
2004-05-18,5.288666666666667
2004-05-19,5.288666666666667
2004-05-20,5.288666666666667
2004-05-21,5.288666666666667
2004-05-24,5.288666666666667
2004-05-25,5.288666666666667
2004-05-26,5.288666666666667
2004-05-27,5.288666666666667
2004-05-28,5.288666666666667
2004-05-31,5.288666666666667
2004-06-01,5.288666666666667
2004-06-02,5.768
2004-06-03,5.768
2004-06-04,5.768
2004-06-07,5.768
2004-06-08,5.768
2004-06-09,5.768
2004-06-10,5.768
2004-06-11,5.768
2004-06-14,5.768
2004-06-15,5.768
2004-06-16,5.768
2004-06-17,5.768
2004-06-18,5.768
2004-06-21,5.768
2004-06-22,5.768
2004-06-23,5.768
2004-06-24,5.768
2004-06-25,5.768
2004-06-28,5.768
2004-06-29,5.768
2004-06-30,5.768
2004-07-01,5.768
2004-07-02,6.247333333333334
2004-07-05,6.247333333333334
2004-07-06,6.247333333333334
2004-07-07,6.247333333333334
2004-07-08,6.247333333333334
2004-07-09,6.247333333333334
2004-07-12,6.247333333333334
2004-07-13,6.247333333333334
2004-07-14,6.247333333333334
2004-07-15,6.247333333333334
2004-07-16,6.247333333333334
2004-07-19,6.247333333333334
2004-07-20,6.247333333333334
2004-07-21,6.247333333333334
2004-07-22,6.247333333333334
2004-07-23,6.247333333333334
2004-07-26,6.247333333333334
2004-07-27,6.247333333333334
2004-07-28,6.247333333333334
2004-07-29,6.247333333333334
2004-07-30,6.247333333333334
2004-08-02,6.247333333333334
2004-08-03,6.726666666666667
2004-08-04,6.726666666666667
2004-08-05,6.726666666666667
2004-08-06,6.726666666666667
2004-08-09,6.726666666666667
2004-08-10,6.726666666666667
2004-08-11,6.726666666666667
2004-08-12,6.726666666666667
2004-08-13,6.726666666666667
2004-08-16,6.726666666666667
2004-08-17,6.726666666666667
2004-08-18,6.726666666666667
2004-08-19,6.726666666666667
2004-08-20,6.726666666666667
2004-08-23,6.726666666666667
2004-08-24,6.726666666666667
2004-08-25,6.726666666666667
2004-08-26,6.726666666666667
2004-08-27,6.726666666666667
2004-08-30,6.726666666666667
2004-08-31,6.726666666666667
2004-09-01,6.726666666666667
2004-09-02,7.2059999999999995
2004-09-03,7.2059999999999995
2004-09-06,7.2059999999999995
2004-09-07,7.2059999999999995
2004-09-08,7.2059999999999995
2004-09-09,7.2059999999999995
2004-09-10,7.2059999999999995
2004-09-13,7.2059999999999995
2004-09-14,7.2059999999999995
2004-09-15,7.2059999999999995
2004-09-16,7.2059999999999995
2004-09-17,7.2059999999999995
2004-09-20,7.2059999999999995
2004-09-21,7.2059999999999995
2004-09-22,7.2059999999999995
2004-09-23,7.2059999999999995
2004-09-24,7.2059999999999995
2004-09-27,7.2059999999999995
2004-09-28,7.2059999999999995
2004-09-29,7.2059999999999995
2004-09-30,7.2059999999999995
2004-10-01,7.2059999999999995
2004-10-04,7.6853333333333325
2004-10-05,7.6853333333333325
2004-10-06,7.6853333333333325
2004-10-07,7.6853333333333325
2004-10-08,7.6853333333333325
2004-10-11,7.6853333333333325
2004-10-12,7.6853333333333325
2004-10-13,7.6853333333333325
2004-10-14,7.6853333333333325
2004-10-15,7.6853333333333325
2004-10-18,7.6853333333333325
2004-10-19,7.6853333333333325
2004-10-20,7.6853333333333325
2004-10-21,7.6853333333333325
2004-10-22,7.6853333333333325
2004-10-25,7.6853333333333325
2004-10-26,7.6853333333333325
2004-10-27,7.6853333333333325
2004-10-28,7.6853333333333325
2004-10-29,7.6853333333333325
2004-11-01,7.6853333333333325
2004-11-02,8.164666666666667
2004-11-03,8.164666666666667
2004-11-04,8.164666666666667
2004-11-05,8.164666666666667
2004-11-08,8.164666666666667
2004-11-09,8.164666666666667
2004-11-10,8.164666666666667
2004-11-11,8.164666666666667
2004-11-12,8.164666666666667
2004-11-15,8.164666666666667
2004-11-16,8.164666666666667
2004-11-17,8.164666666666667
2004-11-18,8.164666666666667
2004-11-19,8.164666666666667
2004-11-22,8.164666666666667
2004-11-23,8.164666666666667
2004-11-24,8.164666666666667
2004-11-25,8.164666666666667
2004-11-26,8.164666666666667
2004-11-29,8.164666666666667
2004-11-30,8.164666666666667
2004-12-01,8.164666666666667
2004-12-02,8.644
2004-12-03,8.644
2004-12-06,8.644
2004-12-07,8.644
2004-12-08,8.644
2004-12-09,8.644
2004-12-10,8.644
2004-12-13,8.644
2004-12-14,8.644
2004-12-15,8.644
2004-12-16,8.644
2004-12-17,8.644
2004-12-20,8.644
2004-12-21,8.644
2004-12-22,8.644
2004-12-23,8.644
2004-12-24,8.644
2004-12-27,8.644
2004-12-28,8.644
2004-12-29,8.644
2004-12-30,8.644
2004-12-31,8.644
2005-01-03,8.644
2005-01-04,8.5605
2005-01-05,8.5605
2005-01-06,8.5605
2005-01-07,8.5605
2005-01-10,8.5605
2005-01-11,8.5605
2005-01-12,8.5605
2005-01-13,8.5605
2005-01-14,8.5605
2005-01-17,8.5605
2005-01-18,8.5605
2005-01-19,8.5605
2005-01-20,8.5605
2005-01-21,8.5605
2005-01-24,8.5605
2005-01-25,8.5605
2005-01-26,8.5605
2005-01-27,8.5605
2005-01-28,8.5605
2005-01-31,8.5605
2005-02-01,8.5605
2005-02-02,8.476999999999999
2005-02-03,8.476999999999999
2005-02-04,8.476999999999999
2005-02-07,8.476999999999999
2005-02-08,8.476999999999999
2005-02-09,8.476999999999999
2005-02-10,8.476999999999999
2005-02-11,8.476999999999999
2005-02-14,8.476999999999999
2005-02-15,8.476999999999999
2005-02-16,8.476999999999999
2005-02-17,8.476999999999999
2005-02-18,8.476999999999999
2005-02-21,8.476999999999999
2005-02-22,8.476999999999999
2005-02-23,8.476999999999999
2005-02-24,8.476999999999999
2005-02-25,8.476999999999999
2005-02-28,8.476999999999999
2005-03-01,8.476999999999999
2005-03-02,8.393500000000001
2005-03-03,8.393500000000001
2005-03-04,8.393500000000001
2005-03-07,8.393500000000001
2005-03-08,8.393500000000001
2005-03-09,8.393500000000001
2005-03-10,8.393500000000001
2005-03-11,8.393500000000001
2005-03-14,8.393500000000001
2005-03-15,8.393500000000001
2005-03-16,8.393500000000001
2005-03-17,8.393500000000001
2005-03-18,8.393500000000001
2005-03-21,8.393500000000001
2005-03-22,8.393500000000001
2005-03-23,8.393500000000001
2005-03-24,8.393500000000001
2005-03-25,8.393500000000001
2005-03-28,8.393500000000001
2005-03-29,8.393500000000001
2005-03-30,8.393500000000001
2005-03-31,8.393500000000001
2005-04-01,8.393500000000001
2005-04-04,8.31
2005-04-05,8.31
2005-04-06,8.31
2005-04-07,8.31
2005-04-08,8.31
2005-04-11,8.31
2005-04-12,8.31
2005-04-13,8.31
2005-04-14,8.31
2005-04-15,8.31
2005-04-18,8.31
2005-04-19,8.31
2005-04-20,8.31
2005-04-21,8.31
2005-04-22,8.31
2005-04-25,8.31
2005-04-26,8.31
2005-04-27,8.31
2005-04-28,8.31
2005-04-29,8.31
2005-05-02,8.31
2005-05-03,8.2265
2005-05-04,8.2265
2005-05-05,8.2265
2005-05-06,8.2265
2005-05-09,8.2265
2005-05-10,8.2265
2005-05-11,8.2265
2005-05-12,8.2265
2005-05-13,8.2265
2005-05-16,8.2265
2005-05-17,8.2265
2005-05-18,8.2265
2005-05-19,8.2265
2005-05-20,8.2265
2005-05-23,8.2265
2005-05-24,8.2265
2005-05-25,8.2265
2005-05-26,8.2265
2005-05-27,8.2265
2005-05-30,8.2265
2005-05-31,8.2265
2005-06-01,8.2265
2005-06-02,8.143
2005-06-03,8.143
2005-06-06,8.143
2005-06-07,8.143
2005-06-08,8.143
2005-06-09,8.143
2005-06-10,8.143
2005-06-13,8.143
2005-06-14,8.143
2005-06-15,8.143
2005-06-16,8.143
2005-06-17,8.143
2005-06-20,8.143
2005-06-21,8.143
2005-06-22,8.143
2005-06-23,8.143
2005-06-24,8.143
2005-06-27,8.143
2005-06-28,8.143
2005-06-29,8.143
2005-06-30,8.143
2005-07-01,8.143
2005-07-04,8.0595
2005-07-05,8.0595
2005-07-06,8.0595
2005-07-07,8.0595
2005-07-08,8.0595
2005-07-11,8.0595
2005-07-12,8.0595
2005-07-13,8.0595
2005-07-14,8.0595
2005-07-15,8.0595
2005-07-18,8.0595
2005-07-19,8.0595
2005-07-20,8.0595
2005-07-21,8.0595
2005-07-22,8.0595
2005-07-25,8.0595
2005-07-26,8.0595
2005-07-27,8.0595
2005-07-28,8.0595
2005-07-29,8.0595
2005-08-01,8.0595
2005-08-02,7.976
2005-08-03,7.976
2005-08-04,7.976
2005-08-05,7.976
2005-08-08,7.976
2005-08-09,7.976
2005-08-10,7.976
2005-08-11,7.976
2005-08-12,7.976
2005-08-15,7.976
2005-08-16,7.976
2005-08-17,7.976
2005-08-18,7.976
2005-08-19,7.976
2005-08-22,7.976
2005-08-23,7.976
2005-08-24,7.976
2005-08-25,7.976
2005-08-26,7.976
2005-08-29,7.976
2005-08-30,7.976
2005-08-31,7.976
2005-09-01,7.976
2005-09-02,7.892499999999998
2005-09-05,7.892499999999998
2005-09-06,7.892499999999998
2005-09-07,7.892499999999998
2005-09-08,7.892499999999998
2005-09-09,7.892499999999998
2005-09-12,7.892499999999998
2005-09-13,7.892499999999998
2005-09-14,7.892499999999998
2005-09-15,7.892499999999998
2005-09-16,7.892499999999998
2005-09-19,7.892499999999998
2005-09-20,7.892499999999998
2005-09-21,7.892499999999998
2005-09-22,7.892499999999998
2005-09-23,7.892499999999998
2005-09-26,7.892499999999998
2005-09-27,7.892499999999998
2005-09-28,7.892499999999998
2005-09-29,7.892499999999998
2005-09-30,7.892499999999998
2005-10-03,7.892499999999998
2005-10-04,7.808999999999999
2005-10-05,7.808999999999999
2005-10-06,7.808999999999999
2005-10-07,7.808999999999999
2005-10-10,7.808999999999999
2005-10-11,7.808999999999999
2005-10-12,7.808999999999999
2005-10-13,7.808999999999999
2005-10-14,7.808999999999999
2005-10-17,7.808999999999999
2005-10-18,7.808999999999999
2005-10-19,7.808999999999999
2005-10-20,7.808999999999999
2005-10-21,7.808999999999999
2005-10-24,7.808999999999999
2005-10-25,7.808999999999999
2005-10-26,7.808999999999999
2005-10-27,7.808999999999999
2005-10-28,7.808999999999999
2005-10-31,7.808999999999999
2005-11-01,7.808999999999999
2005-11-02,7.7255
2005-11-03,7.7255
2005-11-04,7.7255
2005-11-07,7.7255
2005-11-08,7.7255
2005-11-09,7.7255
2005-11-10,7.7255
2005-11-11,7.7255
2005-11-14,7.7255
2005-11-15,7.7255
2005-11-16,7.7255
2005-11-17,7.7255
2005-11-18,7.7255
2005-11-21,7.7255
2005-11-22,7.7255
2005-11-23,7.7255
2005-11-24,7.7255
2005-11-25,7.7255
2005-11-28,7.7255
2005-11-29,7.7255
2005-11-30,7.7255
2005-12-01,7.7255
2005-12-02,7.642
2005-12-05,7.642
2005-12-06,7.642
2005-12-07,7.642
2005-12-08,7.642
2005-12-09,7.642
2005-12-12,7.642
2005-12-13,7.642
2005-12-14,7.642
2005-12-15,7.642
2005-12-16,7.642
2005-12-19,7.642
2005-12-20,7.642
2005-12-21,7.642
2005-12-22,7.642
2005-12-23,7.642
2005-12-26,7.642
2005-12-27,7.642
2005-12-28,7.642
2005-12-29,7.642
2005-12-30,7.642
2006-01-02,7.642
2006-01-03,7.370500000000002
2006-01-04,7.370500000000002
2006-01-05,7.370500000000002
2006-01-06,7.370500000000002
2006-01-09,7.370500000000002
2006-01-10,7.370500000000002
2006-01-11,7.370500000000002
2006-01-12,7.370500000000002
2006-01-13,7.370500000000002
2006-01-16,7.370500000000002
2006-01-17,7.370500000000002
2006-01-18,7.370500000000002
2006-01-19,7.370500000000002
2006-01-20,7.370500000000002
2006-01-23,7.370500000000002
2006-01-24,7.370500000000002
2006-01-25,7.370500000000002
2006-01-26,7.370500000000002
2006-01-27,7.370500000000002
2006-01-30,7.370500000000002
2006-01-31,7.370500000000002
2006-02-01,7.370500000000002
2006-02-02,7.099000000000001
2006-02-03,7.099000000000001
2006-02-06,7.099000000000001
2006-02-07,7.099000000000001
2006-02-08,7.099000000000001
2006-02-09,7.099000000000001
2006-02-10,7.099000000000001
2006-02-13,7.099000000000001
2006-02-14,7.099000000000001
2006-02-15,7.099000000000001
2006-02-16,7.099000000000001
2006-02-17,7.099000000000001
2006-02-20,7.099000000000001
2006-02-21,7.099000000000001
2006-02-22,7.099000000000001
2006-02-23,7.099000000000001
2006-02-24,7.099000000000001
2006-02-27,7.099000000000001
2006-02-28,7.099000000000001
2006-03-01,7.099000000000001
2006-03-02,6.827500000000001
2006-03-03,6.827500000000001
2006-03-06,6.827500000000001
2006-03-07,6.827500000000001
2006-03-08,6.827500000000001
2006-03-09,6.827500000000001
2006-03-10,6.827500000000001
2006-03-13,6.827500000000001
2006-03-14,6.827500000000001
2006-03-15,6.827500000000001
2006-03-16,6.827500000000001
2006-03-17,6.827500000000001
2006-03-20,6.827500000000001
2006-03-21,6.827500000000001
2006-03-22,6.827500000000001
2006-03-23,6.827500000000001
2006-03-24,6.827500000000001
2006-03-27,6.827500000000001
2006-03-28,6.827500000000001
2006-03-29,6.827500000000001
2006-03-30,6.827500000000001
2006-03-31,6.827500000000001
2006-04-03,6.827500000000001
2006-04-04,6.555999999999999
2006-04-05,6.555999999999999
2006-04-06,6.555999999999999
2006-04-07,6.555999999999999
2006-04-10,6.555999999999999
2006-04-11,6.555999999999999
2006-04-12,6.555999999999999
2006-04-13,6.555999999999999
2006-04-14,6.555999999999999
2006-04-17,6.555999999999999
2006-04-18,6.555999999999999
2006-04-19,6.555999999999999
2006-04-20,12.209
2006-04-21,12.209
2006-04-24,12.209
2006-04-25,12.209
2006-04-26,12.209
2006-04-27,12.209
2006-04-28,12.209
2006-05-01,12.209
2006-05-02,12.44325
2006-05-03,12.44325
2006-05-04,12.44325
2006-05-05,12.44325
2006-05-08,12.44325
2006-05-09,12.44325
2006-05-10,12.44325
2006-05-11,12.44325
2006-05-12,12.44325
2006-05-15,12.44325
2006-05-16,12.44325
2006-05-17,12.44325
2006-05-18,12.44325
2006-05-19,12.44325
2006-05-22,12.44325
2006-05-23,12.44325
2006-05-24,12.44325
2006-05-25,12.44325
2006-05-26,12.44325
2006-05-29,12.44325
2006-05-30,12.44325
2006-05-31,12.44325
2006-06-01,12.44325
2006-06-02,12.677499999999997
2006-06-05,12.677499999999997
2006-06-06,12.677499999999997
2006-06-07,12.677499999999997
2006-06-08,12.677499999999997
2006-06-09,12.677499999999997
2006-06-12,12.677499999999997
2006-06-13,12.677499999999997
2006-06-14,12.677499999999997
2006-06-15,12.677499999999997
2006-06-16,12.677499999999997
2006-06-19,12.677499999999997
2006-06-20,12.677499999999997
2006-06-21,12.677499999999997
2006-06-22,12.677499999999997
2006-06-23,12.677499999999997
2006-06-26,12.677499999999997
2006-06-27,12.677499999999997
2006-06-28,12.677499999999997
2006-06-29,12.677499999999997
2006-06-30,12.677499999999997
2006-07-03,12.677499999999997
2006-07-04,12.91175
2006-07-05,12.91175
2006-07-06,12.91175
2006-07-07,12.91175
2006-07-10,12.91175
2006-07-11,12.91175
2006-07-12,12.91175
2006-07-13,12.91175
2006-07-14,12.91175
2006-07-17,12.91175
2006-07-18,12.91175
2006-07-19,12.91175
2006-07-20,12.91175
2006-07-21,12.91175
2006-07-24,12.91175
2006-07-25,12.91175
2006-07-26,12.91175
2006-07-27,12.91175
2006-07-28,12.91175
2006-07-31,12.91175
2006-08-01,12.91175
2006-08-02,13.146000000000003
2006-08-03,13.146000000000003
2006-08-04,13.146000000000003
2006-08-07,13.146000000000003
2006-08-08,13.146000000000003
2006-08-09,13.146000000000003
2006-08-10,13.146000000000003
2006-08-11,13.146000000000003
2006-08-14,13.146000000000003
2006-08-15,13.146000000000003
2006-08-16,13.146000000000003
2006-08-17,13.146000000000003
2006-08-18,13.146000000000003
2006-08-21,13.146000000000003
2006-08-22,13.146000000000003
2006-08-23,13.146000000000003
2006-08-24,13.146000000000003
2006-08-25,13.146000000000003
2006-08-28,13.146000000000003
2006-08-29,13.146000000000003
2006-08-30,13.146000000000003
2006-08-31,13.146000000000003
2006-09-01,13.146000000000003
2006-09-04,13.380249999999998
2006-09-05,13.380249999999998
2006-09-06,13.380249999999998
2006-09-07,13.380249999999998
2006-09-08,13.380249999999998
2006-09-11,13.380249999999998
2006-09-12,13.380249999999998
2006-09-13,13.380249999999998
2006-09-14,13.380249999999998
2006-09-15,9.25
2006-09-18,9.25
2006-09-19,9.25
2006-09-20,9.25
2006-09-21,9.25
2006-09-22,9.25
2006-09-25,9.25
2006-09-26,9.25
2006-09-27,9.25
2006-09-28,9.25
2006-09-29,9.25
2006-10-02,9.25
2006-10-03,9.166666666666668
2006-10-04,9.166666666666668
2006-10-05,9.166666666666668
2006-10-06,9.166666666666668
2006-10-09,9.166666666666668
2006-10-10,9.166666666666668
2006-10-11,9.166666666666668
2006-10-12,9.166666666666668
2006-10-13,9.166666666666668
2006-10-16,9.166666666666668
2006-10-17,9.166666666666668
2006-10-18,9.166666666666668
2006-10-19,9.166666666666668
2006-10-20,9.166666666666668
2006-10-23,9.166666666666668
2006-10-24,9.166666666666668
2006-10-25,9.166666666666668
2006-10-26,9.166666666666668
2006-10-27,9.166666666666668
2006-10-30,9.166666666666668
2006-10-31,9.166666666666668
2006-11-01,9.166666666666668
2006-11-02,9.083333333333332
2006-11-03,9.083333333333332
2006-11-06,9.083333333333332
2006-11-07,9.083333333333332
2006-11-08,9.083333333333332
2006-11-09,9.083333333333332
2006-11-10,9.083333333333332
2006-11-13,9.083333333333332
2006-11-14,9.083333333333332
2006-11-15,9.083333333333332
2006-11-16,9.083333333333332
2006-11-17,9.083333333333332
2006-11-20,9.083333333333332
2006-11-21,9.083333333333332
2006-11-22,9.083333333333332
2006-11-23,9.083333333333332
2006-11-24,9.083333333333332
2006-11-27,9.083333333333332
2006-11-28,9.083333333333332
2006-11-29,9.083333333333332
2006-11-30,9.083333333333332
2006-12-01,9.083333333333332
2006-12-04,9.0
2006-12-05,9.0
2006-12-06,9.0
2006-12-07,9.0
2006-12-08,9.0
2006-12-11,9.0
2006-12-12,9.0
2006-12-13,9.0
2006-12-14,9.0
2006-12-15,9.0
2006-12-18,9.0
2006-12-19,9.0
2006-12-20,9.0
2006-12-21,9.0
2006-12-22,9.0
2006-12-25,9.0
2006-12-26,9.0
2006-12-27,9.0
2006-12-28,9.0
2006-12-29,9.0
2007-01-01,9.0
2007-01-02,9.0
2007-01-03,9.0
2007-01-04,9.0
2007-01-05,9.0
2007-01-08,9.0
2007-01-09,9.0
2007-01-10,9.0
2007-01-11,9.0
2007-01-12,9.0
2007-01-15,9.0
2007-01-16,9.0
2007-01-17,9.0
2007-01-18,9.0
2007-01-19,9.0
2007-01-22,9.0
2007-01-23,9.0
2007-01-24,9.0
2007-01-25,9.0
2007-01-26,9.0
2007-01-29,9.0
2007-01-30,9.0
2007-01-31,9.0
2007-02-01,9.0
2007-02-02,9.0
2007-02-05,9.0
2007-02-06,9.0
2007-02-07,9.0
2007-02-08,9.0
2007-02-09,9.0
2007-02-12,9.0
2007-02-13,9.0
2007-02-14,9.0
2007-02-15,9.0
2007-02-16,9.0
2007-02-19,9.0
2007-02-20,9.0
2007-02-21,9.0
2007-02-22,9.0
2007-02-23,9.0
2007-02-26,9.0
2007-02-27,9.0
2007-02-28,9.0
2007-03-01,9.0
2007-03-02,9.0
2007-03-05,9.0
2007-03-06,9.0
2007-03-07,9.0
2007-03-08,9.0
2007-03-09,9.0
2007-03-12,9.0
2007-03-13,9.0
2007-03-14,9.0
2007-03-15,9.0
2007-03-16,9.0
2007-03-19,9.0
2007-03-20,9.0
2007-03-21,9.0
2007-03-22,9.0
2007-03-23,9.0
2007-03-26,9.0
2007-03-27,9.0
2007-03-28,9.0
2007-03-29,9.0
2007-03-30,9.0
2007-04-02,9.0
2007-04-03,9.0
2007-04-04,9.0
2007-04-05,9.0
2007-04-06,9.0
2007-04-09,9.0
2007-04-10,9.0
2007-04-11,9.0
2007-04-12,9.0
2007-04-13,9.0
2007-04-16,9.0
2007-04-17,9.0
2007-04-18,9.0
2007-04-19,9.0
2007-04-20,9.0
2007-04-23,9.0
2007-04-24,9.0
2007-04-25,9.0
2007-04-26,9.0
2007-04-27,9.0
2007-04-30,9.0
2007-05-01,9.0
2007-05-02,9.15
2007-05-03,9.15
2007-05-04,9.15
2007-05-07,9.15
2007-05-08,9.15
2007-05-09,9.15
2007-05-10,9.15
2007-05-11,9.15
2007-05-14,9.15
2007-05-15,9.15
2007-05-16,9.15
2007-05-17,9.15
2007-05-18,9.15
2007-05-21,9.15
2007-05-22,9.15
2007-05-23,9.15
2007-05-24,9.15
2007-05-25,9.15
2007-05-28,9.15
2007-05-29,9.15
2007-05-30,9.15
2007-05-31,9.15
2007-06-01,9.15
2007-06-04,9.3
2007-06-05,9.3
2007-06-06,9.3
2007-06-07,9.3
2007-06-08,9.3
2007-06-11,9.3
2007-06-12,9.3
2007-06-13,9.3
2007-06-14,9.3
2007-06-15,9.3
2007-06-18,9.3
2007-06-19,9.3
2007-06-20,9.3
2007-06-21,9.3
2007-06-22,9.3
2007-06-25,9.3
2007-06-26,9.3
2007-06-27,9.3
2007-06-28,9.3
2007-06-29,9.3
2007-07-02,9.3
2007-07-03,9.45
2007-07-04,9.45
2007-07-05,9.45
2007-07-06,9.45
2007-07-09,9.45
2007-07-10,9.45
2007-07-11,9.45
2007-07-12,9.45
2007-07-13,9.45
2007-07-16,9.45
2007-07-17,9.45
2007-07-18,9.45
2007-07-19,9.45
2007-07-20,9.45
2007-07-23,9.45
2007-07-24,9.45
2007-07-25,9.45
2007-07-26,9.45
2007-07-27,9.45
2007-07-30,9.45
2007-07-31,9.45
2007-08-01,9.45
2007-08-02,9.599999999999998
2007-08-03,9.599999999999998
2007-08-06,9.599999999999998
2007-08-07,9.599999999999998
2007-08-08,9.599999999999998
2007-08-09,9.599999999999998
2007-08-10,9.599999999999998
2007-08-13,9.599999999999998
2007-08-14,9.599999999999998
2007-08-15,9.599999999999998
2007-08-16,9.599999999999998
2007-08-17,9.599999999999998
2007-08-20,9.599999999999998
2007-08-21,9.599999999999998
2007-08-22,9.599999999999998
2007-08-23,9.599999999999998
2007-08-24,9.599999999999998
2007-08-27,9.599999999999998
2007-08-28,9.599999999999998
2007-08-29,9.599999999999998
2007-08-30,9.599999999999998
2007-08-31,9.599999999999998
2007-09-03,9.599999999999998
2007-09-04,9.749999999999998
2007-09-05,9.749999999999998
2007-09-06,9.749999999999998
2007-09-07,9.749999999999998
2007-09-10,9.749999999999998
2007-09-11,9.749999999999998
2007-09-12,9.749999999999998
