,Spot_Incl_Signals
2000-05-01,100.92781210091107
2000-05-02,100.96147149417236
2000-05-03,101.15476612516642
2000-05-04,101.16107428922534
2000-05-05,101.28234780382905
2000-05-08,101.10682587598342
2000-05-09,101.24223636159977
2000-05-10,101.35571057771766
2000-05-11,101.66351906280379
2000-05-12,101.84249200571594
2000-05-15,101.93905654773668
2000-05-16,101.82582226213351
2000-05-17,101.96122730681068
2000-05-18,102.0527986197072
2000-05-19,102.18079881943719
2000-05-22,102.22562426416553
2000-05-23,102.25856485315714
2000-05-24,102.36522909701897
2000-05-25,102.26836388365004
2000-05-26,102.3408517189386
2000-05-29,102.28773323429647
2000-05-30,102.24610700674538
2000-05-31,102.1690775367649
2000-06-01,102.03325550309616
2000-06-02,101.8861568392253
2000-06-05,101.9812511318189
2000-06-06,102.18047812420645
2000-06-07,102.21545117767721
2000-06-08,102.19586963974265
2000-06-09,102.1393145579218
2000-06-12,102.08229092646825
2000-06-13,102.0901738304351
2000-06-14,102.0285864888435
2000-06-15,102.08586276101876
2000-06-16,102.18119281139442
2000-06-19,102.1025141043362
2000-06-20,102.04508701387965
2000-06-21,102.05264277071677
2000-06-22,102.11578920073725
2000-06-23,102.20533545089465
2000-06-26,102.24148479196761
2000-06-27,102.22984438644613
2000-06-28,102.16963829996877
2000-06-29,102.15902538781594
2000-06-30,102.12302831724908
2000-07-03,102.32553281975241
2000-07-04,102.317969914165
2000-07-05,102.62544503682
2000-07-06,102.59374561649213
2000-07-07,102.67715749368165
2000-07-10,102.65443002803985
2000-07-11,102.73740528507122
2000-07-12,102.76384916119551
2000-07-13,102.74494102104417
2000-07-14,102.79116093547078
2000-07-17,102.84069895955706
2000-07-18,102.72332140158255
2000-07-19,102.54915993310095
2000-07-20,102.47163462165109
2000-07-21,102.46445197464512
2000-07-24,102.54262029063658
2000-07-25,102.58068768052597
2000-07-26,102.61253444130041
2000-07-27,102.6096312699363
2000-07-28,102.68737582644289
2000-07-31,102.68125472119922
2000-08-01,102.64431644512858
2000-08-02,102.56972238565537
2000-08-03,102.55835118884235
2000-08-04,102.52947237338401
2000-08-07,102.61060492345597
2000-08-08,102.60498553731946
2000-08-09,102.592605074612
2000-08-10,102.54358518424324
2000-08-11,102.54720413335878
2000-08-14,102.51971000186228
2000-08-15,102.4941440038115
2000-08-16,102.46344964810133
2000-08-17,102.46742686007953
2000-08-18,102.44332613474475
2000-08-21,102.50844872730006
2000-08-22,102.49098693602241
2000-08-23,102.55804283229386
2000-08-24,102.55332527163438
2000-08-25,102.53836365864993
2000-08-28,102.56408179122135
2000-08-29,102.54390857395215
2000-08-30,102.49642914726182
2000-08-31,102.48006524451083
2000-09-01,102.41537834002918
2000-09-04,102.40333710058776
2000-09-05,102.5192178555237
2000-09-06,102.6153689675656
2000-09-07,102.5645200048306
2000-09-08,102.62675166513993
2000-09-11,102.649765131035
2000-09-12,102.77757417595004
2000-09-13,102.8876243680048
2000-09-14,102.71094196931494
2000-09-15,102.83938488254087
2000-09-18,102.89657002198041
2000-09-19,102.92496481885647
2000-09-20,102.94844393608616
2000-09-21,102.87841051915568
2000-09-22,102.89257664129904
2000-09-25,102.90249160327407
2000-09-26,102.75145085394266
2000-09-27,103.03166609627951
2000-09-28,103.07817672029967
2000-09-29,103.06782547344362
2000-10-02,103.09632854978152
2000-10-03,103.13229368575183
2000-10-04,103.1794262190904
2000-10-05,103.08841663479562
2000-10-06,103.08812744827212
2000-10-09,103.09108603973105
2000-10-10,103.09312167709962
2000-10-11,103.08322796448617
2000-10-12,103.34397896792638
2000-10-13,103.34401405229828
2000-10-16,103.34134391750621
2000-10-17,103.36092162706564
2000-10-18,103.45507544366966
2000-10-19,103.37457244007511
2000-10-20,103.49411606024994
2000-10-23,103.52772324602748
2000-10-24,103.43009316263222
2000-10-25,103.54768553744671
2000-10-26,103.59834092927784
2000-10-27,103.59308394835769
2000-10-30,103.76529231940529
2000-10-31,103.65124398549288
2000-11-01,103.50997868074035
2000-11-02,103.51833579513848
2000-11-03,103.43462746906735
2000-11-06,103.46306122412712
2000-11-07,103.43774636527424
2000-11-08,103.34434845348413
2000-11-09,103.44291650187144
2000-11-10,103.36141119398131
2000-11-13,103.36717977001749
2000-11-14,103.42463153716665
2000-11-15,103.43487482204954
2000-11-16,103.4551552125171
2000-11-17,103.50901210662708
2000-11-20,103.55413435757892
2000-11-21,103.6602616631865
2000-11-22,103.61567084790867
2000-11-23,103.5875037566343
2000-11-24,103.63215038453949
2000-11-27,103.57568817439243
2000-11-28,103.5163704217236
2000-11-29,103.59031191498272
2000-11-30,103.64488815408454
2000-12-01,103.67478809793411
2000-12-04,103.76548774478125
2000-12-05,103.51147552135293
2000-12-06,103.64974361061715
2000-12-07,103.67905085123701
2000-12-08,103.65382678948653
2000-12-11,103.48564455624668
2000-12-12,103.59027218923617
2000-12-13,103.5401677043526
2000-12-14,103.5454530296007
2000-12-15,103.50688395338257
2000-12-18,103.5403890210577
2000-12-19,103.57426823517726
2000-12-20,103.61165355423775
2000-12-21,103.65215128746735
2000-12-22,103.72534807645594
2000-12-25,103.7125602310204
2000-12-26,103.71674777939751
2000-12-27,103.65009777856434
2000-12-28,103.64505925167538
2000-12-29,103.67531063982699
2001-01-01,103.72398733773277
2001-01-02,103.7371646669914
2001-01-03,103.76103392534247
2001-01-04,103.90933406843541
2001-01-05,103.96687375967228
2001-01-08,103.86153832268701
2001-01-09,103.81071936523975
2001-01-10,103.92074431802168
2001-01-11,104.12602763560076
2001-01-12,104.10486999443991
2001-01-15,104.0380288347687
2001-01-16,104.03340981885178
2001-01-17,104.07335057522363
2001-01-18,104.04462924736777
2001-01-19,104.06107026867225
2001-01-22,104.00707897749524
2001-01-23,104.00359171873471
2001-01-24,104.20203517057618
2001-01-25,104.09348184584682
2001-01-26,104.07260994366617
2001-01-29,104.06018711938029
2001-01-30,104.04446894637607
2001-01-31,104.09056428684484
2001-02-01,104.10976084494078
2001-02-02,104.15059785750816
2001-02-05,104.11399204392116
2001-02-06,104.26114954732971
2001-02-07,104.24298628936137
2001-02-08,104.25600770927093
2001-02-09,104.26967300199105
2001-02-12,104.40887046395716
2001-02-13,104.41089065047909
2001-02-14,104.3754505700083
2001-02-15,104.46714659311712
2001-02-16,104.35546647659041
2001-02-19,104.33277809993002
2001-02-20,104.50396384148324
2001-02-21,104.44827364076056
2001-02-22,106.46610089340223
2001-02-23,107.39769167716936
2001-02-26,107.19610914604294
2001-02-27,107.01174395735377
2001-02-28,106.89417617656443
2001-03-01,106.70274968919772
2001-03-02,106.86948006985598
2001-03-05,106.47082685231517
2001-03-06,106.33045449838212
2001-03-07,106.75484449870804
2001-03-08,106.57194386615859
2001-03-09,106.7043135835112
2001-03-12,106.9619096341544
2001-03-13,106.81653296151205
2001-03-14,107.0528806970684
2001-03-15,107.07931307175589
2001-03-16,107.14699893096935
2001-03-19,107.2439214608012
2001-03-20,107.23891096447437
2001-03-21,107.20064618511826
2001-03-22,107.2917886119766
2001-03-23,107.22023352969534
2001-03-26,107.23181602649345
2001-03-27,107.33551312616912
2001-03-28,107.32412903777907
2001-03-29,107.49578917835123
2001-03-30,107.7932856490697
2001-04-02,108.23214721319245
2001-04-03,109.14368803760892
2001-04-04,109.10396770712673
2001-04-05,109.04980040151779
2001-04-06,109.12444423003011
2001-04-09,109.45143363001597
2001-04-10,109.57593687658243
2001-04-11,109.2346371455019
2001-04-12,109.32428409618615
2001-04-13,109.10353150600706
2001-04-16,108.82648794261331
2001-04-17,109.26141417604605
2001-04-18,109.29232992644978
2001-04-19,109.45439336225714
2001-04-20,109.66990993084433
2001-04-23,109.73844246116796
2001-04-24,109.78594473127637
2001-04-25,109.78676326442407
2001-04-26,109.85396360590182
2001-04-27,110.23232614239694
2001-04-30,110.12557741096343
2001-05-01,109.83920286993015
2001-05-02,109.70678858357742
2001-05-03,109.74515720373465
2001-05-04,109.91423684066542
2001-05-07,109.89875678628911
2001-05-08,109.77944142688096
2001-05-09,109.63919707642134
2001-05-10,109.70863962282425
2001-05-11,109.6863668945931
2001-05-14,109.71890613403275
2001-05-15,109.73772523897107
2001-05-16,109.892648255421
2001-05-17,109.95602131765297
2001-05-18,110.00866963572365
2001-05-21,110.07581903076765
2001-05-22,110.16367586332976
2001-05-23,110.22898353706088
2001-05-24,110.18809036890453
2001-05-25,110.1924583093451
2001-05-28,110.1167499394723
2001-05-29,109.82054816761959
2001-05-30,109.76786281964141
2001-05-31,109.73180522995348
2001-06-01,109.73806251910138
2001-06-04,109.76426674221298
2001-06-05,109.7415867213534
2001-06-06,109.71963742553726
2001-06-07,109.7126601763078
2001-06-08,109.70067993064686
2001-06-11,109.67365307777621
2001-06-12,109.61108573739527
2001-06-13,109.67532615087482
2001-06-14,109.6129557407666
2001-06-15,109.61085006206909
2001-06-18,109.56525476006685
2001-06-19,109.58639106862572
2001-06-20,109.52206910917612
2001-06-21,109.56781724358856
2001-06-22,109.5455104708728
2001-06-25,109.57460603888408
2001-06-26,109.46310201621878
2001-06-27,109.54910484620784
2001-06-28,109.42762315341191
2001-06-29,109.29256401150843
2001-07-02,109.2467436611822
2001-07-03,109.15109209569361
2001-07-04,108.97085850753281
2001-07-05,108.88408927335217
2001-07-06,108.49349827390019
2001-07-09,108.46103952903032
2001-07-10,108.5283396770814
2001-07-11,108.53688660431779
2001-07-12,108.56744465146723
2001-07-13,108.55299369689676
2001-07-16,108.47207051002476
2001-07-17,108.45749581569996
2001-07-18,108.46043228604255
2001-07-19,108.46567226108459
2001-07-20,108.42637374813633
2001-07-23,108.2983127298368
2001-07-24,108.12890500645214
2001-07-25,108.09098169224998
2001-07-26,108.00432173595667
2001-07-27,108.12505260510844
2001-07-30,108.24491510282223
2001-07-31,108.12850669832443
2001-08-01,107.91932732798398
2001-08-02,107.96478674326387
2001-08-03,107.96457917232662
2001-08-06,107.93868196939056
2001-08-07,107.9348539051652
2001-08-08,107.9257156683169
2001-08-09,107.9547084467356
2001-08-10,107.94506143198993
2001-08-13,108.22428689655172
2001-08-14,108.24460902546942
2001-08-15,108.18975590416359
2001-08-16,108.43761005452973
2001-08-17,108.38091520978504
2001-08-20,108.29328126665399
2001-08-21,108.40550127327063
2001-08-22,108.49206599274581
2001-08-23,108.3968102011052
2001-08-24,108.49616824533331
2001-08-27,108.4629638957367
2001-08-28,108.5044550060159
2001-08-29,108.43704682853497
2001-08-30,108.34203178659588
2001-08-31,108.42195436944708
2001-09-03,108.38287544609621
2001-09-04,108.30783575094432
2001-09-05,108.32411102543001
2001-09-06,108.40377527772483
2001-09-07,108.23220896212553
2001-09-10,108.24997287496207
2001-09-11,107.92019325057574
2001-09-12,107.98936120010761
2001-09-13,107.98367722999623
2001-09-14,107.95474338367751
2001-09-17,108.22749769383753
2001-09-18,108.39259118350041
2001-09-19,108.36204826082727
2001-09-20,108.47534554360419
2001-09-21,108.44933163424538
2001-09-24,108.47013975268128
2001-09-25,108.55333725965318
2001-09-26,108.57218688113346
2001-09-27,108.6689186204146
2001-09-28,108.7204014256324
2001-10-01,108.96953879983715
2001-10-02,108.99622300049217
2001-10-03,109.04987843069355
2001-10-04,108.83452427868819
2001-10-05,108.9431633436118
2001-10-08,109.08138150071608
2001-10-09,109.09400092178754
2001-10-10,109.08029295435121
2001-10-11,109.07562143333463
2001-10-12,108.97136572743612
2001-10-15,109.12561320055107
2001-10-16,109.3943704483231
2001-10-17,109.34365523860674
2001-10-18,109.28036952198796
2001-10-19,109.35236980214782
2001-10-22,109.59598414872862
2001-10-23,109.60585709485916
2001-10-24,109.44641681531932
2001-10-25,109.49279755103935
2001-10-26,109.57808988969218
2001-10-29,109.42382136683382
2001-10-30,109.5317897575699
2001-10-31,109.7929805047609
2001-11-01,109.90362278063506
2001-11-02,109.98557075509639
2001-11-05,110.2943902727632
2001-11-06,110.1958009239139
2001-11-07,110.20257171599151
2001-11-08,110.33768483636108
2001-11-09,110.22473801614201
2001-11-12,110.24236648018062
2001-11-13,110.54564262544949
2001-11-14,110.5154819815116
2001-11-15,110.53300106707351
2001-11-16,110.57001674221051
2001-11-19,111.00773417655772
2001-11-20,110.86167459128649
2001-11-21,110.95862815769044
2001-11-22,110.98219622622143
2001-11-23,111.05583377289784
2001-11-26,111.26298616752251
2001-11-27,111.21357946300436
2001-11-28,111.0485591545015
2001-11-29,111.02019263829457
2001-11-30,111.16865355226446
2001-12-03,111.47411707609618
2001-12-04,111.58978887894199
2001-12-05,112.06749034758414
2001-12-06,111.8947018627831
2001-12-07,111.98960531978868
2001-12-10,112.25817666637934
2001-12-11,112.35761234807998
2001-12-12,112.39622391104163
2001-12-13,112.63826774462122
2001-12-14,112.83806103635294
2001-12-17,112.88670067384813
2001-12-18,113.08671296510883
2001-12-19,113.17292217625508
2001-12-20,113.52115053517588
2001-12-21,112.92784205339062
2001-12-24,112.89392673106084
2001-12-25,112.90603341370851
2001-12-26,112.79576369435893
2001-12-27,112.81895489413321
2001-12-28,112.85240582780847
2001-12-31,112.87618189591177
2002-01-01,112.8704881621775
2002-01-02,112.96726995613315
2002-01-03,113.05155825536369
2002-01-04,112.94813773771595
2002-01-07,112.67042458722871
2002-01-08,112.49353447766
2002-01-09,112.36186963910015
2002-01-10,112.22009507315744
2002-01-11,112.12329041902862
2002-01-14,112.44073110241784
2002-01-15,112.34252827291715
2002-01-16,112.38796076680687
2002-01-17,112.41910032633571
2002-01-18,112.52157005041316
2002-01-21,112.63800601563725
2002-01-22,112.56363757729797
2002-01-23,112.4232691571788
2002-01-24,112.54088243187266
2002-01-25,112.63380269597413
2002-01-28,112.5761859776146
2002-01-29,112.60042810737892
2002-01-30,112.59380973476065
2002-01-31,112.6652621579008
2002-02-01,112.58579486728853
2002-02-04,112.55907309597308
2002-02-05,112.60348765626567
2002-02-06,112.62292737900744
2002-02-07,112.52150923297359
2002-02-08,112.284814493419
2002-02-11,112.2641528062131
2002-02-12,112.2801741274092
2002-02-13,112.26028004639777
2002-02-14,112.13093828111626
2002-02-15,111.7910884309554
2002-02-18,111.85691745040671
2002-02-19,111.25874912880758
2002-02-20,111.17739742676505
2002-02-21,111.31559328936824
2002-02-22,111.32718281695881
2002-02-25,111.37059929378877
2002-02-26,111.52980990794875
2002-02-27,111.58328880987062
2002-02-28,111.51682591020472
2002-03-01,111.67562802501926
2002-03-04,111.95067763830606
2002-03-05,111.8399773393059
2002-03-06,111.78721332134829
2002-03-07,111.50565216329733
2002-03-08,111.69220486053237
2002-03-11,111.74511546211286
2002-03-12,111.83526709503687
2002-03-13,111.83668498187039
2002-03-14,111.90934058613098
2002-03-15,111.84832898272286
2002-03-18,111.78695868070548
2002-03-19,111.78169884107541
2002-03-20,111.81508208636296
2002-03-21,111.78619324492463
2002-03-22,111.72345273395983
2002-03-25,111.64806065537942
2002-03-26,111.70531612112602
2002-03-27,111.8308268875909
2002-03-28,111.87270236426144
2002-03-29,111.8092857517757
2002-04-01,111.93623212484394
2002-04-02,112.07014323371473
2002-04-03,112.09793438443113
2002-04-04,112.10123946309562
2002-04-05,112.48223499569072
2002-04-08,112.36808808091475
2002-04-09,112.4449696747324
2002-04-10,112.67072502467559
2002-04-11,112.45006940343185
2002-04-12,112.23832209103595
2002-04-15,111.94916209364423
2002-04-16,112.39270545582826
2002-04-17,112.27790749973627
2002-04-18,112.27378818677036
2002-04-19,112.28359197066776
2002-04-22,112.19983356349259
2002-04-23,112.20081901241508
2002-04-24,112.21671780483705
2002-04-25,112.21449400133298
2002-04-26,112.37123850677156
2002-04-29,112.385293470827
2002-04-30,112.36131629223806
2002-05-01,112.3998567630026
2002-05-02,112.4752127726927
2002-05-03,112.56785283750932
2002-05-06,112.57734295065461
2002-05-07,112.72834235777317
2002-05-08,112.68311717672974
2002-05-09,112.62606209931486
2002-05-10,112.74237015880556
2002-05-13,112.78796535903257
2002-05-14,112.76149003959287
2002-05-15,112.73738625288654
2002-05-16,112.82072108107836
2002-05-17,112.90628812188521
2002-05-20,112.8934687639886
2002-05-21,112.79627999539888
2002-05-22,112.671152869711
2002-05-23,112.63962654761285
2002-05-24,112.71706126338954
2002-05-27,112.61216825791979
2002-05-28,112.63952799364398
2002-05-29,112.69729875028989
2002-05-30,112.748823897433
2002-05-31,112.66672852103487
2002-06-03,112.67037431673408
2002-06-04,112.78084632378176
2002-06-05,112.61676525500854
2002-06-06,112.73802854866844
2002-06-07,112.66598317918559
2002-06-10,112.57804937295053
2002-06-11,112.55708602539605
2002-06-12,112.46567049498401
2002-06-13,112.42148698792587
2002-06-14,112.37384790984899
2002-06-17,112.41222500161855
2002-06-18,112.40295157707182
2002-06-19,112.37866729305462
2002-06-20,112.08848510948897
2002-06-21,111.94244486338208
2002-06-24,111.95188216184881
2002-06-25,111.96484299378878
2002-06-26,111.97465877773149
2002-06-27,111.97115572593577
2002-06-28,111.95451961364923
2002-07-01,111.96580553745657
2002-07-02,111.98601236923065
2002-07-03,112.06715423235481
2002-07-04,112.09607103724223
2002-07-05,112.14198326037446
2002-07-08,112.30893923347533
2002-07-09,112.37339473226963
2002-07-10,112.26525421145766
2002-07-11,112.30926318569422
2002-07-12,112.29904642874412
2002-07-15,112.09945831898814
2002-07-16,112.16289926002692
2002-07-17,112.03426998543257
2002-07-18,112.09944319967012
2002-07-19,111.9984423095129
2002-07-22,111.9628380887435
2002-07-23,111.84897601677906
2002-07-24,111.75362447927623
2002-07-25,111.86667738340822
2002-07-26,112.10966429893863
2002-07-29,112.52775495325191
2002-07-30,112.77137656871098
2002-07-31,112.92816648422104
2002-08-01,112.35813313340218
2002-08-02,112.04798122803213
2002-08-05,112.44492543356642
2002-08-06,112.27177999226528
2002-08-07,112.1548529590145
2002-08-08,111.75424494449545
2002-08-09,111.75247777460949
2002-08-12,111.91957536044289
2002-08-13,111.9020438705002
2002-08-14,111.97193193787595
2002-08-15,111.85054902718794
2002-08-16,111.93328175629992
2002-08-19,111.92321452588787
2002-08-20,111.915083836653
2002-08-21,112.05498706248153
2002-08-22,111.81109114456557
2002-08-23,111.79632197005195
2002-08-26,111.76417592381294
2002-08-27,111.86948935361764
2002-08-28,111.90868099611093
2002-08-29,111.75585167716144
2002-08-30,111.82380242790987
2002-09-02,111.75784969505888
2002-09-03,111.46002326445596
2002-09-04,111.53274440390923
2002-09-05,111.65820804736772
2002-09-06,111.6560772621877
2002-09-09,111.48353222727455
2002-09-10,111.46111799896107
2002-09-11,111.4786732961374
2002-09-12,111.57037134624143
2002-09-13,111.60601182623097
2002-09-16,111.70190093938263
2002-09-17,111.94103508650777
2002-09-18,112.00088676194626
2002-09-19,112.22196182247427
2002-09-20,112.09609804886283
2002-09-23,112.41914376027486
2002-09-24,112.7191406958321
2002-09-25,112.63859799948412
2002-09-26,112.81396981897912
2002-09-27,112.94502588314782
2002-09-30,112.7571390789927
2002-10-01,112.66758876959895
2002-10-02,112.85954251186303
2002-10-03,112.97953286718551
2002-10-04,112.68284968957997
2002-10-07,112.76271712016131
2002-10-08,112.80187190289777
2002-10-09,113.13501493778166
2002-10-10,113.2598392708087
2002-10-11,113.05658971216005
2002-10-14,113.08908041077964
2002-10-15,113.13311275614232
2002-10-16,113.35829759427797
2002-10-17,113.2258936155135
2002-10-18,113.19780553270623
2002-10-21,113.34995602557778
2002-10-22,113.34058676757914
2002-10-23,113.45305763241359
2002-10-24,113.31388628553019
2002-10-25,113.27737931366322
2002-10-28,113.38371959885848
2002-10-29,113.33673859713824
2002-10-30,113.34458543127162
2002-10-31,113.41518184991234
2002-11-01,113.47086699706269
2002-11-04,113.45664157997854
2002-11-05,113.47694205027241
2002-11-06,113.50039422441785
2002-11-07,113.67782396026669
2002-11-08,113.73833704246982
2002-11-11,113.68370686201506
2002-11-12,113.6363514418494
2002-11-13,113.65380394730788
2002-11-14,113.70401933254917
2002-11-15,113.9136490347687
2002-11-18,113.87345273403429
2002-11-19,113.733206241148
2002-11-20,113.76927722139244
2002-11-21,113.80196163654317
2002-11-22,113.93762085175177
2002-11-25,114.19889284777011
2002-11-26,114.22201691094405
2002-11-27,114.23031675072303
2002-11-28,114.30513069659122
2002-11-29,114.32934428766136
2002-12-02,114.50255007243317
2002-12-03,114.3197870146885
2002-12-04,114.40412603983191
2002-12-05,114.53148815630679
2002-12-06,114.4383706157561
2002-12-09,114.59545731214615
2002-12-10,114.74629508798
2002-12-11,114.6183019510659
2002-12-12,114.65386625865688
2002-12-13,114.56990800189882
2002-12-16,114.32443713776667
2002-12-17,114.00626233495251
2002-12-18,114.19385474139132
2002-12-19,114.2343182990981
2002-12-20,114.21817276715225
2002-12-23,114.31473927519222
2002-12-24,114.33742448377714
2002-12-25,114.33038787433469
2002-12-26,114.35991848866266
2002-12-27,114.45472438563638
2002-12-30,114.56089758355337
2002-12-31,114.66112352106512
2003-01-01,114.65442178406678
2003-01-02,114.56524422304139
2003-01-03,114.65586133154295
2003-01-06,114.64194072903365
2003-01-07,114.57771029483641
2003-01-08,114.54854132722063
2003-01-09,114.5235809245941
2003-01-10,114.56740002805793
2003-01-13,114.57580055665018
2003-01-14,114.63236369467336
2003-01-15,114.5921690444232
2003-01-16,114.5674022138835
2003-01-17,114.32257719207013
2003-01-20,114.356660231872
2003-01-21,114.32551466834596
2003-01-22,114.42044204319653
2003-01-23,114.34064588198751
2003-01-24,114.16795058584215
2003-01-27,113.95413500560677
2003-01-28,113.8889539411378
2003-01-29,114.14426210531232
2003-01-30,114.10101587486739
2003-01-31,114.17293061644118
2003-02-03,114.24940955104181
2003-02-04,114.39029506723986
2003-02-05,114.30066717971091
2003-02-06,114.39577855672952
2003-02-07,114.3741710685959
2003-02-10,114.20212966097482
2003-02-11,114.40681373321411
2003-02-12,114.38195868996617
2003-02-13,114.30798532732288
2003-02-14,114.24170448973989
2003-02-17,114.23849067208617
2003-02-18,114.18786536947722
2003-02-19,114.14332620368981
2003-02-20,114.23356574680977
2003-02-21,114.23484389280273
2003-02-24,114.1717028185681
2003-02-25,114.15669340901212
2003-02-26,114.09855229398903
2003-02-27,114.23519821556783
2003-02-28,114.20999314446887
2003-03-03,114.05840117283098
2003-03-04,114.17904302234003
2003-03-05,114.322783376231
2003-03-06,114.26647500997395
2003-03-07,114.31776453976151
2003-03-10,114.3284315537783
2003-03-11,114.49008424512166
2003-03-12,114.46805584672728
2003-03-13,114.50584379758841
2003-03-14,114.44382741384547
2003-03-17,114.60653332688095
2003-03-18,114.67237293565012
2003-03-19,114.69702382043322
2003-03-20,114.53440785231498
2003-03-21,114.83801710522539
2003-03-24,114.86132355663744
2003-03-25,115.09749569181758
2003-03-26,115.24650731095431
2003-03-27,115.34214458789536
2003-03-28,115.23320945881663
2003-03-31,115.31655405613063
2003-04-01,115.46431344287257
2003-04-02,115.74397829357308
2003-04-03,115.85140166056428
2003-04-04,115.85897913283847
2003-04-07,115.89179525665817
2003-04-08,115.8925547755883
2003-04-09,116.06763404298728
2003-04-10,116.0852152315874
2003-04-11,116.09064596706806
2003-04-14,116.2182525756727
2003-04-15,116.36151146757126
2003-04-16,116.67036078399371
2003-04-17,116.86714596643628
2003-04-18,116.90922879258513
2003-04-21,116.82992225480362
2003-04-22,116.93453554564691
2003-04-23,117.0884929394282
2003-04-24,117.39891527789825
2003-04-25,117.2966600778487
2003-04-28,117.52713113158676
2003-04-29,117.67458149118602
2003-04-30,117.73189915066835
2003-05-01,117.88692527236094
2003-05-02,117.8266458737684
2003-05-05,117.76808151140916
2003-05-06,117.78218448353806
2003-05-07,117.91656011941637
2003-05-08,118.34014902223805
2003-05-09,118.56918689401526
2003-05-12,118.56698937307323
2003-05-13,118.5447069386918
2003-05-14,118.25838334996841
2003-05-15,117.69732157352817
2003-05-16,117.63238317949782
2003-05-19,117.10177445222222
2003-05-20,117.10798281610167
2003-05-21,116.9848266833103
2003-05-22,117.0625624884172
2003-05-23,117.0934756015876
2003-05-26,117.11273597243667
2003-05-27,117.16504997209901
2003-05-28,117.2570335193148
2003-05-29,117.3342957375756
2003-05-30,117.32875330387526
2003-06-02,117.46661093993313
2003-06-03,117.50209740671151
2003-06-04,117.94538215917338
2003-06-05,117.98520503079264
2003-06-06,117.91035629280384
2003-06-09,117.98569876536402
2003-06-10,118.11494118363417
2003-06-11,117.9645656426628
2003-06-12,118.20380607451511
2003-06-13,118.11893011799161
2003-06-16,118.29422165108485
2003-06-17,118.22577059706701
2003-06-18,118.2515858411078
2003-06-19,118.06148753256547
2003-06-20,118.17161605725632
2003-06-23,117.97940602220724
2003-06-24,118.09053298224565
2003-06-25,118.34553065798967
2003-06-26,118.43672535734929
2003-06-27,118.41992186896412
2003-06-30,118.53831613618486
2003-07-01,118.47987664711428
2003-07-02,118.62859523475187
2003-07-03,118.4202538456218
2003-07-04,118.56867059254705
2003-07-07,118.30066148528356
2003-07-08,117.98902700837037
2003-07-09,117.99365793707322
2003-07-10,118.09276216989751
2003-07-11,118.13899617473137
2003-07-14,118.2199549974367
2003-07-15,118.18079171531198
2003-07-16,118.18280313519408
2003-07-17,118.2238045126028
2003-07-18,118.1601310115503
2003-07-21,118.14518939814828
2003-07-22,118.1256872706066
2003-07-23,117.91783272812695
2003-07-24,117.81513342142631
2003-07-25,117.88599635281436
2003-07-28,117.91858406611249
2003-07-29,117.91536782883568
2003-07-30,117.81873461984597
2003-07-31,117.83148374676354
2003-08-01,117.7693130108854
2003-08-04,117.70995997405345
2003-08-05,117.85115277005525
2003-08-06,117.88421111425542
2003-08-07,117.9439768197068
2003-08-08,117.83551705483585
2003-08-11,117.77477546530476
2003-08-12,117.74622258379763
2003-08-13,117.73433112241042
2003-08-14,117.85138586783286
2003-08-15,117.86581371173015
2003-08-18,117.87704135749749
2003-08-19,117.78490173558308
2003-08-20,117.72371180289193
2003-08-21,117.57909136539644
2003-08-22,117.54841001748039
2003-08-25,117.57738330047115
2003-08-26,117.5362216549434
2003-08-27,117.62578008329258
2003-08-28,117.58901961916668
2003-08-29,117.54461475792155
2003-09-01,117.55826657665466
2003-09-02,117.52736123225276
2003-09-03,117.7575442972404
2003-09-04,117.86734441756738
2003-09-05,117.923703722321
2003-09-08,117.7201520887746
2003-09-09,117.75708810308868
2003-09-10,118.0205530618269
2003-09-11,117.99020094726362
2003-09-12,118.17427894643215
2003-09-15,118.28946337962334
2003-09-16,118.19832772835237
2003-09-17,118.19570661775293
2003-09-18,118.13971552428164
2003-09-19,118.07109375454105
2003-09-22,118.3204100851115
2003-09-23,118.3363399520181
2003-09-24,118.46219009589029
2003-09-25,118.20883674562616
2003-09-26,118.09281483056878
2003-09-29,118.97101825509569
2003-09-30,118.41400206453196
2003-10-01,118.29144738497266
2003-10-02,118.24904491801169
2003-10-03,118.15841281526185
2003-10-06,118.23073645005405
2003-10-07,118.36234020975692
2003-10-08,118.27188744294321
2003-10-09,118.25634784933257
2003-10-10,118.23749762253328
2003-10-13,118.3052388080978
2003-10-14,118.13820456360091
2003-10-15,118.02802206034737
2003-10-16,118.01145704410227
2003-10-17,117.90010234696844
2003-10-20,117.82306149926627
2003-10-21,117.92172905789424
2003-10-22,117.92529393541774
2003-10-23,118.01573492969523
2003-10-24,118.08478295573077
2003-10-27,118.12186361108203
2003-10-28,118.0540786084266
2003-10-29,118.02506747718408
2003-10-30,118.0542382978906
2003-10-31,118.16061972482663
2003-11-03,118.18331389208558
2003-11-04,118.05666509285348
2003-11-05,118.0009317708788
2003-11-06,117.93930210516038
2003-11-07,117.97949141153617
2003-11-10,117.949583489411
2003-11-11,117.97429660690275
2003-11-12,117.89060029523641
2003-11-13,117.97312395124084
2003-11-14,118.00008629924974
2003-11-17,117.89997063760111
2003-11-18,118.09219335599963
2003-11-19,118.05998441296953
2003-11-20,117.94634654105658
2003-11-21,118.02315730828663
2003-11-24,117.93959589525382
2003-11-25,118.03701533814028
2003-11-26,118.16142424983234
