,Spot_Ex_Costs_BRLUSD Curncy,Spot_Ex_Costs_ARSUSD Curncy,Spot_Ex_Costs_MXNUSD Curncy,Spot_Ex_Costs_COPUSD Curncy,Spot_Ex_Costs_CLPUSD Curncy,Spot_Ex_Costs_PENUSD Curncy,Spot_Ex_Costs_TRYUSD Curncy,Spot_Ex_Costs_RUBUSD Curncy,Spot_Ex_Costs_ZARUSD Curncy,Spot_Ex_Costs_CNYUSD Curncy,Spot_Ex_Costs_KRWUSD Curncy,Spot_Ex_Costs_IDRUSD Curncy,Spot_Ex_Costs_INRUSD Curncy,Spot_Ex_Costs_PHPUSD Curncy,Spot_Ex_Costs_THBUSD Curncy,Spot_Ex_Costs_CZKEUR Curncy,Spot_Ex_Costs_HUFEUR Curncy,Spot_Ex_Costs_PLNEUR Curncy
2000-02-24,103.05681813884809,100.0,101.37457620768218,99.96107434799532,100.0,101.10884974384167,98.1760384332748,100.0,98.60532474649854,100.0165590329525,100.0,100.0,99.78230577709299,99.1514373371507,100.0,101.44404332129966,99.89720755374995,102.60161705388953
2000-02-25,103.05681813884809,100.0,101.57454484382359,99.9026858699883,100.0,101.10884974384167,97.33142028483209,100.0,99.40470922731126,100.00827951647625,100.0,100.0,99.86941385721265,99.1514373371507,100.0,101.44404332129966,99.89720755374995,103.01815496008427
2000-02-28,103.05681813884809,100.0,101.4317101037226,99.96107434799531,100.0,101.10884974384167,96.7381897981795,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.78230577709297,99.1514373371507,100.0,101.44404332129966,99.89720755374995,102.85987055573025
2000-02-29,103.05681813884809,100.0,101.631678739864,99.84429739198129,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.78230577709297,99.1514373371507,100.0,101.44404332129966,99.89720755374995,103.72626940061534
2000-03-01,103.25706986107514,100.0,101.82212505999865,99.64966913195794,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.8258598171528,99.1514373371507,100.0,101.44404332129966,99.89720755374995,103.87622304684544
2000-03-02,103.63936860350859,100.0,102.19349538426124,99.22148695990654,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.86941385721263,99.1514373371507,100.0,101.44404332129966,99.89720755374995,104.51769142238534
2000-03-03,104.33114728029294,100.0,102.19349538426124,99.1436356558972,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.86941385721263,99.1514373371507,100.0,101.44404332129966,99.89720755374995,105.39658640445624
2000-03-06,104.31294257827228,100.0,102.19349538426124,99.1436356558972,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.91296789727248,99.1514373371507,100.0,101.44404332129966,99.89720755374995,105.39658640445624
2000-03-07,104.34935198231358,100.0,102.14584828645059,99.1436356558972,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.91296789727248,99.1514373371507,100.0,101.44404332129966,100.49045200862635,104.81775884577512
2000-03-08,104.56780840656126,100.0,102.81290765579955,99.1436356558972,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.91296789727248,99.1514373371507,100.0,101.44404332129966,100.49045200862635,104.60538326669067
2000-03-09,105.00472125505662,100.0,102.51749564937357,99.1436356558972,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.86941385721263,99.1514373371507,100.0,101.44404332129966,100.49045200862635,105.42573599374235
2000-03-10,104.33114728029292,100.0,102.13631886688846,99.1436356558972,100.0,101.10884974384167,96.62054259222033,100.0,98.23061327111759,100.00827951647625,100.0,100.0,99.86941385721263,99.1514373371507,100.0,101.44404332129966,100.54207823621877,105.37992949629277
