,Carry_BRLUSD Curncy,Carry_ARSUSD Curncy,Carry_MXNUSD Curncy,Carry_COPUSD Curncy,Carry_CLPUSD Curncy,Carry_PENUSD Curncy,Carry_TRYUSD Curncy,Carry_RUBUSD Curncy,Carry_ZARUSD Curncy,Carry_CNYUSD Curncy,Carry_KRWUSD Curncy,Carry_IDRUSD Curncy,Carry_INRUSD Curncy,Carry_PHPUSD Curncy,Carry_THBUSD Curncy,Carry_CZKEUR Curncy,Carry_HUFEUR Curncy,Carry_PLNEUR Curncy
2000-01-11,2.276096268300387,0.9874063672783429,-0.8351869623314467,1.8921658135684805,0.7460716746740648,2.1509840505163025,8.083782280341234,1.4820744389755225,4.942762499999999,2.4809374999999996,-0.2815625000000006,0.8765714552303683,3.988437500000001,4.3284375,-0.14781250000000057,-1.3070736752683887,2.235845496709832,2.948293826266535
2000-01-12,2.3087110500285,0.7740905248770469,6.228364601884118,1.841765685092156,0.7134407136623722,2.123705793136521,9.116253607536184,1.4858981875151223,4.9437125,2.6609374999999993,-0.30656250000000096,0.8246626129313261,4.133437499999999,4.148437499999998,-0.09281250000000085,1.073049646584412,2.6404758702045505,3.387040046403733
2000-01-13,2.2053467474486776,0.8221198272491792,3.763744809374203,1.8921123024193909,0.6833400138724244,2.134417227366936,7.303956029063752,1.5387444241429682,4.9369675,2.6585924999999992,-0.3764075000000009,0.8395140549737334,4.2360925,4.248592499999999,-0.28390749999999976,2.04656683069937,3.101043363326861,3.861444377205081
2000-01-14,2.159901906212358,0.8718137818247929,1.4466923936946374,1.8363884979580192,0.6953180038069551,2.157925679657402,5.696487324917121,1.5117911380968296,4.8943925,2.6585924999999992,-0.35640749999999954,0.8047540018719657,4.238592499999999,4.3960925,-0.4751574999999999,-1.890966731966759,-0.6978942189993509,-0.10395839947822116
2000-01-17,2.237061949007124,0.8719074033104457,4.580806016967065,1.7727579171383567,0.6860951295430517,2.1185024205790715,11.002257911424485,1.5107206324229239,4.857930000000001,2.5351549999999996,-0.42484500000000036,0.7436845342444265,4.237655,4.457655000000001,-0.6535950000000001,-1.317021407493879,-2.3591876974377923,2.6571532543238963
2000-01-18,2.944927122376262,0.8203349611471067,11.056768314621767,1.8326724622433899,0.71703425006866,2.121512099305911,5.105228206461421,1.5434192918872602,4.784242500000002,2.413592500000001,-0.5389074999999997,0.7372119588842097,4.2035925,4.5610925,-0.7764074999999995,3.3153578551784246,0.605373089808392,1.303608362545372
2000-01-19,2.236927668573241,0.8199908626199237,-6.984800841214978,1.872184279162692,0.7302858324580885,2.1461945894593715,6.258446530307515,1.517580508649341,4.7347624999999995,2.2946874999999993,-0.4453125000000009,0.7666174866126418,4.054687499999999,4.627187500000001,-0.7615625000000001,0.020706852634555517,3.337383618038414,4.060819543053951
2000-01-20,2.196062298867174,1.0252262303984905,5.09024338318147,1.8862345403790393,0.7199327636784769,2.14902420039611,6.797594639105986,1.399273537332224,4.707837499999998,2.1715625000000003,-0.33218749999999986,0.7502901548937846,4.155312499999999,4.6403125,-0.8021874999999996,1.1615512519489446,3.8195347113402667,4.504124427224254
2000-01-21,2.166786189283143,0.7326013868899084,0.38454562332566056,1.8612788195555563,0.7350214221993223,2.1745642217318784,6.141673379494961,1.5493610525807666,4.652912500000001,2.1715625000000003,-0.1746875000000001,0.7309666610940901,4.235312499999999,4.6778125,-0.9809374999999996,-2.07388825996786,-0.16208009071403406,0.45740709369641586
2000-01-24,-1.8444158103014252,0.7045156038243627,6.292997210650841,1.660931361837381,0.7237291544344604,2.16124537462008,6.132973602595415,1.467902514586461,4.6129250000000015,2.109375000000001,-0.0831249999999999,0.6996101555587941,4.176875000000002,4.734375000000001,-1.2018750000000002,-1.4738557553753973,2.57263733857227,3.2552564199815004
2000-01-25,2.245395085066071,0.5701698601707772,5.997787145527345,1.525486216685068,0.7377655067912547,2.1845988833977037,6.004278712439293,1.5161808639743812,4.59985,2.076875000000001,-0.16687499999999922,0.71210076176218,4.220625,4.6956250000000015,-1.4643749999999995,3.676769876170849,5.076732056842004,5.895314271702556
2000-01-26,2.233163519188497,0.674386721169018,1.746026608743101,1.3428481482123944,0.727501840575151,2.1833466296291792,5.184437679092269,1.5602074601193783,4.55675,1.986250000000001,-0.23500000000000032,0.7194357671660656,4.0925,4.472499999999999,-1.6725000000000003,-0.9924865227612822,-0.6417563111673963,0.09190272412962219
2000-01-27,2.32520257208213,0.6224543789274506,1.6693481867977145,1.309163512796574,0.7461809110413276,2.2060384013067313,5.782430942329997,1.5563207390027811,4.526750000000001,2.048750000000001,-0.2575000000000003,0.7082504774120535,3.8924999999999996,4.3625,-1.7562499999999994,0.21310009383792572,1.7066857363255084,2.385837928324852
2000-01-28,2.2643800217242216,0.4882059407995021,3.817806545179181,1.2199882258101535,0.7314152244148664,2.2030188889893054,6.610893841837151,1.4263380626531097,4.573125,2.0650000000000004,-0.27999999999999936,0.6648573099786059,4.0325,4.189999999999999,-1.78625,0.16210707581909567,2.1007905398922055,2.36328916127726
2000-01-31,2.13715497511322,0.6975682252789106,0.570519003175507,1.098315064480837,0.7531723855915606,2.2047711360163147,1.7557908974742187,1.4216735037209993,4.6410625,2.1565624999999997,-0.2821875000000009,0.7220482709071607,4.055312499999999,3.9753124999999994,-1.777187500000001,-0.1551919445692218,2.5793327120388287,3.238798631923556
2000-02-01,1.48101910529308,0.48795891046014006,-6.175873043116353,1.025905841909669,0.7342006653844324,2.216142584801628,5.828562701697559,1.4525796791719836,4.6681625,2.3096875,-0.23656250000000068,0.6916944479903764,3.8984374999999987,4.0009375,-1.7740625000000003,0.7588525101693167,1.1737903892635293,1.4846660646967047
2000-02-02,2.1913024040054907,0.5407138956706081,7.2635328886850425,1.0547118586133886,0.719904315805775,2.21529367911224,6.076168370712431,1.553796734207169,4.597199999999999,2.368124999999999,-0.2943750000000005,0.6493540665630793,3.795625,3.8481249999999996,-1.7743749999999998,0.4006146942740374,1.4144849441852125,2.1205338280744
2000-02-03,2.2056415523406203,0.28508679759209343,0.727354244495082,0.7845005410051842,0.7128709778909892,2.22095834141105,6.372217910496336,1.5733941336891988,4.461525000000002,2.466875,-0.051874999999999005,0.6788713480743835,3.5131250000000005,3.8431250000000006,-1.7481249999999984,-0.25700012982272646,1.5952730229503276,2.3643185938815092
2000-02-04,2.148428361198329,0.5985276794436611,2.796704724517318,0.798417371548954,0.714392097857397,2.2082141183545234,6.11482344561427,1.513919809960984,4.270312500000002,2.4384375,0.09343750000000028,0.6803765276813589,3.398437499999999,3.8684375000000015,-1.1715624999999994,3.6579977389318508,2.61254787569285,3.41322835801805
2000-02-07,6.432242885995776,0.44284271253223206,0.6982128470980564,0.7989261910865686,0.7230798027486607,2.214959270739403,6.151792322253624,1.5485237084060577,4.122812499999999,2.410312499999999,0.15531249999999996,0.7125981652970959,3.3853125000000004,3.8903125,-0.5859375,-0.0016363832115340315,4.598078487968715,5.4165688106250665
2000-02-08,2.132571858652854,0.49421992977987106,-1.2429646043029763,0.8104364030266042,0.7208348605581394,2.1976144662454233,6.26169886292145,1.5745563300680887,4.093174999999999,2.3206249999999997,0.2731249999999994,0.7235132946656009,3.385624999999999,3.963124999999998,0.0006249999999985434,-2.466361640537862,0.39502894019871615,1.1117179750283146
2000-02-09,2.0254919259464543,0.4648186625101358,1.653884314321008,0.8545933332241962,0.7308570791379587,2.184691840895492,6.678990605613411,1.4962207701866737,4.084699999999998,2.298124999999999,0.05312499999999876,0.7610258531629999,3.2931249999999994,3.8631249999999984,0.020624999999999005,-1.1478730860169262,2.344630420723881,3.143602256947986
2000-02-10,1.989834353629294,0.33141734505313103,4.590546101564641,0.9886007076059133,0.7588243743345213,2.145169890335974,6.196667240186193,1.4582462175393385,4.078225,2.2974999999999994,-0.0024999999999995026,0.7280440793576481,3.375,3.7149999999999994,-0.5075000000000003,-0.6409795619021219,2.4424331066438043,3.2705187839058514
2000-02-11,2.034255215585845,0.33182110835099365,2.757670096417253,1.2116269502923327,0.8022329085201063,2.1262100130214234,5.122459528958889,1.5336071053495104,4.1004625,2.1765625,-0.01968749999999897,0.7486959838010954,3.420312500000001,3.4403125,-1.037187499999999,1.2211733334761998,0.9593147473500929,2.377217771567852
2000-02-14,1.9979346052416025,0.04270992485491121,2.7328126684715404,1.4769813103773455,0.7761084735957935,2.1259578377461175,6.375225807150553,1.4864638055908763,4.136499999999999,2.0587500000000007,-0.06124999999999936,0.7205336983030941,3.3737500000000002,3.08125,-1.5637499999999998,2.7061864967866223,3.6124925494055438,4.601139608601557
2000-02-15,2.020756577205707,0.1697372459537938,3.229985244553335,1.5931479166455542,0.8178028236815127,2.102198556980772,5.775529669890989,1.5604051990407264,4.144699999999999,2.005,0.031249999999999112,0.7159248519641004,3.3987500000000006,3.0112499999999995,-1.5612500000000002,-2.349630374856415,0.7586234729705987,2.1285291714463916
2000-02-16,1.9264911373044757,0.08829093334483673,1.2926369092702839,1.7161364497501053,0.8626712445227058,2.071802790267019,8.064233997308223,1.5079526283443112,4.175849999999999,1.92,0.02874999999999961,0.7500911399511034,3.3987499999999997,2.848749999999999,-1.5737500000000004,1.3081520257299362,2.6467973925580424,1.1812507785710302
