Country,Subject Descriptor,Subject Notes,Units,2015,2016,2017,2018,2019,2020,2021,2022
Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.575,0,2.001,3.466,3.689,3.822,3.999,4
Togo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.621,0.455,,,,,,
Tonga,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.118,6.687,6.618,2.5,2.5,2.5,2.5,2.5
Trinidad and Tobago,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.586,3.122,3.167,3.213,3.692,3.296,3.254,3.246
Tunisia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.064,4.17,4.542,4.074,3.908,3.784,3.536,3.536
Turkey,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.808,8.533,10.017,9.488,8.515,7.507,7.507,7.507
Turkmenistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.005,6.165,6.129,6.227,6.227,6.227,6.227,6.227
Tuvalu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.397,2.6,2.9,2.4,2.8,2.6,2.5,2.5
Uganda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.386,5.693,5.873,5.27,5.095,5,5,5
Ukraine,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,43.313,12.361,9.987,7.046,6.514,5.957,5.543,4.973
United Arab Emirates,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.595,1.773,2.074,2.936,2.343,2.379,2.33,1.914
United Kingdom,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.067,1.211,2.84,2.55,2.06,2.1,2,2
United States,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.739,2.192,1.781,2.34,2.692,2.189,2.294,2.236
Uruguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.436,8.103,6.218,6.7,6.5,6.4,6.3,6.2
Uzbekistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.427,7.892,15.669,10.652,10,10,10,10
Vanuatu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.473,2.142,2.673,2.873,2.973,2.973,2.973,2.973
Venezuela,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,159.693,302.637,"1,133.00","2,529.63","3,599.97","4,100.00","4,600.01","4,664.63"
Vietnam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.597,4.737,4,4,4,4,4,4
Yemen,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,18.8,22,23.037,24.037,15.037,12,9,9
Zambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,21.112,7.5,5.8,8,8,8,8,8
Zimbabwe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-2.473,-0.931,7,10,7,4,3.5,3.5
