WEO Country Code	ISO	WEO Subject Code	Country	Subject Descriptor	Subject Notes	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	Estimates Start After 
636	COD	NGDPPC	"Congo, Democratic Republic of"	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	--	--	--	--	--	--	--	--	--	--	--	--	--	0.006	1.592	8.813	62.794	165.695	208.108	"1,058.52"	"5,935.13"	"27,433.22"	"36,470.36"	"42,386.49"	"46,724.79"	"59,550.62"	"69,708.60"	"88,094.20"	"112,305.18"	"130,302.95"	"152,090.54"	"173,310.88"	"194,781.34"	"220,010.29"	1983
636	COD	NGDPDPC	"Congo, Democratic Republic of"	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	559.847	471.808	496.608	387.751	250.477	221.606	240.697	220.601	247.428	243.738	244.462	229.81	200.82	253.886	133.356	125.459	156.985	138.079	99.099	88.21	85.964	100.473	105.091	104.747	117.462	125.517	148.861	170.725	206.065	235.72	262.69	286.149	309.3	331.859	1983
636	COD	NGAP_NPGDP	"Congo, Democratic Republic of"	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP																																					
636	COD	PPPGDP	"Congo, Democratic Republic of"	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	10.315	11.391	12.031	12.683	13.797	14.282	15.286	16.123	16.751	17.166	16.657	15.784	14.458	12.799	12.566	12.908	13.006	12.507	12.426	12.068	11.48	11.509	12.116	13.09	14.372	15.994	17.432	19.021	21.384	23.959	27.052	30.17	33.304	36.436	2005
636	COD	PPPPC	"Congo, Democratic Republic of"	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	373.208	398.956	407.911	416.286	438.368	439.305	455.163	464.748	467.414	463.68	435.576	399.553	354.29	303.633	288.573	286.953	281.985	265.561	258.865	246.489	229.36	224.302	229.872	241.374	257.318	277.927	294.084	311.55	340.052	369.902	405.481	439.046	470.538	499.798	1983
636	COD	PPPSH	"Congo, Democratic Republic of"	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent		"See notes for:  Gross domestic product, current prices (National currency)."	0.083	0.082	0.081	0.08	0.08	0.078	0.079	0.078	0.075	0.072	0.065	0.059	0.052	0.044	0.041	0.04	0.038	0.035	0.034	0.031	0.028	0.026	0.027	0.027	0.028	0.028	0.028	0.029	0.03	0.031	0.032	0.033	0.034	0.035	2005
636	COD	PPPEX	"Congo, Democratic Republic of"	Implied PPP conversion rate	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	National currency per current international dollar		"See notes for:  Gross domestic product, current prices (National currency)."	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.006	0.031	0.223	0.624	0.804	4.294	25.877	122.305	158.655	175.605	181.584	214.267	237.036	282.761	330.259	352.264	375.087	394.744	413.955	440.198	2005
636	COD	NID_NGDP	"Congo, Democratic Republic of"	Investment	"Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment"	Percent of GDP																																					
636	COD	NGSD_NGDP	"Congo, Democratic Republic of"	Gross national savings	"Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment"	Percent of GDP																																					
636	COD	PCPI	"Congo, Democratic Republic of"	"Inflation, average consumer prices"	"Data for inflation are averages for the year, not end-of-period data. The index is based on 2000=100."	"Index, 2000=100"		Definition: Consumer price index annual average Source: Central Bank Latest actual data: 2007 Notes: Data prior to 2001 cannot be confirmed by national sources at this time. Primary domestic currency:  Congo francs Data last updated: 10/2008	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.022	0.144	1.035	3.095	3.997	15.385	100	457.28	573.047	646.493	672.356	816.197	924.025	"1,078.46"	"1,266.82"	"1,457.90"	"1,625.56"	"1,812.50"	"2,011.88"	"2,213.06"	2007
636	COD	PCPIPCH	"Congo, Democratic Republic of"	"Inflation, average consumer prices"	"Data for inflation are averages for the year, not end-of-period data."	Annual percent change		"See notes for:  Inflation, average consumer prices (Index, 2000=100)."	40.039	34.884	37.069	76.73	52.63	23.46	46.73	90.37	82.749	104.065	81.295	"2,154.44"	"4,129.17"	"1,986.90"	"23,773.10"	541.801	617	199	29.145	284.9	550	357.28	25.316	12.817	4.001	21.394	13.211	16.713	17.466	15.084	11.5	11.5	11	10	2007
636	COD	PCPIE	"Congo, Democratic Republic of"	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data. The index is based on 2000=100."	"Index, 2000=100"		"Definition: Consumer price index, end of period Source: Central Bank Frequency of source data: Monthly Latest actual data: 2007 Primary domestic currency:  Congo francs Data last updated: 10/2008"	--	--	--	--	--	--	--	--	--	--	--	--	--	--	0.012	0.058	1.046	1.192	2.802	16.361	100	235.09	272.12	284.21	310.406	376.436	444.931	489.266	604.254	673.743	751.224	833.858	908.906	990.707	2007
636	COD	PCPIEPCH	"Congo, Democratic Republic of"	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data."	Annual percent change		"See notes for:  Inflation, end of period consumer prices (Index, 2000=100)."	n/a	52.174	40.714	-11.094	159.083	39.22	38.26	106.47	120.59	56.12	264.97	"4,227.98"	"2,729.79"	"4,583.08"	"9,796.90"	370.272	"1,705.11"	14	135	484	511.21	135.09	15.751	4.443	9.217	21.272	18.196	9.964	23.502	11.5	11.5	11	9	9	2007
636	COD	FLIBOR6	"Congo, Democratic Republic of"	Six-month London interbank offered rate (LIBOR)		Percent																																					
636	COD	LUR	"Congo, Democratic Republic of"	Unemployment rate		Percent of total labor force																																					
636	COD	LE	"Congo, Democratic Republic of"	Employment		Persons	Millions																																				
636	COD	LP	"Congo, Democratic Republic of"	Population		Persons	Millions	Definition: Population Source: National Statistical Office Latest actual data: 1983 Notes: There has not been a census since 1983.  Primary domestic currency:  Congo francs Data last updated: 10/2008	27.64	28.552	29.494	30.467	31.473	32.512	33.584	34.693	35.838	37.02	38.242	39.504	40.807	42.154	43.545	44.982	46.123	47.097	48.003	48.959	50.052	51.308	52.706	54.231	55.853	57.549	59.275	61.053	62.885	64.772	66.715	68.716	70.778	72.901	1983
636	COD	GGB	"Congo, Democratic Republic of"	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	National currency	Billions																																				
636	COD	GGB_NGDP	"Congo, Democratic Republic of"	General government balance	Data are on a national income accounts basis. Please refer to Box A1 in the World Economic Outlook for a summary of the policy assumptions underlying the projections.	Percent of GDP																																					
636	COD	GGSB	"Congo, Democratic Republic of"	General government structural balance	"Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged."	National currency	Billions																																				
636	COD	GGSB_NPGDP	"Congo, Democratic Republic of"	General government structural balance	"Data are on a national income accounts basis. The structural budget position is defined as the actual budget deficit (or surplus) less the effects of cyclical deviations of output from potential output. Because of the margin of uncertainty that attaches to estimates of cyclical gaps and to tax and expenditure elasticities with respect to national income, indicators of structural budget positions should be interpreted as broad orders of magnitude. Moreover, it is important to note that changes in structural budget balances are not necessarily attributable to policy changes but may reflect the built-in momentum of existing expenditure programs. In the period beyond that for which specific consolidation programs exist, it is assumed that the structural deficit remains unchanged."	Percent of potential GDP																																					
636	COD	GGND	"Congo, Democratic Republic of"	General government net debt	"Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	National currency	Billions																																				
636	COD	GGND_NGDP	"Congo, Democratic Republic of"	General government net debt	"Net debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents) minus all government assets (domestic as well as foreign). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	Percent of GDP																																					
636	COD	GGD	"Congo, Democratic Republic of"	General government gross debt	"Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	National currency	Billions																																				
636	COD	GGD_NGDP	"Congo, Democratic Republic of"	General government gross debt	"Gross debt comprises the stock (at year-end) of all government gross liabilities (both to residents and nonresidents). To avoid double counting, the data are based on a consolidated account (eliminating liabilities and assets between components of the government, such as budgetary units and social security funds). General government should reflect a consolidated account of central government plus state, provincial, or local governments. Debt data are not always comparable across countries."	Percent of GDP																																					
636	COD	BCA	"Congo, Democratic Republic of"	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	U.S. dollars	Billions	Definition: Balance on current transactions excluding exceptional financing Source: Central Bank Latest actual data: 2007 Notes: Data prior to 2001 cannot be confirmed by national sources at this time. Primary domestic currency:  Congo francs Data last updated: 10/2008	-0.254	-0.527	-0.52	-0.289	0.036	-0.092	-0.444	-1.088	-0.585	-0.862	-0.715	-0.944	-0.757	-0.373	-0.278	0.015	-0.037	-0.2	-0.426	-0.113	-0.173	-0.205	-0.09	0.056	-0.157	-0.753	-0.212	-0.191	-0.243	-1.92	-0.926	-0.538	-1.866	-1.144	2007
636	COD	BCA_NGDPD	"Congo, Democratic Republic of"	Current account balance	"Balance of payments data are based upon the methodology of the 5th edition of the International Monetary Fund's Balance of Payments Manual (1993). Data for the world total reflects errors, omissions, and asymmetries in balance of payments statistics on current account, as well as the exclusion of data for international organizations and a limited number of countries. Calculated as the sum of the balance of individual countries."	Percent of GDP		"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars)."	-1.64	-3.913	-3.548	-2.445	0.451	-1.278	-5.489	-14.21	-6.6	-9.553	-7.652	-10.401	-9.243	-3.486	-4.785	0.27	-0.513	-3.08	-8.959	-2.608	-4.014	-3.984	-1.63	0.994	-2.393	-10.43	-2.407	-1.834	-1.878	-12.576	-5.286	-2.735	-8.523	-4.728	2005
634	COG	NGDP_R	"Congo, Republic of"	"Gross domestic product, constant prices"	Real GDP is expressed in billions of national currency units; the base year is country-specific.	National currency	Billions	Definition: Gross domestic product at constant market prices Source: National Statistical Office Latest actual data: 2007 Base Year: 2000 Use of chain weighted prices indices: No Primary domestic currency:  CFA francs Data last updated: 06/2008	"1,128.65"	"1,158.14"	"1,186.05"	"1,214.43"	"1,243.27"	"1,272.60"	"1,302.41"	"1,332.72"	"1,624.69"	"1,970.26"	"1,990.03"	"2,037.70"	"2,090.92"	"2,070.43"	"1,956.70"	"2,034.69"	"2,121.98"	"2,108.72"	"2,187.54"	"2,131.05"	"2,292.50"	"2,379.68"	"2,488.71"	"2,508.95"	"2,596.18"	"2,797.53"	"2,971.98"	"2,924.96"	"3,190.77"	"3,578.33"	"3,940.78"	"3,984.49"	"4,055.51"	"4,111.62"	2007
634	COG	NGDP_RPCH	"Congo, Republic of"	"Gross domestic product, constant prices"	Annual percentages of constant price GDP are year-on-year changes;  the base year is country-specific.	Annual percent change		"See notes for:  Gross domestic product, constant prices (National currency)."	12.678	2.613	2.41	2.393	2.375	2.359	2.343	2.327	21.908	21.269	1.003	2.395	2.612	-0.98	-5.493	3.985	4.29	-0.625	3.738	-2.582	7.576	3.803	4.582	0.813	3.477	7.756	6.236	-1.582	9.088	12.146	10.129	1.109	1.783	1.384	2007
634	COG	NGDP	"Congo, Republic of"	"Gross domestic product, current prices"	GDP is expressed in billions of national currency units.	National currency	Billions	Definition: Gross domestic product at market prices Source: National Statistical Office Latest actual data: 2007 Primary domestic currency:  CFA francs Data last updated: 06/2008	440.143	464.064	489.285	515.877	543.914	573.475	604.642	637.504	672.151	760.575	762	768.7	776.4	760.1	982.36	"1,056.20"	"1,299.70"	"1,355.70"	"1,150.10"	"1,449.30"	"2,292.50"	"2,048.30"	"2,104.90"	"2,031.80"	"2,455.80"	"3,210.70"	"4,042.60"	"3,664.40"	"5,677.55"	"7,500.29"	"8,541.41"	"8,070.63"	"7,687.55"	"7,265.02"	2007
634	COG	NGDPD	"Congo, Republic of"	"Gross domestic product, current prices"	Values are based upon GDP in national currency and the exchange rate projections provided by country economists for the group of other emerging market and developing countries. Exchanges rates for advanced economies are established in the WEO assumptions for each WEO exercise.	U.S. dollars	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	2.083	1.708	1.489	1.354	1.245	1.276	1.746	2.121	2.257	2.384	2.799	2.725	2.933	2.684	1.769	2.116	2.54	2.323	1.949	2.357	3.22	2.794	3.02	3.502	4.655	6.098	7.738	7.657	13.351	17.799	20.351	19.316	18.489	17.567	2007
634	COG	NGDP_D	"Congo, Republic of"	"Gross domestic product, deflator"	The GDP deflator is derived by dividing current price GDP by constant price GDP and is considered to be an alternate measure of inflation.   Please note:   Data are expressed in the base year of each country's national accounts.	Index		"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency)."	38.997	40.07	41.253	42.479	43.749	45.063	46.425	47.835	41.371	38.603	38.291	37.724	37.132	36.712	50.205	51.91	61.249	64.29	52.575	68.009	100	86.075	84.578	80.982	94.593	114.769	136.024	125.28	177.937	209.603	216.744	202.551	189.558	176.695	2007
634	COG	NGDPRPC	"Congo, Republic of"	"Gross domestic product per capita, constant prices"	GDP is expressed in constant national currency per person. Data are derived by dividing constant price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons)."	"706,541.48"	"703,290.97"	"698,673.54"	"693,966.93"	"689,176.97"	"684,309.26"	"679,369.17"	"674,361.90"	"797,482.22"	"910,049.24"	"891,588.90"	"885,954.29"	"881,871.96"	"847,496.53"	"777,704.10"	"785,592.47"	"819,298.17"	"791,233.33"	"797,673.56"	"755,175.94"	"789,492.63"	"796,417.78"	"809,434.99"	"793,020.25"	"797,464.18"	"835,095.80"	"862,169.44"	"824,614.18"	"874,200.25"	"952,753.97"	"1,019,686.76"	"1,001,941.06"	"991,060.02"	"976,454.49"	2004
634	COG	NGDPPC	"Congo, Republic of"	"Gross domestic product per capita, current prices"	GDP is expressed in current national currency per person. Data are derived by dividing current price GDP by total population.	National currency	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"275,532.44"	"281,807.93"	"288,226.36"	"294,790.97"	"301,505.10"	"308,372.15"	"315,395.60"	"322,579.01"	"329,926.04"	"351,304.85"	"341,397.85"	"334,217.39"	"327,456.77"	"311,133.85"	"390,445.15"	"407,799.23"	"501,814.67"	"508,684.45"	"419,377.47"	"513,585.09"	"789,492.63"	"685,514.95"	"684,604.04"	"642,204.83"	"754,345.38"	"958,432.63"	"1,172,754.91"	"1,033,080.08"	"1,555,524.16"	"1,997,001.42"	"2,210,114.36"	"2,029,443.59"	"1,878,634.54"	"1,725,344.58"	2004
634	COG	NGDPDPC	"Congo, Republic of"	"Gross domestic product per capita, current prices"	GDP is expressed in current U.S. dollars per person. Data are derived by first converting GDP in national currency to U.S. dollars and then dividing it by total population.	U.S. dollars	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,304.11"	"1,037.09"	877.108	773.608	690.006	686.4	910.745	"1,073.35"	"1,107.71"	"1,101.25"	"1,253.99"	"1,184.75"	"1,237.13"	"1,098.79"	703.251	816.99	980.873	871.483	710.868	835.269	"1,108.87"	935.167	982.232	"1,107.00"	"1,429.79"	"1,820.20"	"2,244.92"	"2,158.64"	"3,657.92"	"4,739.19"	"5,265.98"	"4,857.32"	"4,518.31"	"4,171.87"	2004
634	COG	NGAP_NPGDP	"Congo, Republic of"	Output gap in percent of potential GDP	"Output gaps for advanced economies are calculated as actual GDP less potential GDP as a percent of potential GDP. Estimates of output gaps are subject to a significant margin of uncertainty. For a discussion of approaches to calculating potential output, see Paula R. De Masi, ""IMF Estimates of Potential Output: Theory and Practice,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1997), pp. 40-46."	Percent of potential GDP																																					
634	COG	PPPGDP	"Congo, Republic of"	Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Billions	"See notes for:  Gross domestic product, current prices (National currency)."	2.226	2.499	2.716	2.89	3.07	3.238	3.387	3.561	4.489	5.649	5.926	6.281	6.593	6.679	6.446	6.84	7.269	7.344	7.703	7.613	8.368	8.894	9.464	9.744	11.306	11.946	13.1	13.24	14.762	16.82	18.801	19.367	20.093	20.763	2007
634	COG	PPPPC	"Congo, Republic of"	Gross domestic product based on purchasing-power-parity (PPP) per capita GDP	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Current international dollar	Units	"See notes for:  Gross domestic product, current prices (National currency) Population (Persons)."	"1,393.72"	"1,517.63"	"1,599.65"	"1,651.71"	"1,701.88"	"1,741.27"	"1,766.81"	"1,801.69"	"2,203.33"	"2,609.44"	"2,655.21"	"2,730.72"	"2,780.65"	"2,733.97"	"2,562.15"	"2,641.09"	"2,806.62"	"2,755.59"	"2,808.83"	"2,697.66"	"2,881.70"	"2,976.72"	"3,078.19"	"3,079.93"	"3,472.81"	"3,566.12"	"3,800.34"	"3,732.66"	"4,044.43"	"4,478.38"	"4,864.76"	"4,870.09"	"4,910.13"	"4,930.87"	2004
634	COG	PPPSH	"Congo, Republic of"	Gross domestic product based on purchasing-power-parity (PPP) share of world total	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	Percent		"See notes for:  Gross domestic product, current prices (National currency)."	0.018	0.018	0.018	0.018	0.018	0.018	0.018	0.017	0.02	0.024	0.023	0.024	0.024	0.023	0.021	0.021	0.021	0.02	0.021	0.02	0.02	0.02	0.021	0.02	0.022	0.021	0.022	0.022	0.022	0.022	0.022	0.022	0.022	0.022	2007
634	COG	PPPEX	"Congo, Republic of"	Implied PPP conversion rate	"These data form the basis for the country weights used to generate the World Economic Outlook country group composites for the domestic economy.   Please note:   The IMF is not a primary source for purchasing power parity (PPP) data. WEO weights have been created from primary sources and are used solely for purposes of generating country group composites. For primary source information, please refer to one of the following sources: the Organization for Economic Cooperation and Development, the World Bank, or the Penn World Tables.  For further information see Box A2 in the April 2004 World Economic Outlook, Box 1.2 in the September 2003 World Economic Outlook for a discussion on the measurement of global growth and Box A.1 in the May 2000 World Economic Outlook for a summary of the revised PPP-based weights, and Annex IV of the May 1993 World Economic Outlook. See also Anne Marie Gulde and Marianne Schulze-Ghattas, ""Purchasing Power Parity Based Weights for the World Economic Outlook,"" in Staff Studies for the World Economic Outlook (Washington: IMF, December 1993), pp. 106-23."	National currency per current international dollar		"See notes for:  Gross domestic product, current prices (National currency)."	197.695	185.69	180.181	178.476	177.16	177.096	178.511	179.043	149.74	134.629	128.577	122.392	117.763	113.803	152.39	154.406	178.797	184.601	149.307	190.382	273.968	230.292	222.405	208.513	217.215	268.761	308.592	276.768	384.609	445.921	454.311	416.716	382.604	349.907	2007
634	COG	NID_NGDP	"Congo, Republic of"	Investment	"Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment"	Percent of GDP																																					
634	COG	NGSD_NGDP	"Congo, Republic of"	Gross national savings	"Data are based on individual countries' national accounts statistics. For many countries, the estimates of national saving are built up from national accounts data on gross domestic investment and from balance of payments-based data on net foreign investment"	Percent of GDP																																					
634	COG	PCPI	"Congo, Republic of"	"Inflation, average consumer prices"	"Data for inflation are averages for the year, not end-of-period data. The index is based on 2000=100."	"Index, 2000=100"		Definition: Consumer price index annual average Source: National Statistical Office Latest actual data: 2007 Primary domestic currency:  CFA francs Data last updated: 06/2008	50.553	50.948	52.708	54.537	56.44	58.418	60.475	62.614	54.467	49.248	49.416	54.041	52.332	50.187	73.474	78.123	83.885	94.862	96.605	99.58	100	100.796	103.89	105.498	109.485	112.185	117.411	120.457	125.288	130.299	134.208	138.234	142.381	146.653	2007
634	COG	PCPIPCH	"Congo, Republic of"	"Inflation, average consumer prices"	"Data for inflation are averages for the year, not end-of-period data."	Annual percent change		"See notes for:  Inflation, average consumer prices (Index, 2000=100)."	7.296	0.782	3.454	3.471	3.488	3.505	3.521	3.537	-13.013	-9.582	0.343	9.358	-3.162	-4.1	46.402	6.328	7.375	13.086	1.838	3.079	0.422	0.796	3.07	1.547	3.78	2.466	4.658	2.595	4.01	4	3	3	3	3	2007
634	COG	PCPIE	"Congo, Republic of"	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data. The index is based on 2000=100."	"Index, 2000=100"		"Definition: Consumer price index, end of period Frequency of source data: Monthly Latest actual data: 2007 Primary domestic currency:  CFA francs Data last updated: 06/2008"	53.67	54.089	55.957	57.9	59.919	62.02	64.204	66.475	57.824	51.092	51.855	55.667	54.142	54.142	64.666	83.272	87.853	102.215	99.417	103.464	100	108.271	105.237	112.004	113.539	117.005	126.429	124.298	130.513	134.428	138.461	142.615	146.894	151.3	2007
634	COG	PCPIEPCH	"Congo, Republic of"	"Inflation, end of period consumer prices"	"Data for inflation are end of the period, not annual average data."	Annual percent change		"See notes for:  Inflation, end of period consumer prices (Index, 2000=100)."	n/a	0.782	3.454	3.471	3.488	3.505	3.521	3.537	-13.013	-11.643	1.493	7.353	-2.74	0	19.437	28.774	5.501	16.347	-2.737	4.071	-3.348	8.271	-2.802	6.43	1.37	3.053	8.054	-1.685	5	3	3	3	3	3	2007
