Country,Subject Descriptor,Subject Notes,Units,2016,2017,2018,2019,2020,2021,2022,2023
Sweden,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.419,1.769,1.500,1.800,2.000,2.000,2.000,2.000
Switzerland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.008,0.643,0.867,0.900,0.950,1.000,1.000,1.000
Syria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Taiwan Province of China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.688,1.214,1.300,1.300,2.000,2.000,2.000,2.000
Tajikistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.067,6.658,6.329,6.000,6.000,6.000,6.000,6.000
Tanzania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.043,3.968,5.000,5.000,5.000,5.000,5.000,5.000
Thailand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.126,0.775,0.847,0.966,0.003,0.487,1.103,1.257
Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.000,0.771,2.500,2.800,3.500,3.800,4.000,4.000
Togo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.455,-1.551,2.436,0.170,3.566,0.703,3.105,1.081
Tonga,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.687,7.466,2.500,2.500,2.500,2.500,2.500,2.500
Trinidad and Tobago,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.122,1.325,2.676,2.114,2.895,3.221,3.213,3.222
Tunisia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.170,6.370,6.549,5.923,4.654,4.032,4.011,3.981
Turkey,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.533,11.920,10.900,10.000,8.500,8.000,7.993,8.004
Turkmenistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.168,10.419,9.403,8.235,6.000,6.000,6.000,6.000
Tuvalu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.600,2.900,3.380,2.800,2.802,2.851,2.800,2.800
Uganda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.687,3.303,3.981,4.466,5.000,5.000,5.000,5.000
Ukraine,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,12.361,13.669,9.001,6.538,6.045,5.469,5.035,4.988
United Arab Emirates,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.617,1.967,4.167,2.504,2.493,2.436,2.046,2.011
United Kingdom,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.211,3.022,2.673,1.953,1.953,1.953,1.953,1.953
United States,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.184,2.108,2.565,2.250,2.069,2.027,2.114,1.862
Uruguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.103,6.552,6.608,6.500,6.400,6.300,6.200,6.100
Uzbekistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.867,18.897,16.932,10.071,8.206,7.546,7.321,7.248
Vanuatu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.142,3.800,4.566,3.420,2.966,2.966,2.966,2.966
Venezuela,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,302.637,"2,818.403","12,874.634","12,874.634","12,874.634","12,874.634","12,874.634","12,874.634"
Vietnam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.737,2.597,4.000,4.000,4.000,4.000,4.000,4.000
Yemen,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-9.382,15.988,30.000,10.000,5.000,5.000,5.000,5.000
Zambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.469,6.085,8.000,8.000,8.000,8.000,8.000,8.000
Zimbabwe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.931,3.500,7.900,4.900,3.000,3.000,3.000,3.000
