Country,Subject Descriptor,Subject Notes,Units,2017,2018,2019,2020,2021,2022,2023,2024
Barbados,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.567,--,1.45,2.304,2.37,2.315,2.361,2.322
Belarus,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.59,5.642,5.043,4.977,4.016,4.019,4.019,4.019
Belgium,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.059,2.198,1.312,2.098,1.74,1.939,1.949,1.969
Belize,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.033,-0.108,2.406,0.813,3.177,0.859,3.131,0.903
Benin,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.982,0.968,1.969,1.919,1.919,1.919,1.919,1.919
Bhutan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.045,3.225,3.382,4.216,4.069,3.991,3.944,3.851
Bolivia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.713,1.904,3.001,4,4,4.5,4.5,4.5
Bosnia and Herzegovina,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.623,1.642,1.614,1.615,1.468,1.576,1.713,3.826
Botswana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.184,3.539,3.657,3.8,4,3.95,3.95,3.95
Brazil,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.947,3.745,3.925,4.028,3.971,3.968,3.968,3.969
Brunei Darussalam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.024,0.048,0.5,0.5,0.5,0.5,0.5,0.5
Bulgaria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.796,2.31,2.2,2.3,2.3,2.3,2.3,2.3
Burkina Faso,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.074,2,2,2,2,2,2,2
Burundi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.546,5.315,8.974,8.974,8.974,8.974,8.974,8.974
Cabo Verde,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.345,1.511,1.6,2,2,2,2,2
Cambodia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.231,1.632,2.558,2.83,3.037,3,3,3
Cameroon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.786,1.142,1.192,1.492,2,2,2,2
Canada,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.833,2.054,1.812,1.926,2.061,2.19,2.089,1.957
Central African Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.2,2.48,2.294,2.672,2.357,2.62,2.4,2.404
Chad,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.382,3.54,-1.177,5.004,3.105,5.622,1.85,-7.315
Chile,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.274,2.14,2.651,3.001,3.001,3.001,3.001,3.001
China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.8,1.9,2.196,2.507,2.8,2.9,3,3
Colombia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.116,3.175,3.19,3.042,3.042,3.042,3.042,3.042
Comoros,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.893,1.994,1.826,2.196,1.873,2.044,1.973,1.986
Democratic Republic of the Congo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,55,7.2,7.1,7,6.9,6.7,6.5,6.5
Republic of Congo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.785,0.897,2.034,2.509,2.709,3,3,3
Costa Rica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.573,2,3.21,3,3,3,3,3
Côte d'Ivoire,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.055,1.1,2,2,2,2,2,2
Croatia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.207,0.895,1.2,1.5,1.6,1.8,1.9,1.9
Cyprus,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.341,1.068,1.238,1.332,1.8,2,2,2
Czech Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.365,2.051,2.1,2,2,2,2,2
Denmark,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.896,0.691,1.15,1.4,1.7,1.9,2,2
Djibouti,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.843,0.576,1,1.3,1.5,1.5,1.5,1.5
Dominica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.377,1.358,1.761,1.831,2,2,2,2
Dominican Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.204,1.171,3.66,3.97,3.97,3.97,3.97,3.97
Ecuador,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.197,0.266,0.537,1.64,1.45,1.196,1.026,0.962
Egypt,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,29.764,14.384,12.753,10.748,7.711,7.24,6.93,7.033
El Salvador,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.035,0.438,1.4,1.2,1,1.2,0.8,1.2
Equatorial Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.225,2.59,2.601,2.7,2.7,2.8,2.9,3
Eritrea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9,9,9,9,9,9,9,9
Estonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.76,3.319,3,2.8,2.6,2.5,2.5,2.5
Eswatini,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.706,5.251,5.184,5.8,5.2,5.7,5.4,5.375
Ethiopia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,16.514,10.392,8,8,8,7.999,7.999,7.999
Fiji,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.814,4.876,3.5,3,3,3,3,3
Finland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.505,1.338,1.426,1.506,1.8,1.9,2,2
France,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.268,1.97,1.231,1.621,1.608,1.807,1.868,1.893
Gabon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.057,6.253,3,2.5,2.54,2.54,2.54,2.54
The Gambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.945,6.447,6.477,5.505,5.011,5.011,5.011,5.011
Georgia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.716,1.515,3.017,3.042,3.042,3.021,2.982,3.015
Germany,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.481,1.751,1.636,1.805,2.071,2.215,2.226,2.227
Ghana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,11.821,9.425,8.711,8,7,6.5,6,6
Greece,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.967,0.632,0.789,1.641,1.576,1.724,1.777,1.777
Grenada,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.531,1.654,1.452,1.894,1.921,1.921,1.921,1.921
Guatemala,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.677,2.316,3.78,4.132,3.979,4.116,4.218,4.306
Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.546,9.6,8.6,8.1,8,7.9,7.8,7.8
Guinea-Bissau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.264,5.44,2.15,2.3,2.45,2.8,3,3
Guyana,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.485,2.181,3.042,3.165,3.536,3.536,3.103,2.549
Haiti,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,15.376,14.613,13.5,12.51,12,11,10.5,10
Honduras,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.728,4.224,4.7,4.465,4.242,4.03,4,4
Hong Kong SAR,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.481,2.408,2.4,2.5,2.4,2.5,2.5,2.5
Hungary,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.14,2.749,3.451,3.04,2.988,3.04,2.989,3.041
Iceland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.874,3.736,2.6,2.6,2.5,2.5,2.5,2.5
India,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.594,2.672,4.086,4.29,4.201,4.178,4.086,3.991
Indonesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.607,3.131,3.608,3.5,3.124,3.001,2.991,2.991
Islamic Republic of Iran,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.31,51.081,31.165,30,28,26,25,25
Iraq,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.2,-0.096,2,2,2,2,2,2
Ireland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.501,0.798,0.434,1.5,1.8,1.95,2,2
Israel,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.404,0.805,1.284,1.998,1.998,1.998,1.998,1.998
Italy,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.989,1.175,0.758,1.192,1.244,1.442,1.54,1.62
Jamaica,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.246,2.413,4.86,5,5,5,5,5
Japan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.564,0.835,1.708,1.004,1.205,1.205,1.407,1.407
Jordan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.24,3.649,2.498,2.498,2.52,2.52,2.52,2.52
Kazakhstan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.1,5.3,5.47,4.51,4.37,4.13,4.03,4.03
Kenya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.496,5.711,4.68,5,5,5,5,5
Kiribati,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.499,1.864,2.106,2.475,2.451,2.361,2.543,2.502
Korea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.408,1.321,1.4,1.55,1.7,1.8,1.9,2
Kosovo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.496,2.893,0.585,2.389,1.515,2,0.36,0.36
Kuwait,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.044,1.1,2.8,3,6,3.2,2.8,2.8
Kyrgyz Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.656,0.486,4.745,5.056,4.952,4.952,4.952,4.952
Lao P.D.R.,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.148,1.48,2.9,3.1,3.1,3.1,3.1,3.1
Latvia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.16,2.549,2.423,2.424,2.096,2.105,2.094,2.065
Lebanon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.011,3.979,2.244,2.352,2.316,2.28,2.24,2.297
Lesotho,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.925,5.2,5.4,5.6,5.5,5.5,5.5,5.5
Liberia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,13.894,27.206,21.802,19,16,33,15,12
Libya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,33.994,15,15,15,15,15,15,15
Lithuania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.806,1.758,2.261,2.32,2.36,2.465,2.469,2.542
Luxembourg,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.559,1.885,1.91,1.596,2.108,1.815,1.925,1.925
Macao SAR,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.039,2.944,2.5,2.72,2.98,3.111,3.111,3.011
Madagascar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.007,6.061,6.386,6.043,5.4,5,5,5
Malawi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.061,9.892,8.332,7.725,6.684,5.938,5.398,4.967
Malaysia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.51,0.165,2.367,2.55,2.508,2.412,2.317,2.247
Maldives,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.234,1.317,2.117,2.422,2.523,2.625,2.015,2.015
Mali,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.084,0.953,2.24,2.24,2.24,2.24,2.24,2.24
Malta,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.336,1.239,1.942,1.949,1.965,1.975,1.983,1.989
Marshall Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.033,0.757,0.163,2.08,2.106,2.113,2.129,2.129
Mauritania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.236,3.154,4,4.1,4.3,4.3,4.3,4.3
Mauritius,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.271,1.76,4.099,3.581,3.461,3.401,3.371,3.356
Mexico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.773,4.831,3.08,3,3,3,3,3
Micronesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.539,2,2,2,2,2,2,2
Moldova,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.334,0.9,5.071,4.962,5.022,5.022,5.003,5.003
Mongolia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.178,9.674,7.2,7.995,7.057,6.869,6.974,7.262
Montenegro,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.881,1.652,1.866,1.76,1.916,2.007,2.037,2.045
Morocco,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.973,0.358,1.4,2,2,2,2,2
Mozambique,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.648,3.524,5.501,5.501,5.501,5.501,5.501,5.501
Myanmar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.403,8.587,7.187,7.145,6.213,6.125,5.873,5.873
Namibia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.167,5.15,5.2,5.4,5.5,5.5,5.5,5.5
Nauru,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.58,3,2.8,2.25,2,2,2,2
Nepal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.711,4.623,5.066,6.5,6.2,5.7,5.5,5.3
Netherlands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.22,1.872,1.97,1.688,1.788,1.888,1.988,2.038
New Zealand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.616,2.095,1.863,2.015,2.015,2.015,0.5,0.5
Nicaragua,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.678,3.885,5.485,3.934,3.951,4.034,4.124,5.029
Niger,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.775,1.618,2.24,2,2,2,2,2
Nigeria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,15.368,11.442,12.058,11.682,11.5,11.3,11,11
North Macedonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.382,0.84,2,2,2.2,2.2,2.2,2.2
Norway,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.628,3.487,1.6,1.8,1.9,2,2,2
Oman,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.6,0.9,1.5,1.8,3.8,3.4,2.8,2.5
Pakistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.932,5.212,8.428,6.777,5,5,5,5
Palau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.472,2.8,2.35,2,2,2,2,2
Panama,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.481,0.158,1.5,2,2.027,2.008,2.006,2
Papua New Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.7,4.8,4.7,4.7,4.7,4.7,4.1,3.7
Paraguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.493,3.2,4,4,4,4,4,4
Peru,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.365,2.192,2.166,2.013,2.003,1.972,1.972,1.972
Philippines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.912,5.128,3.5,3.1,3,3,3,3
Poland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.1,1.1,2.323,1.864,2.1,2.15,2.25,2.3
Portugal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.618,0.635,4.029,-1.661,4.619,-0.583,4.038,0.319
Puerto Rico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.161,2.505,0.347,1.292,1.273,1.296,1.375,1.415
Qatar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Romania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.32,3.261,3.534,3.042,2.549,2.549,2.549,2.549
Russia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.523,4.269,4.849,4.164,4.05,4,3.95,4
Rwanda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.665,1.135,5,5,5,5,5,5
Samoa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.022,5.782,4.5,4,3,2.8,2.8,2.8
San Marino,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1,1.595,1.636,1.671,1.732,1.786,1.812,1.812
São Tomé and Príncipe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.69,9.045,5.956,5,4,3,3,3
Saudi Arabia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.104,2.483,-0.7,2.24,2.148,2.107,2.054,2.055
Senegal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.655,1.328,1.866,1.5,1.5,1.5,1.5,1.5
Serbia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.017,1.987,2.5,2.5,3,3,3,3
Seychelles,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.48,3.382,3.869,3.247,3.092,2.99,2.99,2.99
Sierra Leone,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,15.326,17.522,14,12,10.2,9,8.5,8
Singapore,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.375,0.464,1.445,1.44,1.348,1.371,1.419,1.448
Slovak Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2,1.882,2.19,2.064,1.791,1.949,1.972,1.986
Slovenia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.745,1.421,1.34,1.94,2,2,2,2
Solomon Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.121,3.208,3.254,3.581,3.729,4.033,4.377,4.773
Somalia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.3,3.5,3,2.799,2.5,2.2,2,2
South Africa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.717,4.92,5.3,5.5,5.5,5.5,5.5,5.5
South Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,117.67,40.064,35.92,10.799,9.381,8.214,8.408,7.5
Spain,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.112,1.183,1.344,1.655,1.678,1.893,1.886,1.986
Sri Lanka,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.149,2.766,4.5,4.7,4.7,4.9,5,5
St. Kitts and Nevis,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.756,-2.048,1.967,1.967,1.967,1.967,1.967,1.967
St. Lucia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.98,2.019,2.008,2.139,2,2,2,2
St. Vincent and the Grenadines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.016,2.012,1.998,1.998,1.998,1.998,1.998,1.998
Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,25.151,72.935,56.207,59.422,64.324,68.171,71.49,73.742
Suriname,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.296,5.441,5.257,5.373,9.297,3.741,3.505,3.465
Sweden,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.775,2.216,1.76,1.71,1.9,2,2,2
Switzerland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.86,1.439,0.175,1.245,0.875,1.045,1,1
Syria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Taiwan Province of China,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.216,-0.059,1.145,1.223,1.443,1.437,1.403,1.437
Tajikistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.658,5.399,6.168,6.168,6.334,6.5,6.5,6.5
Tanzania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.97,3.251,4.087,4.903,4.903,4.903,4.903,4.903
Thailand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.775,0.355,1.941,0.595,0.844,1.933,2,2
Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.614,2.136,2.8,3.5,3.8,4,4,4
