Country,Subject Descriptor,Subject Notes,Units,2017,2018,2019,2020,2021,2022,2023,2024
Lebanon,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.011,3.979,3.381,2.426,2.419,2.424,2.431,2.425
Lesotho,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.835,5.238,6.000,5.300,5.500,5.500,5.500,5.500
Liberia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,13.894,28.525,20.552,19.000,16.000,33.000,15.000,12.000
Libya,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,31.386,-4.501,12.000,6.500,6.500,6.500,6.500,6.500
Lithuania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.806,1.758,2.400,2.179,2.210,2.177,2.181,2.176
Luxembourg,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.559,1.885,1.952,1.596,2.108,1.815,1.925,1.925
Macao SAR,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.039,2.944,2.400,2.720,2.980,3.111,3.111,3.011
Madagascar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.007,6.061,6.386,6.043,5.400,5.000,5.000,5.000
Malawi,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.061,9.892,8.575,7.760,6.734,5.925,5.336,4.976
Malaysia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.510,0.165,1.934,2.076,2.216,2.248,2.275,2.294
Maldives,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.234,0.540,2.117,2.422,2.523,2.625,2.015,2.015
Mali,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.084,0.953,1.000,1.500,1.800,1.900,1.900,1.900
Malta,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.336,1.239,1.953,1.856,1.921,1.943,1.958,1.969
Marshall Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.033,0.781,0.569,1.820,2.002,1.985,2.072,2.072
Mauritania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.236,3.154,2.800,4.000,4.000,4.000,4.000,4.000
Mauritius,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.271,1.760,2.021,2.652,2.996,3.168,3.255,3.298
Mexico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.773,4.831,3.205,3.000,3.000,3.000,3.000,3.000
Micronesia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.098,1.500,1.756,1.951,2.000,2.000,2.000,2.000
Moldova,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.334,0.900,7.543,4.996,5.000,5.000,5.000,5.000
Mongolia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.178,9.674,8.394,8.133,6.964,6.942,7.055,7.160
Montenegro,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.881,1.652,2.330,1.570,1.647,1.814,1.893,1.933
Morocco,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.863,0.146,0.650,1.100,2.000,2.000,2.000,2.000
Mozambique,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.648,3.524,8.500,6.500,5.501,5.501,5.501,5.501
Myanmar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.403,8.588,7.191,6.824,6.425,5.595,5.556,5.556
Namibia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.167,5.150,4.800,5.500,5.500,5.500,5.500,5.500
Nauru,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.580,3.400,1.481,2.200,2.150,2.000,2.000,2.000
Nepal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.711,4.623,6.199,6.000,5.900,5.700,5.500,5.300
Netherlands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.211,1.824,2.053,1.656,1.756,1.856,1.956,2.006
New Zealand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.616,1.889,1.505,2.015,2.015,2.015,0.500,0.500
Nicaragua,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.678,3.885,6.969,4.188,4.667,4.785,4.938,5.042
Niger,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.759,1.618,0.371,1.998,2.000,2.000,2.000,2.000
Nigeria,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,15.368,11.442,11.678,11.682,11.500,11.300,11.000,11.000
North Macedonia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.382,0.840,1.400,1.800,2.000,2.200,2.200,2.200
Norway,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.628,3.487,1.900,1.900,2.000,2.000,2.000,2.000
Oman,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.600,0.900,0.800,1.800,3.800,3.400,2.800,2.500
Pakistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.932,5.212,8.900,11.805,8.400,6.000,5.000,5.000
Palau,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.307,1.443,2.200,2.000,2.000,2.000,2.000,2.000
Panama,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.481,0.158,0.800,1.800,2.000,2.000,2.000,2.000
Papua New Guinea,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.700,4.800,3.454,4.836,5.204,5.231,5.233,4.385
Paraguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.515,3.200,3.700,3.700,3.700,3.700,3.700,3.700
Peru,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.365,2.192,1.860,2.013,2.003,1.972,1.972,1.972
Philippines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.912,5.128,1.600,3.000,3.000,3.000,3.000,3.000
Poland,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.100,1.100,3.264,3.451,3.400,3.200,3.000,2.700
Portugal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.618,0.635,4.295,-3.131,5.258,-1.736,4.310,-0.444
Puerto Rico,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.161,0.569,-0.058,0.955,0.955,1.065,1.179,1.235
Qatar,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Romania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.320,3.261,4.456,3.453,2.549,2.549,2.549,2.549
Russia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.523,4.269,3.785,3.674,4.000,4.000,3.955,4.000
Rwanda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.665,1.135,5.000,5.000,5.000,5.000,5.000,5.000
Samoa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.022,5.782,4.000,2.924,2.639,2.805,2.882,2.836
San Marino,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.000,1.532,1.280,1.454,1.557,1.646,1.702,1.702
São Tomé and Príncipe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.690,9.045,7.756,10.000,4.000,3.000,3.000,3.000
Saudi Arabia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-1.104,2.298,-1.052,2.226,2.087,2.122,2.089,2.089
Senegal,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,-0.655,1.328,1.983,1.500,1.500,1.500,1.500,1.500
Serbia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.017,1.987,2.000,2.200,2.500,2.800,3.000,3.000
Seychelles,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.480,3.382,2.303,1.938,2.990,2.990,2.990,2.990
Sierra Leone,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,15.326,17.463,14.010,12.000,10.200,9.000,8.500,8.000
Singapore,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.375,0.464,0.691,1.077,1.267,1.365,1.438,1.467
Slovak Republic,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.019,1.901,2.416,1.973,1.791,1.949,1.972,1.986
Slovenia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.745,1.421,2.200,1.900,1.900,1.900,2.000,2.000
Solomon Islands,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,2.121,3.181,3.180,3.509,3.640,4.005,4.284,4.736
Somalia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,6.091,3.221,4.000,3.000,2.500,2.176,2.179,2.226
South Africa,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.717,4.920,4.700,5.300,5.300,5.300,5.300,5.300
South Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,117.670,40.064,35.920,10.799,9.381,8.214,8.408,7.500
Spain,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.112,1.183,0.741,1.051,1.555,1.614,1.655,1.804
Sri Lanka,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.149,2.766,4.200,4.600,5.000,5.000,5.000,5.000
St. Kitts and Nevis,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.756,-0.749,1.967,1.967,1.967,1.967,1.967,1.967
St. Lucia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.980,2.208,2.133,2.227,2.000,2.000,2.000,2.000
St. Vincent and the Grenadines,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.016,1.372,2.003,1.998,1.998,1.998,1.998,1.998
Sudan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,25.151,72.935,56.884,66.869,67.516,67.723,72.185,76.477
Suriname,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,9.296,5.441,7.083,4.820,5.729,8.310,5.205,4.372
Sweden,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.776,2.219,1.630,1.370,1.700,1.800,2.000,2.000
