Country Group Name,Subject Descriptor,2003,2004,2005,2006,2007,2008
Euro area,"Inflation, end of period consumer ",2.3,2.7,3.4,3.6,2.9,2.6
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
