Country,Subject Descriptor,Subject Notes,Units,2011,2012,2013,2014,2015,2016,2017,2018
Tanzania,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,19.754,12.062,6.951,5.015,4.917,4.917,4.917,4.917
Thailand,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.529,3.628,2.046,1.981,2.000,2.000,2.000,2.000
Timor-Leste,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,15.380,10.800,10.400,8.500,7.600,6.500,6.100,5.500
Togo,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.479,2.914,3.363,2.997,2.660,2.672,2.445,2.540
Tonga,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.611,2.655,3.507,4.357,4.853,5.256,5.500,5.757
Trinidad and Tobago,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.272,7.169,4.000,4.000,4.000,4.000,4.000,4.000
Tunisia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.169,5.928,5.300,5.000,4.500,4.000,4.000,4.000
Turkey,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,10.448,6.164,7.986,6.041,6.041,6.041,6.041,6.041
Turkmenistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,5.568,7.778,7.500,6.500,6.000,6.000,6.000,6.000
Tuvalu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,,,,,,,,
Uganda,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,27.021,5.264,4.644,5.087,5.100,5.500,4.900,5.000
Ukraine,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.560,-0.202,0.756,2.262,3.823,4.035,3.986,3.995
United Arab Emirates,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,0.769,1.072,1.987,2.505,2.625,2.729,2.934,3.008
United Kingdom,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.659,2.638,2.700,2.300,2.000,1.900,2.000,2.000
United States,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,3.072,1.788,1.176,1.673,1.866,2.045,2.205,2.229
Uruguay,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,8.600,7.477,8.873,9.129,8.001,7.260,7.226,7.006
Uzbekistan,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,13.296,10.378,11.524,11.000,11.000,11.000,11.000,11.000
Vanuatu,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,1.197,0.798,2.000,2.000,2.600,3.000,3.000,3.000
Venezuela,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,27.570,20.068,46.000,35.000,28.000,23.000,20.000,20.000
Vietnam,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,18.127,6.816,8.200,7.852,7.500,7.200,7.000,6.500
Yemen,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,23.173,5.806,11.997,12.022,9.937,9.967,7.957,7.000
Zambia,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,7.200,7.328,7.503,7.000,6.000,5.500,5.500,5.500
Zimbabwe,"Inflation, end of period consumer prices", Annual percentages of end of period consumer prices are year-on-year changes.,Percent change,4.920,2.914,3.100,4.000,4.016,3.957,3.999,3.999
