,Return_Incl_Costs_BRLUSD Curncy,Return_Incl_Costs_PENUSD Curncy,Return_Incl_Costs_MXNUSD Curncy,Return_Incl_Costs_COPUSD Curncy,Return_Incl_Costs_CLPUSD Curncy,Return_Incl_Costs_CNYUSD Curncy,Return_Incl_Costs_KRWUSD Curncy,Return_Incl_Costs_IDRUSD Curncy,Return_Incl_Costs_INRUSD Curncy,Return_Incl_Costs_PHPUSD Curncy,Return_Incl_Costs_THBUSD Curncy,Return_Incl_Costs_TRYUSD Curncy,Return_Incl_Costs_RUBUSD Curncy,Return_Incl_Costs_ZARUSD Curncy,Return_Incl_Costs_CZKEUR Curncy,Return_Incl_Costs_HUFEUR Curncy,Return_Incl_Costs_PLNEUR Curncy
2005-07-13,232.00192492647216,129.457244261131,123.53599579904105,153.48855719422085,111.33862497024643,109.76156991138505,130.48676994391784,187.82346360291982,113.78725690970892,109.8847125042156,130.73779343916755,259.68050990493725,104.16324177755806,225.33352974297972,100.64361067438885,126.6211931620227,152.01199300647437
2005-07-20,234.2579709524583,129.4656053645326,123.92219237226108,153.48855719422085,111.33862497024643,109.92663430348361,130.48676994391784,188.20661171083458,113.78725690970892,109.8847125042156,131.5422067433349,261.08101522427813,104.13849459246826,225.33352974297972,100.64361067438885,127.1902680970483,152.40035296645036
2005-07-27,225.16059952942248,129.4356764148584,124.16291773254288,153.48855719422085,111.33862497024643,107.92514416975553,130.48676994391784,188.24708963203204,113.78725690970892,109.8847125042156,130.03625152481908,260.03543567077855,104.20907761299998,225.33352974297972,100.52727427949603,127.7026300685259,154.47202815117748
2005-08-03,238.4028127904187,129.37095857665096,124.96682244736458,153.48855719422085,111.33862497024643,107.88803038630228,130.48676994391784,186.43333141871037,113.78725690970892,109.8847125042156,128.68693447184742,265.77629184438297,103.38483542387462,225.33352974297972,99.40564213386943,127.63877875349165,154.7935511268918
2005-08-10,242.56829720555837,129.37095857665096,125.13790580264009,153.48855719422085,111.33862497024643,107.83408637110914,130.48676994391784,186.5328326710414,113.78725690970892,109.8847125042156,127.62066804455392,264.8356688153139,103.00116692325201,225.33352974297972,97.56463981999248,127.63877875349165,157.0020657665431
2005-08-17,235.37754927478747,129.37095857665096,124.94545501401066,153.48855719422085,111.33862497024643,107.83408637110914,130.48676994391784,188.98211090852195,113.78725690970892,109.8847125042156,128.91091463243896,256.00311228726366,103.1622198794796,225.33352974297972,97.51585750008249,127.63877875349165,157.36311210101562
2005-08-24,226.57180116936712,129.37095857665096,121.97552566618869,153.48855719422085,111.33862497024643,107.7202130919237,130.48676994391784,195.77624094019222,113.78725690970892,109.8847125042156,128.291504249509,255.80276489632607,103.11063876953986,225.33352974297972,97.51585750008249,127.63877875349165,156.9426450647021
2005-08-31,236.44477051499535,129.37095857665096,123.35577552781875,153.48855719422085,111.33862497024643,107.66301463849919,130.48676994391784,196.0235539933854,113.78725690970892,109.8847125042156,128.82317139904143,261.9171467261772,103.11063876953986,225.33352974297972,97.51585750008249,127.63877875349165,157.57746075149146
2005-09-07,240.38731509659024,129.37095857665096,124.26874768023458,153.48855719422085,111.33862497024643,107.69375880721502,130.48676994391784,195.92554221638872,112.89230882560133,109.8847125042156,127.94829500918713,264.40767205145085,103.11063876953986,225.33352974297972,97.51585750008249,127.63877875349165,160.29869374538183
2005-09-14,241.49225595509998,129.37095857665096,122.9521684533469,153.48855719422085,111.33862497024643,107.66056327620996,130.28861425985207,187.82886391132018,113.01755294686448,109.8847125042156,127.88432086168255,263.196354188804,103.11063876953986,225.33352974297972,97.51585750008249,127.63877875349165,162.07272276609285
2005-09-21,246.97529977370354,129.37095857665096,123.61901942897651,153.48855719422085,111.33862497024643,107.6353346726459,130.65095765334544,187.73494947936453,112.9217233814122,109.8847125042156,127.88432086168255,264.5426541132498,103.11063876953986,225.33352974297972,97.51585750008249,127.63877875349165,162.6070568703174
2005-09-28,252.95414076421295,129.37095857665096,123.07742334045126,153.48855719422085,111.33862497024643,107.5202227851302,131.85395923952782,187.73494947936453,113.29620302986683,109.8847125042156,127.88432086168255,263.25241957274045,103.11063876953986,225.33352974297972,97.51585750008249,127.63877875349165,162.31040557345588
2005-10-05,249.07877838834958,129.37095857665096,124.79005549870543,153.48855719422085,111.33862497024643,107.50112258729023,132.10478804044638,180.52188934334848,113.9125393023166,109.8847125042156,127.88432086168255,262.9409378366311,103.11063876953986,225.33352974297972,97.51585750008249,127.63877875349165,161.91544331327475
2005-10-12,251.20196128121296,129.37095857665096,122.84072685649113,153.48855719422085,111.33862497024643,107.47671110448927,132.58541114825056,180.43162839867682,115.39017745376978,109.8847125042156,127.88432086168255,261.8889811778502,103.11063876953986,225.33352974297972,97.51585750008249,127.9404326451793,163.7490739207638
2005-10-19,253.66912457381304,129.37095857665096,122.77930649306289,153.48855719422085,111.33862497024643,107.40408949665967,133.88975452881579,180.43162839867682,116.10834975684834,109.8847125042156,127.88432086168255,261.20649805633457,103.11063876953986,225.33352974297972,97.51585750008249,129.12086633637216,162.7437154403036
2005-10-26,248.91851692551563,129.37095857665096,122.77930649306289,153.48855719422085,111.33862497024643,107.39387548711917,132.55170886091435,180.43162839867682,115.82809418460079,109.8847125042156,127.88432086168255,264.23648663154245,103.11063876953986,225.33352974297972,97.51585750008249,128.53837256168293,159.59478001261508
2005-11-02,254.93488987453503,129.37095857665096,122.77930649306289,153.48855719422085,111.33862497024643,107.347912444189,132.14313397505006,179.50385322261397,116.36505361755916,109.8847125042156,127.88432086168255,266.42954656669025,103.11063876953986,225.33352974297972,96.60720839951911,127.21675346502722,160.22480224857148
2005-11-09,262.97104517072466,129.37095857665096,122.77930649306289,153.48855719422085,111.33862497024643,107.29423848796692,133.01955288690127,182.17465229557249,117.39196380787197,109.8847125042156,127.88432086168255,263.9650610879847,103.11063876953986,228.41372536000569,96.21304819314643,127.39164812957473,157.63082180793842
2005-11-16,260.50106698123693,129.37095857665096,123.602855638505,153.48855719422085,111.33862497024643,107.29423848796692,131.78630381528404,182.0835649694247,117.5088234012057,109.8847125042156,127.88432086168255,265.1771760887916,103.11063876953986,228.43797145425827,96.16494166904987,127.78502914135592,159.61069788708153
2005-11-23,256.7565034807778,129.37095857665096,123.95849182557325,153.48855719422085,111.33862497024643,107.29423848796692,131.67306082434516,181.63089016475618,117.48088326919701,109.8847125042156,127.88432086168255,265.53708396813437,102.43765896253188,221.09568391054597,96.16494166904987,128.24458596409661,159.530892538138
2005-11-30,261.529817963973,129.37095857665096,124.6986851480448,153.48855719422085,111.33862497024643,107.29423848796692,131.45860516192496,182.38877464935197,117.8505464740334,109.8847125042156,128.07960937742394,266.4662149220604,102.71502573475372,218.7382915831231,96.16494166904987,128.65578788641776,159.530892538138
2005-12-07,263.20599523099213,129.37095857665096,126.27181585601949,153.48855719422085,111.33862497024643,107.29423848796692,131.69654047252504,186.2543125353727,118.5323943080247,109.8847125042156,128.16795440014113,266.63201965938777,103.32038240464134,213.72803822028763,96.16494166904987,128.70592168662378,159.530892538138
2005-12-14,255.07694833749179,129.37095857665096,123.20739157611384,153.48855719422085,111.33862497024643,107.29423848796692,131.6306922022888,187.3563516765655,117.27198170083146,109.8847125042156,127.38047904010091,266.4987036495581,102.23185929610601,213.6211742011775,96.16494166904987,128.06536295727798,159.56640973907213
2005-12-21,251.37967510475394,129.37095857665096,124.01133764601057,153.48855719422085,111.33862497024643,107.29423848796692,131.6306922022888,187.12732870554754,115.93299810664882,109.8847125042156,127.09110583952483,266.4987036495581,102.65679066948957,213.6211742011775,96.16494166904987,127.02675137704952,159.95193231247322
2005-12-28,248.360041382899,129.37095857665096,122.60181084285107,153.48855719422085,111.33862497024643,107.29423848796692,131.6306922022888,187.383076661367,115.66461094764743,109.8847125042156,127.11836949842863,266.4987036495581,102.63355033325377,213.6211742011775,96.16494166904987,127.64051775203808,158.75621199510536
2006-01-04,254.85419616373972,129.37095857665096,124.93631542183408,153.48855719422085,111.33862497024643,107.29423848796692,131.6306922022888,191.51428570431568,114.66531711303752,109.8847125042156,127.05481031367943,266.4987036495581,102.37404571361338,213.6211742011775,96.16494166904987,126.72774389313308,161.0732626952296
2006-01-11,254.72676906565786,129.37095857665096,124.73077262357033,153.48855719422085,111.33862497024643,107.29423848796692,131.6306922022888,195.33889038576802,114.607984454481,109.8847125042156,127.05481031367943,266.4987036495581,101.26643916290892,213.6211742011775,96.16494166904987,126.66438002118652,162.06808668626337
2006-01-18,254.72676906565786,129.37095857665096,125.47694716406724,153.48855719422085,111.33862497024643,107.29423848796692,131.6306922022888,195.1457262551163,114.607984454481,109.8847125042156,127.05481031367943,266.7330975796298,101.21580594332748,213.6211742011775,96.16494166904987,126.66438002118652,159.08996613447894
2006-01-25,254.72676906565786,129.37095857665096,126.11588198373134,153.48855719422085,111.33862497024643,107.29423848796692,131.6306922022888,198.4372971679793,114.607984454481,109.8847125042156,127.05481031367943,270.0062231293208,101.21580594332748,213.6211742011775,96.16494166904987,126.66438002118652,161.0999734670717
2006-02-01,257.07757509536066,129.37095857665096,127.04944456660404,153.48855719422085,111.33862497024643,107.29423848796692,131.6306922022888,199.1623674307311,114.607984454481,109.8847125042156,127.05481031367943,270.2721819753271,101.21580594332748,213.6211742011775,96.16494166904987,126.66438002118652,160.79319111685464
2006-02-08,262.08035788688284,129.37095857665096,126.06057330881373,153.48855719422085,111.65967102154855,107.29423848796692,131.6306922022888,200.73034596938658,114.607984454481,109.8847125042156,127.05481031367943,268.9333908410393,101.21580594332748,213.6211742011775,96.16494166904987,126.66438002118652,160.60386655812755
2006-02-15,268.7169076463234,129.37095857665096,125.99754302215933,153.48855719422085,111.86455888727602,107.29423848796692,131.6306922022888,201.98946487356716,114.607984454481,109.8847125042156,127.05481031367943,269.1948835978813,101.21580594332748,213.6211742011775,96.16494166904987,126.66438002118652,162.9618969766166
2006-02-22,268.555085176641,129.37095857665096,125.99754302215933,153.48855719422085,109.01398276724925,107.29423848796692,131.6306922022888,199.59210969688104,114.607984454481,109.8847125042156,127.05481031367943,271.5918142343614,101.21580594332748,213.6211742011775,96.16494166904987,126.66438002118652,161.96028653540804
2006-03-01,272.28797299421876,129.37095857665096,125.99754302215933,153.48855719422085,108.74001797216137,107.22131952587918,131.6306922022888,203.65802858708722,114.607984454481,109.8847125042156,127.05481031367943,271.45601832724424,101.21580594332748,213.6211742011775,96.16494166904987,126.66438002118652,163.16435940683735
2006-03-08,264.73552634140407,129.37095857665096,125.99754302215933,153.48855719422085,111.92752498718944,107.48647593667606,131.6306922022888,201.0432650952241,114.607984454481,109.8847125042156,127.05481031367943,271.45601832724424,101.21580594332748,213.6211742011775,96.16494166904987,126.66438002118652,157.65002061658504
2006-03-15,273.2854210983035,129.37095857665096,125.99754302215933,153.48855719422085,110.68637956391467,107.4567653809209,131.6306922022888,205.59440596686397,114.607984454481,109.8847125042156,127.05481031367943,271.45601832724424,101.21580594332748,213.6211742011775,96.16494166904987,128.13627058529988,157.57119560627675
2006-03-22,268.9271854317859,129.37095857665096,125.99754302215933,153.48855719422085,111.79006313049003,107.42231343243454,131.6306922022888,206.6354399739746,114.607984454481,109.8847125042156,127.05481031367943,271.45601832724424,101.21580594332748,213.6211742011775,96.16494166904987,129.74702478714315,157.57119560627675
2006-03-29,262.08657479532343,129.37095857665096,125.99754302215933,153.48855719422085,111.8953991958974,107.47394788061797,131.6306922022888,205.88962119981605,114.607984454481,109.8847125042156,127.05481031367943,271.45601832724424,101.21580594332748,213.08473556719306,96.16494166904987,129.9525209236119,157.57119560627675
2006-04-05,271.95390559070717,129.37095857665096,125.99754302215933,153.48855719422085,109.5840067273385,107.32001906339279,131.6306922022888,209.41190653843236,114.607984454481,109.8847125042156,127.05481031367943,271.45601832724424,101.21580594332748,203.5410534452191,95.52411928389107,130.23117383687824,157.57119560627675
2006-04-12,272.6220403977325,129.37095857665096,125.99754302215933,156.42632967828087,107.85796100959345,107.45562697563841,131.6306922022888,209.30720058516314,114.607984454481,109.8847125042156,127.05481031367943,271.45601832724424,101.21580594332748,207.09350381846775,95.84147950081135,129.53689041174627,157.57119560627675
2006-04-19,275.9173675713003,129.37095857665096,125.99754302215933,156.2726951905989,107.80403202908866,107.57124641229942,131.6306922022888,212.16313590310205,114.29678427564627,109.8847125042156,127.05481031367943,271.45601832724424,101.21580594332748,201.4595478346947,95.55254785414598,129.60381234050263,157.57119560627675
2006-04-26,275.86434099931455,129.37095857665096,125.99754302215933,158.8729404438615,107.80403202908866,107.72891368087582,131.6306922022888,214.61481739299032,114.16094131195125,109.8847125042156,127.05481031367943,272.29555488231404,101.21580594332748,201.35881806077737,95.50477158021891,129.5390104343324,157.57119560627675
2006-05-03,282.08673494651816,129.37095857665096,125.99754302215933,158.91538883997293,107.80403202908866,107.77012031345649,131.6306922022888,214.50750998429385,113.5212448663671,109.8847125042156,127.05481031367943,273.6894387128717,101.21580594332748,201.35881806077737,95.50477158021891,129.5390104343324,157.57119560627675
2006-05-10,282.8563516413105,129.37095857665096,125.99754302215933,155.95840090233295,107.80403202908866,107.73640345191467,131.6306922022888,214.50750998429385,113.7980100043793,109.8847125042156,127.05481031367943,267.06936996996365,101.21580594332748,201.35881806077737,95.50477158021891,129.5390104343324,157.57119560627675
2006-05-17,266.03120320035015,129.37095857665096,125.99754302215933,164.00871327006027,107.80403202908866,107.82000583571342,131.6306922022888,214.50750998429385,114.36236001546698,109.8847125042156,127.05481031367943,243.0171507031723,101.21580594332748,201.35881806077737,95.50477158021891,129.5390104343324,152.97860730985727
2006-05-24,253.02195658966244,129.37095857665096,125.99754302215933,169.6026905362324,107.80403202908866,108.2481627093814,131.6306922022888,214.50750998429385,115.78897983523163,111.45722474787964,127.05481031367943,242.8956421278207,101.21580594332748,201.35881806077737,95.50477158021891,129.5390104343324,152.185111178853
2006-05-31,255.79469775379414,129.37095857665096,125.99754302215933,166.35426264188584,107.80403202908866,108.20260212776155,131.6306922022888,214.50750998429385,117.32684830397639,111.35191257752017,127.05481031367943,242.8956421278207,101.21580594332748,202.07155155311966,95.50477158021891,129.5390104343324,152.10901862326358
2006-06-07,255.66680040491727,129.37095857665096,125.99754302215933,165.8317581440147,109.64250436140179,108.27158779536862,131.6306922022888,214.50750998429385,116.27282024391124,111.39874298369014,127.05481031367943,242.8956421278207,101.21580594332748,202.116317942329,95.50477158021891,129.5390104343324,152.10901862326358
2006-06-14,255.66680040491727,129.37095857665096,125.99754302215933,172.26445433636604,109.53540216100201,108.11023409113254,131.6306922022888,216.27720479166294,116.28481145009496,112.00185036818122,127.05481031367943,242.8956421278207,101.21580594332748,206.05514578614157,95.50477158021891,125.41364110069873,152.10901862326358
2006-06-21,255.66680040491727,129.37095857665096,125.99754302215933,171.2824136118409,110.26861938831141,108.13349471251665,131.6306922022888,213.41068803538406,116.21039855823969,111.89469665985949,127.05481031367943,242.8956421278207,101.21580594332748,215.02430489386884,95.50477158021891,121.98110894369589,152.10901862326358
2006-06-28,255.66680040491727,129.37095857665096,125.99754302215933,176.32084789286566,110.79860024590977,108.22264825675306,131.6306922022888,212.5935439183232,117.25491791059906,112.48982296052769,127.05481031367943,242.8956421278207,101.21580594332748,217.790823670675,95.50477158021891,121.92011838922404,152.10901862326358
2006-07-05,255.66680040491727,129.37095857665096,125.99754302215933,171.78029874613162,109.49203055891263,108.25929623953755,130.09646947214492,207.15453055653737,116.4252207688415,111.0084483739245,126.23641551181326,242.8956421278207,101.21580594332748,217.28789099673287,95.50477158021891,121.92011838922404,152.10901862326358
2006-07-12,255.66680040491727,129.37095857665096,125.99754302215933,167.44207429853813,109.0634326826409,108.28093965155108,130.39399608328316,206.6309484082968,116.80440881470172,109.65586745474646,125.4054648559237,242.8956421278207,101.21580594332748,214.60761509272896,95.26021357252762,121.92011838922404,152.10901862326358
2006-07-19,259.0333698659088,129.37095857665096,125.99754302215933,169.24827911593434,108.75546888317679,108.4955295778904,131.66568151111915,208.6017233547877,118.26624333287265,110.53049269759309,125.99506219093792,242.8956421278207,101.21580594332748,211.85330930087514,94.9119989574634,121.92011838922404,152.10901862326358
2006-07-26,257.27607897440726,129.37095857665096,125.99754302215933,163.8264774396647,109.25546142014426,108.33077339274013,131.1567774720313,208.49742249311032,117.9297792638473,108.57064895396189,125.53617432796403,242.8956421278207,101.21580594332748,209.32632111492282,94.99116938069366,121.92011838922404,152.10901862326358
2006-08-02,259.211013365589,129.37095857665096,125.99754302215933,161.2431178964598,109.31133503819139,108.22474775746518,132.33899671839401,208.49742249311032,117.69360351826548,108.51636362948491,125.47340624080006,242.8956421278207,101.21580594332748,206.76822902992797,95.29711147910999,121.92011838922404,152.10901862326358
2006-08-09,261.5039942668068,129.37095857665096,125.99754302215933,157.23001049321894,109.99246238265228,108.3223594174392,131.98004546915175,208.49742249311032,117.10297091198764,108.51636362948491,125.47340624080006,242.8956421278207,101.21580594332748,201.82142172366864,93.86900528550167,121.92011838922404,152.10901862326358
2006-08-16,265.00132910809305,129.37095857665096,125.99754302215933,157.15139548797234,107.6058184865857,108.61181292311502,132.7833842186219,208.49742249311032,117.2432716678504,108.51636362948491,125.47340624080006,243.8140501231177,101.21580594332748,202.0958267887447,94.01437908309684,121.92011838922404,151.52807841335274
2006-08-23,264.0881035442005,129.37095857665096,125.99754302215933,157.15139548797234,107.78540160631815,108.43100011937922,131.50826542312922,208.49742249311032,117.18116713141389,108.51636362948491,125.47340624080006,239.30704709144305,101.21580594332748,213.81832667606227,93.9673718935553,121.92011838922404,149.72063710380533
2006-08-30,266.3329654780293,129.37095857665096,125.99754302215933,157.15139548797234,108.80761060006756,108.34834177914932,132.31882490984182,208.49742249311032,116.91666599428592,108.51636362948491,125.47340624080006,241.2380190938175,101.21580594332748,212.55809341882505,93.9673718935553,121.92011838922404,148.79666327264312
2006-09-06,265.02875174542254,129.37095857665096,125.99754302215933,157.15139548797234,108.75320679476754,108.21278169444436,131.74345147908767,208.49742249311032,115.97099326327802,108.51636362948491,125.47340624080006,240.52471765167587,101.21580594332748,212.45181437211565,93.9673718935553,121.92011838922404,147.40261775487755
2006-09-13,264.1448459824479,129.37095857665096,125.99754302215933,157.15139548797234,108.75320679476754,108.34592184267653,132.0410240340336,208.49742249311032,115.91300776664639,108.51636362948491,125.47340624080006,241.3759456654157,101.21580594332748,212.35851662990012,93.9673718935553,121.92011838922404,147.32891644600014
2006-09-20,262.6059013730786,129.37095857665096,125.99754302215933,157.15139548797234,108.75320679476754,108.11725313416429,130.93471208442804,208.49742249311032,115.91300776664639,108.51636362948491,125.47340624080006,242.21443829885104,101.21580594332748,214.2096262525365,93.9673718935553,121.92011838922404,147.32891644600014
2006-09-27,261.73113648921384,129.37095857665096,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.9587638044336,207.49684599156265,115.91300776664639,108.51636362948491,125.47340624080006,238.4272245445675,101.21580594332748,221.03716624736384,93.65469026577662,122.9030804077617,147.32891644600014
2006-10-04,264.78798443905896,129.14877585535285,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.39309756856687,115.91300776664639,108.51636362948491,125.47340624080006,238.29332283372617,101.21580594332748,229.1754440196625,93.27053561289289,122.19267927025034,147.32891644600014
2006-10-11,265.74277513248796,128.9561525162845,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.48107643346273,115.91300776664639,108.51636362948491,125.47340624080006,241.35960593219576,101.9630639770868,229.0608562976527,93.18255810975516,125.8445263621388,147.32891644600014
2006-10-18,268.82325139248485,128.8640885726274,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.377335895246,115.91300776664639,108.51636362948491,125.47340624080006,245.4922969135098,101.8835178512882,229.0608562976527,93.4680005932037,125.78160409895773,147.32891644600014
2006-10-25,268.28635409684813,128.27615657728205,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.377335895246,115.91300776664639,108.51636362948491,125.47340624080006,247.01243275597196,101.60387168349766,229.0608562976527,93.4212665929071,126.95460883211483,147.32891644600014
2006-11-01,268.62836095108787,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,208.3935607505293,115.91300776664639,108.51636362948491,125.47340624080006,248.75159311064945,101.03443073875317,229.0608562976527,92.32005025908757,126.89113152769878,147.32891644600014
2006-11-08,268.95777753787405,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,208.46793810205764,115.91300776664639,108.51636362948491,125.47340624080006,249.67881289837516,101.00361118310992,229.0608562976527,92.27389023395803,126.89113152769878,147.32891644600014
2006-11-15,268.9981353814911,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.2680852845884,115.91300776664639,108.51636362948491,125.47340624080006,251.7146715706148,100.7792209323741,229.0608562976527,92.27389023395803,126.89113152769878,148.60710483401647
2006-11-22,266.9850723443336,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,208.26509077970732,115.91300776664639,108.51636362948491,125.47340624080006,247.2040041134754,100.40960233800698,229.0608562976527,92.27389023395803,126.89113152769878,148.53280128159946
2006-11-29,267.0121500428281,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.83573061406673,115.91300776664639,108.51636362948491,125.47340624080006,249.92252722806793,100.35939753683797,229.0608562976527,92.27389023395803,126.89113152769878,148.53280128159946
2006-12-06,270.1367784736189,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,125.47340624080006,253.71580830976146,100.35939753683797,229.0608562976527,92.27389023395803,126.89113152769878,148.53280128159946
2006-12-13,270.3647830431115,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,125.47340624080006,258.7737967572458,100.35939753683797,229.0608562976527,92.27389023395803,126.89113152769878,148.53280128159946
2006-12-20,269.4129243297738,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,125.47340624080006,258.41246037738415,100.35939753683797,229.0608562976527,92.27389023395803,126.89113152769878,148.53280128159946
2006-12-27,271.499459338644,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,125.47340624080006,259.48637732880417,100.35939753683797,229.0608562976527,92.27389023395803,126.89113152769878,148.53280128159946
2007-01-03,272.31765425367786,128.21201849899342,125.99754302215933,157.15139548797234,108.75320679476754,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,125.47340624080006,263.58296470840605,100.35939753683797,229.0608562976527,92.27389023395803,126.89113152769878,148.53280128159946
2007-01-10,271.49721723622065,128.21201849899342,125.99754302215933,157.15139548797234,109.6013832782386,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,123.99930829859437,257.4337584155031,100.35939753683797,229.0608562976527,92.27389023395803,124.98445890970604,148.53280128159946
2007-01-17,273.64342666343055,128.21201849899342,125.99754302215933,157.15139548797234,109.52523936302967,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,124.86462025953125,261.6173909180344,100.35939753683797,229.0608562976527,92.27389023395803,124.92196668025119,148.53280128159946
2007-01-24,274.77189405994545,128.21201849899342,125.99754302215933,157.15139548797234,108.917693092197,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,126.71112900274335,264.1536539201577,100.35939753683797,229.0608562976527,92.27389023395803,124.92196668025119,148.07519989757333
2007-01-31,275.70219409613725,128.21201849899342,125.99754302215933,157.15139548797234,110.03628759911216,108.06319450759722,129.89378442253138,207.73181274875972,115.91300776664639,108.51636362948491,124.57131577672219,265.8742518573161,100.35939753683797,229.0608562976527,92.27389023395803,124.92196668025119,148.00116229762455
2007-02-07,279.9901287457104,128.21201849899342,125.99754302215933,157.15139548797234,110.78454606034268,108.06319450759722,128.8043013500618,207.73181274875972,115.91300776664639,108.51636362948491,124.65880881683293,267.90524465311887,100.34713641648027,229.0608562976527,92.4584277926374,124.92196668025119,148.00116229762455
2007-02-14,280.3937071818782,128.21201849899342,125.99754302215933,157.15139548797234,109.01714600929517,108.06319450759722,129.47705331789558,207.73181274875972,115.91300776664639,108.51636362948491,124.6593882409394,271.44982538358494,99.48447095400425,229.0608562976527,92.79232759199724,124.92196668025119,148.00116229762455
2007-02-21,282.7201471500266,128.21201849899342,125.99754302215933,157.15139548797234,108.94628281445533,108.06319450759722,129.50835268713394,207.73181274875972,115.91300776664639,108.51636362948491,124.95686457731615,273.06553665087813,99.43472871852725,229.0608562976527,92.82279536073987,124.92196668025119,148.00116229762455
2007-02-28,277.1412789129682,128.21201849899342,125.99754302215933,157.15139548797234,108.95553870322908,108.06319450759722,129.966870084389,207.73181274875972,115.91300776664639,108.51636362948491,125.66179194551985,267.9883850603891,99.43472871852725,229.0608562976527,92.7078386676167,124.92196668025119,148.00116229762455
2007-03-07,278.4834359173512,128.21201849899342,125.99754302215933,157.15139548797234,108.63117151878409,108.06319450759722,130.9462945244088,207.73181274875972,115.91300776664639,108.51636362948491,126.71715501345275,265.65192335492713,99.43472871852725,229.0608562976527,92.46783487985984,124.92196668025119,148.00116229762455
2007-03-14,280.7512362836628,128.21201849899342,125.99754302215933,157.15139548797234,109.02870513622308,108.11894604758255,130.64141827093027,207.73181274875972,115.91300776664639,108.51636362948491,127.05414807390555,268.1006606537321,99.43472871852725,229.0608562976527,92.46497771023684,124.92196668025119,147.89958896557494
2007-03-21,286.23610868836647,128.21201849899342,125.99754302215933,157.15139548797234,108.16554641095908,108.16193814208009,129.50091204593025,207.73181274875972,115.91300776664639,108.51636362948491,128.3054723747216,274.3993274475658,99.43472871852725,229.0608562976527,91.8145473128368,124.92196668025119,146.99997138526075
2007-03-28,285.1907715509255,128.21201849899342,125.99754302215933,157.15139548797234,109.0860162722279,108.2021368450176,129.66662320927875,207.74941665162174,115.91300776664639,108.51636362948491,127.40968270577277,274.5797853835763,99.43472871852725,229.0608562976527,92.16733904104423,124.92196668025119,146.92647139956813
2007-04-04,290.4243560148188,128.21201849899342,125.99754302215933,157.15139548797234,109.03147326409179,108.38981129679095,129.3035938199246,207.64554194329594,115.91300776664639,108.51636362948491,127.63125448417237,280.1802289449678,99.43472871852725,229.0608562976527,91.87766460161016,124.92196668025119,145.4195791823397
2007-04-11,290.055443931501,128.21201849899342,125.99754302215933,157.15139548797234,109.03147326409179,108.39212325182052,128.7606026787253,207.64554194329594,115.91300776664639,108.51636362948491,127.5423708262051,280.2636697149807,99.43472871852725,229.0608562976527,92.15785454671222,124.92196668025119,145.34686939274854
2007-04-18,291.0876733932378,128.21201849899342,125.99754302215933,157.15139548797234,109.03147326409179,108.43196742223626,128.69622237738594,207.64554194329594,115.91300776664639,108.51636362948491,128.38856179162104,285.1888978300465,99.43472871852725,229.0608562976527,92.08923669604589,124.92196668025119,145.34686939274854
2007-04-25,293.1431639070183,128.21201849899342,125.99754302215933,157.15139548797234,109.03147326409179,108.4877353321805,128.69622237738594,207.64554194329594,115.91300776664639,108.51636362948491,128.2065067372975,291.337683615109,99.43472871852725,229.0608562976527,92.64658414912927,124.92196668025119,145.34686939274854
2007-05-02,293.1738634632741,128.21201849899342,125.99754302215933,157.15139548797234,109.03147326409179,108.43175708587971,128.69622237738594,207.64554194329594,115.91300776664639,108.51636362948491,128.349045067544,285.69897384025546,99.43472871852725,229.0608562976527,92.62301399454506,124.92196668025119,145.34686939274854
