,Return_Incl_Costs_BRLUSD Curncy,Return_Incl_Costs_PENUSD Curncy,Return_Incl_Costs_MXNUSD Curncy,Return_Incl_Costs_COPUSD Curncy,Return_Incl_Costs_CLPUSD Curncy,Return_Incl_Costs_CNYUSD Curncy,Return_Incl_Costs_KRWUSD Curncy,Return_Incl_Costs_IDRUSD Curncy,Return_Incl_Costs_INRUSD Curncy,Return_Incl_Costs_PHPUSD Curncy,Return_Incl_Costs_THBUSD Curncy,Return_Incl_Costs_TRYUSD Curncy,Return_Incl_Costs_RUBUSD Curncy,Return_Incl_Costs_ZARUSD Curncy,Return_Incl_Costs_CZKEUR Curncy,Return_Incl_Costs_HUFEUR Curncy,Return_Incl_Costs_PLNEUR Curncy
2000-08-30,106.04487496852528,105.78082590780923,108.06902398504475,103.45050829578894,102.4899506074096,101.33601127699126,99.71349478560782,108.41590298185112,99.95054351225559,100.0,105.0061857838638,98.31740557865301,102.32121629856464,100.0,98.89926651566329,99.69230432007214,110.30239723673833
2000-09-06,106.44927745605939,105.93402657767778,107.1298627462646,103.45050829578894,102.4899506074096,101.34290222260385,99.71349478560782,108.41590298185112,99.95054351225559,100.0,106.11572266716416,98.66502365178933,102.32121629856464,100.0,98.84981688240546,99.68643249852597,113.58535601892301
2000-09-13,105.98251692405807,106.01272088235287,107.52197879854461,103.45050829578894,102.4899506074096,101.38238547854613,99.71349478560782,108.41590298185112,99.95054351225559,100.0,107.14630541380893,99.08783442408453,102.32121629856464,100.0,98.84981688240546,99.65560543540667,111.6511972754893
2000-09-20,104.84355781101408,105.08757583271421,105.8797608997819,103.45050829578894,102.4899506074096,101.40901805212988,99.71349478560782,108.41590298185112,99.95054351225559,100.0,109.33646647007976,99.63108409050315,102.32121629856464,100.0,98.84981688240546,99.60577763268897,111.39699936709944
2000-09-27,104.79113603210858,105.31411414047872,106.57400422578245,103.45050829578894,102.4899506074096,101.4076212388299,99.71349478560782,108.41590298185112,99.95054351225559,100.0,108.23330390527555,97.70550685094551,102.32121629856464,100.0,98.84981688240546,99.60577763268897,108.53776027282466
2000-10-04,104.79113603210858,105.31615941324908,106.55699603739458,103.45050829578894,102.4899506074096,101.44216908777915,99.71349478560782,108.41590298185112,99.95054351225559,100.0,109.57823161416846,97.62167111273122,102.32121629856464,100.0,98.84981688240546,99.73103487119167,110.06633815875654
2000-10-11,104.79113603210858,105.74352402824206,106.24396806111655,103.45050829578894,102.4899506074096,101.47522700254217,99.92548816672404,108.6611079903053,99.95054351225559,100.0,110.36812702799581,97.24007819271785,102.32121629856464,100.0,98.84981688240546,100.30147596957435,108.814080773442
2000-10-18,104.79113603210858,106.04291300419615,105.32428892903482,103.45050829578894,102.4899506074096,101.51787636863044,101.36775356393753,108.60677743631015,99.95054351225559,100.0,112.2371439025091,97.87975659915634,102.32121629856464,100.0,98.84981688240546,100.25132523158958,111.67425223750416
2000-10-25,104.79113603210858,105.64739620805132,104.98644445970115,103.45050829578894,102.4899506074096,101.55316918467281,101.33489021555498,108.96240516559705,99.95054351225559,100.0,111.86933845527439,97.83081672085676,102.32121629856464,100.0,98.84981688240546,100.25132523158958,113.721397246988
2000-11-01,104.79113603210858,105.85864366701144,104.9339512374713,103.45050829578894,102.4899506074096,101.61500145341265,101.14972474433644,111.35234007649048,99.95054351225559,100.0,111.82626485600719,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.99385836999483,112.04974297914067
2000-11-08,104.79113603210858,105.41043674855317,104.9339512374713,103.45050829578894,102.4899506074096,101.66398303979393,101.0089256590249,111.96088915980306,99.95054351225559,100.0,112.2341897139287,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.94386144080984,113.93363851494695
2000-11-15,104.79113603210858,105.66395317809406,104.9339512374713,103.45050829578894,102.4899506074096,101.70588743878909,101.20054244946368,113.95054633387501,99.95054351225559,100.0,112.0611044605319,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.94386144080984,113.5819655833323
2000-11-22,104.79113603210858,105.5362697208798,104.9339512374713,103.45050829578894,102.4899506074096,101.72050741799367,104.78400996245867,113.73671148779137,99.95054351225559,100.0,112.16427457859697,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.94386144080984,115.46331829244552
2000-11-29,104.79113603210858,105.8520208789939,104.9493698270095,103.45050829578894,102.4899506074096,101.76706786132206,107.00612070727186,114.5715446246539,99.95054351225559,100.0,112.10819244130768,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.68885055173321,116.06257778304888
2000-12-06,104.79113603210858,105.7990948685544,105.06189145531586,103.45050829578894,102.4899506074096,101.8098103482976,106.64261070054515,114.68574385592547,99.95054351225559,100.0,112.10819244130768,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.63900612645735,114.63172920300978
2000-12-13,104.79113603210858,105.98247994368262,104.8570424776907,103.45050829578894,102.4899506074096,101.85692951694558,106.05131624980869,113.8281802559086,100.0246769570024,100.0,112.10819244130768,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.07664025910091,114.57441333840829
2000-12-20,104.79113603210858,106.50170473209674,104.8724676280609,103.45050829578894,102.4899506074096,101.91382637869238,108.32226105047471,111.11684211781284,100.27849182823172,100.0,112.10819244130768,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.02710193897137,114.71379981401046
2000-12-27,104.79113603210858,105.77345147010973,103.7844356446842,103.45050829578894,102.4899506074096,101.97137508664603,111.95930824684478,113.34377148874182,100.37828064072295,100.0,112.10819244130768,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.02710193897137,115.08079141329362
2001-01-03,104.79113603210858,106.55524706036185,101.56291592080075,103.45050829578894,102.4899506074096,102.0174699255411,113.08156672229109,114.07049077651146,100.57168178214715,100.0,112.10819244130768,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.02710193897137,115.07822214057923
2001-01-10,104.79113603210858,106.71597104212962,101.91642757953203,103.45050829578894,102.4899506074096,102.06682399546844,112.9926442329891,113.88553003314968,100.87201329517666,100.0,112.10819244130768,97.83081672085676,102.32121629856464,100.0,98.84981688240546,99.02710193897137,114.1265966792036
2001-01-17,104.79113603210858,106.81781786219985,101.86546936574227,103.45050829578894,102.4899506074096,102.12027538440945,113.65984460640024,111.55041352379632,101.38002906785849,100.0,112.10819244130768,97.83081672085676,102.04507912233777,100.0,99.53021388442278,99.02710193897137,116.37703093741037
2001-01-24,104.79113603210858,106.6773662474743,101.86546936574227,103.45050829578894,102.4899506074096,102.13498848450129,113.42245549445688,111.85483759608115,101.64696896664952,100.0,112.10819244130768,97.83081672085676,101.96213890221004,100.0,98.10498135513221,98.03528713992411,117.00293892245709
2001-01-31,104.79113603210858,106.6253758707527,101.86546936574227,103.45050829578894,102.4899506074096,102.17847593856996,111.80671147444893,112.07636838507305,101.73807209913615,98.8746181005387,112.10819244130768,97.83081672085676,101.73432843976838,100.0,97.34534318864169,97.98626949635415,118.051948107671
2001-02-07,104.79113603210858,106.8072451923064,101.86546936574227,103.45050829578894,102.4899506074096,102.22233587618469,112.68397297207838,112.02033020088052,101.83033332229017,99.9977328942047,112.10819244130768,97.83081672085676,102.02727768089936,100.0,97.29667051704737,97.81825113994168,118.58304164159283
2001-02-14,104.79113603210858,107.03829197840786,101.86546936574227,103.45050829578894,102.4899506074096,102.24775787824197,111.25494127136632,112.02033020088052,101.4987333612465,101.3395117669388,112.10819244130768,98.02297147810313,102.52625564586079,100.0,96.5122165427412,97.76934201437172,119.99158324724354
