,Inflation_Differential_BRLUSD Curncy,Inflation_Differential_PENUSD Curncy,Inflation_Differential_MXNUSD Curncy,Inflation_Differential_COPUSD Curncy,Inflation_Differential_CLPUSD Curncy,Inflation_Differential_TRYUSD Curncy,Inflation_Differential_RUBUSD Curncy,Inflation_Differential_ZARUSD Curncy,Inflation_Differential_CNYUSD Curncy,Inflation_Differential_KRWUSD Curncy,Inflation_Differential_IDRUSD Curncy,Inflation_Differential_INRUSD Curncy,Inflation_Differential_PHPUSD Curncy,Inflation_Differential_THBUSD Curncy,Inflation_Differential_CZKEUR Curncy,Inflation_Differential_HUFEUR Curncy,Inflation_Differential_PLNEUR Curncy
2001-04-18,7.385333333333331,-1.4859999999999998,2.9286666666666665,5.341333333333333,0.8260000000000003,53.65433333333334,15.501333333333333,5.352333333333334,-2.2399999999999998,1.4466666666666659,9.792,2.7549999999999994,1.9816666666666667,-0.9643333333333334,0.7819999999999997,3.9839999999999995,0.49799999999999983
2001-04-25,7.385333333333331,-1.4859999999999998,2.9286666666666665,5.341333333333333,0.8260000000000003,53.65433333333334,15.501333333333333,5.352333333333334,-2.2399999999999998,1.4466666666666659,9.792,2.7549999999999994,1.9816666666666667,-0.9643333333333334,0.7819999999999997,3.9839999999999995,0.49799999999999983
2001-05-02,7.385333333333331,-1.4859999999999998,2.9286666666666665,5.341333333333333,0.8260000000000003,53.65433333333334,15.501333333333333,5.352333333333334,-2.2399999999999998,1.4466666666666659,9.792,2.7549999999999994,1.9816666666666667,-0.9643333333333334,0.7819999999999997,3.9839999999999995,0.49799999999999983
2001-05-09,7.701416666666666,-1.43775,2.9480833333333334,5.200666666666668,0.7540000000000001,50.333666666666666,15.11866666666667,5.911416666666668,-2.337,1.4055833333333334,9.483250000000002,2.5565,1.738583333333334,-0.9591666666666667,0.4775000000000005,3.8000000000000007,0.24700000000000033
2001-05-16,7.701416666666666,-1.43775,2.9480833333333334,5.200666666666668,0.7540000000000001,50.333666666666666,15.11866666666667,5.911416666666668,-2.337,1.4055833333333334,9.483250000000002,2.5565,1.738583333333334,-0.9591666666666667,0.4775000000000005,3.8000000000000007,0.24700000000000033
2001-05-23,7.701416666666666,-1.43775,2.9480833333333334,5.200666666666668,0.7540000000000001,50.333666666666666,15.11866666666667,5.911416666666668,-2.337,1.4055833333333334,9.483250000000002,2.5565,1.738583333333334,-0.9591666666666667,0.4775000000000005,3.8000000000000007,0.24700000000000033
2001-05-30,7.701416666666666,-1.43775,2.9480833333333334,5.200666666666668,0.7540000000000001,50.333666666666666,15.11866666666667,5.911416666666668,-2.337,1.4055833333333334,9.483250000000002,2.5565,1.738583333333334,-0.9591666666666667,0.4775000000000005,3.8000000000000007,0.24700000000000033
2001-06-06,7.701416666666666,-1.43775,2.9480833333333334,5.200666666666668,0.7540000000000001,50.333666666666666,15.11866666666667,5.911416666666668,-2.337,1.4055833333333334,9.483250000000002,2.5565,1.738583333333334,-0.9591666666666667,0.4775000000000005,3.8000000000000007,0.24700000000000033
2001-06-13,8.0175,-1.3895000000000002,2.9675,5.0600000000000005,0.6819999999999999,47.013,14.736000000000002,6.470500000000001,-2.434,1.3645,9.174500000000002,2.358,1.4955,-0.9540000000000002,0.17300000000000024,3.6160000000000005,-0.00399999999999949
2001-06-20,8.0175,-1.3895000000000002,2.9675,5.0600000000000005,0.6819999999999999,47.013,14.736000000000002,6.470500000000001,-2.434,1.3645,9.174500000000002,2.358,1.4955,-0.9540000000000002,0.17300000000000024,3.6160000000000005,-0.00399999999999949
